父任务ID,合集ID,父任务组,任务类型,启用模式,Lua脚本路径,推荐等级,可重复,任务奖励RewardID,章节ID,事件ID,关联活动ID,活动类型,VideoKey
71032,,,7,1,Actor/Quest/WQ71032,,,,10017,,,,
71033,,71033,7,,Actor/Quest/WQ71033,,,171033,,,,1302,
71034,,71033,7,,Actor/Quest/WQ71034,,,,,,,,
71035,,71035,7,1,Actor/Quest/WQ71035,,,,,,,,
71036,,,7,,Actor/Quest/WQ71036,,,171036,,,,,
71037,,,7,,Actor/Quest/WQ71037,,,171037,10051,,,,
71038,,,7,,Actor/Quest/WQ71038,,,171038,,,,,
71039,,,7,,Actor/Quest/WQ71039,,,171039,,,,,
71040,,,7,,Actor/Quest/WQ71040,,,171040,10051,,,,
71041,,,7,,Actor/Quest/WQ71041,,,171041,10051,,,,
71042,,,7,,Actor/Quest/WQ71042,,,171042,10051,,,,
71043,,,7,,Actor/Quest/WQ71043,,,171043,10051,,,,
71044,,,7,,Actor/Quest/WQ71044,,,171044,10051,,,,
71045,,,7,,Actor/Quest/WQ71045,,,171045,10051,,,,
71046,,,7,,Actor/Quest/WQ71046,,,,,,,,
71047,,,7,,Actor/Quest/WQ71047,,,,,,,,
71048,,,7,1,Actor/Quest/WQ71048,,,,10051,,,,
71049,,,7,,Actor/Quest/WQ71049,,,,10051,,,,
71050,,,7,,Actor/Quest/WQ71050,,,171050,,,,,
71051,,,7,,Actor/Quest/WQ71051,,,171051,,,,,
71052,,,7,,Actor/Quest/WQ71052,,,171052,,,,,
71053,,,7,,Actor/Quest/WQ71053,,,,,,,,
71054,,,7,,Actor/Quest/WQ71054,,,171054,,,,,
71055,,,7,,Actor/Quest/WQ71055,,,171055,,,,,
71056,,,7,,Actor/Quest/WQ71056,,,,,,,,
71057,,,7,,Actor/Quest/WQ71057,,,171057,,,,,
71058,,,7,,Actor/Quest/WQ71058,,,171058,,,,,
71059,,,7,,Actor/Quest/WQ71059,,,171059,,,,,
71060,,,7,,Actor/Quest/WQ71060,,,,,,,,
71061,,,7,,Actor/Quest/WQ71061,,,171061,,,,,
71062,,,7,,Actor/Quest/WQ71062,,,171062,,,,,
71063,,,7,,Actor/Quest/WQ71063,,,171063,,,,,
71064,,,7,,Actor/Quest/WQ71064,,,171064,,,,,
71065,,71035,7,,Actor/Quest/WQ71065,,,,,,,,
71066,,,7,,Actor/Quest/WQ71066,,,171066,,,,,
71067,,71035,7,,Actor/Quest/WQ71067,,,,,,,,
71068,,,7,,Actor/Quest/WQ71068,,1,,,,,,
71069,,,7,,Actor/Quest/WQ71069,,,,,,,,
71070,,,7,,Actor/Quest/WQ71070,,,,,,,,
71071,,,7,,,,,,,,,,
71072,,,7,,Actor/Quest/WQ71072,,,171072,,,,,
71073,,,7,,Actor/Quest/WQ71073,,,,,,,,
71074,,,7,,Actor/Quest/WQ71074,,,171074,,,,,
71075,,,7,,Actor/Quest/WQ71075,,,,,,,,
71076,,,7,,Actor/Quest/WQ71076,,,,,,,,
71077,,,7,,Actor/Quest/WQ71077,,,,,,,,
71078,,,7,,Actor/Quest/WQ71078,,,,,,,,
71079,,,7,,Actor/Quest/WQ71079,,,,,,,,
71080,,,7,,Actor/Quest/WQ71080,,,171080,,,,,
71081,,,7,,Actor/Quest/WQ71081,,,171081,,,,,
71082,,,7,,Actor/Quest/WQ71082,,,,,,,,
71083,,,7,,Actor/Quest/WQ71083,,,,,,,,
71084,,,7,,Actor/Quest/WQ71084,,,,,,,,
71085,,,7,,Actor/Quest/WQ71085,,,171085,,,,,
71086,,,7,,Actor/Quest/WQ71086,,,171086,,,,,
71087,,,7,,Actor/Quest/WQ71087,,,171087,,,,,
71088,,,7,,Actor/Quest/WQ71088,,,,,,,,
71089,,,7,,Actor/Quest/WQ71089,,,,,,,,
71090,,,7,,Actor/Quest/WQ71090,,,,,,,,
71091,,,7,1,Actor/Quest/WQ71091,,,171091,,,,,
71092,,,7,,Actor/Quest/WQ71092,,,,,,,,
71093,,,7,,Actor/Quest/WQ71093,,,,,,,,
71094,,,7,,Actor/Quest/WQ71094,,,,,,,,
71095,,,7,,Actor/Quest/WQ71095,,,,,,,,
71096,,,7,,Actor/Quest/WQ71096,,,171096,,,,,
71097,,,7,,Actor/Quest/WQ71096,,,171097,,,,,
71098,,,7,,Actor/Quest/WQ71098,,,171098,,,,,
71099,8002,,7,1,Actor/Quest/WQ71099,,,171099,,,,,
71101,,,7,1,Actor/Quest/WQ71101,,,171101,,,,,
71500,,,7,1,Actor/Quest/WQ71500,,,171500,,,,2101,
71501,,,7,,Actor/Quest/WQ71501,,,,,,5079,2702,
71502,,,7,,Actor/Quest/WQ71502,,,,,,5079,2702,
71503,,,7,,Actor/Quest/WQ71503,,,,,,5079,2702,
71504,,,7,,Actor/Quest/WQ71504,,,,,,5079,2702,
71505,,,7,,Actor/Quest/WQ71505,,,,,,5079,2702,
71506,,,7,,Actor/Quest/WQ71506,,,,,,5079,2702,
71507,,,7,,Actor/Quest/WQ71507,,,,,,5079,2702,
71508,,,7,,Actor/Quest/WQ71508,,,,,,5079,2702,
71509,,,7,,Actor/Quest/WQ71509,,,,,,5079,2702,
71510,,,7,,Actor/Quest/WQ71510,,,,,,5079,2702,
71650,,,7,1,Actor/Quest/WQ71650,,,171650,,,,,
71651,,,7,1,,,,171651,,,5017,1301,
71652,,,7,,Actor/Quest/WQ71652,,,171652,,,2004,1502,
71653,,,7,1,Actor/Quest/WQ71653,,,171653,,,2004,1502,
71654,5002,,7,,Actor/Quest/WQ71654,,,171654,,,,,
71655,,,7,,Actor/Quest/WQ71655,,,171655,,,,,
71656,,,7,1,,,,171656,,,5044,1301,
71657,,,7,1,,,,171657,,,5044,1301,
71658,4008,,7,,Actor/Quest/WQ71658,,,,,,,,
71659,,,7,1,Actor/Quest/WQ71659,,,171659,,,5058,2400,
71660,,,7,,Actor/Quest/WQ71660,,,171660,,,5058,2400,
71661,,,7,,Actor/Quest/WQ71661,,,,,,,,
71662,,,7,1,Actor/Quest/WQ71662,,,171662,,,5065,2503,
71663,,,7,1,Actor/Quest/WQ71663,,,171663,,,5066,2602,
71664,,,7,,Actor/Quest/WQ71664,,,171664,,,5067,2601,
71700,,,7,1,Actor/Quest/WQ71700,,,,,,,,
71701,,,7,1,Actor/Quest/WQ71701,,,,,,,,
71702,,,7,1,Actor/Quest/WQ71702,,,,,,,,
71703,,,7,1,Actor/Quest/WQ71703,,,,,,,,
71704,,,7,1,Actor/Quest/WQ71704,,,,,,,,
71705,,,7,1,Actor/Quest/WQ71705,,,,,,,,
71706,,,7,1,Actor/Quest/WQ71706,,,,,,,,
71707,,,7,1,Actor/Quest/WQ71707,,,,,,,,
71708,,,7,1,Actor/Quest/WQ71708,,,,,,,,
71709,,,7,1,Actor/Quest/WQ71709,,,,,,,,
71710,,,7,1,Actor/Quest/WQ71710,,,,,,,,
71711,,,7,1,Actor/Quest/WQ71711,,,,,,,,
71712,,,7,1,Actor/Quest/WQ71712,,,,,,,,
71713,,,7,1,Actor/Quest/WQ71713,,,,,,,,
71714,,,7,1,Actor/Quest/WQ71714,,,,,,,,
71800,,,7,1,Actor/Quest/WQ71800,,,171800,,,,,
71801,8002,,2,1,Actor/Quest/LQ71801,,,,,,,,
71802,,,7,1,Actor/Quest/WQ71802,,,171802,,,,,
71803,,,7,1,Actor/Quest/WQ71803,,,171803,,,,,
71804,,,7,1,Actor/Quest/WQ71804,,,171804,,,,,
71805,,,7,1,Actor/Quest/WQ71805,,,171805,,,,,
71806,,,7,1,Actor/Quest/WQ71806,,,,,,,,
71807,,,7,1,Actor/Quest/WQ71807,,,171807,,,,,
71808,,,7,1,Actor/Quest/WQ71808,,,171808,,,,,
71809,,,7,1,Actor/Quest/WQ71809,,,171809,,,,,
71810,,,7,1,Actor/Quest/WQ71810,,,171810,,,,,
71811,,,7,1,Actor/Quest/WQ71811,,,171811,,,,,
71812,,,7,1,Actor/Quest/WQ71812,,,171812,,,,,
71813,,,7,1,Actor/Quest/WQ71813,,,171813,,,,,
71814,,,7,1,Actor/Quest/WQ71814,,,171814,,,,,
71815,,,7,,Actor/Quest/WQ71815,,,171815,,,,1302,
71816,,,7,,Actor/Quest/WQ71816,,,171816,,,,1302,
71817,,,7,,Actor/Quest/WQ71817,,,171817,,,,1302,
71818,,,7,,Actor/Quest/WQ71818,,,171818,,,,1302,
71819,,,7,,Actor/Quest/WQ71819,,,171819,,,,1302,
71820,,,7,,Actor/Quest/WQ71820,,,171820,,,,1302,
71821,,,7,,Actor/Quest/WQ71821,,,171821,,,,1302,
71822,,,7,,Actor/Quest/WQ71822,,,171822,,,,1302,
71823,,,7,,Actor/Quest/WQ71823,,,171823,,,,1302,
71824,,,7,,Actor/Quest/WQ71824,,,171824,,,,1302,
71825,,,7,,,,,171825,,,,1302,
71826,,,7,,,,,171826,,,,1302,
71827,,,7,,,,,171827,,,,1302,
71828,,,7,,,,,171828,,,,1302,
71829,,,7,1,Actor/Quest/WQ71829,,,171829,,,,,
71830,,71035,7,1,Actor/Quest/WQ71830,,,,,,,,
71831,,71035,7,1,Actor/Quest/WQ71831,,,171831,,,,,
71832,,,7,1,Actor/Quest/WQ71832,,,,,,,,
71901,,,7,1,,,,552002,,,,,
71902,,,7,1,,,,552003,,,,,
71903,,,7,1,,,,552005,,,,,
71904,,,7,1,,,,552006,,,,,
71905,,,7,1,,,,552007,,,,,
71906,,,7,1,,,,552008,,,,,
71907,,,7,1,,,,552009,,,,,
71909,,,7,1,,,,552010,,,,,
71910,,,7,1,,,,552011,,,,,
71911,,,7,1,,,,552012,,,,,
71912,,,7,1,,,,552013,,,,,
71913,,,7,1,,,,552016,,,,,
71914,,,7,1,,,,552017,,,,,
71915,,,7,1,,,,552018,,,,,
71916,,,7,1,,,,552019,,,,,
71917,,,7,1,,,,552020,,,,,
71918,,,7,1,,,,552022,,,,,
71919,,,7,1,,,,552023,,,,,
71920,,,7,1,,,,552025,,,,,
71921,,,7,1,,,,552004,,,,,
71922,,,7,1,,,,552024,,,,,
71923,,,7,1,,,,552027,,,,,
71924,,,7,1,,,,552028,,,,,
71925,,,7,1,,,,552029,,,,,
71926,,,7,1,,,,552030,,,,,
71927,,,7,1,,,,552031,,,,,
71928,,,7,1,,,,552032,,,,,
71929,,,7,1,,,,552033,,,,,
71930,,,7,1,,,,552034,,,,,
71931,,,7,1,,,,552035,,,,,
71932,,,7,1,,,,552036,,,,,
71933,,,7,1,,,,552038,,,,,
71934,,,7,1,,,,552039,,,,,
71935,,,7,1,,,,552040,,,,,
71936,,,7,1,,,,552041,,,,,
71937,,,7,1,,,,552042,,,,,
71938,,,7,1,,,,552043,,,,,
71939,,,7,1,,,,552044,,,,,
71940,,,7,1,,,,552045,,,,,
71941,,,7,1,,,,552048,,,,,
71942,,,7,1,,,,552050,,,,,
71943,,,7,1,,,,552051,,,,,
71944,,,7,1,,,,552052,,,,,
71945,,,7,1,,,,552053,,,,,
71946,,,7,1,,,,552055,,,,,
71947,,,7,1,,,,552056,,,,,
71948,,,7,1,,,,552057,,,,,
71949,,,7,1,,,,552058,,,,,
71950,,,7,1,,,,552059,,,,,
71951,,,7,1,,,,552060,,,,,
71952,,,7,1,,,,552026,,,,,
71953,,,7,1,,,,552002,,,,,
72002,,,7,1,Actor/Quest/WQ40030,,,172002,,,,2302,
72013,,,7,1,Actor/Quest/WQ72013,,,,,,,,
72100,,72100,7,,Actor/Quest/WQ72100,,,172100,10025,,,,
72101,,,7,,Actor/Quest/WQ72101,,,,,,,,
72102,,,7,,Actor/Quest/WQ72102,,,,,,,,
72103,,,7,,Actor/Quest/WQ72103,,,,,,,,
72104,,,7,,Actor/Quest/WQ72104,,,,,,,,
72105,,72100,7,1,Actor/Quest/WQ72105,,,,10025,,,,
72106,,72100,7,,Actor/Quest/WQ72106,,,172106,10025,,,,
72107,,72100,7,,Actor/Quest/WQ72107,,,172107,10025,,,,
72108,,72100,7,,Actor/Quest/WQ72108,,,172108,10025,,,,
72109,,,7,,Actor/Quest/WQ72109,,,172109,,,,,
72110,,,7,,Actor/Quest/WQ72110,,,,,,,,
72111,,72100,7,,Actor/Quest/WQ72111,,,,,,,,
72112,,72112,7,,Actor/Quest/WQ72112,,,,,,,,
72113,,72112,7,,Actor/Quest/WQ72113,,,,,,,,
72114,,,7,,Actor/Quest/WQ72114,,,172114,10036,,,,
72115,,,7,,Actor/Quest/WQ72115,,,172115,10036,,,,
72116,,,7,,Actor/Quest/WQ72116,,,172116,10036,,,,
72117,,,7,,Actor/Quest/WQ72117,,,172117,10036,,,,
72118,,,7,,Actor/Quest/WQ72118,,,172118,10036,,,,
72119,,,7,,Actor/Quest/WQ72119,,,172119,10036,,,,
72120,,,7,,Actor/Quest/WQ72120,,,172120,10036,,,,
72121,,,7,,Actor/Quest/WQ72121,,,172121,,,,,
72122,,,7,,Actor/Quest/WQ72122,,,172122,10036,,,,
72123,,,7,,Actor/Quest/WQ72123,,,172123,,,,,
72124,,,7,,Actor/Quest/WQ72124,,,172124,,,,,
72125,,,7,,Actor/Quest/WQ72125,,,,,,,,
72126,,,7,,Actor/Quest/WQ72126,,,,,,,,
72127,,,7,,Actor/Quest/WQ72127,,,,,,,,
72128,,,7,,Actor/Quest/WQ72128,,,,,,,,
72129,,,7,,Actor/Quest/WQ72129,,,172129,10037,,,,
72130,,,7,,Actor/Quest/WQ72130,,,172130,10037,,,,
72131,,,7,,Actor/Quest/WQ72131,,,172131,10037,,,,
72132,,,7,,Actor/Quest/WQ72132,,,172132,10037,,,,
72133,,,7,,Actor/Quest/WQ72133,,,172133,10037,,,,
72134,,,7,,Actor/Quest/WQ72134,,,172134,10037,,,,
72135,,,7,,Actor/Quest/WQ72135,,,,,,,,
72136,,,7,,Actor/Quest/WQ72136,,,,,,,,
72137,,,7,,Actor/Quest/WQ72137,,,,,,,,
72138,,,7,1,Actor/Quest/WQ72138,,,172138,,,,,
72139,,,7,1,Actor/Quest/WQ72139,,,,,,,,
72140,,,7,1,Actor/Quest/WQ72140,,,172140,,,,,
72141,,,7,,Actor/Quest/WQ72141,,,172141,,,,,
72142,,,7,,Actor/Quest/WQ72142,,,,,,,,
72143,,,7,,Actor/Quest/WQ72143,,,,,,,,
72144,,,7,,Actor/Quest/WQ72144,,,172144,,,,,
72145,,,7,,Actor/Quest/WQ72145,,,172145,10031,,,,
72146,,,7,,Actor/Quest/WQ72146,,,172146,10031,,,,
72147,,,7,,Actor/Quest/WQ72147,,,172147,10031,,,,
72148,,,7,,Actor/Quest/WQ72148,,,172148,10031,,,,
72149,,,7,,Actor/Quest/WQ72149,,,172149,10031,,,,
72150,,,7,,Actor/Quest/WQ72150,,,172150,,,,,
72151,,,7,1,Actor/Quest/WQ72151,,,172151,,,,,
72152,,,7,,Actor/Quest/WQ72152,,,,,,,,
72153,,,7,1,Actor/Quest/WQ72153,,,172153,,,,,
72154,,,7,1,Actor/Quest/WQ72154,,,172154,,,,,
72155,,,7,1,Actor/Quest/WQ72155,,,172155,10032,,,,
72156,,,7,1,Actor/Quest/WQ72156,,,172156,10032,,,,
72157,,,7,1,Actor/Quest/WQ72157,,,172157,10032,,,,
72158,,,7,1,Actor/Quest/WQ72158,,,172158,10032,,,,
72159,,,7,,Actor/Quest/WQ72159,,,,,,,,
72160,,,7,1,Actor/Quest/WQ72160,,,,,,,,
72161,,,7,1,Actor/Quest/WQ72161,,,172161,,,,,
72162,,,7,,Actor/Quest/WQ72162,,,172162,,,,,
72163,,,7,1,Actor/Quest/WQ72163,,,172163,,,,,
72164,,,7,1,Actor/Quest/WQ72164,,,172164,,,,,
72165,,,7,,Actor/Quest/WQ72165,,,,,,,,
72166,,72166,7,,Actor/Quest/WQ72166,,,172166,10044,,,,
72167,,,7,,Actor/Quest/WQ72167,,,172167,10044,,,,
72168,,,7,,Actor/Quest/WQ72168,,,172168,,,,,
72169,,,7,,Actor/Quest/WQ72169,,,172169,,,,,
72170,,,7,,Actor/Quest/WQ72170,,,172170,,,,,
72171,,,7,,Actor/Quest/WQ72171,,,172171,,,,,
72172,,72166,7,,Actor/Quest/WQ72172,,,172172,10044,,,,
72173,,,7,,Actor/Quest/WQ72173,,,172173,10044,,,,
72174,,,7,,Actor/Quest/WQ72174,,,,,,,,
72175,,,7,,Actor/Quest/WQ72175,,,172175,,,,,
72176,,,7,1,Actor/Quest/WQ72176,,,172176,,,,,
72177,,,7,,Actor/Quest/WQ72177,,,172177,10055,,,,
72178,,,7,1,Actor/Quest/WQ72178,,,,,,,,
72179,,,7,1,Actor/Quest/WQ72179,,,,,,,,
72180,,,7,,Actor/Quest/WQ72180,,,,,,,,
72181,,,7,1,Actor/Quest/WQ72181,,,,,,,,
72182,,,7,,Actor/Quest/WQ72182,,,172182,,,,,
72183,,,7,1,Actor/Quest/WQ72183,,,172183,,,,,
72184,,,7,1,Actor/Quest/WQ72184,,,172184,,,,,
72185,,,7,1,Actor/Quest/WQ72185,,,172184,,,,,
72186,,,7,1,Actor/Quest/WQ72186,,,,,,,,
72187,,,7,1,Actor/Quest/WQ72187,,,,,,,,
72188,,,7,1,Actor/Quest/WQ72188,,,,,,,,
72189,,,7,1,Actor/Quest/WQ72189,,,,,,,,
72190,,,7,,Actor/Quest/WQ72190,,,,10055,,,,
72191,,,7,,Actor/Quest/WQ72191,,,,10055,,,,
72192,,,7,,Actor/Quest/WQ72192,,,,10055,,,,
72193,,,7,1,Actor/Quest/WQ72193,,,,,,,,
72194,,,7,,Actor/Quest/WQ72194,,,,,,,,
72195,,,7,,Actor/Quest/WQ72195,,,,,,,,
72196,,,7,1,Actor/Quest/WQ72196,,,172196,,,,,
72197,,,7,1,Actor/Quest/WQ72197,,,,,,,,
72198,,,7,,Actor/Quest/WQ72198,,,,,,,,
72199,,,7,,Actor/Quest/WQ72199,,,172109,,,,,
72200,,,7,,Actor/Quest/WQ72200,,,172105,,,,,
72201,,,7,,Actor/Quest/WQ72201,,,,,,,,
72202,,,7,,Actor/Quest/WQ72202,,,,,,,,
72203,,,7,,Actor/Quest/WQ72203,,,,,,,,
72204,,,7,,Actor/Quest/WQ72204,,,,,,,,
72205,,,7,,Actor/Quest/WQ72205,,,,,,,,
72206,,,7,,Actor/Quest/WQ72206,,,,,,,,
72207,,,7,,Actor/Quest/WQ72207,,,,,,,,
72208,,,7,,Actor/Quest/WQ72208,,,,,,,,
72209,,,7,1,Actor/Quest/WQ72209,,,172209,,,,,
72210,,,7,1,Actor/Quest/WQ72210,,,172210,,,,,
72211,,,7,1,Actor/Quest/WQ72211,,,172211,,,,,
72212,,,7,1,Actor/Quest/WQ72212,,,172212,,,,,
72213,,,7,1,Actor/Quest/WQ72213,,,172213,,,,,
72214,,,7,1,Actor/Quest/WQ72214,,,172214,,,,,
72215,,,7,1,Actor/Quest/WQ72215,,,172215,,,,,
72216,,,7,1,Actor/Quest/WQ72216,,,172216,,,,,
72217,,,7,,Actor/Quest/WQ72217,,,172217,,,,,
72218,,,7,,Actor/Quest/WQ72218,,,172218,,,,,
72219,,,7,1,Actor/Quest/WQ72219,,,,,,,,
72220,,,7,1,Actor/Quest/WQ72220,,,,,,,,
72222,,,7,,Actor/Quest/WQ72222,,,,,,,,
72223,,,7,1,Actor/Quest/WQ72223,,,,,,,,
72224,,,7,,Actor/Quest/WQ72224,,,,,,,,
72225,,,7,,Actor/Quest/WQ72225,,,,,,,,
72226,,,7,,Actor/Quest/WQ72226,,,,,,,,
72227,,,7,,Actor/Quest/WQ72227,,,,,,,,
72228,,,7,,Actor/Quest/WQ72228,,,,,,,,
72229,,,7,,Actor/Quest/WQ72229,,,,,,,,
72230,,,7,,Actor/Quest/WQ72230,,,,,,,,
72231,,,7,1,Actor/Quest/WQ72231,,,,,,,,
72232,,,7,,Actor/Quest/WQ72232,,,172232,,,,,
72233,,,7,,Actor/Quest/WQ72233,,,172233,,,,,
72234,,,7,,Actor/Quest/WQ72234,,,,,,,,
72235,,,7,,Actor/Quest/WQ72235,,,172235,,,,,
72236,,,7,,Actor/Quest/WQ72236,,,172236,,,,,
72237,,,7,,Actor/Quest/WQ72237,,,172237,,,,,
72238,,,7,,Actor/Quest/WQ72238,,,172238,,,,,
72239,,,7,,Actor/Quest/WQ72239,,,172239,,,,,
72240,,,7,,Actor/Quest/WQ72240,,,172240,,,,,
72241,,,7,,Actor/Quest/WQ72241,,,172241,10060,,,,
72242,,,7,,Actor/Quest/WQ72242,,,172242,10055,,,,
72243,,,7,,Actor/Quest/WQ72243,,,172243,,,,,
72244,,,7,,Actor/Quest/WQ72244,,,172244,,,,,
72245,,,7,,Actor/Quest/WQ72245,,,,,,,,
72246,,,7,,Actor/Quest/WQ72246,,,,,,,,
72247,,,7,,Actor/Quest/WQ72247,,,,10060,,,,
72248,,,7,,Actor/Quest/WQ72248,,,,10060,,,,
72249,,,7,,Actor/Quest/WQ72249,,,,10060,,,,
72250,,,7,,Actor/Quest/WQ72250,,,,,,,,
72251,,,7,,Actor/Quest/WQ72251,,,,,,,,
72252,,,7,,Actor/Quest/WQ72252,,,,,,,,
72253,,,7,,Actor/Quest/WQ72253,,,,,,,,
72254,,,7,,Actor/Quest/WQ72254,,,,,,,,
72255,,,7,,Actor/Quest/WQ72255,,,,,,,,
72256,,,7,,Actor/Quest/WQ72256,,,,,,,,
72257,,,7,,Actor/Quest/WQ72257,,,,,,,,
72258,,,7,,Actor/Quest/WQ72258,,,,,,,,
72259,,,7,,Actor/Quest/WQ72259,,,,,,,,
72260,,,7,,Actor/Quest/WQ72260,,,172260,,,,,
72261,,,7,1,Actor/Quest/WQ72261,,,172261,,,5055,2401,
72262,,,7,1,Actor/Quest/WQ72262,,,172262,,,5055,2401,
72263,,,7,,Actor/Quest/WQ72263,,,172263,10058,,,,
72264,,,7,1,Actor/Quest/WQ72264,,,172264,,,5055,2401,
72265,,,7,,Actor/Quest/WQ72265,,,172265,10058,,,,
72266,,,7,,Actor/Quest/WQ72266,,,172266,10058,,,,
72267,,,7,,Actor/Quest/WQ72267,,,,,,,,
72268,,,7,,Actor/Quest/WQ72268,,,,10059,,,,
72269,,,7,,Actor/Quest/WQ72269,,,,10059,,,,
72270,,,7,,Actor/Quest/WQ72270,,,,10059,,,,
72271,,,7,,Actor/Quest/WQ72271,,,172271,,,,,
72272,,,7,,Actor/Quest/WQ72272,,,172272,,,,,
72273,,,7,,Actor/Quest/WQ72273,,,,,,,,
72274,,,7,,Actor/Quest/WQ72274,,,,,,,,
72275,,,7,,Actor/Quest/WQ72275,,,172275,10059,,,,
72276,,,7,1,Actor/Quest/WQ72276,,,172276,,,2011,2501,
72277,,,7,,Actor/Quest/WQ72277,,,,,,,,
72278,4011,,7,1,Actor/Quest/WQ72278,,,172278,,,2012,2600,
72279,4011,,7,1,Actor/Quest/WQ72279,,,172279,,,2012,2600,
72280,4011,,7,1,Actor/Quest/WQ72280,,,172280,,,2012,2600,
72281,4011,,7,1,Actor/Quest/WQ72281,,,172281,,,2012,2600,
72282,,,7,,Actor/Quest/WQ72282,,,,,,,,
72283,,,7,,Actor/Quest/WQ72283,,,,,,,,
72284,,,7,,,,,,,,,,
72286,,,7,,Actor/Quest/WQ72286,,,172286,10096,,,,
72287,,,7,,Actor/Quest/WQ72287,,,172287,10096,,,,
72288,,,7,1,Actor/Quest/WQ72288,,,,,,,,
72500,4015,,7,1,Actor/Quest/WQ72500,,,,,,5072,2202,
72501,,,7,1,Actor/Quest/WQ72501,,,172501,,,5108,2603,
72650,,,7,1,Actor/Quest/WQ72650,,,172650,,,5034,1402,
72651,,,7,1,Actor/Quest/WQ72651,,,172651,,,5035,1204,
72652,,,7,1,Actor/Quest/WQ72652,,,172652,,,2006,2001,
72653,,,7,,Actor/Quest/WQ72653,,,172653,,,2006,2001,
72654,,,7,,Actor/Quest/WQ72654,,,172654,,,2006,2001,
72655,,,7,,Actor/Quest/WQ72655,,,172655,,,2006,2001,
72656,,,7,,Actor/Quest/WQ72656,,,,,,,2002,
72657,,,7,1,Actor/Quest/WQ72657,,,172657,,,,,
72658,,,7,,Actor/Quest/WQ72658,,,,,,5047,2200,
72659,,,7,1,Actor/Quest/WQ72659,,,172659,,,5041,2103,
72660,,,7,1,Actor/Quest/WQ72660,,,172660,,,5040,2102,
72661,,,7,1,Actor/Quest/WQ72661,,,172661,,,5041,2103,
72662,,,7,1,Actor/Quest/WQ72662,,,172662,,,5041,2103,
72663,,,7,1,Actor/Quest/WQ72663,,,172663,,,5041,2103,
72664,,,7,1,Actor/Quest/WQ72664,,,,,,,,
72665,,,7,1,Actor/Quest/WQ72665,,,,,,,,
72666,,,7,1,Actor/Quest/WQ72666,,,,,,,,
72667,,,7,1,Actor/Quest/WQ72667,,,172667,,,5041,2103,
72668,,,7,1,Actor/Quest/WQ72668,,,,,,,,
72669,,,7,1,Actor/Quest/WQ72669,,,172667,,,,2103,
72670,,5053,7,1,Actor/Quest/WQ72670,,,172670,,,5053,1502,
72671,,5053,7,1,Actor/Quest/WQ72671,,,172671,,,5053,1502,
72672,,,7,1,Actor/Quest/WQ72672,,,172672,,,5051,,
72673,,,7,1,Actor/Quest/WQ72673,,,172673,,,,,
72674,,,7,1,Actor/Quest/WQ72674,,,172674,,,5055,2401,
72675,,,7,1,Actor/Quest/WQ72675,,,172675,,,5055,2401,
72676,,,7,1,Actor/Quest/WQ72676,,,172676,,,5055,2401,
72677,,,7,1,Actor/Quest/WQ72677,,,172677,,,5055,2401,
72678,,,7,1,Actor/Quest/WQ72678,,,172678,,,5055,2401,
72679,,,7,,Actor/Quest/WQ72679,,,,,,5055,2401,
72680,,5053,7,1,Actor/Quest/WQ72680,,,172680,,,5053,1502,
72681,,5053,7,1,Actor/Quest/WQ72681,,,172681,,,5053,1502,
72682,,,7,1,Actor/Quest/WQ72682,,,172682,,,5076,2102,
72683,,,7,1,Actor/Quest/WQ72683,,,172683,,,5068,2603,
72684,4015,,7,1,Actor/Quest/WQ72684,,,172684,,,5072,2202,
72685,,,7,1,Actor/Quest/WQ72685,,,172685,,,2012,2600,
72686,,,7,,Actor/Quest/WQ72686,,,172686,,,2012,2600,
72687,,,7,,Actor/Quest/WQ72687,,,172687,,,2012,2600,
72688,,,7,,Actor/Quest/WQ72688,,,172688,,,2012,2600,
72689,,,7,,Actor/Quest/WQ72689,,,172689,,,2012,2600,
72690,,,7,,Actor/Quest/WQ72690,,,172690,,,2012,2600,
72691,,,7,1,Actor/Quest/WQ72691,,,172691,,,2012,2600,
72692,,,7,1,Actor/Quest/WQ72692,,,172692,,,2012,2600,
72693,,,7,1,Actor/Quest/WQ72693,,,172693,,,2012,2600,
72694,,,7,,Actor/Quest/WQ72694,,,172694,,,5080,2703,
72695,,,7,,Actor/Quest/WQ72695,,,172695,,,5080,2703,
72696,,,7,,Actor/Quest/WQ72696,,,172696,,,5080,2703,
72697,,,7,,Actor/Quest/WQ72697,,,172697,,,5080,2703,
72698,,,7,1,Actor/Quest/WQ72698,,,,,,2012,2600,
72699,,,7,1,Actor/Quest/WQ72699,,,,,,2012,2600,
72701,,,7,1,Actor/Quest/WQ72701,,,,,,,,
72702,,,7,1,Actor/Quest/WQ72702,,,,,,,,
72703,,,7,1,Actor/Quest/WQ72703,,1,,,,,,
72704,,,7,1,Actor/Quest/WQ72704,,1,,,,,,
72705,,,7,1,Actor/Quest/WQ72705,,,,,,,,
72706,,,7,1,Actor/Quest/WQ72706,,,,,,,,
72707,,,7,1,Actor/Quest/WQ72707,,,,,,,,
72708,,,7,1,Actor/Quest/WQ72708,,,,,,,,
72709,,,7,1,Actor/Quest/WQ72700,,,,,,,,
72710,,,7,1,Actor/Quest/WQ72700,,,,,,,,
72712,,,7,1,Actor/Quest/WQ72712,,,,,,,,
72713,,,7,1,Actor/Quest/WQ72713,,,,,,,,
