ID,类型,重量,排序权重,物件ID,可丢弃,使用等级,全局产出上限,数值用类型,圣遗物类别,阶数,主属性库ID,追加属性库ID,追加属性初始条数,套装ID,属性加成等级,基础转化经验,强化等级上限,摧毁规则,摧毁返还道具,摧毁返还数量,是否初始锁定
77551,3,1,10,70600045,,,,圣遗物,3,5,1000,501,1,15003,5#9#13#17#21,3780,21,0,,,0
77552,3,1,10,70600045,,,,圣遗物,3,5,1000,501,2,15003,5#9#13#17#21,3780,21,0,,,0
77553,3,1,10,70600045,,,,圣遗物,3,5,1000,501,3,15003,5#9#13#17#21,3780,21,0,,,0
77554,3,1,10,70600045,,,,圣遗物,3,5,1000,501,4,15003,5#9#13#17#21,3780,21,0,,,0
78310,3,1,10,70600043,,,,圣遗物,4,3,5000,301,0,15004,5#9#13#17#21,1260,13,1,202,1260,0
78311,3,1,10,70600043,,,,圣遗物,4,3,5000,301,1,15004,5#9#13#17#21,1260,13,1,202,1260,0
78312,3,1,10,70600043,,,,圣遗物,4,3,5000,301,2,15004,5#9#13#17#21,1260,13,1,202,1260,0
78313,3,1,10,70600043,,,,圣遗物,4,3,5000,301,3,15004,5#9#13#17#21,1260,13,1,202,1260,0
78314,3,1,10,70600043,,,,圣遗物,4,3,5000,301,4,15004,5#9#13#17#21,1260,13,1,202,1260,0
78320,3,1,10,70600043,,,,圣遗物,2,3,2000,301,0,15004,5#9#13#17#21,1260,13,1,202,1260,0
78321,3,1,10,70600043,,,,圣遗物,2,3,2000,301,1,15004,5#9#13#17#21,1260,13,1,202,1260,0
78322,3,1,10,70600043,,,,圣遗物,2,3,2000,301,2,15004,5#9#13#17#21,1260,13,1,202,1260,0
78323,3,1,10,70600043,,,,圣遗物,2,3,2000,301,3,15004,5#9#13#17#21,1260,13,1,202,1260,0
78324,3,1,10,70600043,,,,圣遗物,2,3,2000,301,4,15004,5#9#13#17#21,1260,13,1,202,1260,0
78330,3,1,10,70600043,,,,圣遗物,5,3,3000,301,0,15004,5#9#13#17#21,1260,13,1,202,1260,0
78331,3,1,10,70600043,,,,圣遗物,5,3,3000,301,1,15004,5#9#13#17#21,1260,13,1,202,1260,0
78332,3,1,10,70600043,,,,圣遗物,5,3,3000,301,2,15004,5#9#13#17#21,1260,13,1,202,1260,0
78333,3,1,10,70600043,,,,圣遗物,5,3,3000,301,3,15004,5#9#13#17#21,1260,13,1,202,1260,0
78334,3,1,10,70600043,,,,圣遗物,5,3,3000,301,4,15004,5#9#13#17#21,1260,13,1,202,1260,0
78340,3,1,10,70600043,,,,圣遗物,1,3,4000,301,0,15004,5#9#13#17#21,1260,13,1,202,1260,0
78341,3,1,10,70600043,,,,圣遗物,1,3,4000,301,1,15004,5#9#13#17#21,1260,13,1,202,1260,0
78342,3,1,10,70600043,,,,圣遗物,1,3,4000,301,2,15004,5#9#13#17#21,1260,13,1,202,1260,0
78343,3,1,10,70600043,,,,圣遗物,1,3,4000,301,3,15004,5#9#13#17#21,1260,13,1,202,1260,0
78344,3,1,10,70600043,,,,圣遗物,1,3,4000,301,4,15004,5#9#13#17#21,1260,13,1,202,1260,0
78350,3,1,10,70600043,,,,圣遗物,3,3,1000,301,0,15004,5#9#13#17#21,1260,13,1,202,1260,0
78351,3,1,10,70600043,,,,圣遗物,3,3,1000,301,1,15004,5#9#13#17#21,1260,13,1,202,1260,0
78352,3,1,10,70600043,,,,圣遗物,3,3,1000,301,2,15004,5#9#13#17#21,1260,13,1,202,1260,0
78353,3,1,10,70600043,,,,圣遗物,3,3,1000,301,3,15004,5#9#13#17#21,1260,13,1,202,1260,0
78354,3,1,10,70600043,,,,圣遗物,3,3,1000,301,4,15004,5#9#13#17#21,1260,13,1,202,1260,0
78410,3,1,10,70600044,,,,圣遗物,4,4,5000,401,0,15004,5#9#13#17#21,2520,17,1,202,2520,0
78411,3,1,10,70600044,,,,圣遗物,4,4,5000,401,1,15004,5#9#13#17#21,2520,17,1,202,2520,0
78412,3,1,10,70600044,,,,圣遗物,4,4,5000,401,2,15004,5#9#13#17#21,2520,17,1,202,2520,0
78413,3,1,10,70600044,,,,圣遗物,4,4,5000,401,3,15004,5#9#13#17#21,2520,17,1,202,2520,0
78414,3,1,10,70600044,,,,圣遗物,4,4,5000,401,4,15004,5#9#13#17#21,2520,17,1,202,2520,0
78420,3,1,10,70600044,,,,圣遗物,2,4,2000,401,0,15004,5#9#13#17#21,2520,17,1,202,2520,0
78421,3,1,10,70600044,,,,圣遗物,2,4,2000,401,1,15004,5#9#13#17#21,2520,17,1,202,2520,0
78422,3,1,10,70600044,,,,圣遗物,2,4,2000,401,2,15004,5#9#13#17#21,2520,17,1,202,2520,0
78423,3,1,10,70600044,,,,圣遗物,2,4,2000,401,3,15004,5#9#13#17#21,2520,17,1,202,2520,0
78424,3,1,10,70600044,,,,圣遗物,2,4,2000,401,4,15004,5#9#13#17#21,2520,17,1,202,2520,0
78430,3,1,10,70600044,,,,圣遗物,5,4,3000,401,0,15004,5#9#13#17#21,2520,17,1,202,2520,0
78431,3,1,10,70600044,,,,圣遗物,5,4,3000,401,1,15004,5#9#13#17#21,2520,17,1,202,2520,0
78432,3,1,10,70600044,,,,圣遗物,5,4,3000,401,2,15004,5#9#13#17#21,2520,17,1,202,2520,0
78433,3,1,10,70600044,,,,圣遗物,5,4,3000,401,3,15004,5#9#13#17#21,2520,17,1,202,2520,0
78434,3,1,10,70600044,,,,圣遗物,5,4,3000,401,4,15004,5#9#13#17#21,2520,17,1,202,2520,0
78440,3,1,10,70600044,,,,圣遗物,1,4,4000,401,0,15004,5#9#13#17#21,2520,17,1,202,2520,0
78441,3,1,10,70600044,,,,圣遗物,1,4,4000,401,1,15004,5#9#13#17#21,2520,17,1,202,2520,0
78442,3,1,10,70600044,,,,圣遗物,1,4,4000,401,2,15004,5#9#13#17#21,2520,17,1,202,2520,0
78443,3,1,10,70600044,,,,圣遗物,1,4,4000,401,3,15004,5#9#13#17#21,2520,17,1,202,2520,0
78444,3,1,10,70600044,,,,圣遗物,1,4,4000,401,4,15004,5#9#13#17#21,2520,17,1,202,2520,0
78450,3,1,10,70600044,,,,圣遗物,3,4,1000,401,0,15004,5#9#13#17#21,2520,17,1,202,2520,0
78451,3,1,10,70600044,,,,圣遗物,3,4,1000,401,1,15004,5#9#13#17#21,2520,17,1,202,2520,0
78452,3,1,10,70600044,,,,圣遗物,3,4,1000,401,2,15004,5#9#13#17#21,2520,17,1,202,2520,0
78453,3,1,10,70600044,,,,圣遗物,3,4,1000,401,3,15004,5#9#13#17#21,2520,17,1,202,2520,0
78454,3,1,10,70600044,,,,圣遗物,3,4,1000,401,4,15004,5#9#13#17#21,2520,17,1,202,2520,0
78510,3,1,10,70600045,,,,圣遗物,4,5,5000,501,0,15004,5#9#13#17#21,3780,21,0,,,0
78511,3,1,10,70600045,,,,圣遗物,4,5,5000,501,1,15004,5#9#13#17#21,3780,21,0,,,0
78512,3,1,10,70600045,,,,圣遗物,4,5,5000,501,2,15004,5#9#13#17#21,3780,21,0,,,0
78513,3,1,10,70600045,,,,圣遗物,4,5,5000,501,3,15004,5#9#13#17#21,3780,21,0,,,0
78514,3,1,10,70600045,,,,圣遗物,4,5,5000,501,4,15004,5#9#13#17#21,3780,21,0,,,0
78520,3,1,10,70600045,,,,圣遗物,2,5,2000,501,0,15004,5#9#13#17#21,3780,21,0,,,0
78521,3,1,10,70600045,,,,圣遗物,2,5,2000,501,1,15004,5#9#13#17#21,3780,21,0,,,0
78522,3,1,10,70600045,,,,圣遗物,2,5,2000,501,2,15004,5#9#13#17#21,3780,21,0,,,0
78523,3,1,10,70600045,,,,圣遗物,2,5,2000,501,3,15004,5#9#13#17#21,3780,21,0,,,0
78524,3,1,10,70600045,,,,圣遗物,2,5,2000,501,4,15004,5#9#13#17#21,3780,21,0,,,0
78530,3,1,10,70600045,,,,圣遗物,5,5,3000,501,0,15004,5#9#13#17#21,3780,21,0,,,0
78531,3,1,10,70600045,,,,圣遗物,5,5,3000,501,1,15004,5#9#13#17#21,3780,21,0,,,0
78532,3,1,10,70600045,,,,圣遗物,5,5,3000,501,2,15004,5#9#13#17#21,3780,21,0,,,0
78533,3,1,10,70600045,,,,圣遗物,5,5,3000,501,3,15004,5#9#13#17#21,3780,21,0,,,0
78534,3,1,10,70600045,,,,圣遗物,5,5,3000,501,4,15004,5#9#13#17#21,3780,21,0,,,0
78540,3,1,10,70600045,,,,圣遗物,1,5,4000,501,0,15004,5#9#13#17#21,3780,21,0,,,0
78541,3,1,10,70600045,,,,圣遗物,1,5,4000,501,1,15004,5#9#13#17#21,3780,21,0,,,0
78542,3,1,10,70600045,,,,圣遗物,1,5,4000,501,2,15004,5#9#13#17#21,3780,21,0,,,0
78543,3,1,10,70600045,,,,圣遗物,1,5,4000,501,3,15004,5#9#13#17#21,3780,21,0,,,0
78544,3,1,10,70600045,,,,圣遗物,1,5,4000,501,4,15004,5#9#13#17#21,3780,21,0,,,0
78550,3,1,10,70600045,,,,圣遗物,3,5,1000,501,0,15004,5#9#13#17#21,3780,21,0,,,0
78551,3,1,10,70600045,,,,圣遗物,3,5,1000,501,1,15004,5#9#13#17#21,3780,21,0,,,0
78552,3,1,10,70600045,,,,圣遗物,3,5,1000,501,2,15004,5#9#13#17#21,3780,21,0,,,0
78553,3,1,10,70600045,,,,圣遗物,3,5,1000,501,3,15004,5#9#13#17#21,3780,21,0,,,0
78554,3,1,10,70600045,,,,圣遗物,3,5,1000,501,4,15004,5#9#13#17#21,3780,21,0,,,0
79310,3,1,10,70600043,,,,圣遗物,4,3,5000,301,0,15005,5#9#13#17#21,1260,13,1,202,1260,0
79311,3,1,10,70600043,,,,圣遗物,4,3,5000,301,1,15005,5#9#13#17#21,1260,13,1,202,1260,0
79312,3,1,10,70600043,,,,圣遗物,4,3,5000,301,2,15005,5#9#13#17#21,1260,13,1,202,1260,0
79313,3,1,10,70600043,,,,圣遗物,4,3,5000,301,3,15005,5#9#13#17#21,1260,13,1,202,1260,0
79314,3,1,10,70600043,,,,圣遗物,4,3,5000,301,4,15005,5#9#13#17#21,1260,13,1,202,1260,0
79320,3,1,10,70600043,,,,圣遗物,2,3,2000,301,0,15005,5#9#13#17#21,1260,13,1,202,1260,0
79321,3,1,10,70600043,,,,圣遗物,2,3,2000,301,1,15005,5#9#13#17#21,1260,13,1,202,1260,0
79322,3,1,10,70600043,,,,圣遗物,2,3,2000,301,2,15005,5#9#13#17#21,1260,13,1,202,1260,0
79323,3,1,10,70600043,,,,圣遗物,2,3,2000,301,3,15005,5#9#13#17#21,1260,13,1,202,1260,0
79324,3,1,10,70600043,,,,圣遗物,2,3,2000,301,4,15005,5#9#13#17#21,1260,13,1,202,1260,0
79330,3,1,10,70600043,,,,圣遗物,5,3,3000,301,0,15005,5#9#13#17#21,1260,13,1,202,1260,0
79331,3,1,10,70600043,,,,圣遗物,5,3,3000,301,1,15005,5#9#13#17#21,1260,13,1,202,1260,0
79332,3,1,10,70600043,,,,圣遗物,5,3,3000,301,2,15005,5#9#13#17#21,1260,13,1,202,1260,0
79333,3,1,10,70600043,,,,圣遗物,5,3,3000,301,3,15005,5#9#13#17#21,1260,13,1,202,1260,0
79334,3,1,10,70600043,,,,圣遗物,5,3,3000,301,4,15005,5#9#13#17#21,1260,13,1,202,1260,0
79340,3,1,10,70600043,,,,圣遗物,1,3,4000,301,0,15005,5#9#13#17#21,1260,13,1,202,1260,0
79341,3,1,10,70600043,,,,圣遗物,1,3,4000,301,1,15005,5#9#13#17#21,1260,13,1,202,1260,0
79342,3,1,10,70600043,,,,圣遗物,1,3,4000,301,2,15005,5#9#13#17#21,1260,13,1,202,1260,0
79343,3,1,10,70600043,,,,圣遗物,1,3,4000,301,3,15005,5#9#13#17#21,1260,13,1,202,1260,0
79344,3,1,10,70600043,,,,圣遗物,1,3,4000,301,4,15005,5#9#13#17#21,1260,13,1,202,1260,0
79350,3,1,10,70600043,,,,圣遗物,3,3,1000,301,0,15005,5#9#13#17#21,1260,13,1,202,1260,0
79351,3,1,10,70600043,,,,圣遗物,3,3,1000,301,1,15005,5#9#13#17#21,1260,13,1,202,1260,0
79352,3,1,10,70600043,,,,圣遗物,3,3,1000,301,2,15005,5#9#13#17#21,1260,13,1,202,1260,0
79353,3,1,10,70600043,,,,圣遗物,3,3,1000,301,3,15005,5#9#13#17#21,1260,13,1,202,1260,0
79354,3,1,10,70600043,,,,圣遗物,3,3,1000,301,4,15005,5#9#13#17#21,1260,13,1,202,1260,0
79410,3,1,10,70600044,,,,圣遗物,4,4,5000,401,0,15005,5#9#13#17#21,2520,17,1,202,2520,0
79411,3,1,10,70600044,,,,圣遗物,4,4,5000,401,1,15005,5#9#13#17#21,2520,17,1,202,2520,0
79412,3,1,10,70600044,,,,圣遗物,4,4,5000,401,2,15005,5#9#13#17#21,2520,17,1,202,2520,0
79413,3,1,10,70600044,,,,圣遗物,4,4,5000,401,3,15005,5#9#13#17#21,2520,17,1,202,2520,0
79414,3,1,10,70600044,,,,圣遗物,4,4,5000,401,4,15005,5#9#13#17#21,2520,17,1,202,2520,0
79420,3,1,10,70600044,,,,圣遗物,2,4,2000,401,0,15005,5#9#13#17#21,2520,17,1,202,2520,0
79421,3,1,10,70600044,,,,圣遗物,2,4,2000,401,1,15005,5#9#13#17#21,2520,17,1,202,2520,0
79422,3,1,10,70600044,,,,圣遗物,2,4,2000,401,2,15005,5#9#13#17#21,2520,17,1,202,2520,0
79423,3,1,10,70600044,,,,圣遗物,2,4,2000,401,3,15005,5#9#13#17#21,2520,17,1,202,2520,0
79424,3,1,10,70600044,,,,圣遗物,2,4,2000,401,4,15005,5#9#13#17#21,2520,17,1,202,2520,0
79430,3,1,10,70600044,,,,圣遗物,5,4,3000,401,0,15005,5#9#13#17#21,2520,17,1,202,2520,0
79431,3,1,10,70600044,,,,圣遗物,5,4,3000,401,1,15005,5#9#13#17#21,2520,17,1,202,2520,0
79432,3,1,10,70600044,,,,圣遗物,5,4,3000,401,2,15005,5#9#13#17#21,2520,17,1,202,2520,0
79433,3,1,10,70600044,,,,圣遗物,5,4,3000,401,3,15005,5#9#13#17#21,2520,17,1,202,2520,0
79434,3,1,10,70600044,,,,圣遗物,5,4,3000,401,4,15005,5#9#13#17#21,2520,17,1,202,2520,0
79440,3,1,10,70600044,,,,圣遗物,1,4,4000,401,0,15005,5#9#13#17#21,2520,17,1,202,2520,0
79441,3,1,10,70600044,,,,圣遗物,1,4,4000,401,1,15005,5#9#13#17#21,2520,17,1,202,2520,0
79442,3,1,10,70600044,,,,圣遗物,1,4,4000,401,2,15005,5#9#13#17#21,2520,17,1,202,2520,0
79443,3,1,10,70600044,,,,圣遗物,1,4,4000,401,3,15005,5#9#13#17#21,2520,17,1,202,2520,0
79444,3,1,10,70600044,,,,圣遗物,1,4,4000,401,4,15005,5#9#13#17#21,2520,17,1,202,2520,0
79450,3,1,10,70600044,,,,圣遗物,3,4,1000,401,0,15005,5#9#13#17#21,2520,17,1,202,2520,0
79451,3,1,10,70600044,,,,圣遗物,3,4,1000,401,1,15005,5#9#13#17#21,2520,17,1,202,2520,0
79452,3,1,10,70600044,,,,圣遗物,3,4,1000,401,2,15005,5#9#13#17#21,2520,17,1,202,2520,0
79453,3,1,10,70600044,,,,圣遗物,3,4,1000,401,3,15005,5#9#13#17#21,2520,17,1,202,2520,0
79454,3,1,10,70600044,,,,圣遗物,3,4,1000,401,4,15005,5#9#13#17#21,2520,17,1,202,2520,0
79510,3,1,10,70600045,,,,圣遗物,4,5,5000,501,0,15005,5#9#13#17#21,3780,21,0,,,0
79511,3,1,10,70600045,,,,圣遗物,4,5,5000,501,1,15005,5#9#13#17#21,3780,21,0,,,0
79512,3,1,10,70600045,,,,圣遗物,4,5,5000,501,2,15005,5#9#13#17#21,3780,21,0,,,0
79513,3,1,10,70600045,,,,圣遗物,4,5,5000,501,3,15005,5#9#13#17#21,3780,21,0,,,0
79514,3,1,10,70600045,,,,圣遗物,4,5,5000,501,4,15005,5#9#13#17#21,3780,21,0,,,0
79520,3,1,10,70600045,,,,圣遗物,2,5,2000,501,0,15005,5#9#13#17#21,3780,21,0,,,0
79521,3,1,10,70600045,,,,圣遗物,2,5,2000,501,1,15005,5#9#13#17#21,3780,21,0,,,0
79522,3,1,10,70600045,,,,圣遗物,2,5,2000,501,2,15005,5#9#13#17#21,3780,21,0,,,0
79523,3,1,10,70600045,,,,圣遗物,2,5,2000,501,3,15005,5#9#13#17#21,3780,21,0,,,0
79524,3,1,10,70600045,,,,圣遗物,2,5,2000,501,4,15005,5#9#13#17#21,3780,21,0,,,0
79530,3,1,10,70600045,,,,圣遗物,5,5,3000,501,0,15005,5#9#13#17#21,3780,21,0,,,0
79531,3,1,10,70600045,,,,圣遗物,5,5,3000,501,1,15005,5#9#13#17#21,3780,21,0,,,0
79532,3,1,10,70600045,,,,圣遗物,5,5,3000,501,2,15005,5#9#13#17#21,3780,21,0,,,0
79533,3,1,10,70600045,,,,圣遗物,5,5,3000,501,3,15005,5#9#13#17#21,3780,21,0,,,0
79534,3,1,10,70600045,,,,圣遗物,5,5,3000,501,4,15005,5#9#13#17#21,3780,21,0,,,0
79540,3,1,10,70600045,,,,圣遗物,1,5,4000,501,0,15005,5#9#13#17#21,3780,21,0,,,0
79541,3,1,10,70600045,,,,圣遗物,1,5,4000,501,1,15005,5#9#13#17#21,3780,21,0,,,0
79542,3,1,10,70600045,,,,圣遗物,1,5,4000,501,2,15005,5#9#13#17#21,3780,21,0,,,0
79543,3,1,10,70600045,,,,圣遗物,1,5,4000,501,3,15005,5#9#13#17#21,3780,21,0,,,0
79544,3,1,10,70600045,,,,圣遗物,1,5,4000,501,4,15005,5#9#13#17#21,3780,21,0,,,0
79550,3,1,10,70600045,,,,圣遗物,3,5,1000,501,0,15005,5#9#13#17#21,3780,21,0,,,0
79551,3,1,10,70600045,,,,圣遗物,3,5,1000,501,1,15005,5#9#13#17#21,3780,21,0,,,0
79552,3,1,10,70600045,,,,圣遗物,3,5,1000,501,2,15005,5#9#13#17#21,3780,21,0,,,0
79553,3,1,10,70600045,,,,圣遗物,3,5,1000,501,3,15005,5#9#13#17#21,3780,21,0,,,0
79554,3,1,10,70600045,,,,圣遗物,3,5,1000,501,4,15005,5#9#13#17#21,3780,21,0,,,0
80310,3,1,10,70600043,,,,圣遗物,4,3,5000,301,0,15006,5#9#13#17#21,1260,13,1,202,1260,0
80311,3,1,10,70600043,,,,圣遗物,4,3,5000,301,1,15006,5#9#13#17#21,1260,13,1,202,1260,0
80312,3,1,10,70600043,,,,圣遗物,4,3,5000,301,2,15006,5#9#13#17#21,1260,13,1,202,1260,0
80313,3,1,10,70600043,,,,圣遗物,4,3,5000,301,3,15006,5#9#13#17#21,1260,13,1,202,1260,0
80314,3,1,10,70600043,,,,圣遗物,4,3,5000,301,4,15006,5#9#13#17#21,1260,13,1,202,1260,0
80320,3,1,10,70600043,,,,圣遗物,2,3,2000,301,0,15006,5#9#13#17#21,1260,13,1,202,1260,0
80321,3,1,10,70600043,,,,圣遗物,2,3,2000,301,1,15006,5#9#13#17#21,1260,13,1,202,1260,0
80322,3,1,10,70600043,,,,圣遗物,2,3,2000,301,2,15006,5#9#13#17#21,1260,13,1,202,1260,0
80323,3,1,10,70600043,,,,圣遗物,2,3,2000,301,3,15006,5#9#13#17#21,1260,13,1,202,1260,0
80324,3,1,10,70600043,,,,圣遗物,2,3,2000,301,4,15006,5#9#13#17#21,1260,13,1,202,1260,0
80330,3,1,10,70600043,,,,圣遗物,5,3,3000,301,0,15006,5#9#13#17#21,1260,13,1,202,1260,0
80331,3,1,10,70600043,,,,圣遗物,5,3,3000,301,1,15006,5#9#13#17#21,1260,13,1,202,1260,0
80332,3,1,10,70600043,,,,圣遗物,5,3,3000,301,2,15006,5#9#13#17#21,1260,13,1,202,1260,0
80333,3,1,10,70600043,,,,圣遗物,5,3,3000,301,3,15006,5#9#13#17#21,1260,13,1,202,1260,0
80334,3,1,10,70600043,,,,圣遗物,5,3,3000,301,4,15006,5#9#13#17#21,1260,13,1,202,1260,0
80340,3,1,10,70600043,,,,圣遗物,1,3,4000,301,0,15006,5#9#13#17#21,1260,13,1,202,1260,0
80341,3,1,10,70600043,,,,圣遗物,1,3,4000,301,1,15006,5#9#13#17#21,1260,13,1,202,1260,0
80342,3,1,10,70600043,,,,圣遗物,1,3,4000,301,2,15006,5#9#13#17#21,1260,13,1,202,1260,0
80343,3,1,10,70600043,,,,圣遗物,1,3,4000,301,3,15006,5#9#13#17#21,1260,13,1,202,1260,0
80344,3,1,10,70600043,,,,圣遗物,1,3,4000,301,4,15006,5#9#13#17#21,1260,13,1,202,1260,0
80350,3,1,10,70600043,,,,圣遗物,3,3,1000,301,0,15006,5#9#13#17#21,1260,13,1,202,1260,0
80351,3,1,10,70600043,,,,圣遗物,3,3,1000,301,1,15006,5#9#13#17#21,1260,13,1,202,1260,0
80352,3,1,10,70600043,,,,圣遗物,3,3,1000,301,2,15006,5#9#13#17#21,1260,13,1,202,1260,0
80353,3,1,10,70600043,,,,圣遗物,3,3,1000,301,3,15006,5#9#13#17#21,1260,13,1,202,1260,0
80354,3,1,10,70600043,,,,圣遗物,3,3,1000,301,4,15006,5#9#13#17#21,1260,13,1,202,1260,0
80410,3,1,10,70600044,,,,圣遗物,4,4,5000,401,0,15006,5#9#13#17#21,2520,17,1,202,2520,0
80411,3,1,10,70600044,,,,圣遗物,4,4,5000,401,1,15006,5#9#13#17#21,2520,17,1,202,2520,0
80412,3,1,10,70600044,,,,圣遗物,4,4,5000,401,2,15006,5#9#13#17#21,2520,17,1,202,2520,0
80413,3,1,10,70600044,,,,圣遗物,4,4,5000,401,3,15006,5#9#13#17#21,2520,17,1,202,2520,0
80414,3,1,10,70600044,,,,圣遗物,4,4,5000,401,4,15006,5#9#13#17#21,2520,17,1,202,2520,0
80420,3,1,10,70600044,,,,圣遗物,2,4,2000,401,0,15006,5#9#13#17#21,2520,17,1,202,2520,0
80421,3,1,10,70600044,,,,圣遗物,2,4,2000,401,1,15006,5#9#13#17#21,2520,17,1,202,2520,0
80422,3,1,10,70600044,,,,圣遗物,2,4,2000,401,2,15006,5#9#13#17#21,2520,17,1,202,2520,0
80423,3,1,10,70600044,,,,圣遗物,2,4,2000,401,3,15006,5#9#13#17#21,2520,17,1,202,2520,0
80424,3,1,10,70600044,,,,圣遗物,2,4,2000,401,4,15006,5#9#13#17#21,2520,17,1,202,2520,0
80430,3,1,10,70600044,,,,圣遗物,5,4,3000,401,0,15006,5#9#13#17#21,2520,17,1,202,2520,0
80431,3,1,10,70600044,,,,圣遗物,5,4,3000,401,1,15006,5#9#13#17#21,2520,17,1,202,2520,0
80432,3,1,10,70600044,,,,圣遗物,5,4,3000,401,2,15006,5#9#13#17#21,2520,17,1,202,2520,0
80433,3,1,10,70600044,,,,圣遗物,5,4,3000,401,3,15006,5#9#13#17#21,2520,17,1,202,2520,0
80434,3,1,10,70600044,,,,圣遗物,5,4,3000,401,4,15006,5#9#13#17#21,2520,17,1,202,2520,0
80440,3,1,10,70600044,,,,圣遗物,1,4,4000,401,0,15006,5#9#13#17#21,2520,17,1,202,2520,0
80441,3,1,10,70600044,,,,圣遗物,1,4,4000,401,1,15006,5#9#13#17#21,2520,17,1,202,2520,0
80442,3,1,10,70600044,,,,圣遗物,1,4,4000,401,2,15006,5#9#13#17#21,2520,17,1,202,2520,0
80443,3,1,10,70600044,,,,圣遗物,1,4,4000,401,3,15006,5#9#13#17#21,2520,17,1,202,2520,0
80444,3,1,10,70600044,,,,圣遗物,1,4,4000,401,4,15006,5#9#13#17#21,2520,17,1,202,2520,0
80450,3,1,10,70600044,,,,圣遗物,3,4,1000,401,0,15006,5#9#13#17#21,2520,17,1,202,2520,0
80451,3,1,10,70600044,,,,圣遗物,3,4,1000,401,1,15006,5#9#13#17#21,2520,17,1,202,2520,0
80452,3,1,10,70600044,,,,圣遗物,3,4,1000,401,2,15006,5#9#13#17#21,2520,17,1,202,2520,0
80453,3,1,10,70600044,,,,圣遗物,3,4,1000,401,3,15006,5#9#13#17#21,2520,17,1,202,2520,0
80454,3,1,10,70600044,,,,圣遗物,3,4,1000,401,4,15006,5#9#13#17#21,2520,17,1,202,2520,0
80510,3,1,10,70600045,,,,圣遗物,4,5,5000,501,0,15006,5#9#13#17#21,3780,21,0,,,0
80511,3,1,10,70600045,,,,圣遗物,4,5,5000,501,1,15006,5#9#13#17#21,3780,21,0,,,0
80512,3,1,10,70600045,,,,圣遗物,4,5,5000,501,2,15006,5#9#13#17#21,3780,21,0,,,0
80513,3,1,10,70600045,,,,圣遗物,4,5,5000,501,3,15006,5#9#13#17#21,3780,21,0,,,0
80514,3,1,10,70600045,,,,圣遗物,4,5,5000,501,4,15006,5#9#13#17#21,3780,21,0,,,0
80520,3,1,10,70600045,,,,圣遗物,2,5,2000,501,0,15006,5#9#13#17#21,3780,21,0,,,0
80521,3,1,10,70600045,,,,圣遗物,2,5,2000,501,1,15006,5#9#13#17#21,3780,21,0,,,0
80522,3,1,10,70600045,,,,圣遗物,2,5,2000,501,2,15006,5#9#13#17#21,3780,21,0,,,0
80523,3,1,10,70600045,,,,圣遗物,2,5,2000,501,3,15006,5#9#13#17#21,3780,21,0,,,0
80524,3,1,10,70600045,,,,圣遗物,2,5,2000,501,4,15006,5#9#13#17#21,3780,21,0,,,0
80530,3,1,10,70600045,,,,圣遗物,5,5,3000,501,0,15006,5#9#13#17#21,3780,21,0,,,0
80531,3,1,10,70600045,,,,圣遗物,5,5,3000,501,1,15006,5#9#13#17#21,3780,21,0,,,0
80532,3,1,10,70600045,,,,圣遗物,5,5,3000,501,2,15006,5#9#13#17#21,3780,21,0,,,0
80533,3,1,10,70600045,,,,圣遗物,5,5,3000,501,3,15006,5#9#13#17#21,3780,21,0,,,0
80534,3,1,10,70600045,,,,圣遗物,5,5,3000,501,4,15006,5#9#13#17#21,3780,21,0,,,0
80540,3,1,10,70600045,,,,圣遗物,1,5,4000,501,0,15006,5#9#13#17#21,3780,21,0,,,0
80541,3,1,10,70600045,,,,圣遗物,1,5,4000,501,1,15006,5#9#13#17#21,3780,21,0,,,0
80542,3,1,10,70600045,,,,圣遗物,1,5,4000,501,2,15006,5#9#13#17#21,3780,21,0,,,0
80543,3,1,10,70600045,,,,圣遗物,1,5,4000,501,3,15006,5#9#13#17#21,3780,21,0,,,0
80544,3,1,10,70600045,,,,圣遗物,1,5,4000,501,4,15006,5#9#13#17#21,3780,21,0,,,0
80550,3,1,10,70600045,,,,圣遗物,3,5,1000,501,0,15006,5#9#13#17#21,3780,21,0,,,0
80551,3,1,10,70600045,,,,圣遗物,3,5,1000,501,1,15006,5#9#13#17#21,3780,21,0,,,0
80552,3,1,10,70600045,,,,圣遗物,3,5,1000,501,2,15006,5#9#13#17#21,3780,21,0,,,0
80553,3,1,10,70600045,,,,圣遗物,3,5,1000,501,3,15006,5#9#13#17#21,3780,21,0,,,0
80554,3,1,10,70600045,,,,圣遗物,3,5,1000,501,4,15006,5#9#13#17#21,3780,21,0,,,0
81310,3,1,10,70600043,,,,圣遗物,4,3,5000,301,0,15007,5#9#13#17#21,1260,13,1,202,1260,0
81311,3,1,10,70600043,,,,圣遗物,4,3,5000,301,1,15007,5#9#13#17#21,1260,13,1,202,1260,0
81312,3,1,10,70600043,,,,圣遗物,4,3,5000,301,2,15007,5#9#13#17#21,1260,13,1,202,1260,0
81313,3,1,10,70600043,,,,圣遗物,4,3,5000,301,3,15007,5#9#13#17#21,1260,13,1,202,1260,0
81314,3,1,10,70600043,,,,圣遗物,4,3,5000,301,4,15007,5#9#13#17#21,1260,13,1,202,1260,0
