掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限	活动产出次数上限
528355			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528356			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528357			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528358			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528359			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528360			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528361			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528362			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528363			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528364			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528365			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528366			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528367			0	1	93412	1	1000	93422	1	1000	93432	1	1000	93442	1	1000	93452	1	1000																																																													0					
528368			0	1	93413	1	1000	93423	1	1000	93433	1	1000	93443	1	1000	93453	1	1000																																																													0					
528369			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528370			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528371			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528372			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528373			0	1	93513	1	1000	93523	1	1000	93533	1	1000	93543	1	1000	93553	1	1000																																																													0					
528374			0	1	93514	1	1000	93524	1	1000	93534	1	1000	93544	1	1000	93554	1	1000																																																													0					
528400			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528401			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528402			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528403			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528404			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528405			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528406			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528407			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528408			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528409			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528410			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528411			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528412			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528413			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528414			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528415			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528416			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528417			0	1	94412	1	1000	94422	1	1000	94432	1	1000	94442	1	1000	94452	1	1000																																																													0					
528418			0	1	94413	1	1000	94423	1	1000	94433	1	1000	94443	1	1000	94453	1	1000																																																													0					
528419			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528420			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528421			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528422			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528423			0	1	94513	1	1000	94523	1	1000	94533	1	1000	94543	1	1000	94553	1	1000																																																													0					
528424			0	1	94514	1	1000	94524	1	1000	94534	1	1000	94544	1	1000	94554	1	1000																																																													0					
528450			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528451			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528452			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528453			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528454			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528455			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528456			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528457			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528458			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528459			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528460			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528461			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528462			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528463			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528464			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528465			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528466			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528467			0	1	95412	1	1000	95422	1	1000	95432	1	1000	95442	1	1000	95452	1	1000																																																													0					
528468			0	1	95413	1	1000	95423	1	1000	95433	1	1000	95443	1	1000	95453	1	1000																																																													0					
528469			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528470			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528471			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528472			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528473			0	1	95513	1	1000	95523	1	1000	95533	1	1000	95543	1	1000	95553	1	1000																																																													0					
528474			0	1	95514	1	1000	95524	1	1000	95534	1	1000	95544	1	1000	95554	1	1000																																																													0					
528500			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528501			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528502			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528503			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528504			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528505			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528506			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528507			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528508			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528509			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528510			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528511			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528512			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528513			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528514			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528515			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528516			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528517			0	1	96412	1	1000	96422	1	1000	96432	1	1000	96442	1	1000	96452	1	1000																																																													0					
528518			0	1	96413	1	1000	96423	1	1000	96433	1	1000	96443	1	1000	96453	1	1000																																																													0					
528519			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528520			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528521			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528522			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528523			0	1	96513	1	1000	96523	1	1000	96533	1	1000	96543	1	1000	96553	1	1000																																																													0					
528524			0	1	96514	1	1000	96524	1	1000	96534	1	1000	96544	1	1000	96554	1	1000																																																													0					
528550			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528551			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528552			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528553			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528554			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528555			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528556			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528557			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528558			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528559			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528560			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528561			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528562			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528563			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528564			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528565			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528566			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528567			0	1	97412	1	1000	97422	1	1000	97432	1	1000	97442	1	1000	97452	1	1000																																																													0					
528568			0	1	97413	1	1000	97423	1	1000	97433	1	1000	97443	1	1000	97453	1	1000																																																													0					
528569			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528570			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528571			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528572			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528573			0	1	97513	1	1000	97523	1	1000	97533	1	1000	97543	1	1000	97553	1	1000																																																													0					
528574			0	1	97514	1	1000	97524	1	1000	97534	1	1000	97544	1	1000	97554	1	1000																																																													0					
528600			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528601			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528602			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528603			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528604			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528605			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528606			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528607			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528608			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528609			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528610			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528611			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528612			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528613			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528614			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528615			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528616			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528617			0	1	98412	1	1000	98422	1	1000	98432	1	1000	98442	1	1000	98452	1	1000																																																													0					
528618			0	1	98413	1	1000	98423	1	1000	98433	1	1000	98443	1	1000	98453	1	1000																																																													0					
528619			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528620			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528621			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528622			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528623			0	1	98513	1	1000	98523	1	1000	98533	1	1000	98543	1	1000	98553	1	1000																																																													0					
528624			0	1	98514	1	1000	98524	1	1000	98534	1	1000	98544	1	1000	98554	1	1000																																																													0					
528650			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528651			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528652			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528653			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528654			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528655			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528656			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528657			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528658			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528659			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528660			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528661			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528662			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528663			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528664			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528665			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528666			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528667			0	1	20412	1	1000	20422	1	1000	20432	1	1000	20442	1	1000	20452	1	1000																																																													0					
528668			0	1	20413	1	1000	20423	1	1000	20433	1	1000	20443	1	1000	20453	1	1000																																																													0					
528669			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528670			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528671			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528672			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528673			0	1	20513	1	1000	20523	1	1000	20533	1	1000	20543	1	1000	20553	1	1000																																																													0					
528674			0	1	20514	1	1000	20524	1	1000	20534	1	1000	20544	1	1000	20554	1	1000																																																													0					
528700			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528701			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528702			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528703			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528704			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528705			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528706			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528707			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528708			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528709			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528710			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528711			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528712			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528713			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528714			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528715			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528716			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528717			0	1	21412	1	1000	21422	1	1000	21432	1	1000	21442	1	1000	21452	1	1000																																																													0					
528718			0	1	21413	1	1000	21423	1	1000	21433	1	1000	21443	1	1000	21453	1	1000																																																													0					
528719			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528720			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528721			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528722			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528723			0	1	21513	1	1000	21523	1	1000	21533	1	1000	21543	1	1000	21553	1	1000																																																													0					
528724			0	1	21514	1	1000	21524	1	1000	21534	1	1000	21544	1	1000	21554	1	1000																																																													0					
540000			0	0																																																																												0					
540001			0	0																																																																												0					
540002			0	0																																																																												0					
540003			0	0																																																																												0					
540004			0	0																																																																												0					
540005			0	0																																																																												0					
540006			0	0																																																																												0					
540007			0	0																																																																												0					
540008			0	0																																																																												0					
540009			0	0																																																																												0					
540010			0	0	520610	1	1000	520660	1	1000	520710	1	1000																																																																			0					
540011			0	0	520611	1	1000	520661	1	1000	520711	1	1000																																																																			0					
540012			0	0	520612	1	1000	520662	1	1000	520712	1	1000																																																																			0					
540013			0	0	520613	1	1000	520663	1	1000	520713	1	1000																																																																			0					
540014			0	0	520614	1	1000	520664	1	1000	520714	1	1000																																																																			0					
540015			0	0	527715	1	1000	527765	1	1000	520615	1	1000	520665	1	1000	520715	1	1000																																																													0					
540016			0	0	527716	1	1000	527766	1	1000	520616	1	1000	520666	1	1000	520716	1	1000																																																													0					
540017			0	0	527717	1	1000	527767	1	1000	520617	1	1000	520667	1	1000	520717	1	1000																																																													0					
540018			0	0	527718	1	1000	527768	1	1000	520618	1	1000	520668	1	1000	520718	1	1000																																																													0					
540019			0	0	527719	1	1000	527769	1	1000	520619	1	1000	520669	1	1000	520719	1	1000																																																													0					
540020			0	0	527720	1	1000	527770	1	1000																																																																						0					
540021			0	0	527721	1	1000	527771	1	1000																																																																						0					
540022			0	0	527722	1	1000	527772	1	1000																																																																						0					
540023			0	0	527723	1	1000	527773	1	1000																																																																						0					
540024			0	0	527724	1	1000	527774	1	1000																																																																						0					
540050			0	0																																																																												0					
540051			0	0																																																																												0					
540052			0	0																																																																												0					
540053			0	0																																																																												0					
540054			0	0																																																																												0					
540055			0	0																																																																												0					
540056			0	0																																																																												0					
540057			0	0																																																																												0					
540058			0	0																																																																												0					
540059			0	0																																																																												0					
540060			0	0	520610	1	1000	520660	1	1000	520710	1	1000																																																																			0					
540061			0	0	520611	1	1000	520661	1	1000	520711	1	1000																																																																			0					
540062			0	0	520612	1	1000	520662	1	1000	520712	1	1000																																																																			0					
540063			0	0	520613	1	1000	520663	1	1000	520713	1	1000																																																																			0					
540064			0	0	520614	1	1000	520664	1	1000	520714	1	1000																																																																			0					
540065			0	0	527715	1	1000	527765	1	1000	520615	1	1000	520665	1	1000	520715	1	1000																																																													0					
540066			0	0	527716	1	1000	527766	1	1000	520616	1	1000	520666	1	1000	520716	1	1000																																																													0					
540067			0	0	527717	1	1000	527767	1	1000	520617	1	1000	520667	1	1000	520717	1	1000																																																													0					
540068			0	0	527718	1	1000	527768	1	1000	520618	1	1000	520668	1	1000	520718	1	1000																																																													0					
540069			0	0	527719	1	1000	527769	1	1000	520619	1	1000	520669	1	1000	520719	1	1000																																																													0					
540070			0	0	527720	1	1000	527770	1	1000																																																																						0					
540071			0	0	527721	1	1000	527771	1	1000																																																																						0					
540072			0	0	527722	1	1000	527772	1	1000																																																																						0					
540073			0	0	527723	1	1000	527773	1	1000																																																																						0					
540074			0	0	527724	1	1000	527774	1	1000																																																																						0					
540500			0	0	520000	1	1000																																																																									0					
540501			0	0	520001	1	1000																																																																									0					
540502			0	0	520002	1	1000																																																																									0					
540503			0	0	520003	1	1000																																																																									0					
540504			0	0	520004	1	1000																																																																									0					
540505			0	0	520005	1	1000																																																																									0					
540506			0	0	520006	1	1000																																																																									0					
540507			0	0	520007	1	1000																																																																									0					
540508			0	0	520008	1	1000																																																																									0					
540509			0	0	520009	1	1000																																																																									0					
540510			0	0	520610	1	1000	520660	1	1000	521010	1	1000	520010	1	1000																																																																0					
540511			0	0	520611	1	1000	520661	1	1000	521011	1	1000	520011	1	1000																																																																0					
540512			0	0	520612	1	1000	520662	1	1000	521012	1	1000	520012	1	1000																																																																0					
540513			0	0	520613	1	1000	520663	1	1000	521013	1	1000	520013	1	1000																																																																0					
540514			0	0	520614	1	1000	520664	1	1000	521014	1	1000	520014	1	1000																																																																0					
540515			0	0	527715	1	1000	527765	1	1000	520615	1	1000	520665	1	1000	521015	1	1000																																																													0					
540516			0	0	527716	1	1000	527766	1	1000	520616	1	1000	520666	1	1000	521016	1	1000																																																													0					
540517			0	0	527717	1	1000	527767	1	1000	520617	1	1000	520667	1	1000	521017	1	1000																																																													0					
540518			0	0	527718	1	1000	527768	1	1000	520618	1	1000	520668	1	1000	521018	1	1000																																																													0					
540519			0	0	527719	1	1000	527769	1	1000	520619	1	1000	520669	1	1000	521019	1	1000																																																													0					
540520			0	0	527720	1	1000	527770	1	1000																																																																						0					
540521			0	0	527721	1	1000	527771	1	1000																																																																						0					
540522			0	0	527722	1	1000	527772	1	1000																																																																						0					
540523			0	0	527723	1	1000	527773	1	1000																																																																						0					
540524			0	0	527724	1	1000	527774	1	1000																																																																						0					
540550			0	0	520000	1	1000																																																																									0					
540551			0	0	520001	1	1000																																																																									0					
540552			0	0	520002	1	1000																																																																									0					
540553			0	0	520003	1	1000																																																																									0					
540554			0	0	520004	1	1000																																																																									0					
540555			0	0	520005	1	1000																																																																									0					
540556			0	0	520006	1	1000																																																																									0					
540557			0	0	520007	1	1000																																																																									0					
540558			0	0	520008	1	1000																																																																									0					
540559			0	0	520009	1	1000																																																																									0					
540560			0	0	520610	1	1000	520710	1	1000	521060	1	1000	520010	1	1000																																																																0					
540561			0	0	520611	1	1000	520711	1	1000	521061	1	1000	520011	1	1000																																																																0					
540562			0	0	520612	1	1000	520712	1	1000	521062	1	1000	520012	1	1000																																																																0					
540563			0	0	520613	1	1000	520713	1	1000	521063	1	1000	520013	1	1000																																																																0					
540564			0	0	520614	1	1000	520714	1	1000	521064	1	1000	520014	1	1000																																																																0					
540565			0	0	527715	1	1000	527765	1	1000	520615	1	1000	520715	1	1000	521065	1	1000																																																													0					
540566			0	0	527716	1	1000	527766	1	1000	520616	1	1000	520716	1	1000	521066	1	1000																																																													0					
540567			0	0	527717	1	1000	527767	1	1000	520617	1	1000	520717	1	1000	521067	1	1000																																																													0					
540568			0	0	527718	1	1000	527768	1	1000	520618	1	1000	520718	1	1000	521068	1	1000																																																													0					
540569			0	0	527719	1	1000	527769	1	1000	520619	1	1000	520719	1	1000	521069	1	1000																																																													0					
540570			0	0	527720	1	1000	527770	1	1000																																																																						0					
540571			0	0	527721	1	1000	527771	1	1000																																																																						0					
540572			0	0	527722	1	1000	527772	1	1000																																																																						0					
540573			0	0	527723	1	1000	527773	1	1000																																																																						0					
540574			0	0	527724	1	1000	527774	1	1000																																																																						0					
540600			0	0	520050	1	1000																																																																									0					
540601			0	0	520051	1	1000																																																																									0					
540602			0	0	520052	1	1000																																																																									0					
540603			0	0	520053	1	1000																																																																									0					
540604			0	0	520054	1	1000																																																																									0					
540605			0	0	520055	1	1000																																																																									0					
540606			0	0	520056	1	1000																																																																									0					
540607			0	0	520057	1	1000																																																																									0					
540608			0	0	520058	1	1000																																																																									0					
540609			0	0	520059	1	1000																																																																									0					
540610			0	0	520610	1	1000	520660	1	1000	520060	1	1000																																																																			0					
540611			0	0	520611	1	1000	520661	1	1000	520061	1	1000																																																																			0					
540612			0	0	520612	1	1000	520662	1	1000	520062	1	1000																																																																			0					
540613			0	0	520613	1	1000	520663	1	1000	520063	1	1000																																																																			0					
540614			0	0	520614	1	1000	520664	1	1000	520064	1	1000																																																																			0					
540615			0	0	527715	1	1000	527765	1	1000	520615	1	1000	520665	1	1000																																																																0					
540616			0	0	527716	1	1000	527766	1	1000	520616	1	1000	520666	1	1000																																																																0					
540617			0	0	527717	1	1000	527767	1	1000	520617	1	1000	520667	1	1000																																																																0					
540618			0	0	527718	1	1000	527768	1	1000	520618	1	1000	520668	1	1000																																																																0					
540619			0	0	527719	1	1000	527769	1	1000	520619	1	1000	520669	1	1000																																																																0					
540620			0	0	527720	1	1000	527770	1	1000																																																																						0					
540621			0	0	527721	1	1000	527771	1	1000																																																																						0					
540622			0	0	527722	1	1000	527772	1	1000																																																																						0					
540623			0	0	527723	1	1000	527773	1	1000																																																																						0					
540624			0	0	527724	1	1000	527774	1	1000																																																																						0					
540650			0	0	520050	1	1000																																																																									0					
540651			0	0	520051	1	1000																																																																									0					
540652			0	0	520052	1	1000																																																																									0					
540653			0	0	520053	1	1000																																																																									0					
540654			0	0	520054	1	1000																																																																									0					
540655			0	0	520055	1	1000																																																																									0					
540656			0	0	520056	1	1000																																																																									0					
540657			0	0	520057	1	1000																																																																									0					
540658			0	0	520058	1	1000																																																																									0					
540659			0	0	520059	1	1000																																																																									0					
540660			0	0	520610	1	1000	520710	1	1000	521210	1	1000	520060	1	1000																																																																0					
540661			0	0	520611	1	1000	520711	1	1000	521211	1	1000	520061	1	1000																																																																0					
540662			0	0	520612	1	1000	520712	1	1000	521212	1	1000	520062	1	1000																																																																0					
540663			0	0	520613	1	1000	520713	1	1000	521213	1	1000	520063	1	1000																																																																0					
540664			0	0	520614	1	1000	520714	1	1000	521214	1	1000	520064	1	1000																																																																0					
540665			0	0	527715	1	1000	527765	1	1000	520615	1	1000	520715	1	1000	521215	1	1000																																																													0					
540666			0	0	527716	1	1000	527766	1	1000	520616	1	1000	520716	1	1000	521216	1	1000																																																													0					
540667			0	0	527717	1	1000	527767	1	1000	520617	1	1000	520717	1	1000	521217	1	1000																																																													0					
540668			0	0	527718	1	1000	527768	1	1000	520618	1	1000	520718	1	1000	521218	1	1000																																																													0					
540669			0	0	527719	1	1000	527769	1	1000	520619	1	1000	520719	1	1000	521219	1	1000																																																													0					
540670			0	0	527720	1	1000	527770	1	1000																																																																						0					
540671			0	0	527721	1	1000	527771	1	1000																																																																						0					
540672			0	0	527722	1	1000	527772	1	1000																																																																						0					
540673			0	0	527723	1	1000	527773	1	1000																																																																						0					
540674			0	0	527724	1	1000	527774	1	1000																																																																						0					
540700			0	0	520100	1	1000																																																																									0					
540701			0	0	520101	1	1000																																																																									0					
540702			0	0	520102	1	1000																																																																									0					
540703			0	0	520103	1	1000																																																																									0					
540704			0	0	520104	1	1000																																																																									0					
540705			0	0	520105	1	1000																																																																									0					
540706			0	0	520106	1	1000																																																																									0					
540707			0	0	520107	1	1000																																																																									0					
540708			0	0	520108	1	1000																																																																									0					
540709			0	0	520109	1	1000																																																																									0					
540710			0	0	520660	1	1000	520710	1	1000	520110	1	1000																																																																			0					
540711			0	0	520661	1	1000	520711	1	1000	520111	1	1000																																																																			0					
540712			0	0	520662	1	1000	520712	1	1000	520112	1	1000																																																																			0					
540713			0	0	520663	1	1000	520713	1	1000	520113	1	1000																																																																			0					
540714			0	0	520664	1	1000	520714	1	1000	520114	1	1000																																																																			0					
540715			0	0	527715	1	1000	527765	1	1000	520665	1	1000	520715	1	1000																																																																0					
540716			0	0	527716	1	1000	527766	1	1000	520666	1	1000	520716	1	1000																																																																0					
