ID,JSON天气区域ID,最大高度,描述,GadgetID,默认是否开启,TemplateName,Priority,区域环境配置,DefaultWeather,是否固定使用DefaultWeather,场景ID
3029,3029,233,稻妻-鸣神岛-守护之森树根（地下）【废弃】,,1,Weather_Standard,1,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Leiyingshugen_General,1,1,3
3129,3029,,稻妻-鸣神岛-守护之森树根（地上）【废弃】,,1,Weather_Standard,1,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,1,3
3030,3030,253,稻妻-鸣神岛-雷祸之源区域（地下）,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_RaioCotter_Before,1,1,3
3130,3030,,稻妻-鸣神岛-雷祸之源区域（地上）,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_RaioCotter_After,1,1,3
3031,3031,253,稻妻-鸣神岛-雷祸之源区域（地下）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_RaioCotter_Before,1,1,3
3131,3031,355,稻妻-鸣神岛-雷池,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Leihuozhiyuan,1,1,3
3231,3031,,稻妻-鸣神岛-雷樱神社,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_LeiyingShenshe,1,1,3
3046,3046,253,稻妻-鸣神岛-雷樱瘤后-雷祸之源区域（地下）,,0,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_RaioCotter_After,1,1,3
3146,3046,355,稻妻-鸣神岛-雷樱瘤后-雷池,,0,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,1,3
3246,3046,,稻妻-鸣神岛-雷樱瘤后-雷樱神社,,0,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_LeiyingShenshe,1,1,3
3047,3047,252,稻妻-鸣神岛-小黑屋天气(下）,,1,Weather_Standard,2400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_DarkCave,1,1,3
3147,3047,,稻妻-鸣神岛-小黑屋天气(上）,,1,Weather_Standard,2400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,1,3
3048,3048,,稻妻-鸣神岛-上城区樱花,,1,Weather_Foggy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,6,1,3
3049,3049,,稻妻-鸣神岛-离岛枫叶区,,1,Weather_Cloudy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_LiDao_General,2,1,3
3050,3050,,稻妻-鸣神岛-烟火地,,1,Weather_Foggy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,6,1,3
3051,3051,,稻妻-鸣神岛-荒神社,,1,Weather_Standard,1800,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Huangcun_Dark,1,1,3
3090,3090,,稻妻-鸣神岛-荒神社（晴）,,0,Weather_Standard,1800,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Huangcun_General,1,1,3
3032,3032,300,测试-稻妻-高炉废料堆洞窟下,,1,Weather_Rainy,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,3,1,3
3132,3032,,测试-稻妻-高炉废料堆洞窟上,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3033,3033,224,测试-稻妻-高炉夜光洞窟下,,1,Weather_Rainy,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,3,1,3
3133,3033,,测试-稻妻-高炉夜光洞窟上,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3034,3034,224,测试-稻妻-高炉地城洞窟下,,1,Weather_Rainy,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,3,1,3
3134,3034,,测试-稻妻-高炉地城洞窟上,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3035,3035,234,测试-稻妻-高炉三连洞窟下,,1,Weather_Rainy,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,3,1,3
3135,3035,,测试-稻妻-高炉三连洞窟上,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3136,3136,,测试-八酝岛-boss氛围雨,,1,Weather_Rainy,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Boss,3,1,3
3139,3139,,测试-八酝岛-boss氛围阴,,1,Weather_DQ_TBS_Cloudy,25,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Boss,2,1,3
3140,3140,225,测试-八酝岛-山顶氛围阴下,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Pit,2,1,3
3240,3140,305,测试-八酝岛-山顶氛围阴中,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralDragon,2,1,3
3340,3140,,测试-八酝岛-山顶氛围阴上,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralDragonTop,2,1,3
3141,3141,225,测试-八酝岛-山顶氛围下,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Pit,1,1,3
3241,3141,305,测试-八酝岛-山顶氛围中,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralDragon,3,1,3
3341,3141,,测试-八酝岛-山顶氛围上,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralDragonTop,3,1,3
3142,3142,,稻妻-渊下宫-基础环境,,1,Weather_DQ_AbyssalPalace_Day,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_General,1,0,5
3143,3143,,稻妻-渊下宫-通道,,1,Weather_DQ_AbyssalPalace_Tunnel,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Tunnel,1,0,5
3144,3144,,稻妻-渊下宫-通道入口,,1,Weather_DQ_AbyssalPalace_Gate,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Tunnel_Entrance,1,0,5
3036,3036,,稻妻-鸣神岛-守护之森,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GuardForest_General,1,1,3
3037,3037,,稻妻-鹤观-全岛通用天气,,0,Weather_Dq_HeGuan_General,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_General,1,0,3
3038,3038,,稻妻-鹤观-通用一级雾天气,,1,Weather_Dq_HeGuan_Foggy,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy,6,0,3
3045,3045,194,稻妻-鸣神岛-雷雾岛下,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Leiyingshugen_Deep,1,1,3
3145,3045,,稻妻-鸣神岛-雷雾岛上,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,1,3
3055,3055,,稻妻-稻妻封锁区,,1,Weather_Standard,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_InazumaThunderBarrier,1,0,3
3056,3056,235,测试-八酝岛左边洞的天气雨,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Pit,1,1,3
3156,3056,,测试-八酝岛左边洞的天气雨,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralPit,3,1,3
3057,3057,235,测试-八酝岛左边洞的天气阴,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Pit,2,1,3
3157,3057,,测试-八酝岛左边洞的天气阴,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralPit,2,1,3
3058,3058,,稻妻-鹤观-通用二级雾天气,,1,Weather_Dq_HeGuan_Foggy,35,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavy,6,0,3
3059,3059,,稻妻-清籁-一阶段风暴,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3060,3060,,稻妻-清籁-二阶段风暴,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3061,3061,,稻妻-清籁-三阶段风暴,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3062,3062,,稻妻-清籁-四阶段风暴,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3063,3063,180,稻妻-清籁-海底遗迹下,,0,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Relic,1,0,3
3163,3063,,稻妻-清籁-海底遗迹上,,0,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3064,3064,180,稻妻-清籁-海底与风暴重复区域下,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Relic,1,0,3
3164,3064,440,稻妻-清籁-海底与风暴重复区域中,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3264,3064,,稻妻-清籁-海底与风暴重复区域上,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_BossArea,1,0,3
3065,3065,195,稻妻-清籁-船下,,0,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_ShipWreck,1,0,3
3165,3065,,稻妻-清籁-船,,0,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3119,3119,195,稻妻-清籁-船下,,1,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_ShipWreck,1,0,3
3219,3119,,稻妻-清籁-船,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_4th,1,0,3
3066,3066,205,稻妻-清籁-船冢洞下,,0,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_ShipWreck,1,0,3
3166,3066,,稻妻-清籁-船冢洞上,,0,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3118,3118,205,稻妻-清籁-船冢洞下,,1,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_ShipWreck,1,0,3
3218,3118,,稻妻-清籁-船冢洞上,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_4th,1,0,3
3093,3093,190,稻妻-清籁-船小下,,0,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_ShipWreck,1,0,3
3193,3093,,稻妻-清籁-船小,,0,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3120,3120,190,稻妻-清籁-船小下,,1,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_ShipWreck,1,0,3
3220,3120,,稻妻-清籁-船小,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_4th,1,0,3
3094,3094,195,稻妻-清籁-船大下,,0,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_ShipWreck,1,0,3
3194,3094,,稻妻-清籁-船大,,0,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3121,3121,195,稻妻-清籁-船大下,,1,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_ShipWreck,1,0,3
3221,3121,,稻妻-清籁-船大,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_4th,1,0,3
3067,3067,,稻妻-海祗岛-全岛通用天气,,1,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3068,3068,,稻妻-海祗岛-中圈天气【废弃】,,1,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3069,3069,185,稻妻-海祗岛-下层天气【废弃】,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3169,3069,,稻妻-海祗岛-下层天气上【废弃】,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3070,3070,190,稻妻-海祗岛-海神之心洞窟天气下,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_HaiShenZhiXin,1,1,3
3170,3070,,稻妻-海祗岛-海神之心洞窟天气上,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3071,3071,182,稻妻-海祗岛-无相水洞窟天气下,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_FiveSpiceWater,1,1,3
3171,3071,,稻妻-海祗岛-无相水洞窟天气上,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3072,3072,209,稻妻-海祗岛-海盗藏宝洞窟天气下【废弃】,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,1,3
3172,3072,,稻妻-海祗岛-海盗藏宝洞窟天气上【废弃】,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3073,3073,190,稻妻-海祗岛-海底遗迹天气下,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_Relic,1,1,3
3173,3073,,稻妻-海祗岛-海底遗迹天气上,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3074,3074,200,稻妻-海祗岛-海底遗迹顶层密室天气,,1,Weather_Sunny,3000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_Relic,1,1,3
3174,3074,,稻妻-海祗岛-海底遗迹顶层密室天气上,,1,Weather_Standard,3000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3075,3075,178,稻妻-海祗岛-心海洞窟天气下【废弃】,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,1,3
3175,3075,,稻妻-海祗岛-心海洞窟天气上【废弃】,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3076,3076,,稻妻-海祗岛-海祗神社天气【废弃】,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3077,3077,,稻妻-海祗岛-反抗军聚落天气【废弃】,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3078,3078,,稻妻-海祗岛-珊瑚宫天气【废弃】,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HaiQiIsland_General,1,0,3
3079,3079,248,稻妻-鸣神岛-主城（地下）,,1,Weather_Sunny,2100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Cave_DqCity,1,0,3
3179,3079,,稻妻-鸣神岛-主城（地上）,,1,Weather_Foggy,2100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3080,3080,,稻妻-八酝岛-全境（解锁完成）,,0,Weather_Sunny,3000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General_TBSOnly,1,0,3
3081,3081,270,稻妻-八酝岛-龙首旁边遗迹下,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_MinShenIsland_RelicBoss,1,0,3
3181,3081,,稻妻-八酝岛-龙首旁边遗迹上,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralDragon,3,0,3
3082,3082,,测试-稻妻-高炉内净化后天气,,1,Weather_DQ_TBS_Cloudy,15,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GL_OutSkirt,1,0,3
3083,3083,234,稻妻-鸣神岛-守护之森树根（地下）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_MinShenIsland_RelicBoss,1,1,3
3183,3083,,稻妻-鸣神岛-守护之森树根（地上）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,1,3
3084,3084,,稻妻-鸣神岛-城下町,,1,Weather_Sunny,1900,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3085,3085,,稻妻-鸣神岛-绀田村,,1,Weather_Sunny,1900,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3086,3086,180,稻妻-清籁-BOSS区域下,,0,Weather_Standard,4000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Relic,1,0,3
3186,3086,440,稻妻-清籁-BOSS区域中,,0,Weather_Sunny,4000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3286,3086,,稻妻-清籁-BOSS区域上,,0,Weather_Standard,4000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_BossArea,1,0,3
3087,3087,,测试-八酝岛-boss放晴,,0,Weather_Standard,3500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Boss_After,1,0,3
3088,3088,223,测试-八酝岛-峡谷氛围放晴下,,0,Weather_Standard,3500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Canyon_After,1,0,3
3188,3088,,测试-八酝岛-峡谷氛围放晴上,,0,Weather_Standard,3500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General_TBSOnly,1,0,3
3089,3089,235,测试-八酝岛-矿坑氛围放晴下,,0,Weather_Standard,3500,Data/Environment/EnviroSystemProfile/ESP_Dq_Tabeisha_Pit_After,1,0,3
3189,3089,,测试-八酝岛-矿坑氛围放晴上,,0,Weather_Standard,3500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General_TBSOnly,1,0,3
3137,3137,,测试-八酝岛-战场氛围雨,,0,Weather_Rainy,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Battleground,3,1,3
3138,3138,,测试-八酝岛-战场氛围阴,,0,Weather_DQ_TBS_Cloudy,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Battleground,2,1,3
3150,3150,,测试-八酝岛-战场氛围晴,,1,Weather_Sunny,25,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Battleground,1,1,3
3151,3151,,测试-八酝岛-躲猫猫活动阴天,,0,Weather_DQ_TBS_Cloudy,5000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralDragon,2,1,3
3092,3092,,任务—稻妻主线下—天守阁特殊天气,,0,Weather_ThunderStorm,3000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Story_ThunderStorm,4,1,3
3095,3095,,稻妻-清籁-猫岛过渡,,0,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3096,3096,210,稻妻-清籁-地城入口下,,0,Weather_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,2,1,3
3196,3096,,稻妻-清籁-地城入口上,,0,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3117,3117,210,稻妻-清籁-地城入口下,,1,Weather_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,2,1,3
3217,3117,,稻妻-清籁-地城入口上,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_4th,1,0,3
3097,3097,,稻妻-清籁-清籁岛基础天气雷暴1,,1,Weather_Sunny,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_1st,1,0,3
3098,3098,,稻妻-清籁-清籁岛基础天气雷暴2,,0,Weather_Sunny,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_2nd,1,0,3
3099,3099,,稻妻-清籁-清籁岛基础天气雷暴3,,0,Weather_Sunny,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_3rd,1,0,3
3100,3100,,稻妻-清籁-清籁岛基础天气雷暴4,,0,Weather_Sunny,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_4th,1,0,3
3101,3101,180,稻妻-清籁-BOSS区域战斗前下,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Relic,1,0,3
3201,3101,440,稻妻-清籁-BOSS区域战斗前中,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_Thunder_4th,1,0,3
3301,3101,,稻妻-清籁-BOSS区域战斗前上,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_BossArea,1,0,3
3102,3102,,稻妻-清籁-究极过渡,,1,Weather_Standard,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_TransitionB,1,0,3
3103,3103,,稻妻-鹤观-通用三级雾天气-大片岛,,1,Weather_Dq_HeGuan_Foggy,55,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavyest,6,0,3
3104,3104,,稻妻-鹤观-劫难日一级天气-无雷,,0,Weather_Dq_HeGuan_Foggy,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Doom,6,0,3
3106,3106,,稻妻-鹤观-劫难日三级天气-后山,,0,Weather_Dq_HeGuan_Doom_Cloudy,350,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavyest,2,0,3
3107,3107,280,稻妻-鹤观-雷灵山天气内环下层-放晴,,0,Weather_Dq_HeGuan_General,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_General_Nest,2,0,3
3207,3107,,稻妻-鹤观-雷灵山天气内环上层-放晴,,0,Weather_Dq_HeGuan_General,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_General,2,0,3
3108,3108,,稻妻-鹤观-劫难日二级天气,,0,Weather_Dq_HeGuan_Doom_Cloudy,250,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,2,0,3
3109,3109,,稻妻-鹤观-通用三级雾天气-教学,,1,Weather_Dq_HeGuan_Foggy,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavyest,6,0,3
3110,3110,,稻妻-鹤观-通用三级雾天气-神殿,,1,Weather_Dq_HeGuan_Foggy,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavyest,6,0,3
3111,3111,,稻妻-鹤观-通用三级雾天气-小山,,1,Weather_Dq_HeGuan_Foggy,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavyest,6,0,3
3112,3112,,稻妻-鹤观-通用三级雾天气-狼窝,,1,Weather_Dq_HeGuan_Foggy,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavyest,6,0,3
3114,3114,,稻妻-鹤观-通用三级雾天气-后山,,1,Weather_Dq_HeGuan_Foggy,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavyest,6,0,3
3311,3311,195,稻妻-鹤观-地下区域下层,,1,Weather_Dq_HeGuan_General,40,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Relic,2,0,3
3411,3311,,稻妻-鹤观-地下区域上层-二级雾,,1,Weather_Dq_HeGuan_Foggy,40,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavy,6,0,3
3312,3312,195,稻妻-鹤观-地下区域下层,,0,Weather_Dq_HeGuan_General,1050,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Relic,2,0,3
3412,3312,,稻妻-鹤观-地下区域上层-晴天,,0,Weather_Dq_HeGuan_Foggy,1050,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_General,1,0,3
3313,3313,195,稻妻-鹤观-地下区域下层,,0,Weather_Dq_HeGuan_General,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Relic,2,0,3
3413,3313,,稻妻-鹤观-地下区域上层-劫难,,0,Weather_Dq_HeGuan_Doom_Cloudy,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,2,0,3
3314,3314,195,稻妻-鹤观-地下区域下层,,1,Weather_Dq_HeGuan_General,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Relic,2,0,3
3414,3314,,稻妻-鹤观-地下区域上层-三级雾,,1,Weather_Dq_HeGuan_Foggy,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavyest,6,0,3
3315,3315,,稻妻-鹤观-劫难日二级天气-无雷,,0,Weather_Dq_HeGuan_Foggy,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,6,0,3
3316,3316,,稻妻-鹤观-劫难日三级天气-全岛无雷,,0,Weather_Dq_HeGuan_Foggy,350,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavyest,6,0,3
3317,3317,,稻妻-鹤观-劫难日三级天气-后山-无雷,,0,Weather_Dq_HeGuan_Foggy,550,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavyest,6,0,3
