图鉴ID	类型	怪物ID	见到即解锁	序号	已废弃	解锁才显示	统计类型	描述$text_name_Desc
28020404	0	28020404	1	11015			0	人类最好的朋友！\n传说是古代蒙德贵族精心配种培育的昂贵猎犬之后代，如今在提瓦特大陆七国皆有分布。虽然拥有高贵的祖先，但如今的黑背猎犬以忠诚可靠和平易近人闻名。旧时代高傲跋扈的骑士如今被谦逊热心的西风骑士取代，或许也是同样的道理吧。
28020501	0	28020501	1	11016			3	灵巧而富有智慧的生灵，抱持着与生俱来的优雅与骄傲。\n这种通体纯白的猫咪因蓝宝石般闪亮的眼睛而闻名。但值得一提的是，尽管蓝宝石生得贵雅可爱，脾气却很差。与它们相处的话一定要注意随时备好小鱼干与外伤敷药。
28020502	0	28020502	1	11017			0	灵巧而富有智慧的生灵，抱持着与生俱来的优雅与骄傲。\n拥有翠绿双目的灰色猫咪，夜晚在房梁上行走的样子十分优雅。但还请不要被它们贵族般的举止欺骗了，这些小贼最擅长从商铺和后厨偷窃鲜鱼。
28020503	0	28020503	1	11018			3	灵巧而富有智慧的生灵，抱持着与生俱来的优雅与骄傲。\n「妈妈快看，那个咪咪好像一坨脏脏雪！」这种调皮猫咪的名字正是来自一个顽童的言语冒犯。灰雪猫是一种非常活泼的猫咪，各种场地都能成为它们嬉戏打闹的战场，倒是苦了那些总要给它们洗澡的主人。
28020504	0	28020504	1	11019			0	灵巧而富有智慧的生灵，抱持着与生俱来的优雅与骄傲。\n全身皮毛以灰白为底色、黑色条纹为辅的优雅猫咪。生自遥远的北地，以性情温顺、亲近人类闻名。
28020505	0	28020505	1	11020			0	灵巧而富有智慧的生灵，抱持着与生俱来的优雅与骄傲。\n生得虎虎威风，是十分聪明且好斗的猫咪。擅长向人类撒娇、与同类争斗的它们总能得到更多的食物，因此可以胖得很快。但与人类不同的是，它们即使身材胖大，也依旧很能讨人喜欢。
28020506	0	28020506	1	11021			0	灵巧而富有智慧的生灵，抱持着与生俱来的优雅与骄傲。\n谨慎而机警的猫咪，是猫咪中天生的精湛猎手。由于经常被人类赋予看守仓库防备鼠辈的重任，因而被称为「警长」。尽管猫咪是本性自由自在的动物，但这些「警长」对于捕鼠的职责似乎更加上心。顺带一提，璃月人会亲切地称之为「猫咪捕头」，以之为主题的童书与玩具也颇受璃月的孩子们欢迎。
28020507	0	28020507	1	11022			0	灵巧而富有智慧的生灵，抱持着与生俱来的优雅与骄傲。\n纯黑毛色的神秘过客，时常隐身于一片黑暗中发出呼噜呼噜的声音，或者令黑色的地毯凭空生出两只金色的大眼睛。对于某些学者来说，纯黑色的猫咪象征着神秘学、魔法与深远的预兆，因此格外招人喜爱。
28020601	0	28020601		11023			3	身材细长灵巧、钟爱恶作剧的捣蛋鬼。\n隐藏在雪原洞穴中，来去如风的鼬鼠，擅长捕食昆虫与蜥蜴，面对个头比自己稍大的动物也不会畏惧。由于可爱的外貌，时常有人试图捕捉它们作为宠物饲养，但它们天生热爱自由，很难乖乖地接受被拘束在人类温暖家门内的命运。
28020602	0	28020602		11024			3	身材细长灵巧、钟爱恶作剧的捣蛋鬼。\n通体赤红的鼬鼠，擅长捕食昆虫与蜥蜴。身上赤红的颜色十分显眼，由于红尾鼬的和火元素色彩相称，许多惧怕烧灼的捕食者会敬而远之。
28020603	0	28020603		11025			3	身材细长灵巧、钟爱恶作剧的捣蛋鬼。\n因为四肢的深色毛发看似长靴而得名。靴子鼬性情较其他同类更加胆小谨慎，其蹑手蹑脚的动作反过来正加深了「穿靴子的鼬」的印象。因此，提瓦特大陆的居民们多有关于这些贼头贼脑的小动物的奇妙传说。
28020604	0	28020604		11026			3	身材细长灵巧、钟爱恶作剧的捣蛋鬼。\n黑色的面部给人一种戴着大盗面具的印象，但其实却是温顺友好的品种，也很少会进入人类的领地偷窃食物。尽管如此，面具鼬温顺友好的天性有时也会被不怀好意之徒盯上，利用来满足自己不劳而获的私欲。
28020605	0	28020605		11027			3	出没在层岩巨渊的矿道、洞窟深处，生活在地下的机智鼬类，皮毛泛着特异的青色光泽。\n适应了长期光线黯淡的生活，拥有非常优秀的听力与嗅觉。\n因为玉色的眼瞳与异色的毛皮，所以这种鼬的出没也被矿工们视为开采出宝石的征兆。实际上这两者之间毫无关系。
28050201	0	28050201		11028			0	神出鬼没的怪盗，盗窃宝物仅仅出于纯粹的天性。\n没有人知道究竟怎样异想天开的家伙训练出了这群盗窃成癖的小动物。盗宝鼬会四处偷窃收集摩拉——无论是远来旅客随身的零钱、冒险家的盘缠，还是遗迹内散落的财宝，都逃不过它们的眼睛。\n虽然从现实中缴获的新手盗宝鼬钱袋的情况而言，恐怕只能收集到旅人落下的零钱吧…
28050202	0	28050202		11029			0	神出鬼没的怪盗，盗窃宝物仅仅出于纯粹的天性。\n身上背负着华丽钱袋的盗宝鼬，作为盗宝鼬种群中的长者，它们寻找财宝与躲避追猎的本领更加精湛。甚至还会在游戏中将技巧「教授」给群落内的晚辈们。身为更有经验的「盗贼」，它们收集到的摩拉也更加丰厚。\n虽然从缴获的藏金盗宝鼬钱袋的情况而言，恐怕也没有丰厚到哪里去吧…
28050203	0	28050203		11030			0	神出鬼没的怪盗，盗窃宝物仅仅出于纯粹的天性。\n「大黄金盗宝鼬」是盗宝鼬中，技艺最为精湛、数量最为稀少的「神偷」。\n据说盗宝鼬是盗宝团当中的某人突发奇想，将野生的鼬鼠训练成的「盗宝团正式成员」。\n因为没有实际的记录，所以上述传说是否属实也未可知。不过，从缴获的钱袋来看，即使传说属实，盗宝团也不可能通过盗宝鼬积累多少财富吧…
28020801	0	28020801	1	11031			0	生性乐天、神出鬼没的狸，懂得只在一族中流传的法术。有着变化成其他物体，乃至于人类的能力。\n尽管经常会和某个隶属于幕府的神秘组织扯上关系，但狸子可没有那么多的坏心眼，捉弄人类也只是喜欢玩闹罢了。\n例外在记载中只有一次。很多年前，以妖狸五百藏为首，镇守之森的妖狸发起了一场「狸合战」，似乎是因为其首领与一位妖狐的纠葛。但这件事的结果就是大部分的妖狸都被封印在石像中。
28060101	0	28060101		11032			0	栖息于湖泊沼泽的古老生灵。性情凶猛，会从水下发起攻击。\n在须弥这片土地繁衍的历史要比雨林的存在更加悠久。在兽面的神祇仍旧斜倚王座之时，它们就被人们当作神明的使者来供奉。直到今天，沙漠的居民仍然将它们头上赤色的棘冠视为旧日神明的遗物。
28060201	0	28060201		11033			0	栖息在山林之间的猛兽，是森林中的王者。\n将丛林视为自己的领地，平时会像国王一样巡视自己的疆域。如果遇到入侵者，它们会毫不留情的发起进攻。\n鬓角上长着夸张的绒毛，根据学者的研究，似乎有着测量距离的功能。\n传说在丛林中曾经有一匹真正的「虎」，是保卫丛林的灵兽。在它死后，这种形态与猫更加接近的猛兽继承了「虎」的威名。
28060401	0	28060401		11034			0	生活在砂岩之下的大型节肢动物，擅长利用毒液捕猎。\n因为在受到攻击时会分泌出含有剧毒的液体，因此在很久之前就被诸多阴谋家和炼金术士们盯上，成为了各类毒药的常用原料。果然比起毒蝎，还是人心要更加可怕。
28061501	0	28061501		11035			0	（test）待IP补充
28060501	0	28060501		11036			0	驮兽是人类的朋友。它们性格温顺，是重要的生产运输工具。\n驮兽能够适应各种不同的自然环境。早在雨林中的商贾注意到它们之前，这些勤劳的生灵便已是沙漠部族赖以生存的家畜。
28060601	0	28060601		11037			0	驮兽是人类的朋友。它们性格温顺，是重要的生产运输工具。\n在须弥，拥有驮兽的数量是财富的象征。大型的商队和镀金旅团往往拥有一支庞大的驮兽队伍，这使他们得以装载足够的补给与货物以跨越沙漠与丛林。
28040101	0	28040101		12001			0	各处的水域中都十分常见的鱼类。肉质肥美，是提瓦特各种美食中的鱼肉的主要来源。\n黑背鲈鱼是提瓦特大陆各水系最常见的鱼类之一，据说背鳞的颜色越深，其年龄便越大，有经验的渔夫总能通过鱼鳞的色泽分辨出最优质的渔获。
28040102	0	28040102		12002			0	各处的水域中都十分常见的鱼类。肉质肥美，是提瓦特各种美食中的鱼肉的主要来源。\n蓝鳍鲈鱼的肉质相比黑背鲈鱼而言更加绵软，更受追求细腻口感的食客欢迎。
28040103	0	28040103		12003			0	各处的水域中都十分常见的鱼类。肉质肥美，是提瓦特各种美食中的鱼肉的主要来源。\n黄金色鱼鳞的鲈鱼相对黑背鲈鱼、蓝鳍鲈鱼少见得多，据说能够为渔夫带来好运。\n在璃月港的街市中，曾有人兜售黄金鲈鱼纹样的祈福卡片与护身符。过去，在稻妻也有人将海平线上波光粼粼的夕照形容为黄金鲈鱼在空中遨游的模样。
28040703	0	28040703	1	12004			0	极为罕见的空游生物。\n传说中，这种鳐最初是在漆黑的外海海底，通过荧光与元素的微粒，魅惑着渴求光芒者的掠食生物。\n传说还说道，之所以幽浮鳐会出现在渊下宫，起初是误以为身披珊瑚的大蛇是它们所栖息的海床…
28040201	0	28040201		12201			2	活泼好动的小型鳉鱼，以优美的花瓣型鱼尾闻名。\n大多时候都以观赏鱼的身份幸福生活着。但在人们发现了它肉质醇香、少刺多脂的特点后，被精心料理、呈上餐盘的情况也便不罕见了。
28040202	0	28040202		12202			2	活泼好动的小型鳉鱼，以优美的花瓣型鱼尾闻名。\n有着难以捉摸的行为方式，常能见到它们毫无征兆地挣扎起来，似乎正忍受着某种看不见的痛苦，但在其落单的情况下，便不会发生这种事情。有学者猜测，这可能与它们天生的表演欲有关。
28040203	0	28040203		12203			2	活泼好动的小型鳉鱼，以优美的花瓣型鱼尾闻名。\n可能是最爱甜食的一种鳉鱼，身体的每个部份都是一种甜味搜索器，循着甜蜜主义的指引，它们巡游到了提瓦特每条溪流，恪守绝对公正的教旨，对所有甜食一视同仁，绝不因为某些甜味饵料裹挟着鱼钩就将其拒之门外。你肯下饵，它们就肯上钩。\n钓鱼新手友好。
28040204	0	28040204		12204			2	活泼好动的小型鳉鱼，以优美的花瓣型鱼尾闻名。\n早先有种趣闻——将普通花鳉投入蓝色染缸，就能得到更贵的蓝染花鳉。这类说法大约是从孩童的天真玩笑里流传开的，但却意外点拨了不少无良鱼贩。于是每隔段时间，坊间就会出现「你买的花鳉怎么还掉色？」之类的对话。对此，总务司市坊署特地张贴过告示——「市场纷乱繁杂，警惕蓝鱼充数。」
28040205	0	28040205		12205			2	体表浮现着斑斓霞光的珍稀鳉鱼，看似普通花鳉的变种，但无论是习性还是外观都有不小区别。\n在民间传闻中，这种鱼儿还有预测天气的神异能力。每个晨光刺破天际的时刻，若能见到它们跃出水面、将小小身躯撞入第一缕朝霞，那意味着接下来，人们将会享受到一整日的好晴天。
28040206	0	28040206		12206			2	如水晶般闪耀的珍稀鳉鱼，花纹繁复，堪称鳉鱼中的美术家。\n有商贩宣称，这种鳉鱼在极端条件中会产下一种水晶珍珠，十分名贵，是上流的象征。这让它们受到各路人士的追捧，市面上的价格也一路水涨船高。但这在了解内情的渔师眼里却颇为滑稽：那珍珠明明只是被误食的鳅鳅宝玉而已，打腌臜鱼肠滚进去，再从有心商贩嘴里吐出来，怎就摇身一变、价值连城了？
28040301	0	28040301		12207			2	长满刺状鳍的迅猛鱼类，全速游动时矛般尖吻甚至能劈开水流。因此又得名「劈水刺」、「箭难追」等。\n与诸多同类相异，肺棘鱼可以在干涸的泥塘中存活很久，除了鳃部，它们还能用退化了鳞片的皮肤来呼吸，这更符合两栖类的性状，因此除了不请自来的渔师，它们还面临着被棘鱼学科除名的存在性危机。
28040302	0	28040302		12208			2	长满刺状鳍的迅猛鱼类，全速游动时矛般尖吻甚至能劈开水流。因此又得名「劈水刺」、「箭难追」等。\n有着棘鱼中数一数二的自尊心。尤其在求偶期间，任何一点风吹水皱能有可能激怒它们。曾有爱好者观察到一条斗棘鱼正向着摇曳的水草发起冲锋，显然它认为如此放荡形骸的舞姿是对棘鱼王者的严重挑衅。\n「若在水下相遇，请勿与它们对视。」——《野钓手册·斗棘鱼篇》
28040303	0	28040303		12209			2	长满刺状鳍的迅猛鱼类，迅捷灵敏，全速游动时矛般尖吻甚至能劈开水流。因此又得名「劈水刺」、「箭难追」等。\n，鸩棘鱼最为人熟知的是其带毒的棘刺，这种神经毒素对小型猎物足够致命，但对大型生物则显得力不从心，多数情况下只有致惑、致幻等不良症状。\n「满上！岩王老弟！给哥哥满上！」——某位不慎被刺伤的璃月渔师。
28040304	0	28040304		12210			2	外表凶恶、表里如一的凶猛棘鱼，为了争抢食物它们不忌讳攻击任何水下生物，是令人生畏的赤色悍匪。与生俱来的火红表皮似乎与火元素有着千丝万缕的联系，虽然没能让它们直接变成烈焰发生器，却仍然赋予了掌控高温的能力。它们能够转化食物中的能量，并将其集中在危险的尖吻上，这让它们成为不折不扣的水底混蛋。\n「钻木取火好帮手。」——《野钓手册·赤魔王篇》
28040305	0	28040305		12211			2	祖祖辈辈都生活在雪山地区的珍稀棘鱼，或许正因如此。其性格意外的冷静，远不如同类那样凶狠暴躁。这种棘鱼对寒冷有着非同寻常的依恋，像父母之于孩子。虽然它们的确能在温暖水域存活，但远离寒冷似乎会让它们遭受某种心理上的重创，进而郁郁寡欢，停止繁衍。\n「不建议捕捉它们。」——《野钓手册·雪中君篇》
28040401	0	28040401		12212			2	被传为龙之后裔的大型鱼类。\n额上长角，体表无鳞，有金赤战袍加身，有水中王者风姿。实际就血统与习性而论，它们与龙之间的距离差之千里——既无呼风唤雨之能，又无雄踞一方之技，甚至由于性格过于软弱，还常被其他掠食性鱼类抢夺食物，实在愧对这一副威风凛凛的好相貌。因此只能摘下「龙裔」之称，屈居「假龙」之号。
28040402	0	28040402		12213			2	被传为龙之后裔的大型鱼类。\n是假龙族群的旁支，也可以说是假龙族群中的觉醒者。跟它不成器的表亲相比， 锖假龙褪下了原先银样蜡枪头般的金赤战袍，取而代之的是其貌不扬却硬如精铁的锖色铠甲，意志坚定，为了食物和领地敢于向任何进犯者发起反击。就战斗力而言，它们已经能够与小型海兽一较高下，堪称振兴族群的骨干力量，又有「铁骨海龙」的尊称。
28040501	0	28040501		12214			2	性情温和，姿态优雅的蝶鱼，拥有流线型的美丽背鳍，又有「水中王后」的美誉。\n体表环绕着大地色的纹路，脾气也如同岩石般沉稳，缺点是沉稳过头了，有时会像岩石一样沉在水底不动，以致常让买家怀疑买到了已经无力回天的老头鱼。
28040502	0	28040502		12215			2	性情温和，姿态优雅的蝶鱼，拥有流线型的美丽背鳍，又有「水中王后」的美誉。体表环绕着京紫色纹路，喜好群居，以此来抵抗环境和天敌的危险。但这种习性被老道的渔师摸透后，便成了反过来捕捉它们的良方——只要想办法将头鱼引进陷阱，剩下的家伙就坐看它们自投罗网就好。
28040503	0	28040503		12216			2	性情温和，姿态优雅的蝶鱼，拥有流线型的美丽背鳍，又有「水中王后」的美誉。\n体表环绕着茶色的纹路，好奇心旺盛，对一切活动物体都抱有强烈的兴趣，而它们表达兴趣的方式就是用嘴试试能不能吃，虽然不是什么带有恶意的攻击，但却因此常常招来灭顶之灾。
28040504	0	28040504		12217			2	生活在璃月的珍稀蝶鱼，如今只在仙家之所附近的水域中出没，体表的妃白色纹路轻逸出尘，相较于其他同类而言，寿命也更为悠长，因此又被认为是受仙人恩赐的祥瑞之鱼。\n出于敬仙的朴素观念，多数璃月人拒绝食用这种蝶鱼，但也有不信邪的少数派坚信吃了它们可以延年益寿。
28040505	0	28040505		12218			2	生活在稻妻的珍稀蝶鱼，喜好雷元素聚集的水域，似乎能从电流中攫取欢愉。\n相传原本与生活在璃月的「长生仙」源出一脉，直到被旅行商人引入稻妻后，生态上发生了意想不到的变化。就目前而言，已经有学者利用它们与雷史莱姆进行通电研究了。\n「麻...麻...舌陀...麻噜...」——某位贪食了「雷鸣仙」料理的老饕。
28040506	0	28040506		12219		1	2	在漆黑大海中散发光芒的的珍稀蝶鱼，喜好群居，汇聚在一起时如同一轮落入海中的明月，是「海中月」传说的源头。这种特性一度吸引了很多趋光的海洋生物，在某种意义上，也指引了那些陷入黑暗的人们。
28040601	0	28040601		12220			2	圆润短小的腹鳍、肥硕敦厚的身躯和老实巴交的脑袋构成了人们对炮鲀的第一印象。这准确地反应了它的大部分个性——呆板、迟钝、缓慢。但少有人知的是，这样的傻瓜外表下却隐藏了一项绝杀秘技——将水流快速吸入身体，然后像炮弹一样从嘴里射出去，精准，强力，即使是渔夫挨上这么一下也免不了七晕八素，是一等一的水中杀手。\n「前有炮鲀出没，小心躲避口水。」——《野钓手册·炮鲀篇》
28040602	0	28040602		12221			2	稀有的炮鲀品种，鱼如其名，是在水底世界传播苦涩的家伙。与普通炮鲀相较，它们射出的水炮速度更慢、体积更小，但却因为附着了极具刺激性的苦味信息素而让威力不退反进。在求偶期间，还经常能够见到雄性和雌性之间互相喷射苦味水炮的奇景，或许向彼此传递生命中的苦涩，也是一种爱意的体现吧。
28040701	0	28040701		12222			2	曾经一度被认为是幻想生物的奇异鳐鱼，只被记录在一些海祇岛的古老画卷中。如今随着尘封的海渊被打开，它们的真实样貌才展现在人们眼前。\n据传这种奇异生物的体色会随着时间的变化而变化，幼年时通常呈现出皦日一般的浅金色。在古画卷的记录中，这个时期的它们被冠以「迪芙妲」之名，其意为「纯真之尾」。
28040702	0	28040702		12223			2	曾经一度被认为是幻想生物的奇异鳐鱼，只被记录在一些海祇岛的古老画卷中。如今随着尘封的海渊被打开，它们的真实样貌才展现在人们眼前。\n据传这种奇异生物的体色会随着时间的变化而变化，幼年时通常呈现出如同皦日一般的浅金色，成年后体色会变深，双翼也被如同夜幕一般的暗紫色覆盖。在古画卷的记录中，这个时期的它们被冠以「佛玛洛」之名，其意为「贪婪之口」。
28040801	0	28040801		12224			2	体型圆润的中型鱼类，生有犄角般的软骨结构，据说它们会用这一结构开凿水下洞穴，建造栖身之所，或是驱赶试图伤害自己的生物。\n体表呈现出青绿色彩的角鲀是这一谱系中最常见的品种，状如枝头尚未成熟的果实，因而得名「真果」。\n虽说这种角鲀鱼刺极少，肉质肥美，但要是处理的方式不当，或是摘除胆囊的时间较晚，鱼肉就会像未熟果实般的酸涩。因此，「能否制作鲜美的角鲀料理」也成了衡量须弥厨师技艺的标准之一。
28040802	0	28040802		12225			2	体型圆润的中型鱼类，生有犄角般的软骨结构，据说它们会用这一结构开凿水下洞穴，建造栖身之所，或是驱赶试图伤害自己的生物。\n通体粉红，尾鳍嫩绿的角豚，常让人联想到的墩墩桃。鱼如其名，它们的口感确实相当甜美，以至于被鱼师们认定「用来做甜品都不为过」。\n当然，在种种因素的影响下，鱼师们期待的鱼肉甜品并未获得成功。加上这种角鲀较为少见，价格高昂，难以作为食材，人们通常将它作为观赏鱼养殖。\n由于不想花费大笔钱财购买这种角鲀，但又喜爱其明艳色彩的客户基数较大，甚至有商人反其道而行之，当真用墩墩桃制作了这种角鲀的模型，销量还相当不错。
28040803	0	28040803		12226			2	体型圆润的中型鱼类，生有犄角般的软骨结构，据说它们会用这一结构开凿水下洞穴，建造栖身之所，或是驱赶试图伤害自己的生物。\n这种角鲀有着黄沙般的色泽，其貌不扬，却是相当重要的品种。学者们根据这种角鲀的生理结构，推断出了整个角鲀谱系的生态特点——这种角鲀有着同族中最强的力量和最坚硬的犄角，扮演着「水下工人」的角色。由于长期在河床与湖底活动，与弥漫的河沙与湖沙为伴，它们也进化出了相应的保护色。
28040804	0	28040804		12227			2	体型圆润的中型鱼类，生有犄角般的软骨结构，据说它们会用这一结构开凿水下洞穴，建造栖身之所，或是驱赶试图伤害自己的生物。\n作为角鲀中最为长寿的品种，它们有着淡暮云灰的体色，易于辨识。这种体色来源于它们独特的生存之道——它们的皮质中含有和胆汁相似的成分，酸涩程度远超其他角鲀，许多水下生物对其敬而远之。\n不过用特殊的手法烹饪后，这种酸味反倒能为鱼肉的鲜美增色，导致这种角鲀的销路极佳。在须弥的鱼市经常能看见「请勿将暮云角鲀与其他食用鱼类饲养在同一水池中」的告示牌。
28040901	0	28040901		12228			2	形貌独特的鱼类，是蝶鱼的须弥远亲。这种鱼类的骨架宽大，身形曲线独具一格。相传最早钓上这种鱼的鱼师将钓竿斜放在尾鳍末端，发现两者结合后形如某种长柄武器，为其取名「斧枪鱼」。相比它的学名「锚钩蝶」，这个名字更为形象，因而在民间广为流传。\n虽说名字来源于武器，体内蕴含的力量在鱼类之中也位居前列，但斧枪鱼大多有着温厚的性格，体表生有着青金色纹路的斧枪鱼尤其如此。得益于坚硬的鳞片和力量的优势，斧枪鱼能从容应对其他水生生物的攻击，等到对方精疲力竭后悠然离去。\n它们的力气对于鱼师而言也是一种挑战，唯有做好对抗大型猛兽的准备，在它们咬钩时就全力以赴，才能有效消耗它们的体能，将它们钓获。
28040902	0	28040902		12229			2	形貌独特的鱼类，是蝶鱼的须弥远亲。这种鱼类的骨架宽大，身形曲线独具一格。相传最早钓上这种鱼的鱼师将钓竿斜放在尾鳍末端，发现两者结合后形如某种长柄武器，为其取名「斧枪鱼」。相比它的学名「锚钩蝶」，这个名字更为形象，因而在民间广为流传。\n色泽如翡玉的斧枪鱼喜欢在水生植物茂盛的区域活动，身形极易与背景相融，若隐若现。穿行在水草间的小鱼常常撞上它们屏障般的身体，晕头转向，不过翡玉斧枪鱼也不会被激怒，反而会适时为这些邻居提供庇护。
28050101	0	28050101		13003			3	空气中飘荡不定的风元素微粒聚合而成的纯粹元素生命，同蛱蝶一般悠游。\n闪光的风元素生物，是元素上升凝合而成的产物，以无处不在的风元素维生。\n传说蝴蝶的振翅有着掀起风暴的力量。
28050104	0	28050104		13004			3	空气中飘荡不定的雷元素微粒聚合而成的纯粹元素生命，同蛱蝶一般悠游。\n闪光的雷元素生物，是元素上升凝合而成的产物，以无处不在的雷元素维生。\n在黑夜中跃动的电光，不知道是否寄托了谁的信仰… 
28050106	0	28050106		13005			3	空气中飘荡不定的草元素微粒聚合而成的纯粹元素生命，同蛱蝶一般悠游。\n闪光的草元素生物，是元素上升凝合而成的产物，以无处不在的草元素维生。\n传说草晶蝶是生命的种子。无论经历过多少次的枯荣，只要种子不死，大地就一定会重新绽放生机。
28050103	0	28050103		13006			3	空气中飘荡不定的冰元素微粒聚合而成的纯粹元素生命，同蛱蝶一般悠游。\n闪光的冰元素生物，是元素上升凝合而成的产物，以飞散在霜雾中的冰元素维生。\n尽管无比脆弱，却能在风雪的簇拥下起舞。尽管本身完全无害，却昭示着霜雪降临，万物沉寂。
28050102	0	28050102		13007			3	空气中飘荡不定的岩元素微粒聚合而成的纯粹元素生命，同蛱蝶一般悠游。\n闪光的岩元素生物，是元素上升凝合而成的产物，以无处不在的岩元素维生。\n在难以尽览的万古中，即使是磐岩也会做梦。据说岩晶凝成的飞蝶正是嵯峨山石之梦。
28050105	0	28050105		13009		1	3	珊瑚王虫的迁徙形态，看起来像是蝴蝶。\n在接近完全转化一片区域的荒蛮元素时，下一代珊瑚王虫的骨骼就会凝聚为翅膀一般的形态。它们会在渊下宫中飞舞，寻找下一片繁衍生息之地。\n它们是旧秩序的破坏者，原本只能在暗海偷生。但是蛇神给了它们新的机会。
28010204	0	28010204		13010			3	传说中能够吐出宝玉的淡水两栖动物，多分布在水源清澈、苇草高耸的地方。\n美丽的颜色像是晚霞散落在在水面上的余晖，或许落日时分的静谧也与它一同留下来了吧。\n会将无法吸收、消化的元素、砂砾、矿物质在体内凝结成闪闪发亮的珠子，并在遇到天敌时吐出，以迷惑掠食者。
28010205	0	28010205		13012			3	传说中能够吐出宝玉的淡水两栖动物，多分布在水源清澈、苇草高耸的地方，譬如璃月的荻花洲。\n传说金色鳅鳅是河流的宠儿。或许也正是因为受着河流温柔的爱抚摇荡，它们才总是保持着天真的笑容吧。\n会将无法吸收、消化的元素、砂砾、矿物质在体内凝结成闪闪发亮的珠子，并在遇到天敌时吐出，以迷惑掠食者。
28010206	0	28010206		13013			3	传说中能够吐出宝玉的淡水两栖动物，多分布在水源清澈、苇草高耸的地方。\n有着像晴朗的天空一样的美好颜色，遇见它或许能像遇到晴天一样收获好运吧。\n会将无法吸收、消化的元素、砂砾、矿物质在体内凝结成闪闪发亮的珠子，并在遇到天敌时吐出，以迷惑掠食者。
28010301	0	28010301		13014			3	常在湿地出没的小小青蛙。\n潮湿地带十分常见的小动物，身上会分泌奇特的粘液，具有多种药用用途。
28010302	0	28010302		13015			3	常在湿地出没的小小青蛙。\n潮湿地带十分常见的小动物，身上会分泌奇特的粘液，拥有多种药用用途。相比青蛙，黄色的泥蛙更容易在潮湿的岸边隐藏自己。\n据说枫丹人会形容难以捉拿的贼匪，或者逃过审判的恶人为「黄油里的泥蛙」。
28010303	0	28010303		13016			3	常在湿地出没的小小青蛙。\n潮湿地带十分常见的小动物，身上会分泌奇特的粘液，拥有多种药用用途。蓝蛙更适应水质纯净的水域。\n根据观察，各种蛙类在体表的粘液干涸后，皮肤往往会变成青绿色。目前推断是为了节约体内的水分，外皮发生了某种变化导致的。
28010304	0	28010304		13017			3	常在湿地出没的小小青蛙。\n潮湿地带十分常见的小动物，身上会分泌奇特的粘液，具有多种药用用途。树蛙适应丛林中的生活。\n据说有些树蛙可以在丛林间滑翔。根据研究，其原理与风之翼有不少相似之处。
28010101	0	28010101		13018			3	张牙舞爪的蟹类，遍布提瓦特各水系。\n外壳呈黄金色的螃蟹尤其美味，是璃月名菜「黄金蟹」的首选食材。\n有的人会将横行无忌的人形容为「螃蟹」，但事实上螃蟹的行动方式是基于它的生理结构，而不是出于性格。这种形容对螃蟹而言十分不公平。
28010102	0	28010102		13019			3	张牙舞爪的蟹类，遍布提瓦特各水系。\n此种螃蟹的外壳呈现着漂亮的红色调渐变色，完美地映出了太阳光照的层次，煮熟后尤其好看。
28010103	0	28010103		13020			3	张牙舞爪的蟹类，遍布提瓦特各水系。\n其外壳呈蓝灰色的蟹类。性情比色彩鲜艳的同族更温顺，更不易被激怒。但其钳足也更加有力，被夹到的话会很痛。
28010104	0	28010104		13021			3	张牙舞爪的蟹类，遍布提瓦特各水系。\n有着像幕府的旗印一样紫色的外壳，走起路来也如同大将一般横行无忌，属实僭越至极，真是大胆！
28010105	0	28010105		13022			3	张牙舞爪的蟹类，遍布提瓦特各水系。\n外壳是漂亮的薄红色，性格也很温顺，因此与其他同类相比更适合作为观赏蟹来饲养。
28010201	0	28010201		13023			3	头上生有尖角的小蜥蜴，时常出没在阴影遮盖的草丛中。\n拥有漂亮蓝色鳞片的角蜥，在被捉住时会断尾逃生。\n蜥蜴尾巴在风干磨成粉后有特殊的药用功效，一些疯狂的炼金术士甚至开发出了将之加工成爆炸物催化剂的技术。\n脱离了身体后的尾巴会在一段时间后失去生命力，蜷曲起来，并且出于不明原因，变成明亮的绿色。
28010202	0	28010202		13024			3	头上生有尖角的小蜥蜴，时常出没在阴影遮盖的草丛中。\n拥有漂亮红色鳞片的角蜥，在被捉住时会断尾逃生。\n蜥蜴尾巴在风干磨成粉后有特殊的药用功效，一些疯狂的炼金术士甚至开发出了将之加工成爆炸物催化剂的技术。\n脱离了身体后的尾巴会在一段时间后失去生命力，蜷曲起来，并且出于不明原因，变成明亮的绿色。
28010203	0	28010203		13025			3	头上生有尖角的小蜥蜴，时常出没在阴影遮盖的草丛中。\n拥有漂亮绿色鳞片的角蜥，在被捉住时会断尾逃生。\n蜥蜴尾巴在风干磨成粉后有特殊的药用功效，一些疯狂的炼金术士甚至开发出了将之加工成爆炸物催化剂的技术。\n脱离了身体后的尾巴会在一段时间后失去生命力，蜷曲起来。
28010207	0	28010207		13026			3	头上生有尖角的小蜥蜴，时常出没在阴影遮盖的草丛中。\n有着渐变的蓝色鳞片和漂亮纹理的蜥蜴，似乎以晶化骨髓为食。\n蜥蜴尾巴在风干磨成粉后有特殊的药用功效，一些疯狂的炼金术士甚至开发出了将之加工成爆炸物催化剂的技术。\n脱离了身体后的尾巴会在一段时间后失去生命力，蜷曲起来。
