ID	角色列表	卡牌列表	角色初始附属卡牌	角色初始生命	角色初始充能	卡组行为树	冒险模式规则	[候补角色]1角色ID	[候补角色]1登场条件人数	[候补角色]2角色ID	[候补角色]2登场条件人数	[候补角色]3角色ID	[候补角色]3登场条件人数	[候补角色]4角色ID	[候补角色]4登场条件人数	[候补角色]5角色ID	[候补角色]5登场条件人数	[候补角色]6角色ID	[候补角色]6登场条件人数	保护优先级	角色牌是黄金卡	行动牌是黄金卡	是否允许非法牌组	牌背编号
110404	1104; 1402; 1602	211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008; 211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008	211041;0;0			ai_hard														2;1;1	1	1	0	
110504	1105; 1104; 1202	211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002; 211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002	211051;0;0			ai_hard														2;0;1	1	1	0	
120104	1201; 1203; 1103	212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 321005; 321006; 322007; 322009; 321002; 332004; 332008; 212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 321005; 321006; 322007; 322009; 321002; 332004; 332008	212011;0;0			ai_hard														2;0;1	1	1	0	
120204	1202; 1104; 1302	212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008; 212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008	212021;0;0			ai_hard														2;1;1	1	1	0	
120304	1203; 1401; 1303	212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005; 212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005	212031;0;0			ai_hard														2;1;1	1	1	0	
130104	1301; 1302; 1402	213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008; 213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008	213011;0;0			ai_hard														2;0;1	1	1	0	
130204	1302; 1202; 1403	213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008; 213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008	213021;0;0			ai_hard														2;1;1	1	1	0	
130304	1303; 1402; 1201	213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009; 213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009	213031;0;0			ai_hard														2;1;1	1	1	0	
130504	1305; 1303; 1104	213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005; 213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005	213051;0;0			ai_hard														2;0;1	1	1	0	
140104	1401; 1302; 1102	214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010; 214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010	214011;0;0			ai_hard														2;1;1	1	1	0	
140204	1402; 1401; 1104	214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001	214021;0;0			ai_hard														2;0;1	1	1	0	
140304	1403; 1101; 1302	214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003; 214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003	214031;0;0			ai_hard														2;1;1	1	1	0	
140404	1404; 1402; 1202	214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008; 214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008	214041;0;0			ai_hard														2;0;1	1	1	0	
150104	1501; 1302; 1203	215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009; 215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009	215011;0;0			ai_hard														2;1;1	1	1	0	
150204	1502; 1201; 1103	215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 321006; 332004; 215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 321006; 332004	215021;0;0			ai_hard														2;1;1	1	1	0	
160104	1601; 1403; 1101	216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 321005; 321006; 321003; 322011; 322012; 332008; 312003; 216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 321005; 321006; 321003; 322011; 322012; 332008; 312003	216011;0;0			ai_hard														2;1;1	1	1	0	
160204	1602; 1601; 1202	216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 321005; 321006; 333001; 333004; 312001; 216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 321005; 321006; 333001; 333004; 312001	216021;0;0			ai_hard														2;0;1	1	1	0	
170104	1701; 1302; 1203	217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012; 217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012	217011;0;0			ai_hard														2;1;1	1	1	0	
110105	1101; 1102; 1403	211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008; 211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008				ai_hard														2;0;1	1	1	0	
110205	1102; 1601; 1303	211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 321005; 321006; 321002; 332003; 333007; 333006; 332004; 211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 321005; 321006; 321002; 332003; 333007; 333006; 332004				ai_hard														2;1;1	1	1	0	
110305	1103; 1303; 1203	211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005; 211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005				ai_hard														2;1;1	1	1	0	
110405	1104; 1402; 1602	211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008; 211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008				ai_hard														2;1;1	1	1	0	
110505	1105; 1104; 1202	211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002; 211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002				ai_hard														2;0;1	1	1	0	
120105	1201; 1203; 1103	212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 321005; 321006; 322007; 322009; 321002; 332004; 332008; 212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 321005; 321006; 322007; 322009; 321002; 332004; 332008				ai_hard														2;0;1	1	1	0	
120205	1202; 1104; 1302	212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008; 212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008				ai_hard														2;1;1	1	1	0	
120305	1203; 1401; 1303	212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005; 212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005				ai_hard														2;1;1	1	1	0	
130105	1301; 1302; 1402	213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008; 213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008				ai_hard														2;0;1	1	1	0	
130205	1302; 1202; 1403	213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008; 213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008				ai_hard														2;1;1	1	1	0	
130305	1303; 1402; 1201	213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009; 213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009				ai_hard														2;1;1	1	1	0	
130505	1305; 1303; 1104	213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005; 213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005				ai_hard														2;0;1	1	1	0	
140105	1401; 1302; 1102	214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010; 214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010				ai_hard														2;1;1	1	1	0	
140205	1402; 1401; 1104	214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001				ai_hard														2;0;1	1	1	0	
140305	1403; 1101; 1302	214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003; 214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003				ai_hard														2;1;1	1	1	0	
140405	1404; 1402; 1202	214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008; 214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008				ai_hard														2;0;1	1	1	0	
150105	1501; 1302; 1203	215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009; 215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009				ai_hard														2;1;1	1	1	0	
150205	1502; 1201; 1103	215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 321006; 332004; 215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 321006; 332004				ai_hard														2;1;1	1	1	0	
160105	1601; 1403; 1101	216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 321005; 321006; 321003; 322011; 322012; 332008; 312003; 216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 321005; 321006; 321003; 322011; 322012; 332008; 312003				ai_hard														2;1;1	1	1	0	
160205	1602; 1601; 1202	216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 321005; 321006; 333001; 333004; 312001; 216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 321005; 321006; 333001; 333004; 312001				ai_hard														2;0;1	1	1	0	
170105	1701; 1302; 1203	217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012; 217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012				ai_hard														2;1;1	1	1	0	
260101	4602		226011			ai_hard	413200														1		1	
260102	4603		226011			ai_hard	413200														1		1	
220101	4201		222011|100			ai_hard	5152001														1		1	
220102	4202		222011|100			ai_hard	5152001														1		1	
230101	4301;4301		223011; 223011			ai_hard	515200														1		1	
230102	4301;4301;4301		223011; 223011; 223011			ai_hard	515200														1		1	
220201	4203; 4203		222021; 222021			ai_hard	515200														1		1	
220202	4203; 4203; 4203		222021; 222021; 222021			ai_hard	515200														1		1	
250101	3405; 4501; 3405		0;100|125013|225011;0			ai_hard	413400														0;1;0		1	
250102	3305; 4502; 3305		0;100|125013|225011;0			ai_hard	413400														0;1;0		1	
270101	4701		227011|100			ai_hard	413200														1		1	
270102	4702		227011|100			ai_hard	413200														1		1	
