ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID	强制获得提示
108294	2	0	531003		0			食物	1	0	0	2000	1			2	15	110201	300				0			2	1							
108295	2	0	531003		0			食物	1	0	0	2000	1			2	15	110202	300				0			2	1							
108296	2	0	531003		0			食物	1	0	0	2000	1			2	15	110203	300				0			2	1							
108297	2	0	621003		0			食物	1	0	0	2000	1			2	15	150301	300				0			3	1							
108298	2	0	621003		0			食物	1	0	0	2000	1			2	15	150302	300				0			3	1							
108299	2	0	621003		0			食物	1	0	0	2000	1			2	15	150303	300				0			3	1							
108300	2	0	320003		0			食物	1	120	99	2000	1			5	5						15	200304		3	1							
108301	2	0	240004		0			食物	15	0	0	2000	1			4	15	105104					0			1	1		18,60000					
108302	2	0	220005		0			食物	15	0	0	2000	1			4	15	105304					0			3	1		30,167500					
108303	2	0	231003		0			食物	15	0	0	2000	1			4	15	100204	31				0			2	1		23,177000					
108304	2	0	221099		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000					
108305	2	0	231099		0			食物	15	0	0	2000	1			4	15	100204	31				0			2	1		23,177000					
108306	2	0	420000		0			食物	1	300	98	2000	1			2	9	70					0			3	1							
108307	2	0	420000		0			食物	1	300	98	2000	1			2	9	85					0			3	1							
108308	2	0	420000		0			食物	1	300	98	2000	1			2	9	100					0			3	1							
108309	2	0	522002		0			食物	1	0	0	2000	1			2	15	160301	300				0			3	1							
108310	2	0	522002		0			食物	1	0	0	2000	1			2	15	160302	300				0			3	1							
108311	2	0	522002		0			食物	1	0	0	2000	1			2	15	160303	300				0			3	1							
108312	2	0	420001		0			食物	1	300	98	2000	1			2	9	70					0			3	1							
108313	2	0	420001		0			食物	1	300	98	2000	1			2	9	85					0			3	1							
108314	2	0	420001		0			食物	1	300	98	2000	1			2	9	100					0			3	1							
108315	2	0	611001		0			食物	1	0	0	2000	1			2	15	150401	300				0			4	1							
108316	2	0	611001		0			食物	1	0	0	2000	1			2	15	150402	300				0			4	1							
108317	2	0	611001		0			食物	1	0	0	2000	1			2	15	150403	300				0			4	1							
108318	2	0	221005		0			食物	15	0	0	2000	1			4	15	100301	31				0			3	1		23,195000					
108319	2	0	221005		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000					
108320	2	0	221005		0			食物	15	0	0	2000	1			4	15	100303	31				0			3	1		25,336000					
108321	2	0	340006		0			食物	1	120	99	2000	1			5	5						15	200101		1	1							
108322	2	0	340006		0			食物	1	120	99	2000	1			5	5						15	200102		1	1							
108323	2	0	340006		0			食物	1	120	99	2000	1			5	5						15	200103		1	1							
108324	2	0	240005		0			食物	15	0	0	2000	1			4	15	105101					0			1	1		14,37500					
108325	2	0	240005		0			食物	15	0	0	2000	1			4	15	105102					0			1	1		14,45000					
108326	2	0	240005		0			食物	15	0	0	2000	1			4	15	105103					0			1	1		15,55000					
108327	2	0	421002		0			食物	1	0	0	2000	1			2	15	220301	900				0			3	1							
108328	2	0	421002		0			食物	1	0	0	2000	1			2	15	220302	900				0			3	1							
108329	2	0	421002		0			食物	1	0	0	2000	1			2	15	220303	900				0			3	1							
108330	2	0	221004		0			食物	15	0	0	2000	1			4	15	100301	31				0			3	1		23,195000					
108331	2	0	221004		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000					
108332	2	0	221004		0			食物	15	0	0	2000	1			4	15	100303	31				0			3	1		25,336000					
108333	2	0	522003		0			食物	1	0	0	2000	1			2	15	160301	300				0			3	1							
108334	2	0	522003		0			食物	1	0	0	2000	1			2	15	160302	300				0			3	1							
108335	2	0	522003		0			食物	1	0	0	2000	1			2	15	160303	300				0			3	1							
108336	2	0	230003		0			食物	15	0	0	2000	1			4	15	105201					0			2	1		20,45000					
108337	2	0	230003		0			食物	15	0	0	2000	1			4	15	105202					0			2	1		21,62500					
108338	2	0	230003		0			食物	15	0	0	2000	1			4	15	105203					0			2	1		22,80000					
108339	2	0	240002		0			食物	15	0	0	2000	1			4	15	105104					0			1	1		18,60000					
108340	2	0	240005		0			食物	15	0	0	2000	1			4	15	105104					0			1	1		18,60000					
108341	2	0	340005		0			食物	1	120	99	2000	1			5	5						15	200104		1	1							
108342	2	0	530003		0			食物	1	0	0	2000	1			2	15	140201	300				0			2	1							
108343	2	0	530003		0			食物	1	0	0	2000	1			2	15	140202	300				0			2	1							
108344	2	0	530003		0			食物	1	0	0	2000	1			2	15	140203	300				0			2	1							
108345	2	0	630002		0			食物	1	0	0	2000	1			2	15	120201	300				0			2	1							
108346	2	0	630002		0			食物	1	0	0	2000	1			2	15	120202	300				0			2	1							
108347	2	0	630002		0			食物	1	0	0	2000	1			2	15	120203	300				0			2	1							
108348	2	0	231004		0			食物	15	0	0	2000	1			4	15	100201	31				0			2	1		19,96000					
108349	2	0	231004		0			食物	15	0	0	2000	1			4	15	100202	31				0			2	1		20,120000					
108350	2	0	231004		0			食物	15	0	0	2000	1			4	15	100203	31				0			2	1		21,147000					
108351	2	0	241002		0			食物	15	0	0	2000	1			4	15	100101	31				0			1	1		14,57000					
108352	2	0	241002		0			食物	15	0	0	2000	1			4	15	100102	31				0			1	1		14,69000					
108353	2	0	241002		0			食物	15	0	0	2000	1			4	15	100103	31				0			1	1		15,81000					
108354	2	0	241001		0			食物	15	0	0	2000	1			4	15	100104	31				0			1	1		17,96000					
108355	2	0	622000		0			食物	1	0	0	2000	1			2	15	180301	300				0			3	1							
108356	2	0	622000		0			食物	1	0	0	2000	1			2	15	180302	300				0			3	1							
108357	2	0	622000		0			食物	1	0	0	2000	1			2	15	180303	300				0			3	1							
108358	2	0	420002		0			食物	1	300	98	2000	1			2	9	70					0			3	1							
108359	2	0	420002		0			食物	1	300	98	2000	1			2	9	85					0			3	1							
108360	2	0	420002		0			食物	1	300	98	2000	1			2	9	100					0			3	1							
108361	2	0	623000		0			食物	1	0	0	2000	1			2	15	190301	300				0			3	1							
108362	2	0	623000		0			食物	1	0	0	2000	1			2	15	190302	300				0			3	1							
108363	2	0	623000		0			食物	1	0	0	2000	1			2	15	190303	300				0			3	1							
108364	2	0	330003		0			食物	1	120	99	2000	1			5	5						15	200204		2	1							
108365	2	0	220006		0			食物	15	0	0	2000	1			4	15	105304					0			3	1		30,167500					
108366	2	0	510004		0			食物	1	0	0	2000	1			2	15	110401	300				0			4	1							
108367	2	0	510004		0			食物	1	0	0	2000	1			2	15	110402	300				0			4	1							
108368	2	0	510004		0			食物	1	0	0	2000	1			2	15	110403	300				0			4	1							
108369	2	0	521005		0			食物	1	0	0	2000	1			2	15	110301	300				0			3	1							
108370	2	0	521005		0			食物	1	0	0	2000	1			2	15	110302	300				0			3	1							
108371	2	0	521005		0			食物	1	0	0	2000	1			2	15	110303	300				0			3	1							
108372	2	0	521005		0			食物	1	0	0	2000	1			2	15	110304	300				0			3	1							
108373	2	0	431001		0			食物	1	0	0	2000	1			2	15	230204	1500				0			2	1							
108374	2	0	431002		0			食物	1	0	0	2000	1			2	15	230201	900				0			2	1							
108375	2	0	431002		0			食物	1	0	0	2000	1			2	15	230202	900				0			2	1							
108376	2	0	431002		0			食物	1	0	0	2000	1			2	15	230203	900				0			2	1							
108377	2	0	330004		0			食物	1	120	99	2000	1			5	5						15	200201		2	1							
108378	2	0	330004		0			食物	1	120	99	2000	1			5	5						15	200202		2	1							
108379	2	0	330004		0			食物	1	120	99	2000	1			5	5						15	200203		2	1							
108380	2	0	330004		0			食物	1	120	99	2000	1			5	5						15	200204		2	1							
108381	2	0	531004		0			食物	1	0	0	2000	1			2	15	110201	300				0			2	1							
108382	2	0	531004		0			食物	1	0	0	2000	1			2	15	110202	300				0			2	1							
108383	2	0	531004		0			食物	1	0	0	2000	1			2	15	110203	300				0			2	1							
108384	2	0	422002		0			食物	1	0	0	2000	1			2	15	210301	900				0			3	1							
108385	2	0	422002		0			食物	1	0	0	2000	1			2	15	210302	900				0			3	1							
108386	2	0	422002		0			食物	1	0	0	2000	1			2	15	210303	900				0			3	1							
108387	2	0	621003		0			食物	1	0	0	2000	1			2	15	150304	300				0			3	1							
108388	2	0	421002		0			食物	1	0	0	2000	1			2	15	220304	1500				0			3	1							
108389	2	0	621002		0			食物	1	0	0	2000	1			2	15	150304	300				0			3	1							
108390	2	0	531004		0			食物	1	0	0	2000	1			2	15	110204	300				0			2	1							
108391	2	0	521006		0			食物	1	0	0	2000	1			2	15	110301	300				0			3	1							
108392	2	0	521006		0			食物	1	0	0	2000	1			2	15	110302	300				0			3	1							
108393	2	0	521006		0			食物	1	0	0	2000	1			2	15	110303	300				0			3	1							
108394	2	0	531005		0			食物	1	0	0	2000	1			2	15	110201	300				0			2	1							
108395	2	0	531005		0			食物	1	0	0	2000	1			2	15	110202	300				0			2	1							
108396	2	0	531005		0			食物	1	0	0	2000	1			2	15	110203	300				0			2	1							
108397	2	0	431003		0			食物	1	0	0	2000	1			2	15	230201	900				0			2	1							
108398	2	0	431003		0			食物	1	0	0	2000	1			2	15	230202	900				0			2	1							
108399	2	0	431003		0			食物	1	0	0	2000	1			2	15	230203	900				0			2	1							
108400	2	0	530004		0			食物	1	0	0	2000	1			2	15	140201	300				0			2	1							
108401	2	0	530004		0			食物	1	0	0	2000	1			2	15	140202	300				0			2	1							
108402	2	0	530004		0			食物	1	0	0	2000	1			2	15	140203	300				0			2	1							
108403	2	0	630003		0			食物	1	0	0	2000	1			2	15	120201	300				0			2	1							
108404	2	0	630003		0			食物	1	0	0	2000	1			2	15	120202	300				0			2	1							
108405	2	0	630003		0			食物	1	0	0	2000	1			2	15	120203	300				0			2	1							
108406	2	0	220007		0			食物	15	0	0	2000	1			4	15	105301					0			3	1		25,42500					
108407	2	0	220007		0			食物	15	0	0	2000	1			4	15	105302					0			3	1		26,87500					
108408	2	0	220007		0			食物	15	0	0	2000	1			4	15	105303					0			3	1		27,135000					
108409	2	0	330005		0			食物	1	120	99	2000	1			5	5						15	200201		2	1							
108410	2	0	330005		0			食物	1	120	99	2000	1			5	5						15	200202		2	1							
108411	2	0	330005		0			食物	1	120	99	2000	1			5	5						15	200203		2	1							
108412	2	0	340007		0			食物	1	120	99	2000	1			5	5						15	200101		1	1							
108413	2	0	340007		0			食物	1	120	99	2000	1			5	5						15	200102		1	1							
108414	2	0	340007		0			食物	1	120	99	2000	1			5	5						15	200103		1	1							
108415	2	0	610002		0			食物	1	0	0	2000	1			2	15	120401	300				0			4	1							
108416	2	0	610002		0			食物	1	0	0	2000	1			2	15	120402	300				0			4	1							
108417	2	0	610002		0			食物	1	0	0	2000	1			2	15	120403	300				0			4	1							
108418	2	0	221006		0			食物	15	0	0	2000	1			4	15	100301	31				0			3	1		23,195000					
108419	2	0	221006		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000					
108420	2	0	221006		0			食物	15	0	0	2000	1			4	15	100303	31				0			3	1		25,336000					
108421	2	0	240006		0			食物	15	0	0	2000	1			4	15	105101					0			1	1		14,37500					
108422	2	0	240006		0			食物	15	0	0	2000	1			4	15	105102					0			1	1		14,45000					
108423	2	0	240006		0			食物	15	0	0	2000	1			4	15	105103					0			1	1		15,55000					
108424	2	0	230004		0			食物	15	0	0	2000	1			4	15	105201					0			2	1		20,45000					
108425	2	0	230004		0			食物	15	0	0	2000	1			4	15	105202					0			2	1		21,62500					
108426	2	0	230004		0			食物	15	0	0	2000	1			4	15	105203					0			2	1		22,80000					
108427	2	0	510005		0			食物	1	0	0	2000	1			2	15	110401	300				0			4	1							
108428	2	0	510005		0			食物	1	0	0	2000	1			2	15	110402	300				0			4	1							
108429	2	0	510005		0			食物	1	0	0	2000	1			2	15	110403	300				0			4	1							
108430	2	0	320005		0			食物	1	120	99	2000	1			5	5						15	200301		3	1							
108431	2	0	320005		0			食物	1	120	99	2000	1			5	5						15	200302		3	1							
108432	2	0	320005		0			食物	1	120	99	2000	1			5	5						15	200303		3	1							
108433	2	0	231005		0			食物	15	0	0	2000	1			4	15	100201	31				0			2	1		19,96000					
108434	2	0	231005		0			食物	15	0	0	2000	1			4	15	100202	31				0			2	1		20,120000					
108435	2	0	231005		0			食物	15	0	0	2000	1			4	15	100203	31				0			2	1		21,147000					
108436	2	0	630003		0			食物	1	0	0	2000	1			2	15	120204	300				0			2	1							
108437	2	0	220007		0			食物	15	0	0	2000	1			4	15	105304					0			3	1		30,167500					
108438	2	0	521006		0			食物	1	0	0	2000	1			2	15	110304	300				0			3	1							
108439	2	0	510006		0			食物	1	0	0	2000	1			2	15	110401	300				0			4	1							
108440	2	0	510006		0			食物	1	0	0	2000	1			2	15	110402	300				0			4	1							
108441	2	0	510006		0			食物	1	0	0	2000	1			2	15	110403	300				0			4	1							
108442	2	0	521007		0			食物	1	0	0	2000	1			2	15	110301	300				0			3	1							
108443	2	0	521007		0			食物	1	0	0	2000	1			2	15	110302	300				0			3	1							
108444	2	0	521007		0			食物	1	0	0	2000	1			2	15	110303	300				0			3	1							
108445	2	0	220008		0			食物	15	0	0	2000	1			4	15	105301					0			3	1		25,42500					
108446	2	0	220008		0			食物	15	0	0	2000	1			4	15	105302					0			3	1		26,87500					
108447	2	0	220008		0			食物	15	0	0	2000	1			4	15	105303					0			3	1		27,135000					
108448	2	0	320006		0			食物	1	120	99	2000	1			5	5						15	200301		3	1							
108449	2	0	320006		0			食物	1	120	99	2000	1			5	5						15	200302		3	1							
108450	2	0	320006		0			食物	1	120	99	2000	1			5	5						15	200303		3	1							
108451	2	0	520004		0			食物	1	0	0	2000	1			2	15	140301	300				0			3	1							
108452	2	0	520004		0			食物	1	0	0	2000	1			2	15	140302	300				0			3	1							
108453	2	0	520004		0			食物	1	0	0	2000	1			2	15	140303	300				0			3	1							
108454	2	0	620003		0			食物	1	0	0	2000	1			2	15	120301	300				0			3	1							
108455	2	0	620003		0			食物	1	0	0	2000	1			2	15	120302	300				0			3	1							
108456	2	0	620003		0			食物	1	0	0	2000	1			2	15	120303	300				0			3	1							
108457	2	0	421003		0			食物	1	0	0	2000	1			2	15	220301	900				0			3	1							
108458	2	0	421003		0			食物	1	0	0	2000	1			2	15	220302	900				0			3	1							
108459	2	0	421003		0			食物	1	0	0	2000	1			2	15	220303	900				0			3	1							
108460	2	0	430002		0			食物	1	300	98	2000	1			2	9	40					0			2	1							
108461	2	0	430002		0			食物	1	300	98	2000	1			2	9	50					0			2	1							
108462	2	0	430002		0			食物	1	300	98	2000	1			2	9	60					0			2	1							
108463	2	0	622001		0			食物	1	0	0	2000	1			2	15	180301	300				0			3	1							
108464	2	0	622001		0			食物	1	0	0	2000	1			2	15	180302	300				0			3	1							
108465	2	0	622001		0			食物	1	0	0	2000	1			2	15	180303	300				0			3	1							
108466	2	0	421003		0			食物	1	0	0	2000	1			2	15	220304	1500				0			3	1							
108467	2	0	221006		0			食物	15	0	0	2000	1			4	15	100304	31				0			3	1		27,423000					
108468	2	0	430002		0			食物	1	300	98	2000	1			2	9	80					0			2	1							
108469	2	0	330099		0			食物	1	120	99	2000	1			5	5						15	200204		2	1							
108470	2	0	231006		0			食物	15	300	98	2000	1			4	15	100201	31				0			2	1		19,96000					
108471	2	0	231006		0			食物	15	300	98	2000	1			4	15	100202	31				0			2	1		20,120000					
108472	2	0	231006		0			食物	15	300	98	2000	1			4	15	100203	31				0			2	1		21,147000					
108473	2	0	231006		0			食物	15	300	98	2000	1			4	15	100204	31				0			2	1		23,177000					
108474	2	0	620003		0			食物	1	0	0	2000	1			2	15	120304	300				0			3	1							
109000	2	0	300501		0			食谱	5			2000	1																					
109101	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1001								1	1							
109102	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2008								2	1							
109103	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2001								2	1							
109104	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2002								2	1							
109106	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3001								3	1							
109107	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3002								3	1							
109201	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1003								1	1							
109202	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2003								2	1							
109203	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2004								2	1							
109204	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3003								3	1							
109205	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3004								3	1							
109206	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3005								3	1							
109207	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3006								3	1							
109301	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1004								1	1							
109302	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1005								1	1							
109303	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3007								3	1							
109304	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3008								3	1							
109401	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2005								2	1							
109402	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2006								2	1							
109403	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2007								2	1							
109404	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4101								4	1							
109405	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1006								1	1							
109406	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1101								1	1							
109407	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1102								1	1							
109408	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2101								2	1							
109409	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2102								2	1							
109410	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2103								2	1							
109411	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2104								2	1							
109412	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3101								3	1							
109413	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3102								3	1							
109414	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3103								3	1							
109415	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4102								4	1							
109416	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2105								2	1							
109417	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1103								1	1							
109418	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3009								3	1							
109419	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2106								2	1							
109420	2	0	300501	70600021	0		1	食谱	5			2000	1				17	5101								5	1							
109421	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2107								3	1							
109422	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3104								3	1							
109423	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3105								3	1							
109424	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2108								2	1							
109425	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3106								3	1							
109426	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3107								3	1							
109427	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4103								4	1							
109428	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3108								3	1							
109429	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4001								4	1							
109430	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3010								3	1							
109431	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3011								3	1							
109432	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2112								2	1							
109433	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3111								3	1							
109434	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3113								3	1							
109435	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2113								2	1							
109436	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2109								2	1							
109437	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2110								2	1							
109438	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3114								3	1							
109439	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1104								1	1							
109440	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2009								2	1							
109441	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3012								3	1							
109442	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3109								3	1							
109443	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3110								3	1							
109444	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3013								3	1							
109445	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1007								1	1							
109446	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2111								2	1							
109447	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3112								3	1							
109448	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4002								4	1							
109449	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3014								3	1							
109450	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2010								3	1							
109451	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4104								4	1							
109452	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2201								2	1							
109453	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3201								3	1							
109454	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2202								2	1							
109455	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4201								4	1							
109456	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3202								3	1							
109457	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1201								1	1							
109458	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1202								1	1							
109459	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4202								4	1							
109460	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3203								3	1							
109461	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1203								1	1							
109462	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3204								3	1							
109463	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3205								3	1							
109464	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3206								3	1							
109465	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3207								3	1							
109466	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2203								2	1							
109467	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2204								2	1							
109468	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3208								3	1							
109469	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3209								3	1							
109470	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3210								3	1							
109471	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3211								3	1							
109472	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4203								4	1							
109473	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3212								3	1							
109474	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1204								1	1							
109475	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1205								1	1							
109476	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3213								3	1							
109477	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3214								3	1							
109478	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3215								3	1							
109479	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2205								2	1							
109480	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2207								2	1							
109481	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2206								2	1							
109482	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2208								2	1							
109483	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1206								1	1							
109484	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3216								3	1							
109485	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3217								3	1							
109486	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3218								3	1							
109487	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4204								4	1							
109488	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3219								3	1							
109489	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2209								2	1							
109490	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2210								2	1							
109491	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2211								2	1							
109492	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3220								3	1							
109493	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3301								3	1							
109494	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2301								2	1							
109495	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2302								2	1							
109496	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2303								2	1							
109497	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2304								2	1							
109498	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3302								3	1							
109499	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2305								2	1							
109500	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1301								1	1							
109501	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4301								4	1							
109502	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3303								3	1							
109503	2	0	300501	70600021	0		1	食谱	5			2000	1				17	1302								1	1							
109504	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2306								2	1							
109505	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4302								4	1							
109506	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3304								3	1							
109507	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2307								2	1							
109508	2	0	300501	70600021	0		1	食谱	5			2000	1				17	4303								4	1							
109509	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3305								3	1							
109510	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3306								3	1							
109511	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3310								3	1							
109512	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3307								3	1							
109513	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3308								3	1							
109514	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3309								3	1							
109515	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2308								2	1							
109516	2	0	300501	70600021	0		1	食谱	5			2000	1				17	3311								3	1							
109517	2	0	300501	70600021	0		1	食谱	5			2000	1				17	2309								2	1							
110000	2	0	322		0			食材加工物	4			2000																						
110001	2	0	322		0			食材加工物	4			2000																		1				
110002	2	0	322		0			食材加工物	4			2000																		1				
110003	2	0	322		0			食材加工物	4			2000																		1				
110004	2	0	322		0			食材加工物	4			2000																		1				
110005	2	0	322		0			食材加工物	4			2000																		1				
110006	2	0	322		0			食材加工物	4			2000																		1				
110008	2	0	322		0			食材加工物	4			2000																		1				
110009	2	0	322		0			食材加工物	4			2000																		1				
110010	2	0	322		0			食材加工物	4			2000																		1				
110011	2	0	322		0			食材加工物	4			2000																		1				
110012	2	0	322		0			食材加工物	4			2000																		1				
110013	2	0	322		0			食材加工物	4			2000																		1				
110014	2	0	322		0			食材加工物	4			2000																		1				
111006	2	0	900000		0			合成产物	1			2000	1			2	15	130101	300							3	1							
111007	2	0	900000		0			合成产物	1			2000	1			2	15	130102	300							3	1							
111008	2	0	900000		0			合成产物	1			2000	1			2	15	130103	300							3	1							
111009	2	0	900000		0			合成产物	1			2000	1			2	15	130104	300							3	1							
111010	2	0	900000		0			合成产物	1			2000	1			2	15	130105	300							3	1							
111011	2	0	900000		0			合成产物	1			2000	1			2	15	130106	300							3	1							
111012	2	0	900000		0			合成产物	1			2000	1			2	15	130107	300							3	1							
111013	2	0	900000		0			合成产物	1			2000	1			2	15	135101	300							3	1							
111014	2	0	900000		0			合成产物	1			2000	1			2	15	135102	300							3	1							
111015	2	0	900000		0			合成产物	1			2000	1			2	15	135103	300							3	1							
111016	2	0	900000		0			合成产物	1			2000	1			2	15	135104	300							3	1							
