ID,[触发条件]类型,[触发条件]参数1,[触发条件]参数2,[触发条件]参数3,[触发条件]参数4,进度,已废弃,RewardID,是否直接发奖
1509510,223,11701110,,,,1,1,3056041,
1509511,224,11701111,30,,,1,1,3056042,
1509512,224,11701112,3,,,1,1,3056043,
1509513,223,11701113,,,,1,1,3056051,
1509514,224,11701114,30,,,1,1,3056052,
1509515,223,11701115,,,,26,1,3056053,
1509516,223,11701101,,,,1,1,3056011,
1509519,223,11701104,,,,1,1,3056021,
1509522,223,11701107,,,,1,1,3056031,
1509525,223,11701110,,,,1,1,3056041,
1509528,223,11701113,,,,1,1,3056051,
1509531,224,11701101,1,,,1,,3056011,
1509517,224,11701102,25,,,1,,3056012,
1509518,224,11701103,3,,,1,,3056013,
1509532,224,11701104,1,,,1,,3056021,
1509520,224,11701105,25,,,1,,3056022,
1509521,224,11701106,3,,,1,,3056023,
1509533,224,11701107,1,,,1,,3056031,
1509523,224,11701108,25,,,1,,3056032,
1509524,224,11701109,3,,,1,,3056033,
1509534,224,11701110,1,,,1,,3056041,
1509526,224,11701111,25,,,1,,3056042,
1509527,224,11701112,3,,,1,,3056043,
1509535,224,11701113,1,,,1,,3056051,
1509529,224,11701114,25,,,1,,3056052,
1509530,223,11701115,,,,24,,3056053,
1509601,224,11701102,20,,,1,,990001,
1509602,224,11701104,10,,,1,,990001,
1509603,223,11701103,,,,10,,990001,
1509604,224,11701102,20,,,1,,990001,
1509605,224,11701104,10,,,1,,990001,
1509606,223,11701103,,,,10,,990001,
1509607,1200,1,,,,1,,3055101,
1509608,1200,2,,,,1,,3055102,
1509609,1200,3,,,,1,,3055103,
1509610,1200,4,,,,1,,3055104,
1509611,1200,5,,,,1,,3055105,
1509612,1200,6,,,,1,,3055106,
1201701,1210,1,,,,1,,3058101,
1201702,1210,10,,,,1,,3058102,
1201703,1210,9,,,,1,,3058103,
1201704,1210,5,,,,1,,3058104,
1201705,1210,2,,,,1,,3058105,
1201706,1210,7,,,,1,,3058106,
1201707,1210,3,,,,1,,3058107,
1201708,1210,6,,,,1,,3058108,
1201709,1210,4,,,,1,,3058109,
1201710,1210,8,,,,1,,3058110,
1201711,1211,1,0,,,1,,3058201,
1201712,1211,2,0,,,1,,3058202,
1201713,1211,3,0,,,1,,3058203,
1201714,1211,4,0,,,1,,3058204,
1201715,1211,5,0,,,1,,3058205,
1201716,1211,6,0,,,1,,3058206,
1201717,1211,7,0,,,1,,3058207,
1201718,1211,8,0,,,1,,3058208,
1201719,1211,9,0,,,1,,3058209,
1201720,1211,10,0,,,1,,3058210,
1201721,1211,1,7,,,1,,3058211,
1201722,1211,2,7,,,1,,3058212,
1201723,1211,3,7,,,1,,3058213,
1201724,1211,4,7,,,1,,3058214,
1201725,1211,5,7,,,1,,3058215,
1201726,1211,6,7,,,1,,3058216,
1201727,1211,7,7,,,1,,3058217,
1201728,1211,8,7,,,1,,3058218,
1201729,1211,9,7,,,1,,3058219,
1201730,1211,10,7,,,1,,3058220,
1201731,3200,8101,500,,,1,,3058301,
1201732,3200,8102,500,,,1,,3058302,
1201733,3200,8103,500,,,1,,3058303,
1201734,3200,8104,500,,,1,,3058304,
1201735,3200,8105,500,,,1,,3058305,
1201736,3200,8106,500,,,1,,3058306,
1201737,3200,8107,500,,,1,,3058307,
1201738,3200,8108,500,,,1,,3058308,
1201739,3200,8109,500,,,1,,3058309,
1201740,3200,8110,500,,,1,,3058310,
1201741,3200,8101,1000,,,1,,3058311,
1201742,3200,8102,1000,,,1,,3058312,
1201743,3200,8103,1000,,,1,,3058313,
1201744,3200,8104,1000,,,1,,3058314,
1201745,3200,8105,1000,,,1,,3058315,
1201746,3200,8106,1000,,,1,,3058316,
1201747,3200,8107,1000,,,1,,3058317,
1201748,3200,8108,1000,,,1,,3058318,
1201749,3200,8109,1000,,,1,,3058319,
1201750,3200,8110,1000,,,1,,3058320,
1201751,3200,8101,2000,,,1,,3058321,
1201752,3200,8102,2000,,,1,,3058322,
1201753,3200,8103,2000,,,1,,3058323,
1201754,3200,8104,2000,,,1,,3058324,
1201755,3200,8105,2000,,,1,,3058325,
1201756,3200,8106,2000,,,1,,3058326,
1201757,3200,8107,2000,,,1,,3058327,
1201758,3200,8108,2000,,,1,,3058328,
1201759,3200,8109,2000,,,1,,3058329,
1201760,3200,8110,2000,,,1,,3058330,
15108001,1135,15,,,,1,,3040011,
15108002,1135,16,,,,1,,3040012,
15108003,1135,17,,,,1,,3040021,
15108004,1135,18,,,,1,,3040022,
15108005,1135,19,,,,1,,3040031,
15108006,1135,20,,,,1,,3040032,
15108007,1135,21,,,,1,,3040041,
15108008,1135,22,,,,1,,3040042,
15108009,1135,23,,,,1,,3040051,
15108010,1135,24,,,,1,,3040052,
15108011,1135,25,,,,1,,3040061,
15108012,1135,26,,,,1,,3040062,
15108013,1135,27,,,,1,,3040071,
15108014,1135,28,,,,1,,3040072,
1509901,1213,1,,,,1,,3059001,
1509902,1213,2,,,,1,,3059002,
1509903,1213,3,,,,1,,3059003,
1509904,1213,4,,,,1,,3059004,
1509905,1213,5,,,,1,,3059005,
1509906,1213,5,,,,2,,3059006,
1509907,1213,5,,,,3,,3059007,
1510701,1212,29015,0,,,1,,3060001,
1510702,1212,29016,0,,,1,,3060002,
1510703,1212,29017,0,,,1,,3060003,
1510704,1212,29018,0,,,1,,3060004,
1510705,1212,29031,1,,,1,,3060005,
1510706,1212,29031,2,,,1,,3060006,
1510707,1212,29031,3,,,1,,3060007,
1510708,1212,29019,0,,,1,,3060008,
1510709,1212,29020,0,,,1,,3060009,
1510710,1212,29021,0,,,1,,3060010,
1510711,1212,29022,0,,,1,,3060011,
1510712,1212,29032,1,,,1,,3060012,
1510713,1212,29032,2,,,1,,3060013,
1510714,1212,29032,3,,,1,,3060014,
1510715,1212,29023,0,,,1,,3060015,
1510716,1212,29024,0,,,1,,3060016,
1510717,1212,29025,0,,,1,,3060017,
1510718,1212,29026,0,,,1,,3060018,
1510719,1212,29033,1,,,1,,3060019,
1510720,1212,29033,2,,,1,,3060020,
1510721,1212,29033,3,,,1,,3060021,
1510722,1212,29027,0,,,1,,3060022,
1510723,1212,29028,0,,,1,,3060023,
1510724,1212,29029,0,,,1,,3060024,
1510725,1212,29030,0,,,1,,3060025,
1510726,1212,29034,1,,,1,,3060026,
1510727,1212,29034,2,,,1,,3060027,
1510728,1212,29034,3,,,1,,3060028,
