技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	参数18	参数19	参数20	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	消耗道具4ID	消耗道具4数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	生活效果参数5	效果全队生效	生活天赋不可见
493906	Yoimiya_SkillUpgrade_3					1.7808	1.708	2	10	15	60															4939	6	3	37500	104321	9	112009	9	0	0	0	0			4								
493907	Yoimiya_SkillUpgrade_3					1.908	1.83	2	10	15	60															4939	7	3	120000	104322	4	112010	4	113017	1	0	0			5								
493908	Yoimiya_SkillUpgrade_3					2.0352	1.952	2	10	15	60															4939	8	3	260000	104322	6	112010	6	113017	1	0	0			5								
493909	Yoimiya_SkillUpgrade_3					2.1624	2.074	2	10	15	60															4939	9	3	450000	104322	12	112010	9	113017	2	0	0			6								
493910	Yoimiya_SkillUpgrade_3					2.2896	2.196	2	10	15	60															4939	10	3	700000	104322	16	112010	12	113017	2	104319	1			6								
493911	Yoimiya_SkillUpgrade_3					2.4168	2.318	2	10	15	60															4939	11	3	0	0	0	0	0	0	0	0	0			6								
493912	Yoimiya_SkillUpgrade_3					2.544	2.44	2	10	15	60															4939	12	3	0	0	0	0	0	0	0	0	0			6								
493913	Yoimiya_SkillUpgrade_3					2.703	2.5925	2	10	15	60															4939	13	3	0	0	0	0	0	0	0	0	0			6								
493914	Yoimiya_SkillUpgrade_3					2.862	2.745	2	10	15	60															4939	14	3	0	0	0	0	0	0	0	0	0			6								
493915	Yoimiya_SkillUpgrade_3					3.021	2.8975	2	10	15	60															4939	15	3	0	0	0	0	0	0	0	0	0			6								
502101	Tohma_PermanentSkill_1					0.05	6	5	0.3																	5021	1	2	0	0	0	0	0	0	0	0	0			1								
502201	Tohma_PermanentSkill_2					0.022																				5022	1	2	0	0	0	0	0	0	0	0	0			4								
502301																										5023	1	2	0	0	0	0	0	0	0	0	0			0	601	3	2000	1				
503101	Tohma_SkillUpgrade_1	0				0.443932	0.436278	0.26789	0.673552	1.12746	25	0.639324	1.278377	1.596762												5031	1	3	0	0	0	0	0	0	0	0	0			0								
503102	Tohma_SkillUpgrade_1					0.480066	0.471789	0.289695	0.728376	1.21923	25	0.691362	1.382431	1.726731												5031	2	3	12500	104320	3	112035	6	0	0	0	0			2								
503103	Tohma_SkillUpgrade_1					0.5162	0.5073	0.3115	0.7832	1.311	25	0.7434	1.486485	1.8567												5031	3	3	17500	104321	2	112036	3	0	0	0	0			3								
503104	Tohma_SkillUpgrade_1					0.56782	0.55803	0.34265	0.86152	1.4421	25	0.81774	1.635134	2.04237												5031	4	3	25000	104321	4	112036	4	0	0	0	0			3								
503105	Tohma_SkillUpgrade_1					0.603954	0.593541	0.364455	0.916344	1.53387	25	0.869778	1.739187	2.172339												5031	5	3	30000	104321	6	112036	6	0	0	0	0			4								
503106	Tohma_SkillUpgrade_1					0.64525	0.634125	0.389375	0.979	1.63875	25	0.92925	1.858106	2.320875												5031	6	3	37500	104321	9	112036	9	0	0	0	0			4								
503107	Tohma_SkillUpgrade_1					0.702032	0.689928	0.42364	1.065152	1.78296	25	1.011024	2.02162	2.525112												5031	7	3	120000	104322	4	112037	4	113026	1	0	0			5								
503108	Tohma_SkillUpgrade_1					0.758814	0.745731	0.457905	1.151304	1.92717	25	1.092798	2.185133	2.729349												5031	8	3	260000	104322	6	112037	6	113026	1	0	0			5								
503109	Tohma_SkillUpgrade_1					0.815596	0.801534	0.49217	1.237456	2.07138	25	1.174572	2.348646	2.933586												5031	9	3	450000	104322	12	112037	9	113026	2	0	0			6								
503110	Tohma_SkillUpgrade_1					0.87754	0.86241	0.52955	1.33144	2.2287	25	1.26378	2.527025	3.15639												5031	10	3	700000	104322	16	112037	12	113026	2	104319	1			6								
503111	Tohma_SkillUpgrade_1					0.939484	0.923286	0.56693	1.425424	2.38602	25	1.352988	2.705403	3.379194												5031	11	3	0	0	0	0	0	0	0	0	0			6								
503112	Tohma_SkillUpgrade_1					1.001428	0.984162	0.60431	1.519408	2.54334	25	1.442196	2.883781	3.601998												5031	12	3	0	0	0	0	0	0	0	0	0			6								
503113	Tohma_SkillUpgrade_1					1.063372	1.045038	0.64169	1.613392	2.70066	25	1.531404	3.062159	3.824802												5031	13	3	0	0	0	0	0	0	0	0	0			6								
503114	Tohma_SkillUpgrade_1					1.125316	1.105914	0.67907	1.707376	2.85798	25	1.620612	3.240537	4.047606												5031	14	3	0	0	0	0	0	0	0	0	0			6								
503115	Tohma_SkillUpgrade_1					1.18726	1.16679	0.71645	1.80136	3.0153	25	1.70982	3.418915	4.27041												5031	15	3	0	0	0	0	0	0	0	0	0			6								
503201	Tohma_SkillUpgrade_2					1.464	0.072	693.334852	8	0.196	1887.419964	15														5032	1	3	0	0	0	0	0	0	0	0	0			0								
503202	Tohma_SkillUpgrade_2					1.5738	0.0774	762.677974	8	0.2107	2076.188196	15														5032	2	3	12500	104320	3	112035	6	0	0	0	0			2								
503203	Tohma_SkillUpgrade_2					1.6836	0.0828	837.79969	8	0.2254	2280.687113	15														5032	3	3	17500	104321	2	112036	3	0	0	0	0			3								
503204	Tohma_SkillUpgrade_2					1.83	0.09	918.7	8	0.245	2500.916717	15														5032	4	3	25000	104321	4	112036	4	0	0	0	0			3								
503205	Tohma_SkillUpgrade_2					1.9398	0.0954	1005.378903	8	0.2597	2736.877006	15														5032	5	3	30000	104321	6	112036	6	0	0	0	0			4								
503206	Tohma_SkillUpgrade_2					2.0496	0.1008	1097.8364	8	0.2744	2988.567981	15														5032	6	3	37500	104321	9	112036	9	0	0	0	0			4								
503207	Tohma_SkillUpgrade_2					2.196	0.108	1196.07249	8	0.294	3255.989643	15														5032	7	3	120000	104322	4	112037	4	113026	1	0	0			5								
503208	Tohma_SkillUpgrade_2					2.3424	0.1152	1300.087174	8	0.3136	3539.14199	15														5032	8	3	260000	104322	6	112037	6	113026	1	0	0			5								
503209	Tohma_SkillUpgrade_2					2.4888	0.1224	1409.880451	8	0.3332	3838.025023	15														5032	9	3	450000	104322	12	112037	9	113026	2	0	0			6								
503210	Tohma_SkillUpgrade_2					2.6352	0.1296	1525.452322	8	0.3528	4152.638742	15														5032	10	3	700000	104322	16	112037	12	113026	2	104319	1			6								
503211	Tohma_SkillUpgrade_2					2.7816	0.1368	1646.802787	8	0.3724	4482.983148	15														5032	11	3	0	0	0	0	0	0	0	0	0			6								
503212	Tohma_SkillUpgrade_2					2.928	0.144	1773.931844	8	0.392	4829.058239	15														5032	12	3	0	0	0	0	0	0	0	0	0			6								
503213	Tohma_SkillUpgrade_2					3.111	0.153	1906.839496	8	0.4165	5190.864016	15														5032	13	3	0	0	0	0	0	0	0	0	0			6								
503214	Tohma_SkillUpgrade_2					3.294	0.162	2045.525741	8	0.441	5568.400479	15														5032	14	3	0	0	0	0	0	0	0	0	0			6								
503215	Tohma_SkillUpgrade_2					3.477	0.171	2189.99058	8	0.4655	5961.667628	15														5032	15	3	0	0	0	0	0	0	0	0	0			6								
503901	Tohma_SkillUpgrade_3					0.88	0.58	0.01144	110.033984	8	1	15	20	80												5039	1	3	0	0	0	0	0	0	0	0	0			0								
503902	Tohma_SkillUpgrade_3					0.946	0.6235	0.012298	121.038912	8	1	15	20	80												5039	2	3	12500	104320	3	112035	6	0	0	0	0			2								
503903	Tohma_SkillUpgrade_3					1.012	0.667	0.013156	132.960917	8	1	15	20	80												5039	3	3	17500	104321	2	112036	3	0	0	0	0			3								
503904	Tohma_SkillUpgrade_3					1.1	0.725	0.0143	145.8	8	1	15	20	80												5039	4	3	25000	104321	4	112036	4	0	0	0	0			3								
503905	Tohma_SkillUpgrade_3					1.166	0.7685	0.015158	159.55616	8	1	15	20	80												5039	5	3	30000	104321	6	112036	6	0	0	0	0			4								
503906	Tohma_SkillUpgrade_3					1.232	0.812	0.016016	174.229397	8	1	15	20	80												5039	6	3	37500	104321	9	112036	9	0	0	0	0			4								
503907	Tohma_SkillUpgrade_3					1.32	0.87	0.01716	189.819712	8	1	15	20	80												5039	7	3	120000	104322	4	112037	4	113026	1	0	0			5								
503908	Tohma_SkillUpgrade_3					1.408	0.928	0.018304	206.327103	8	1	15	20	80												5039	8	3	260000	104322	6	112037	6	113026	1	0	0			5								
503909	Tohma_SkillUpgrade_3					1.496	0.986	0.019448	223.751573	8	1	15	20	80												5039	9	3	450000	104322	12	112037	9	113026	2	0	0			6								
503910	Tohma_SkillUpgrade_3					1.584	1.044	0.020592	242.093119	8	1	15	20	80												5039	10	3	700000	104322	16	112037	12	113026	2	104319	1			6								
503911	Tohma_SkillUpgrade_3					1.672	1.102	0.021736	261.351743	8	1	15	20	80												5039	11	3	0	0	0	0	0	0	0	0	0			6								
503912	Tohma_SkillUpgrade_3	0				1.76	1.16	0.02288	281.527444	8	1	15	20	80												5039	12	3	0	0	0	0	0	0	0	0	0			6								
503913	Tohma_SkillUpgrade_3	0				1.87	1.2325	0.02431	302.620223	8	1	15	20	80												5039	13	3	0	0	0	0	0	0	0	0	0			6								
503914	Tohma_SkillUpgrade_3	0				1.98	1.305	0.02574	324.630078	8	1	15	20	80												5039	14	3	0	0	0	0	0	0	0	0	0			6								
503915	Tohma_SkillUpgrade_3	0				2.09	1.3775	0.02717	347.557012	8	1	15	20	80												5039	15	3	0	0	0	0	0	0	0	0	0			6								
512101	Eula_PermanentSkill_1					0.5																				5121	1	2	0	0	0	0	0	0	0	0	0			1								
512201	Eula_PermanentSkill_2																									5122	1	2	0	0	0	0	0	0	0	0	0			4								
512301																										5123	1	2	0	0	0	0	0	0	0	0	0			0	2	1000	3	1				
513101	Eula_SkillUpgrade_1					0.897324	0.935508	0.567987	1.126428	0.718336	0.688	1.24399	40	5	0.745878	1.49144	1.862889									5131	1	3	0	0	0	0	0	0	0	0	0			0								
513102	Eula_SkillUpgrade_1					0.970362	1.011654	0.614219	1.218114	0.776806	0.744	1.345245	40	5	0.806589	1.612836	2.01452									5131	2	3	12500	104304	3	112005	6	0	0	0	0			2								
513103	Eula_SkillUpgrade_1					1.0434	1.0878	0.66045	1.3098	0.835275	0.8	1.4465	40	5	0.8673	1.734233	2.16615									5131	3	3	17500	104305	2	112006	3	0	0	0	0			3								
513104	Eula_SkillUpgrade_1					1.14774	1.19658	0.726495	1.44078	0.918803	0.88	1.59115	40	5	0.95403	1.907656	2.382765									5131	4	3	25000	104305	4	112006	4	0	0	0	0			3								
513105	Eula_SkillUpgrade_1					1.220778	1.272726	0.772726	1.532466	0.977272	0.936	1.692405	40	5	1.014741	2.029052	2.534396									5131	5	3	30000	104305	6	112006	6	0	0	0	0			4								
513106	Eula_SkillUpgrade_1					1.30425	1.35975	0.825562	1.63725	1.044094	1	1.808125	40	5	1.084125	2.167791	2.707688									5131	6	3	37500	104305	9	112006	9	0	0	0	0			4								
513107	Eula_SkillUpgrade_1					1.419024	1.479408	0.898212	1.781328	1.135974	1.088	1.96724	40	5	1.179528	2.358556	2.945964									5131	7	3	120000	104306	4	112007	4	113017	1	0	0			5								
513108	Eula_SkillUpgrade_1					1.533798	1.599066	0.970861	1.925406	1.227854	1.176	2.126355	40	5	1.274931	2.549322	3.184241									5131	8	3	260000	104306	6	112007	6	113017	1	0	0			5								
513109	Eula_SkillUpgrade_1					1.648572	1.718724	1.043511	2.069484	1.319735	1.264	2.28547	40	5	1.370334	2.740087	3.422517									5131	9	3	450000	104306	12	112007	9	113017	2	0	0			6								
513110	Eula_SkillUpgrade_1					1.77378	1.84926	1.122765	2.22666	1.419968	1.36	2.45905	40	5	1.47441	2.948195	3.682455									5131	10	3	700000	104306	16	112007	12	113017	2	104319	1			6								
513111	Eula_SkillUpgrade_1					1.917248	1.998833	1.213577	2.406758	1.534818	1.47	2.657944	40	5	1.593664	3.186652	3.980301									5131	11	3	0	0	0	0	0	0	0	0	0			6								
513112	Eula_SkillUpgrade_1					2.085965	2.17473	1.320372	2.618552	1.669882	1.59936	2.891843	40	5	1.733906	3.467078	4.330567									5131	12	3	0	0	0	0	0	0	0	0	0			6								
513113	Eula_SkillUpgrade_1					2.254683	2.350627	1.427166	2.830347	1.804946	1.72872	3.125742	40	5	1.874149	3.747503	4.680834									5131	13	3	0	0	0	0	0	0	0	0	0			6								
513114	Eula_SkillUpgrade_1					2.423401	2.526524	1.533961	3.042141	1.94001	1.85808	3.359641	40	5	2.014391	4.027928	5.0311									5131	14	3	0	0	0	0	0	0	0	0	0			6								
513115	Eula_SkillUpgrade_1					2.607457	2.718412	1.650465	3.27319	2.087352	1.9992	3.614804	40	5	2.167383	4.333847	5.413209									5131	15	3	0	0	0	0	0	0	0	0	0			6								
513201	Eula_SkillUpgrade_2					1.464	2.456	0.96	0.16	0.16	7	4	10	0.3	14	-0.16	-0.16	18								5132	1	3	0	0	0	0	0	0	0	0	0			0								
513202	Eula_SkillUpgrade_2					1.5738	2.6402	1.032	0.17	0.17	7	4	10	0.3	14	-0.17	-0.17	18								5132	2	3	12500	104304	3	112005	6	0	0	0	0			2								
513203	Eula_SkillUpgrade_2					1.6836	2.8244	1.104	0.18	0.18	7	4	10	0.3	14	-0.18	-0.18	18								5132	3	3	17500	104305	2	112006	3	0	0	0	0			3								
513204	Eula_SkillUpgrade_2					1.83	3.07	1.2	0.19	0.19	7	4	10	0.3	14	-0.19	-0.19	18								5132	4	3	25000	104305	4	112006	4	0	0	0	0			3								
513205	Eula_SkillUpgrade_2					1.9398	3.2542	1.272	0.2	0.2	7	4	10	0.3	14	-0.2	-0.2	18								5132	5	3	30000	104305	6	112006	6	0	0	0	0			4								
513206	Eula_SkillUpgrade_2					2.0496	3.4384	1.344	0.21	0.21	7	4	10	0.3	14	-0.21	-0.21	18								5132	6	3	37500	104305	9	112006	9	0	0	0	0			4								
513207	Eula_SkillUpgrade_2					2.196	3.684	1.44	0.22	0.22	7	4	10	0.3	14	-0.22	-0.22	18								5132	7	3	120000	104306	4	112007	4	113017	1	0	0			5								
513208	Eula_SkillUpgrade_2					2.3424	3.9296	1.536	0.23	0.23	7	4	10	0.3	14	-0.23	-0.23	18								5132	8	3	260000	104306	6	112007	6	113017	1	0	0			5								
513209	Eula_SkillUpgrade_2					2.4888	4.1752	1.632	0.24	0.24	7	4	10	0.3	14	-0.24	-0.24	18								5132	9	3	450000	104306	12	112007	9	113017	2	0	0			6								
513210	Eula_SkillUpgrade_2					2.6352	4.4208	1.728	0.25	0.25	7	4	10	0.3	14	-0.25	-0.25	18								5132	10	3	700000	104306	16	112007	12	113017	2	104319	1			6								
513211	Eula_SkillUpgrade_2					2.7816	4.6664	1.824	0.25	0.25	7	4	10	0.3	14	-0.25	-0.25	18								5132	11	3	0	0	0	0	0	0	0	0	0			6								
513212	Eula_SkillUpgrade_2					2.928	4.912	1.92	0.25	0.25	7	4	10	0.3	14	-0.25	-0.25	18								5132	12	3	0	0	0	0	0	0	0	0	0			6								
513213	Eula_SkillUpgrade_2					3.111	5.219	2.04	0.25	0.25	7	4	10	0.3	14	-0.25	-0.25	18								5132	13	3	0	0	0	0	0	0	0	0	0			6								
513214	Eula_SkillUpgrade_2					3.294	5.526	2.16	0.25	0.25	7	4	10	0.3	14	-0.25	-0.25	18								5132	14	3	0	0	0	0	0	0	0	0	0			6								
513215	Eula_SkillUpgrade_2					3.477	5.833	2.28	0.25	0.25	7	4	10	0.3	14	-0.25	-0.25	18								5132	15	3	0	0	0	0	0	0	0	0	0			6								
513901	Eula_SkillUpgrade_3					2.456	3.67048	0.74992	30	20	80															5139	1	3	0	0	0	0	0	0	0	0	0			0								
513902	Eula_SkillUpgrade_3					2.6402	3.96924	0.81096	30	20	80															5139	2	3	12500	104304	3	112005	6	0	0	0	0			2								
513903	Eula_SkillUpgrade_3					2.8244	4.268	0.872	30	20	80															5139	3	3	17500	104305	2	112006	3	0	0	0	0			3								
513904	Eula_SkillUpgrade_3					3.07	4.6948	0.9592	30	20	80															5139	4	3	25000	104305	4	112006	4	0	0	0	0			3								
513905	Eula_SkillUpgrade_3					3.2542	4.99356	1.02024	30	20	80															5139	5	3	30000	104305	6	112006	6	0	0	0	0			4								
513906	Eula_SkillUpgrade_3					3.4384	5.335	1.09	30	20	80															5139	6	3	37500	104305	9	112006	9	0	0	0	0			4								
513907	Eula_SkillUpgrade_3					3.684	5.80448	1.18592	30	20	80															5139	7	3	120000	104306	4	112007	4	113017	1	0	0			5								
513908	Eula_SkillUpgrade_3					3.9296	6.27396	1.28184	30	20	80															5139	8	3	260000	104306	6	112007	6	113017	1	0	0			5								
513909	Eula_SkillUpgrade_3					4.1752	6.74344	1.37776	30	20	80															5139	9	3	450000	104306	12	112007	9	113017	2	0	0			6								
513910	Eula_SkillUpgrade_3					4.4208	7.2556	1.4824	30	20	80															5139	10	3	700000	104306	16	112007	12	113017	2	104319	1			6								
513911	Eula_SkillUpgrade_3					4.6664	7.84245	1.6023	30	20	80															5139	11	3	0	0	0	0	0	0	0	0	0			6								
513912	Eula_SkillUpgrade_3					4.912	8.532586	1.743302	30	20	80															5139	12	3	0	0	0	0	0	0	0	0	0			6								
513913	Eula_SkillUpgrade_3					5.219	9.222721	1.884305	30	20	80															5139	13	3	0	0	0	0	0	0	0	0	0			6								
513914	Eula_SkillUpgrade_3					5.526	9.912857	2.025307	30	20	80															5139	14	3	0	0	0	0	0	0	0	0	0			6								
513915	Eula_SkillUpgrade_3					5.833	10.665732	2.179128	30	20	80															5139	15	3	0	0	0	0	0	0	0	0	0			6								
522101	Shougun_PermanentSkill_1					2	3																			5221	1	2	0	0	0	0	0	0	0	0	0			1								
522201	Shougun_PermanentSkill_2					1	0.006	0.004																		5222	1	2	0	0	0	0	0	0	0	0	0			4								
522301																										5223	1	2	0	0	0	0	0	0	0	0	0			0	106							1
522501																										5225	1	2	0	0	0	0	0	0	0	0	0			0	501	1,13	0.5					
523101	Shougun_SkillUpgrade_1					0.39646	0.39732	0.4988	0.28982	0.28982	0.65446	0.99588	25	0.639324	1.278377	1.596762										5231	1	3	0	0	0	0	0	0	0	0	0			0								
523102	Shougun_SkillUpgrade_1					0.42873	0.42966	0.5394	0.31341	0.31341	0.70773	1.07694	25	0.691362	1.382431	1.726731										5231	2	3	12500	104326	3	112044	6	0	0	0	0			2								
523103	Shougun_SkillUpgrade_1					0.461	0.462	0.58	0.337	0.337	0.761	1.158	25	0.7434	1.486485	1.8567										5231	3	3	17500	104327	2	112045	3	0	0	0	0			3								
523104	Shougun_SkillUpgrade_1					0.5071	0.5082	0.638	0.3707	0.3707	0.8371	1.2738	25	0.81774	1.635134	2.04237										5231	4	3	25000	104327	4	112045	4	0	0	0	0			3								
523105	Shougun_SkillUpgrade_1					0.53937	0.54054	0.6786	0.39429	0.39429	0.89037	1.35486	25	0.869778	1.739187	2.172339										5231	5	3	30000	104327	6	112045	6	0	0	0	0			4								
523106	Shougun_SkillUpgrade_1					0.57625	0.5775	0.725	0.42125	0.42125	0.95125	1.4475	25	0.92925	1.858106	2.320875										5231	6	3	37500	104327	9	112045	9	0	0	0	0			4								
523107	Shougun_SkillUpgrade_1					0.62696	0.62832	0.7888	0.45832	0.45832	1.03496	1.57488	25	1.011024	2.02162	2.525112										5231	7	3	120000	104328	4	112046	4	113025	1	0	0			5								
523108	Shougun_SkillUpgrade_1					0.67767	0.67914	0.8526	0.49539	0.49539	1.11867	1.70226	25	1.092798	2.185133	2.729349										5231	8	3	260000	104328	6	112046	6	113025	1	0	0			5								
523109	Shougun_SkillUpgrade_1					0.72838	0.72996	0.9164	0.53246	0.53246	1.20238	1.82964	25	1.174572	2.348646	2.933586										5231	9	3	450000	104328	12	112046	9	113025	2	0	0			6								
523110	Shougun_SkillUpgrade_1					0.7837	0.7854	0.986	0.5729	0.5729	1.2937	1.9686	25	1.26378	2.527025	3.15639										5231	10	3	700000	104328	16	112046	12	113025	2	104319	1			6								
523111	Shougun_SkillUpgrade_1					0.847087	0.848925	1.06575	0.619237	0.619237	1.398338	2.127825	25	1.352988	2.705403	3.379194										5231	11	3	0	0	0	0	0	0	0	0	0			6								
523112	Shougun_SkillUpgrade_1					0.921631	0.92363	1.159536	0.67373	0.67373	1.521391	2.315074	25	1.442196	2.883781	3.601998										5231	12	3	0	0	0	0	0	0	0	0	0			6								
523113	Shougun_SkillUpgrade_1					0.996175	0.998336	1.253322	0.728223	0.728223	1.644445	2.502322	25	1.531404	3.062159	3.824802										5231	13	3	0	0	0	0	0	0	0	0	0			6								
523114	Shougun_SkillUpgrade_1					1.070719	1.073041	1.347108	0.782716	0.782716	1.767499	2.689571	25	1.620612	3.240537	4.047606										5231	14	3	0	0	0	0	0	0	0	0	0			6								
523115	Shougun_SkillUpgrade_1					1.152039	1.154538	1.44942	0.842163	0.842163	1.901739	2.893842	25	1.70982	3.418915	4.27041										5231	15	3	0	0	0	0	0	0	0	0	0			6								
523201	Shougun_SkillUpgrade_2					1.172	0.42	25	0.0022	10																5232	1	3	0	0	0	0	0	0	0	0	0			0								
523202	Shougun_SkillUpgrade_2					1.2599	0.4515	25	0.0023	10																5232	2	3	12500	104326	3	112044	6	0	0	0	0			2								
523203	Shougun_SkillUpgrade_2					1.3478	0.483	25	0.0024	10																5232	3	3	17500	104327	2	112045	3	0	0	0	0			3								
523204	Shougun_SkillUpgrade_2					1.465	0.525	25	0.0025	10																5232	4	3	25000	104327	4	112045	4	0	0	0	0			3								
523205	Shougun_SkillUpgrade_2					1.5529	0.5565	25	0.0026	10																5232	5	3	30000	104327	6	112045	6	0	0	0	0			4								
523206	Shougun_SkillUpgrade_2					1.6408	0.588	25	0.0027	10																5232	6	3	37500	104327	9	112045	9	0	0	0	0			4								
523207	Shougun_SkillUpgrade_2					1.758	0.63	25	0.0028	10																5232	7	3	120000	104328	4	112046	4	113025	1	0	0			5								
523208	Shougun_SkillUpgrade_2					1.8752	0.672	25	0.0029	10																5232	8	3	260000	104328	6	112046	6	113025	1	0	0			5								
523209	Shougun_SkillUpgrade_2					1.9924	0.714	25	0.003	10																5232	9	3	450000	104328	12	112046	9	113025	2	0	0			6								
523210	Shougun_SkillUpgrade_2					2.1096	0.756	25	0.003	10																5232	10	3	700000	104328	16	112046	12	113025	2	104319	1			6								
523211	Shougun_SkillUpgrade_2					2.2268	0.798	25	0.003	10																5232	11	3	0	0	0	0	0	0	0	0	0			6								
523212	Shougun_SkillUpgrade_2					2.344	0.84	25	0.003	10																5232	12	3	0	0	0	0	0	0	0	0	0			6								
523213	Shougun_SkillUpgrade_2					2.4905	0.8925	25	0.003	10																5232	13	3	0	0	0	0	0	0	0	0	0			6								
523214	Shougun_SkillUpgrade_2					2.637	0.945	25	0.003	10																5232	14	3	0	0	0	0	0	0	0	0	0			6								
523215	Shougun_SkillUpgrade_2					2.7835	0.9975	25	0.003	10																5232	15	3	0	0	0	0	0	0	0	0	0			6								
523901	Shougun_SkillUpgrade_3					4.008	0.03888	0.007262	0.15	0.447374	0.43956	0.538217	0.30888	0.30976	0.739438	0.616	0.7436	20	0.639324	1.278377	1.596762	1.6	7	18	90	5239	1	3	0	0	0	0	0	0	0	0	0			0								
523902	Shougun_SkillUpgrade_3					4.3086	0.041796	0.007806	0.16	0.477877	0.46953	0.574913	0.32994	0.33088	0.789854	0.658	0.7943	20	0.691362	1.382431	1.726731	1.7	7	18	90	5239	2	3	12500	104326	3	112044	6	0	0	0	0			2								
523903	Shougun_SkillUpgrade_3					4.6092	0.044712	0.008351	0.16	0.50838	0.4995	0.61161	0.351	0.352	0.84027	0.7	0.845	20	0.7434	1.486485	1.8567	1.8	7	18	90	5239	3	3	17500	104327	2	112045	3	0	0	0	0			3								
523904	Shougun_SkillUpgrade_3					5.01	0.0486	0.009077	0.17	0.54905	0.53946	0.660539	0.37908	0.38016	0.907492	0.756	0.9126	20	0.81774	1.635134	2.04237	1.9	7	18	90	5239	4	3	25000	104327	4	112045	4	0	0	0	0			3								
523905	Shougun_SkillUpgrade_3					5.3106	0.051516	0.009622	0.17	0.579553	0.56943	0.697235	0.40014	0.40128	0.957908	0.798	0.9633	20	0.869778	1.739187	2.172339	2	7	18	90	5239	5	3	30000	104327	6	112045	6	0	0	0	0			4								
523906	Shougun_SkillUpgrade_3					5.6112	0.054432	0.010166	0.18	0.61514	0.604395	0.740048	0.42471	0.42592	1.016727	0.847	1.02245	20	0.92925	1.858106	2.320875	2.1	7	18	90	5239	6	3	37500	104327	9	112045	9	0	0	0	0			4								
523907	Shougun_SkillUpgrade_3					6.012	0.05832	0.010892	0.18	0.660894	0.64935	0.795093	0.4563	0.4576	1.092351	0.91	1.0985	20	1.011024	2.02162	2.525112	2.2	7	18	90	5239	7	3	120000	104328	4	112046	4	113025	1	0	0			5								
523908	Shougun_SkillUpgrade_3					6.4128	0.062208	0.011619	0.19	0.706648	0.694305	0.850138	0.48789	0.48928	1.167975	0.973	1.17455	20	1.092798	2.185133	2.729349	2.3	7	18	90	5239	8	3	260000	104328	6	112046	6	113025	1	0	0			5								
523909	Shougun_SkillUpgrade_3					6.8136	0.066096	0.012345	0.19	0.752402	0.73926	0.905183	0.51948	0.52096	1.2436	1.036	1.2506	20	1.174572	2.348646	2.933586	2.4	7	18	90	5239	9	3	450000	104328	12	112046	9	113025	2	0	0			6								
523910	Shougun_SkillUpgrade_3					7.2144	0.069984	0.013071	0.2	0.798157	0.784215	0.960228	0.55107	0.55264	1.319224	1.099	1.32665	20	1.26378	2.527025	3.15639	2.5	7	18	90	5239	10	3	700000	104328	16	112046	12	113025	2	104319	1			6								
523911	Shougun_SkillUpgrade_3					7.6152	0.073872	0.013797	0.2	0.843911	0.82917	1.015273	0.58266	0.58432	1.394848	1.162	1.4027	20	1.352988	2.705403	3.379194	2.5	7	18	90	5239	11	3	0	0	0	0	0	0	0	0	0			6								
523912	Shougun_SkillUpgrade_3					8.016	0.07776	0.014523	0.2	0.889665	0.874125	1.070318	0.61425	0.616	1.470473	1.225	1.47875	20	1.442196	2.883781	3.601998	2.5	7	18	90	5239	12	3	0	0	0	0	0	0	0	0	0			6								
523913	Shougun_SkillUpgrade_3					8.517	0.08262	0.015431	0.2	0.935419	0.91908	1.125362	0.64584	0.64768	1.546097	1.288	1.5548	20	1.531404	3.062159	3.824802	2.5	7	18	90	5239	13	3	0	0	0	0	0	0	0	0	0			6								
523914	Shougun_SkillUpgrade_3					9.018	0.08748	0.016339	0.2	0.981173	0.964035	1.180407	0.67743	0.67936	1.621721	1.351	1.63085	20	1.620612	3.240537	4.047606	2.5	7	18	90	5239	14	3	0	0	0	0	0	0	0	0	0			6								
523915	Shougun_SkillUpgrade_3					9.519	0.09234	0.017246	0.2	1.026928	1.00899	1.235452	0.70902	0.71104	1.697345	1.414	1.7069	20	1.70982	3.418915	4.27041	2.5	7	18	90	5239	15	3	0	0	0	0	0	0	0	0	0			6								
532101	Sayu_PermanentSkill_1					300	1.2	2																		5321	1	2	0	0	0	0	0	0	0	0	0			1								
532201	Sayu_PermanentSkill_2					0.2																				5322	1	2	0	0	0	0	0	0	0	0	0			4								
532301	Sayu_ProudSkill_NonCombat_1																									5323	1	2	0	0	0	0	0	0	0	0	0			0								
533101	Sayu_SkillUpgrade_1	0				0.7224	0.7138	0.4343	0.4343	0.98126	0.625455	1.1309	40	5	0.745878	1.49144	1.862889									5331	1	3	0	0	0	0	0	0	0	0	0			0								
533102	Sayu_SkillUpgrade_1					0.7812	0.7719	0.46965	0.46965	1.06113	0.676364	1.22295	40	5	0.806589	1.612836	2.01452									5331	2	3	12500	104326	3	112038	6	0	0	0	0			2								
