商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
1047001	1047	220044		1	150000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1050001	1050	393114		1	50000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1050002	1050	350028		1	50000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1050003	1050	350030		1	50000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1052001	31001	109516		1	5000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	13			
1052002	31001	108464		1	6450											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	12			
1052003	31001	108149		1	1500											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1052004	31001	108150		1	1500											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1052005	31001	108151		1	1500											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1052006	31001	108469		1	1500											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	11			
