ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	GadgetID1	GadgetID2	GadgetID3	类型ID1	类型ID2	可配置表面	限制摆放数	特殊家具类型	室内场景ID	舒适度	堆叠上限	Cost	打折Cost	灯光合并	阶数	JSON名称	图文教程	浮空箭头类型ID	屏蔽乐高文本	存档类型
373340	6		2400		0			成品家具	77215049			7005		0				90	9999	35	24		4					
376151	6		3702		0			成品家具	77015008			7013		0	1	13		90	1	3850	3850		4	HomeworldGroup_0006	11025			2
376152	6				0			成品家具	77308012					0	1	12		0	0	0	0		4					
376153	6				0			成品家具	77308013					0	1	12		0	0	0	0		4			3		
376154	6				0			成品家具	77308013					0	1	12		0	0	0	0		4			3		
371118	6		900		0			成品家具	77310001			6003		0		16		90	9999	450	450		4					
363320	6		4800		0			成品家具	77115023			11002		3				90	9999	85	64		4					
363321	6		4800		0			成品家具	77115024			11002		3				90	9999	169	127		4					
370628	6		1500		0			成品家具	77200118			13004		0				60	9999	250	125		3					
370629	6		1500		0			成品家具	77200119			13004		0				60	9999	250	163		3					
370630	6		1500		0			成品家具	77200120			13004		0				60	9999	345	172		3					
372440	6		1900		0			成品家具	77213073			10004		0				20	9999	100	100		3					
372441	6		1900		0			成品家具	77213074			10004		0				20	9999	50	50		3					
372442	6		1900		0			成品家具	77213075			10004		0				20	9999	50	50		3					
372443	6		1900		0			成品家具	77213076			10004		0				20	9999	50	50		3					
372445	6		1900		0			成品家具	77213078			10004		0				30	9999	50	50		4					
372446	6		1900		0			成品家具	77213079			10004		0				30	9999	50	50		4					
376161	6		3703		0			成品家具	77015008			7013		0	1	13		90	1	300	300		4	HomeworldGroup_0007	11030			3
376162	6				0			成品家具	77308017					0	1	12		0	0	0	0		4					
376163	6				0			成品家具	77308016					0	1	12		0	0	0	0		4					
376164	6				0			成品家具	77308016					0	1	12		0	0	0	0		4					
376165	6				0			成品家具	77308016					0	1	12		0	0	0	0		4					
376166	6				0			成品家具	77308016					0	1	12		0	0	0	0		4					
376167	6				0			成品家具	77308016					0	1	12		0	0	0	0		4					
376168	6				0			成品家具	77308016					0	1	12		0	0	0	0		4					
373711	6		2620		0			成品家具	77215050			7011		0		10		30	9999	345	345		4					
373712	6		2620		0			成品家具	77215051			7011		0		10		30	9999	345	345		4					
373713	6		2620		0			成品家具	77215052			7011		0		10		30	9999	345	345		4					
373714	6		2620		0			成品家具	77215053			7011		0		10		30	9999	345	345		4					
373831	6		2820		0			成品家具				14004		0		11		0	9999	0	0		3					
373832	6		2820		0			成品家具				14004		0		11		0	9999	0	0		3					
373833	6		2820		0			成品家具				14004		0		11		0	9999	0	0		3					
373834	6		2820		0			成品家具				14004		0		11		0	9999	0	0		3					
373835	6		2821		0			成品家具				14004		0		11		0	9999	0	0		3					
373836	6		2821		0			成品家具				14004		0		11		0	9999	0	0		3					
373837	6		2821		0			成品家具				14004		0		11		0	9999	0	0		3					
373838	6		2821		0			成品家具				14004		0		11		0	9999	0	0		3					
373841	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373842	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373843	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373844	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373845	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373846	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373847	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373848	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373849	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373850	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373851	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
373852	6		2822		0			成品家具				14005		0		11		0	9999	0	0		3					
372605	6		2100		0			成品家具	77002012			10006		9				20	9999	35	24		3					
370516	6		1400		0			成品家具	77200121			6006		0				60	9999	785	649		3					
370517	6		1400		0			成品家具	77200122			6006		0				60	9999	490	379		3					
373341	6		2400		0			成品家具	77204074			7005		3				90	9999	35	24		4					
373342	6		2400		0			成品家具	77204075			7005		3				90	9999	35	24		4					
373135	6		2200		0			成品家具	77204076			7001		0				90	9999	400	400		4					
373136	6		2200		0			成品家具	77204077			7001		0				90	9999	400	400		4					
373343	6		2400		0			成品家具	77204078			7005		0				90	9999	35	24		4					
373344	6		2400		0			成品家具	77204079			7005		0				60	9999	65	47		3					
373345	6		2400		0			成品家具	77204080			7005		0				90	9999	315	235		4					
373137	6		2200		0			成品家具	77215054			7001		0				60	9999	270	270		3					
373138	6		2200		0			成品家具	77215055			7001		0				60	9999	145	145		3					
376171	6		3704		0			成品家具	77015008			7013		0	1	13		90	1	1600	1600		4	HomeworldGroup_0008	11043			4
376172	6				0			成品家具	77308018					0	1	12		0	0	0	0		4					
376173	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376174	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376175	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376176	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376177	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376178	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376179	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376180	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376181	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376182	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376183	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
376184	6				0			成品家具	77308019					0	1	12		0	0	0	0		4			1		
364212	6		5000		0			成品家具	77112021			5005		1				30	9999	85	64		4					
370116	6		1000		0			成品家具	77200123			13001		9				90	9999	615	504		4				1	
374315	6		3200		0			成品家具	77203012			7002		0				90	9999	65	47		4					
374207	6		3100		0			成品家具	77205007			7007		0				60	9999	35	24		3					
374316	6		3200		0			成品家具	77206003			7002		0				90	9999	105	76		4					
373139	6		2200		0			成品家具	77215056			7001		0				90	9999	160	118		4					
373140	6		2200		0			成品家具	77215057			7001		0				90	9999	40	29		4					
373346	6		2400		0			成品家具	77204081			7005		0				90	9999	65	47		4					
373347	6		2400		0			成品家具	77204082			7005		0				90	9999	65	47		4					
374505	6		3600		0			成品家具	77215058			7012		15				60	9999	35	24		3					
371119	6		2400		0			成品家具	77200124			6003		0				90	9999	255	190		4					
371120	6		2400		0			成品家具	77200125			6003		0				60	9999	60	44		3					
360418	6		2500		0			成品家具	77208019			7008		3				60	9999	115	97		3					
372333	6		1800		0			成品家具	77213080			10003		0				20	9999	100	100		3					
372334	6		1800		0			成品家具	77213081			10003		0				20	9999	50	50		3					
372447	6		1900		0			成品家具	77213082			10004		0				20	9999	35	24		3					
372448	6		1900		0			成品家具	77213083			10004		0				20	9999	35	24		3					
364601	6		2410		0			成品家具	77320001			7005		0				20	9999	400	400		3					
364602	6		2410		0			成品家具	77320002			7005		0				20	9999	400	400		3					
364603	6		2410		0			成品家具	77320003			7005		0				20	9999	400	400		3					
364604	6		2410		0			成品家具	77320004			7005		0				20	9999	400	400		3					
364605	6		2410		0			成品家具	77320005			7005		0				20	9999	400	400		3					
364606	6		2410		0			成品家具	77320006			7005		0				20	9999	400	400		3					
364607	6		2410		0			成品家具	77320007			7005		0				20	9999	400	400		3					
364608	6		2410		0			成品家具	77320008			7005		0				20	9999	400	400		3					
364609	6		2410		0			成品家具	77320009			7005		0				20	9999	400	400		3					
364610	6		2410		0			成品家具	77320010			7005		0				20	9999	400	400		3					
364611	6		2410		0			成品家具	77320011			7005		0				20	9999	400	400		3					
364612	6		2410		0			成品家具	77320012			7005		0				20	9999	400	400		3					
364613	6		2410		0			成品家具	77320013			7005		0				20	9999	400	400		3					
364614	6		2410		0			成品家具	77320014			7005		0				20	9999	400	400		3					
364615	6		2410		0			成品家具	77320015			7005		0				20	9999	400	400		3					
364616	6		2410		0			成品家具	77320016			7005		0				20	9999	400	400		3					
364617	6		2410		0			成品家具	77320017			7005		0				20	9999	400	400		3					
364618	6		2410		0			成品家具	77320018			7005		0				20	9999	400	400		3					
364619	6		2410		0			成品家具	77320019			7005		0				20	9999	500	500		3					
364620	6		2410		0			成品家具	77320020			7005		0				20	9999	500	500		3					
373348	6		2400		0			成品家具	77204083			7005		3				90	9999	250	250		4					
373349	6		2400		0			成品家具	77204084			7005		3				90	9999	35	26		4					
364502	6		4900		0			成品家具	77112022			5006		1				90	9999	169	127		4					
364503	6		4900		0			成品家具	77112023			5006		1				90	9999	169	127		4					
364504	6		4900		0			成品家具	77112024			5006		1				90	9999	280	280		4					
373141	6		2200		0			成品家具	77215059			7001		0				90	9999	340	340		4					
363106	6		2500		0			成品家具	77108021			11003		3				90	9999	220	199		4					
363322	6		4800		0			成品家具	77115025			11002		3				90	9999	85	64		4					
370518	6		1400		0			成品家具	77200126			6006		0				90	9999	140	102		4					
373350	6		2400		0			成品家具	77204085			7005		0				90	9999	35	24		4					
373351	6		2200		0			成品家具	77204086			7001		0				90	9999	210	210		4					
373352	6		3100		0			成品家具	77204087			7007		0				90	9999	35	24		4					
373353	6		3300		0			成品家具	77204088			7004		0				90	9999	60	43		4					
373354	6		2400		0			成品家具	77204089			7005		0				90	9999	35	24		4					
373602	6		3500		0			成品家具	77115026			3007		0		17		200	9999	2550	2550		4					
363323	6		4800		0			成品家具	77115027			11002		3				20	9999	592	592		3					
363324	6		4700		0			成品家具	77115028			11001		3				90	9999	254	191		4					
362220	6		2400		0			成品家具	77104026			4002		0				30	9999	169	127		4					
371234	6		800		0			成品家具	77200127			6002		0				90	9999	315	315		4					
370700	6		1510		0			成品家具	77204101			13005		15				90	9999	335	261		4					
362221	6		2400		0			成品家具	77104027			4002		3				60	9999	85	64		3					
362222	6		2400		0			成品家具	77104028			4002		3				60	9999	85	64		3					
362223	6		2400		0			成品家具	77104029			4002		3				60	9999	85	64		3					
362224	6		2400		0			成品家具	77104030			4002		3				30	9999	85	64		2					
362225	6		2400		0			成品家具	77104031			4002		3				30	9999	85	64		2					
362226	6		2400		0			成品家具	77104032			4002		3				30	9999	85	64		2					
362227	6		2400		0			成品家具	77104033			4002		3				30	9999	169	127		2					
363325	6		4700		0			成品家具	77104034			11001		3				60	9999	169	127		3					
363326	6		4700		0			成品家具	77104035			11001		3				60	9999	169	127		3					
362305	6		4500		0			成品家具	77111005			4004		8				60	9999	85	64		3					
362306	6		4500		0			成品家具	77111006			4004		8				60	9999	85	64		3					
362307	6		4500		0			成品家具	77111007			4004		8				60	9999	85	64		3					
370701	6		1510		0			成品家具	77200128			13005		0				60	9999	160	118		3					
370702	6		1510		0			成品家具	77200129			13005		0				60	9999	65	47		3					
370703	6		1510		0			成品家具	77200130			13005		0				60	9999	135	99		3					
370704	6		1510		0			成品家具	77200131			13005		0				60	9999	65	47		3					
370311	6		2200		0			成品家具	77200132			7001		0				60	9999	65	47		3					
370312	6		2200		0			成品家具	77200133			7001		0				60	9999	95	71		3					
370313	6		2200		0			成品家具	77200134			7001		0				60	9999	65	47		3					
370314	6		1300		0			成品家具	77200135			6005		0				60	9999	210	157		3					
370315	6		1300		0			成品家具	77200136			6005		0				60	9999	95	71		3					
370316	6		1300		0			成品家具	77200137			6005		0				60	9999	65	47		3					
370317	6		1300		0			成品家具	77200138			6005		0				60	9999	160	118		3					
370318	6		2200		0			成品家具	77200139			7001		0				60	9999	35	24		3					
370319	6		1300		0			成品家具	77200140			6005		0				60	9999	65	47		3					
371235	6		3000		0			成品家具	77200141			7006		0				30	9999	35	24		2					
371236	6		3000		0			成品家具	77200142			7006		0				30	9999	35	24		2					
373142	6		2200		0			成品家具	77204090			7001		0				60	9999	45	31		3					
373143	6		2200		0			成品家具	77204091			7001		0				60	9999	35	24		3					
373144	6		2200		0			成品家具	77204092			7001		0				30	9999	35	24		2					
373145	6		2200		0			成品家具	77204093			7001		0				30	9999	35	24		2					
373146	6		2200		0			成品家具	77204094			7001		0				60	9999	65	47		3					
373355	6		2400		0			成品家具	77204095			7005		0				60	9999	65	47		3					
373356	6		2400		0			成品家具	77204096			7005		0				60	9999	35	24		3					
373357	6		2400		0			成品家具	77204097			7005		0				60	9999	260	218		3					
373358	6		2400		0			成品家具	77204098			7005		0				60	9999	35	24		3					
373359	6		2400		0			成品家具	77204099			7005		0				60	9999	35	24		3					
373360	6		2400		0			成品家具	77204100			7005		0				60	9999	45	34		3					
360419	6		2500		0			成品家具	77208020			7008		0				60	9999	165	147		3					
360420	6		2500		0			成品家具	77208021			7008		0				60	9999	85	74		3					
372449	6		1900		0			成品家具	77213084			10004		0				10	9999	35	24		2					
372450	6		1900		0			成品家具	77213085			10004		0				10	9999	35	24		2					
372451	6		1900		0			成品家具	77213086			10004		0				10	9999	35	24		2					
372452	6		1900		0			成品家具	77213087			10004		0				10	9999	35	24		2					
372453	6		1900		0			成品家具	77213088			10004		0				10	9999	65	65		2					
361317	6		3200		0			成品家具	77103016			3003		0				60	9999	169	127		3					
361107	6		3300		0			成品家具	77110022			3001		0				60	9999	86	65		3					
370320	6		1300		0			成品家具	77200143			6005		0				60	9999	95	71		3					
370321	6		1300		0			成品家具	77200144			6005		0				60	9999	130	96		3					
360421	6		2500		0			成品家具	77208022			7008		0				90	9999	115	97		4					
374031	6		2630		0			成品家具	77215060			7011		0		10		20	9999	160	160		3					
374032	6		2630		0			成品家具	77215061			7011		0		10		20	9999	160	160		3					
374033	6		2630		0			成品家具	77215062			7011		0		10		20	9999	160	160		3					
374034	6		2630		0			成品家具	77215063			7011		0		10		20	9999	160	160		3					
374035	6		2630		0			成品家具	77215064			7011		0		10		20	9999	160	160		3					
374036	6		2630		0			成品家具	77215065			7011		0		10		20	9999	160	160		3					
374037	6		2630		0			成品家具	77215066			7011		0		10		20	9999	160	160		3					
374038	6		2630		0			成品家具	77215067			7011		0		10		20	9999	160	160		3					
374039	6		2630		0			成品家具	77215068			7011		0		10		20	9999	160	160		3					
374040	6		2630		0			成品家具	77215069			7011		0		10		20	9999	160	160		3					
374041	6		2630		0			成品家具	77215070			7011		0		10		20	9999	160	160		3					
374042	6		2630		0			成品家具	77215071			7011		0		10		20	9999	160	160		3					
374051	6		2830		0			成品家具	77306090			14006		0		11		0	9999	0	0		3					
374052	6		2830		0			成品家具	77306091			14006		0		11		0	9999	0	0		3					
374053	6		2830		0			成品家具	77306092			14006		0		11		0	9999	0	0		3					
374054	6		2830		0			成品家具	77306093			14006		0		11		0	9999	0	0		3					
374055	6		2830		0			成品家具	77306094			14006		0		11		0	9999	0	0		3					
374056	6		2830		0			成品家具	77306095			14006		0		11		0	9999	0	0		3					
374057	6		2830		0			成品家具	77306096			14006		0		11		0	9999	0	0		3					
374058	6		2830		0			成品家具	77306097			14006		0		11		0	9999	0	0		3					
374059	6		2830		0			成品家具	77306098			14006		0		11		0	9999	0	0		3					
374060	6		2830		0			成品家具	77306099			14006		0		11		0	9999	0	0		3					
374061	6		2830		0			成品家具	77306100			14006		0		11		0	9999	0	0		3					
374062	6		2830		0			成品家具	77306101			14006		0		11		0	9999	0	0		3					
374071	6		2831		0			成品家具	77306102			14006		0		11		0	9999	0	0		3					
374072	6		2831		0			成品家具	77306103			14006		0		11		0	9999	0	0		3					
374073	6		2831		0			成品家具	77306104			14006		0		11		0	9999	0	0		3					
374074	6		2831		0			成品家具	77306105			14006		0		11		0	9999	0	0		3					
374081	6		2832		0			成品家具	77306106			14006		0		11		0	9999	0	0		3					
374082	6		2832		0			成品家具	77306107			14006		0		11		0	9999	0	0		3					
374083	6		2832		0			成品家具	77306108			14006		0		11		0	9999	0	0		3					
374084	6		2832		0			成品家具	77306109			14006		0		11		0	9999	0	0		3					
374085	6		2832		0			成品家具	77306110			14006		0		11		0	9999	0	0		3					
374091	6		2833		0			成品家具	77306111			14006		0		11		0	9999	0	0		3					
374092	6		2833		0			成品家具	77306112			14006		0		11		0	9999	0	0		3					
374093	6		2833		0			成品家具	77306113			14006		0		11		0	9999	0	0		3					
372108	6		1600		0			成品家具	77002013			10001		9				20	9999	35	16		3					
372109	6		1600		0			成品家具	77002014			10001		9				20	9999	35	16		3					
361318	6		3200		0			成品家具	77103017			3003		0				60	9999	85	64		3					
361503	6		4100		0			成品家具	77103018			3005		0				60	9999	169	127		3					
362228	6		2400		0			成品家具	77104036			4002		3				60	9999	85	64		3					
362229	6		2400		0			成品家具	77104037			4002		3				60	9999	85	64		3					
361504	6		4100		0			成品家具	77104038			3005		0				60	9999	693	693		3					
361505	6		2400		0			成品家具	77104039			4002		0				60	9999	85	64		3					
362231	6		2400		0			成品家具	77104040			4002		0				90	9999	85	64		4					
363107	6		2500		0			成品家具	77108022			11003		3				60	9999	220	199		3					
361108	6		3300		0			成品家具	77110024			3001		0				60	9999	85	64		3					
361212	6		3900		0			成品家具	77110025			3002		0				60	9999	254	191		3					
362308	6		4500		0			成品家具	77111008			4004		8				60	9999	85	64		3					
362309	6		4500		0			成品家具	77111009			4004		8				60	9999	85	64		3					
364213	6		5000		0			成品家具	77112026			5005		1				60	9999	85	64		3					
364214	6		5000		0			成品家具	77112027			5005		1				60	9999	85	64		3					
364215	6		5000		0			成品家具	77112028			5005		1				60	9999	141	106		3					
363327	6		4800		0			成品家具	77115029			11002		3				90	9999	254	254		4					
363328	6		4800		0			成品家具	77115030			11002		3				90	9999	539	461		4					
363329	6		4800		0			成品家具	77115031			11002		3				90	9999	85	64		4					
363330	6		4800		0			成品家具	77115032			11002		3				60	9999	169	127		3					
363331	6		4800		0			成品家具	77115033			11002		3				60	9999	169	127		3					
363332	6		4800		0			成品家具	77115034			11002		3				60	9999	85	64		3					
370705	6		1510		0			成品家具	77200145			13005		0				60	9999	110	54		3					
370706	6		1510		0			成品家具	77200146			13005		0				60	9999	125	63		3					
370707	6		1510		0			成品家具	77200147			13005		0				60	9999	125	94		3					
370708	6		1510		0			成品家具	77200148			13005		0				60	9999	125	82		3					
370709	6		1510		0			成品家具	77200149			13005		0				60	9999	125	94		3					
370710	6		1510		0			成品家具	77200150			13005		0				60	9999	125	63		3					
371122	6		2400		0			成品家具	77200151			6003		0				60	9999	65	65		3					
371123	6		2400		0			成品家具	77200152			6003		0				60	9999	65	65		3					
371124	6		2400		0			成品家具	77200153			6003		0				60	9999	50	50		3					
371125	6		2400		0			成品家具	77200154			6003		0				60	9999	65	65		3					
371237	6		800		0			成品家具	77200155			6002		0				60	9999	65	47		3					
371238	6		800		0			成品家具	77200156			6002		0				60	9999	220	165		3					
371239	6		800		0			成品家具	77200157			6002		0				60	9999	220	165		3					
372454	6		1900		0			成品家具	77213089			10004		0				10	9999	50	50		2					
372455	6		1900		0			成品家具	77213090			10004		0				10	9999	50	50		2					
372456	6		1900		0			成品家具	77213091			10004		0				20	9999	50	50		3					
372457	6		1900		0			成品家具	77213092			10004		0				20	9999	50	50		3					
372458	6		1900		0			成品家具	77213093			10004		0				20	9999	50	50		3					
372459	6		1900		0			成品家具	77213094			10004		0				20	9999	50	50		3					
372460	6		1900		0			成品家具	77213095			10004		0				20	9999	50	50		3					
372461	6		1900		0			成品家具	77213096			10004		0				20	9999	50	50		3					
372462	6		1900		0			成品家具	77213097			10004		0				20	9999	50	50		3					
372463	6		1900		0			成品家具	77213098			10004		0				20	9999	50	50		3					
372464	6		1900		0			成品家具	77213099			10004		0				20	9999	50	50		3					
372465	6		1900		0			成品家具	77213100			10004		0				20	9999	50	50		3					
372466	6		1900		0			成品家具	77213101			10004		0				20	9999	50	50		3					
372467	6		1900		0			成品家具	77213102			10004		0				20	9999	50	50		3					
372468	6		1900		0			成品家具	77213103			10004		0				10	9999	35	24		2					
372228	6		1700		0			成品家具	77214024			10002		0				20	9999	35	16		3					
372229	6		1700		0			成品家具	77214025			10002		0				20	9999	35	24		3					
374700	6		2640		0			成品家具	77320021			7011		0		10		30	9999	938	938		4					
374701	6		2840		0			成品家具	77320023			14007		0		11		0	9999	0	0		4					
374702	6		2840		0			成品家具	77320024			14007		0		11		0	9999	0	0		4					
374703	6		2840		0			成品家具	77320025			14007		0		11		0	9999	0	0		4					
374704	6		2841		0			成品家具	77320026			14007		0		11		0	9999	0	0		3					
374705	6		2841		0			成品家具	77320027			14007		0		11		0	9999	0	0		3					
374706	6		2841		0			成品家具	77320028			14007		0		11		0	9999	0	0		3					
374707	6		2842		0			成品家具	77320029			14007		0		11		0	9999	0	0		3					
374708	6		2842		0			成品家具	77320030			14007		0		11		0	9999	0	0		3					
374709	6		2842		0			成品家具	77320031			14007		0		11		0	9999	0	0		3					
374710	6		2843		0			成品家具	77320032			14007		0		11		0	9999	0	0		3					
374711	6		2843		0			成品家具	77320033			14007		0		11		0	9999	0	0		3					
374712	6		2843		0			成品家具	77320034			14007		0		11		0	9999	0	0		3					
374713	6		2844		0			成品家具	77320035			14007		0		11		0	9999	0	0		3					
374714	6		2844		0			成品家具	77320036			14007		0		11		0	9999	0	0		3					
374715	6		2844		0			成品家具	77320037			14007		0		11		0	9999	0	0		3					
361211	6		3900		0			成品家具	77110023			3002		0				30	9999	223	199		4					
364505	6		4900		0			成品家具	77112025			5006		1				30	9999	85	64		4					
375104	6		100		0			成品家具	77200158			12001		13		6	2204	750	9999	1085	1085		5					
360104	6		200		0			成品家具				1001		7		1		30	9999	0	0		3					
360204	6		300		0			成品家具				1002		6		1		30	9999	0	0		3					
360304	6		400		0			成品家具				1003		2		1		30	9999	0	0		3					
360504	6		500		0			成品家具	77108023			1004		5		1		60	9999	305	305		3					
364304	6		600		0			成品家具				1005		4		1		30	9999	0	0		3					
364404	6		700		0			成品家具				1006		10		1		30	9999	0	0		3					
370711	6		1510		0			成品家具	77200159			13005		9				90	9999	200	99		4				1	
370712	6		1510		0			成品家具	77200160			13005		9				90	9999	210	158		4				1	
370713	6		1510		0			成品家具	77200161			13005		9				90	9999	305	152		4				1	
370714	6		1510		0			成品家具	77200162			13005		9				90	9999	170	126		4				1	
370715	6		1510		0			成品家具	77200163			13005		9				90	9999	190	143		4				1	
370716	6		1510		0			成品家具	77200164			13005		9				90	9999	250	163		4				1	
372606	6		2100		0			成品家具	77002015			10006		9				60	9999	35	24		3			2		
372607	6		2100		0			成品家具	77002016			10006		9				60	9999	35	24		3			2		
361319	6		3200		0			成品家具	77103019			3003		0				60	9999	85	64		3					
361320	6		3200		0			成品家具	77103020			3003		0				60	9999	85	64		3					
361321	6		3200		0			成品家具	77103021			3003		0				60	9999	85	64		3					
361506	6		4100		0			成品家具	77103022			3005		0				60	9999	136	102		3					
363333	6		4800		0			成品家具	77104041			11002		3				90	9999	169	127		4					
363334	6		4800		0			成品家具	77104042			11002		3				90	9999	135	135		4					
362232	6		2400		0			成品家具	77104043			4002		3				20	9999	169	127		3					
362233	6		2400		0			成品家具	77104044			4002		0				90	9999	338	254		4					
362234	6		2400		0			成品家具	77104045			4002		3				60	9999	85	64		3					
363335	6		4800		0			成品家具	77104046			11002		3				60	9999	85	64		3					
363336	6		4800		0			成品家具	77104047			11002		3				60	9999	85	64		3					
363337	6		4800		0			成品家具	77104048			11002		3				60	9999	85	64		3					
362109	6		3100		0			成品家具	77105008			4001		0				60	9999	85	64		3					
362110	6		3100		0			成品家具	77105009			4001		0				60	9999	85	64		3					
362111	6		3100		0			成品家具	77105010			4001		0				60	9999	169	127		3					
363108	6		2500		0			成品家具	77108024			11003		0				60	9999	220	199		3					
361404	6		4200		0			成品家具	77109004			3006		0				90	9999	85	64		4					
361405	6		4200		0			成品家具	77109005			3006		0				60	9999	85	64		3					
361109	6		3300		0			成品家具	77110026			3001		0				60	9999	85	64		3					
361110	6		3300		0			成品家具	77110027			3001		0				60	9999	85	64		3					
361213	6		3900		0			成品家具	77110028			3002		0				90	9999	254	191		4					
361214	6		3900		0			成品家具	77110029			3002		0				90	9999	254	191		4					
364216	6		5000		0			成品家具	77112029			5005		1				90	9999	169	127		4					
362235	6		2400		0			成品家具	77115035			4002		0				60	9999	609	609		3					
362236	6		2400		0			成品家具	77115036			4002		0				90	9999	643	643		4					
362237	6		2400		0			成品家具	77115037			4002		0				90	9999	693	693		4					
370717	6		1510		0			成品家具	77200165			13005		9				90	9999	160	118		4				1	
370718	6		1510		0			成品家具	77200166			13005		0				60	9999	335	166		3					
370719	6		1510		0			成品家具	77200167			13005		0				60	9999	685	341		3					
370720	6		1510		0			成品家具	77200168			13005		0				60	9999	810	404		3					
370721	6		1510		0			成品家具	77200169			13005		0				60	9999	960	504		3					
370722	6		1510		0			成品家具	77200170			13005		0				60	9999	260	129		3					
370723	6		1510		0			成品家具	77200171			13005		0				60	9999	300	223		3					
370724	6		1510		0			成品家具	77200172			13005		0				90	9999	590	442		4					
370725	6		1510		0			成品家具	77200173			13005		9				90	9999	360	285		4				1	
370726	6		1510		0			成品家具	77200174			13005		0				60	9999	160	79		3					
370727	6		1510		0			成品家具	77200175			13005		0				60	9999	260	167		3					
370728	6		1510		0			成品家具	77200176			13005		0				60	9999	360	179		3					
370729	6		1510		0			成品家具	77200177			13005		0				60	9999	685	443		3					
373209	6		2300		0			成品家具	77204102			7003		0				30	9999	95	71		4					
373210	6		2300		0			成品家具	77204103			7003		0				30	9999	95	71		4					
373361	6		2400		0			成品家具	77204104			7005		0				60	9999	35	24		3					
371126	6		2400		0			成品家具	77204105			6003		0				90	9999	285	285		4					
371127	6		2400		0			成品家具	77204106			6003		0				90	9999	210	210		4					
372469	6		1900		0			成品家具	77207012			10004		0				30	9999	50	50		4					
360422	6		2500		0			成品家具	77208023			7008		0				90	9999	85	74		4					
360423	6		2500		0			成品家具	77208024			7008		0				60	9999	85	74		3					
360424	6		2500		0			成品家具	77208025			7008		0				90	9999	85	74		4					
372470	6		1900		0			成品家具	77213104			10004		0				20	9999	50	50		3					
372471	6		1900		0			成品家具	77213105			10004		0				20	9999	50	50		3					
372472	6		1900		0			成品家具	77213106			10004		0				20	9999	50	50		3					
372473	6		1900		0			成品家具	77213107			10004		0				20	9999	50	50		3					
372474	6		1900		0			成品家具	77213108			10004		0				20	9999	50	50		3					
372335	6		1800		0			成品家具	77213109			10003		0				20	9999	50	50		3					
372336	6		1800		0			成品家具	77213110			10003		0				20	9999	50	50		3					
372337	6		1800		0			成品家具	77213111			10003		0				20	9999	50	50		3					
372338	6		1800		0			成品家具	77213112			10003		0				10	9999	300	300		2					
372339	6		1800		0			成品家具	77213113			10003		0				10	9999	750	750		2					
373147	6		2200		0			成品家具	77215072			7001		0				90	9999	350	350		4					
371121	6		2400		0			成品家具	77200110			6003		0				90	9999	550	550		4					
360009	6		2400		0			成品家具	77200110			6003		0				90	9999	550	550		4					
360001	6				0									7		1		1	0	0	0		1					
360002	6				0									7		1		1	0	0	0		1					
360003	6				0									6		1		1	0	0	0		1					
360004	6				0									6		1		1	0	0	0		1					
360005	6				0									2		1		1	0	0	0		1					
360006	6				0									2		1		1	0	0	0		1					
360007	6				0									5		1		1	0	0	0		1					
360008	6				0									5		1		1	0	0	0		1					
373100	6				0				70310014					0				1	0	0	0		1					
373900	6				0				70290175					0		10		0	0	0	0		1					
373901	6				0				70290197					0		10		0	0	0	0		1					
373902	6				0				70290201					0		10		0	0	0	0		1					
373903	6				0				70290202					0		10		0	0	0	0		1					
373904	6				0				70290203					0		10		0	0	0	0		1					
