图鉴ID	类型	物品ID	序号	名称$text_name_Title	描述$text_name_Desc	图标	已废弃	解锁才显示	名称1$text_name_Title1	描述1$text_name_Desc1	任务1	名称2$text_name_Title2	描述2$text_name_Desc2	任务2
40350026	2	104326	4625		雷之国土的愿望是天光。自认通透一切的大君，永远企图将高天之光彩尽收囊中。然而无从分享的愿景，却反令须臾之人更加炽烈地追求，犹如飞蛾扑火。									
40350027	2	104327	4626		雷之国土的愿望是天光。即使晖光被重重雷云所掩盖，鸣神的国土之上，依旧有志士如云雀般突破雷光与天之怒海，追寻天光之迹，哪怕迎来冷酷的殛灭。									
40350028	2	104328	4627		雷之国土的愿望是天光。即使永远生活在地下，人也会不屈地祈求天光。人总是追逐超越，无可止步。静止封闭的永恒亦固然壮丽，但其本质终究是死亡。									
40350029	2	104329	4628		「诤言」是智慧之国的枝干。诤言出于纯净的心智。唯有清醒纯善的言语，方能表达深秘的智慧，令睿智之种突破傲慢的壅阻，生根繁茂。									
40350030	2	104330	4629		「诤言」是智慧之国的枝干。诤言相伴巧妙的思虑。多思多虑方能出言谦逊明晰，令智者折服，使愚者醒悟，让智慧如川流一般畅通不息。									
40350031	2	104331	4630		「诤言」是智慧之国的枝干。诤言终于至善的操行。行为赋予言语真实含义，言、思、行的协同一致，是令智慧之树结出善果的丰厚养分。									
40350032	2	104332	4631		「巧思」是智慧之国的叶脉。巧思生自良善的意旨。所谓「毒树不结善果」，良善坚定的意念才能孕育巧妙周到的思谋，方不玷污智慧之名。									
40350033	2	104333	4632		「巧思」是智慧之国的叶脉。巧思引导正直的言语。巧妙而周密的向善思索，令出口之言不偏离福祉之正道；怠慢与歹意则令言行卑劣不堪。									
40350034	2	104334	4633		「巧思」是智慧之国的叶脉。巧思成于谐和的品行。行为赋予思想完美形态，思、言、行的彼此印证，是令智慧之树绽放出花朵的忠实基干。									
40350035	2	104335	4634		「笃行」是智慧之国的根系。笃行源于明晰的真性。不懈求索的实践，正是一切智慧最终显现的必经之途。不拘善行，明思与雅言亦无土壤。									
40350036	2	104336	4635		「笃行」是智慧之国的根系。笃行印证直率的言说。所思所行皆是为善，仍不可称之为智慧。智慧孕育于行动之中，为正直的言语篆下封印。									
40350037	2	104337	4636		「笃行」是智慧之国的根系。笃行促生智慧的果实。行为实证行为本身的意义，行、言、思的联结一体，是令贤智之人得见完美的唯一通途。									
40350019	2	104319	4637		远古时期，承载与传授智识所用的仪式器具。尽管如今，智慧居于言语及典籍中，但「智识之冕」中残存的力量与智慧仍能给如今的人们带来伟大的突破吧。									
40352001	2	107010	4701		某种浓郁的生命力与龙脊雪山的特殊能量结合产生的结晶。对于渴求生长的忍冬之树，是绝好的「养分」。\n在冻结龙脊雪山的「长钉」降下时，这棵树的茎干与树冠曾经被散落的碎片摧毁、冻结。直到很久以后，当漆黑的龙陨落在山谷之中，龙的血液渗入地脉；又在很久以后，有人消解了冰封的桎梏，让汲取了「绯红」的古树再度发出新芽…			1						
40400001	3	220001	6001		与风之七天神像有着某种近似特性的人造石盘，能与风神瞳产生共鸣。神瞳共鸣石是对古代建立在大地各处的七天神像的拙劣仿造。有人认为，它寻找神瞳的力量源于自身的拙劣，这种拙劣驱使它渴求神像的力量，以替代真正的神像。									
40400002	3	220002	6002		在某种神秘性质上拟似岩之七天神像的精巧石盘，会将人引向岩神瞳所在之处。神瞳代表着神像佚失的力量。将其供奉归还的话，对神眷顾着的土地或许也有重要的意义。									
40400023	3	220032	6003		有着与雷之七天神像共鸣的力量的奇特石盘。因为这种性质，也能感知神瞳的存在。在无边无际的漫长的岁月中，宏伟的城池与造像也会被风雨侵蚀，七天神像的力量也会慢慢逸散。但逸散的力量会结成「神瞳」的形象，无声呼唤着只属于它的神像。									
40400037	3	220057	6004		具有与草之七天神像相似性质的奇特护符。因此，也会被草元素的神瞳所吸引。\n芳草与树木、藤蔓与花，仰赖草元素的生命具有诸多形态。尽管有着形态的差别，尽管生命与生命是具有隔阂的，但来自同一片大地的，最终也会回归同一片大地。									
40400009	3	220009	6011		能寻找附近的宝箱的便利道具。寻宝罗盘的指针并不遵循大地的磁场转动，而是沿着地脉，寻找附近的财宝。听说也有冒险家反对使用这样的道具，因为「寻宝的价值在于过程，而非结果」这样的执着…									
40400003	3	220003	6012		能寻找附近的宝箱的便利道具。岩之国土物产丰富，山间与原野各处都藏着财宝。据说这样的神奇罗盘是所有盗宝团梦寐以求的珍宝。									
40400025	3	220034	6013		能寻找附近的宝箱的便利道具。雷之列岛的土地曾经受过诸多伤害。伴随着创伤与恢复而来的是遍布各岛的诸多宝藏。在实施锁国之前，无数的旅人、行商、冒险者与盗宝团的足迹遍布稻妻；而如今虽然限制了出入，但即使是锁国的雷暴，也难以阻止渴慕珍宝的人…									
40400038	3	220058	6014		能够寻找附近的宝箱的便利道具。对一些人而言，生命的意义在于探索与开拓吧。而在探索与开拓的终点，往往有着丰厚的宝藏等着他们。\n旅途当中有的人最终会寻得自己的宿命。而他们留下的经验、故事与财富则成为了后人追寻的宝藏。									
40400004	3	220004	6021		西风骑士团的学者设计了这种能善加利用风神恩惠的道具，让骑士团成员的侦察与旅行更加便利。但正统地使用风之翼需要「飞行执照」，所以反而从法规的层面上减少了它的使用率。									
40400005	3	220005	6031		模仿传送锚点创造的道具，一定程度上能与地脉相连，实现传送的功能。对神之眼持有者而言，应当是非常便利的小物件。但也有学者认为，传送锚点的运作原理还没有完全解明，这种拙劣的人造仿制品可能会带来未知的负面影响…？									
40400006	3	220006	6032		能在几乎任何地方快速架设烹饪的神奇锅炉。璃月的土地广袤、地形错综复杂；璃月人爱好美食。能同时体现这些特点的，恐怕就是这种便携烹饪用锅。利用这种装置，即使身处绝云间的高峰，或是在孤云阁的礁岛上，都能随时做出新鲜的菜肴。									
40400007	3	220007	6033		蕴含着充沛能量的晶体。银白的古树与花连接着地脉，而树脂蕴含的能量能疏通地脉的管道，提炼淤滞其中的物质。因为浓缩树脂特殊的性质，同时只能持有的数量很小。									
40400008	3	220008	6034		西风骑士团的某位炼金术士设计的特殊道具，能将大部分美食转化为能瞬间摄入的「营养物质」。尽管对这位炼金术士而言，这种做法无疑能大大提高营养补充的效率，但愿意使用它的骑士似乎不多…									
40400013	3	220017	6035		「温暖仙灵」是依据气候剧变而进化的形态，能为渴求温暖的人提供慰藉。而这种便利道具，则是曾在雪山挣扎求生的人，依据仙灵的变化创造出的模拟道具。									
40400015	3	220021	6036		从遗迹中发现的古代神秘仪器，具有加速循环，使物质发生「质变」的力量。普遍而言，地上地下的一切都在循环，记忆与元素在地脉中恒常奔涌，腐烂的日落果会回归尘泥，而泥土中生长出来的树木终有一天也会结出晶莹的果实吧…									
40400017	3	220023	6037		只是一个仍然好奇的纯水精灵，只想要看看世界。说不定和「迷你仙灵·露草」很合得来。不可以把它融合掉哦。			1						
40400018	3	220024	6038		气球在风之国土有着特殊的意义，因为它的意象代表着随风而行的无拘无束。当然实际上气球上升至一定的高度之后就会因为气压破裂。			1						
40400020	3	220026	6039											
40400026	3	220035	6040		具有某种神奇力量的道具。在「天狗」的手中，可以发挥各种各样的力量；而在一般人的手里，也能在空游时发挥「让身体稍微变得轻盈一点」程度的能力。\n传说中，初代的创立岩藏流的道胤与一名影向天狗有约，每年都会真剑决斗一回。在这一流派引以为傲的秘剑成型之前，他的剑完全无法触及利用其族类所掌握的「神通力」自在空游的天狗。因此，与其说是决斗，不如说是天狗在戏耍人。									
40400030	3	220039	6101		曾经毁灭鹤观的雷鸟留下的翎羽，其中寄宿着许多记忆与力量。\n因为透过雾海也能望见的耀眼形姿，一度成为彷徨在迷雾中的鹤观人的崇拜对象，而雷鸟落下的羽毛也是失落的鹤观乐器「木簧笛」的原本。\n最后由于变故，雷鸟在盛怒之下毁灭了鹤观的文明；一些年月之后，最终又被消灭在清籁岛。			1						
40400031	3	220045	6102		「式大将」所赠的礼物，极具灵性的「拓本」。随着惟神晴之介辞去，散落在「诀箓阴阳寮」中的「拓本」日益衰损，逐渐沦为记忆与符法之力的碎片。但也正是因此，「式小将」可谓吉光片羽。它或许是唯一还能与「式大将」时刻保持联系的拓本，承载着式大将对挚友的珍重情谊。			1						
40400033	3	220047	6103					1						
40400034	3	220048	6104		来自层岩巨渊的特异晶体，在特殊的环境下能发出明亮的光芒。\n成分而言与仅在层岩巨渊出产的琉璃晶砂有相当的共同之处。\n无论是流明石本身抑或是琉璃晶砂，在层岩巨渊之外都不曾出产，或许与此地的地脉有着密不可分的关系吧。\n但愿它能如同掌心的小太阳一样，为黑暗中的跋涉带来些许光亮、些许慰藉。			1						
40400044	3	120011	6105		耗尽全部力量的苦舍桓，看起来已经枯萎了，但留存了宝贵记忆的种子仍然没有死去。\n毕竟记忆不是久远的死物，也不是无生命的泥土。记忆总会随着创造而轮回复生，遗忘无从击败它。正如这枚苦舍桓，仍在等待着新的友谊滋润其生命。			1						
40400036	3	220055	6106		来到桓那兰那后，得到的空白之书。过去似乎也曾为兰那罗的人类朋友所拥有，这当中或许有着奇妙的因缘吧。\n用来记载与兰那罗一同冒险的故事吧。			1						
40400039	3	220059	6107		在须弥的林野中有时能够见到的神秘护符，具有召集草木力量的能力。\n为了防止沙漠入侵森林，以及在更黑暗的岁月中，为了抵御恶兽的入侵，树木藤蔓会结成严密的藩篱。\n树王会将这种护符交给人们，使他们能不受阻碍地穿行在树篱的迷宫中，得到溪流与月光的指引。\n在树王与森林之王死后，迷宫消失了，森林也失去了这样的智性。\n即使如此，须弥人仍然记得这种护符所象征的森林的护佑。而森林也会响应这种护符的请求，提供自己的力量。					在须弥的林野中有时能够见到的神秘护符，具有召集草木力量的能力。\n为了防止沙漠入侵森林，以及在更黑暗的岁月中，为了抵御恶兽的入侵，树木藤蔓会结成严密的藩篱。\n草木的神明会将这种护符交给人们，使他们能不受阻碍地穿行在树篱的迷宫中，得到溪流与月光的指引。\n后来，迷宫消失了，森林也失去了这样的智性。\n即使如此，须弥人仍然记得这种护符所象征的森林的护佑。而森林也会响应这种护符的请求，提供自己的力量。	302819			
40400040	3	220060	6108		教令院的年轻学者有着利用实验器材进行烹饪的习惯。为了提高效率，节约时间，专精于机关的「妙论派」中有人发明了这种能将矿物中的能量提取出来，增加功率的装置。\n用这种灯来煮咖啡、烤肉是一件很有研究室风情的事情，因此在学者之中相当流行，也有好事者进行了各种改造。\n手中的这盏超燃灯是准备进行投产的民用试验型，限制了出力功率，消除了明火，以降低安全隐患。									
40400042	3	220065	6109		能够稳定钓鱼时鱼线承受压力的小装置。原型是一位枫丹发明家的无用小发明，长时间处于无人问津的状态。直到被枫丹钓鱼协会发现，几经改造才有了如今的鱼线稳定器。成品一经问世，就受到了大多成员的认可，渐渐推广到了其他地区。\n在至冬国的推广尤为顺利，据说是因为受到了某位执行官大人的喜爱。			1						
40400043	3	220066	6110		从维摩庄的阿玛兹亚处借来的老旧诗琴。蒙德有诗与歌的传统。吟游诗人会将自己乐器称为自己的「挚友」、「伴侣」，因此将乐器作为信物托付给阿玛兹亚无疑是十分亲密、充满信赖的行为，而将其交给你无疑也是出于信任与认可吧。\n依照阿玛兹亚的说法，起初将诗琴交给他的人似乎已经消失在了森林中。			1						
40400045	3	220067	6111		「蹦蹦是可莉的好朋友，也是一起炸鱼的好帮手，但庆典上把蹦蹦拿出来会被琴团长凶的…不过你别担心，在阿贝多哥哥的完美改良下，蹦蹦已经有了全新的本领！你看，只要拉一下它的小尾巴，就能放出好多漂亮的彩带！」			1						
40400046	3	220069	6112					1						
40400047	3	220074	6113					1						
40400048	3	220056	6114											
40400010	3	220014	6041		水色的迷你仙灵。和其他的仙灵不同，似乎不想引导人，而是随着人去看看这个世界。			1						
40400011	3	220015	6042		粉色的迷你仙灵。虽然不能说话，但会默默随着自己钟情的旅人走遍世界。			1						
40400012	3	220016	6043		金色的迷你仙灵。散发着与摩拉近似的气息，传说这种颜色的仙灵象征着幸运。			1						
40400028	3	220038	6044		紫色的迷你仙灵。色泽和雷元素有几分相似的迷你仙灵，如果触碰的话，不知道会不会有酥酥麻麻的感觉。			1						
40400041	3	220062	6045		绿色的迷你仙灵。每次靠近树木时，它都会格外高兴。			1						
40400014	3	220018	6051		来自枫丹的奇特道具，能将景象牢牢记录下来。对巡游世界的旅行者而言，值得纪念的景象、值得铭记于心的人物应当相当多吧。									
40400016	3	220020	6052		来自枫丹的奇特道具。与普通的留影机不同，将景象牢牢记录下来之余，还能在印出的画像上附带特殊的色彩。这种设计，是针对枫丹的通讯社「蒸汽鸟」希望留影机除了反映景象，也能反映拍摄者的情绪而做的。但最终产品没能实现「蒸汽鸟」的需求。			1						
40400027	3	220036	6052		神秘的「透镜」，原本是一台特殊「留影机」上的一部分。\n据说在很久以前，传说中的「狐斋宫大人」曾经将一件法器作为退邪之物赠与彼时柊家家主弘嗣。柊以其为透镜部件的材料，后来从异国定做了特殊的留影机，并将其作为情谊的象征，回赠鸣神大社。那台留影机据称能够记录思念与记忆。精密的机械部件随着岁月朽坏了，但特制的透镜仍然能观测不存在于现世的事物。			1						
40400019	3	220025	6061		做工极为精致的乐器，在善于演奏的人手中，能奏响清澈动人的乐曲。\n蒙德有着诗与歌的传统，所以在此类乐器的研究上也有着悠久的历史。吟游诗人以自己的音乐、诗为傲，而乐器也会以自己的主人及诗歌的传统为豪吧。			1						
40400029	3	220044	6062		材质特异，工艺与市面流行之物大为不同的奇异乐器。空灵的弦音中似乎蕴含着一股不可捉摸的力量，甚至能勾出乐者心中潜藏的幻想。\n璃月有古诫：镜花迷眼，泥形溺心则陷。			1						
40400035	3	220051	6063		外观普普通通的小鼓，在各处都很常见。			1						
40400021	3	220027	6071		以纯净的鸟羽和坚韧的布料所制作的「特殊的羽球」，是蒙德传统节日「羽球节」的核心。\n鸟是御风而行的生灵，鸟羽享有「乘风的祝福」。因此蒙德民众始终深信着，羽球不仅能带来巴巴托斯的护佑，还拥有奇妙的力量…			1						
40400022	3	220028	6081		装有各式器具的工具箱，可以修理「浪船」所受的损伤。\n浪船对于居无定所的永恒旅人而言，是如同真正属于自己的「小屋」一般的存在。要好好珍惜爱护它。			1						
40400024	3	220033	6091											
40400032	3	220043	6092		利用「阴阳术式」，制造的「网」。可以拘出小动物的神形，并且以其为媒介，再次化出小动物的形体。在稻妻的某处，存在着利用「阴阳术」再现魔物、寇首的战斗训练场地；这种「网」的技术或许就是知识与力量在年月的磨损中劣化后，又再现出来的产物吧。			1						
