对话ID,触发方式,启用模式,[触发条件]组合,[触发条件]1类型,[触发条件]1参数1,[触发条件]1参数2,[触发条件]1参数3,[触发条件]2类型,[触发条件]2参数1,[触发条件]2参数2,[触发条件]2参数3,[触发条件]3类型,[触发条件]3参数1,[触发条件]3参数2,优先级,后续对话ID,初始台词ID,台词装饰ID,演员NpcID,专属父任务ID,额外加载标识ID,标识屏蔽NpcID,[完成执行]1类型,[完成执行]1参数1,[完成执行]1参数2,[完成执行]1参数3,[完成执行]2类型,[完成执行]2参数1,[完成执行]2参数2,[完成执行]2参数3
48511,2,1,,1,48511,2,,,,,,,,,,,4851101,,1002,485,,,,,,,,,,
48503,2,1,,1,48503,2,,,,,,,,,,,4850301,,1002,485,,,,,,,,,,
48506,2,1,,1,48506,2,,,,,,,,,,,4850601,,1002,485,,,,,,,,,,
48508,2,1,,1,48508,2,,,,,,,,,,,4850801,,1002,485,,,,,,,,,,
50001,2,1,,1,50001,2,,,,,,,,,3,,5000101,,20107,,,,,,,,,,,
50002,2,1,,1,50002,2,,,,,,,,,3,,5000201,,20107,,,,,,,,,,,
50003,2,1,,1,50003,2,,,,,,,,,3,,5000301,,20107,,,,,,,,,,,
50004,2,1,,1,50004,2,,,,,,,,,3,,5000401,,20107,,,,,,,,,,,
50005,2,1,,1,50005,2,,,,,,,,,3,,5000501,,20107,,,,,,,,,,,
50006,2,1,,1,50006,2,,,,,,,,,3,,5000601,,20107,,,,,,,,,,,
50007,2,1,,1,50007,2,,,,,,,,,3,,5000701,,20107,,,,,,,,,,,
50008,2,1,,1,50008,2,,,,,,,,,3,,5000801,,20107,,,,,,,,,,,
50009,2,1,,1,50009,2,,,,,,,,,3,,5000901,,20107,,,,,,,,,,,
50010,2,1,,1,50010,2,,,,,,,,,3,,5001001,,20107,,,,,,,,,,,
50011,2,1,,1,50011,2,,,,,,,,,3,,5001101,,20107,,,,,,,,,,,
50101,2,1,,1,50101,2,,,,,,,,,3,,5010101,,20104,,,,,,,,,,,
50102,2,1,,1,50102,2,,,,,,,,,3,,5010201,,20104,,,,,,,,,,,
50103,2,1,,1,50103,2,,,,,,,,,3,,5010301,,20104,,,,,,,,,,,
50104,2,1,,1,50104,2,,,,,,,,,3,,5010401,,20104,,,,,,,,,,,
50105,2,1,,1,50105,2,,,,,,,,,3,,5010501,,20104,,,,,,,,,,,
50106,2,1,,1,50106,2,,,,,,,,,3,,5010601,,20104,,,,,,,,,,,
50107,2,1,,1,50107,2,,,,,,,,,3,,5010701,,20104,,,,,,,,,,,
50108,2,1,,1,50108,2,,,,,,,,,3,,5010801,,20104,,,,,,,,,,,
50109,2,1,,1,50109,2,,,,,,,,,3,,5010901,,20104,,,,,,,,,,,
50110,2,1,,1,50110,2,,,,,,,,,3,,5011001,,20104,,,,,,,,,,,
50111,2,1,,1,50111,2,,,,,,,,,3,,5011101,,20104,,,,,,,,,,,
50112,2,1,,1,50112,2,,,,,,,,,3,,5011201,,20104,,,,,,,,,,,
50113,2,1,,1,50113,2,,,,,,,,,3,,5011301,,20104,,,,,,,,,,,
50114,2,1,,1,50114,2,,,,,,,,,3,,5011401,,20104,,,,,,,,,,,
50115,2,1,,1,50115,2,,,,,,,,,3,,5011501,,20104,,,,,,,,,,,
50116,2,1,,1,50116,2,,,,,,,,,3,,5011601,,20104,,,,,,,,,,,
50117,2,1,,1,50117,2,,,,,,,,,3,,5011701,,20104,,,,,,,,,,,
50118,2,1,,1,50118,2,,,,,,,,,3,,5011801,,20104,,,,,,,,,,,
50201,2,1,,1,50201,2,,,,,,,,,3,,5020101,,20106,,,,,,,,,,,
50202,2,1,,1,50202,2,,,,,,,,,3,,5020201,,20106,,,,,,,,,,,
50203,2,1,,1,50203,2,,,,,,,,,3,,5020301,,20106,,,,,,,,,,,
50204,2,1,,1,50204,2,,,,,,,,,3,,5020401,,20106,,,,,,,,,,,
50205,2,1,,1,50205,2,,,,,,,,,3,,5020501,,20106,,,,,,,,,,,
50206,2,1,,1,50206,2,,,,,,,,,3,,5020601,,20106,,,,,,,,,,,
50207,2,1,,1,50207,2,,,,,,,,,3,,5020701,,20106,,,,,,,,,,,
50208,2,1,,1,50208,2,,,,,,,,,3,,5020801,,20106,,,,,,,,,,,
50209,2,1,,1,50209,2,,,,,,,,,3,,5020901,,20106,,,,,,,,,,,
50210,2,1,,1,50210,2,,,,,,,,,3,,5021001,,20106,,,,,,,,,,,
50211,2,1,,1,50211,2,,,,,,,,,3,,5021101,,20106,,,,,,,,,,,
50212,2,1,,1,50212,2,,,,,,,,,3,,5021201,,20106,,,,,,,,,,,
50213,2,1,,1,50213,2,,,,,,,,,3,,5021301,,20106,,,,,,,,,,,
50301,2,1,,1,50301,2,,,,,,,,,3,,5030101,,20105,,,,,,,,,,,
50302,2,1,,1,50302,2,,,,,,,,,3,,5030201,,20105,,,,,,,,,,,
50303,2,1,,1,50303,2,,,,,,,,,3,,5030301,,20105,,,,,,,,,,,
50304,2,1,,1,50304,2,,,,,,,,,3,,5030401,,20105,,,,,,,,,,,
50305,2,1,,1,50305,2,,,,,,,,,3,,5030501,,20105,,,,,,,,,,,
50306,2,1,,1,50306,2,,,,,,,,,3,,5030601,,20105,,,,,,,,,,,
50307,2,1,,1,50307,2,,,,,,,,,3,,5030701,,20105,,,,,,,,,,,
50308,2,1,,1,50308,2,,,,,,,,,3,,5030801,,20105,,,,,,,,,,,
50309,2,1,,1,50309,2,,,,,,,,,3,,5030901,,20105,,,,,,,,,,,
50310,2,1,,1,50310,2,,,,,,,,,3,,5031001,,20105,,,,,,,,,,,
50311,2,1,,1,50311,2,,,,,,,,,3,,5031101,,20105,,,,,,,,,,,
50312,2,1,,1,50312,2,,,,,,,,,3,,5031201,,20105,,,,,,,,,,,
50313,2,1,,1,50313,2,,,,,,,,,3,,5031301,,20105,,,,,,,,,,,
50314,2,1,,1,50314,2,,,,,,,,,3,,5031401,,20105,,,,,,,,,,,
50315,2,1,,1,50315,2,,,,,,,,,3,,5031501,,20105,,,,,,,,,,,
50316,2,1,,1,50316,2,,,,,,,,,3,,5031601,,20105,,,,,,,,,,,
50317,2,1,,1,50317,2,,,,,,,,,3,,5031701,,20105,,,,,,,,,,,
50318,2,1,,1,50318,2,,,,,,,,,3,,5031801,,20105,,,,,,,,,,,
50401,2,1,,1,50401,2,,,,,,,,,3,,5040101,,20135,,,,,,,,,,,
50402,2,1,,1,50402,2,,,,,,,,,3,,5040201,,20135,,,,,,,,,,,
50403,2,1,,1,50403,2,,,,,,,,,3,,5040301,,20135,,,,,,,,,,,
50404,2,1,,1,50404,2,,,,,,,,,3,,5040401,,20135,,,,,,,,,,,
50405,2,1,,1,50405,2,,,,,,,,,3,,5040501,,20135,,,,,,,,,,,
50406,2,1,,1,50406,2,,,,,,,,,3,,5040601,,20135,,,,,,,,,,,
50407,2,1,,1,50407,2,,,,,,,,,3,,5040701,,20135,,,,,,,,,,,
50408,2,1,,1,50408,2,,,,,,,,,3,,5040801,,20135,,,,,,,,,,,
50409,2,1,,1,50409,2,,,,,,,,,3,,5040901,,20135,,,,,,,,,,,
50410,2,1,,1,50410,2,,,,,,,,,3,,5041001,,20135,,,,,,,,,,,
50411,2,1,,1,50411,2,,,,,,,,,3,,5041101,,20135,,,,,,,,,,,
50412,2,1,,1,50412,2,,,,,,,,,3,,5041201,,20135,,,,,,,,,,,
50413,2,1,,1,50413,2,,,,,,,,,3,,5041301,,20135,,,,,,,,,,,
50414,2,1,,1,50414,2,,,,,,,,,3,,5041401,,20135,,,,,,,,,,,
50415,2,1,,1,50415,2,,,,,,,,,3,,5041501,,20135,,,,,,,,,,,
50416,2,1,,1,50416,2,,,,,,,,,3,,5041601,,20135,,,,,,,,,,,
50417,2,1,,1,50417,2,,,,,,,,,3,,5041701,,20135,,,,,,,,,,,
50418,2,1,,1,50418,2,,,,,,,,,3,,5041801,,20135,,,,,,,,,,,
50419,2,1,,1,50419,2,,,,,,,,,3,,5041901,,20135,,,,,,,,,,,
50420,2,1,,1,50420,2,,,,,,,,,3,,5042001,,20135,,,,,,,,,,,
50421,2,1,,1,50421,2,,,,,,,,,3,,5042101,,20135,,,,,,,,,,,
50425,2,1,,,,,,,,,,,,,3,,5042501,,20400,,,,,,,,,,,
50426,2,1,,,,,,,,,,,,,3,,5042601,,20401,,,,,,,,,,,
50427,2,1,,,,,,,,,,,,,3,,5042701,,20402,,,,,,,,,,,
50429,2,1,,,,,,,,,,,,,3,,5042901,,20404,,,,,,,,,,,
50430,2,1,,,,,,,,,,,,,3,,5043001,,20405,,,,,,,,,,,
50431,2,1,,,,,,,,,,,,,3,,5043101,,20406,,,,,,,,,,,
50432,2,1,,,,,,,,,,,,,3,,5043201,,20407,,,,,,,,,,,
50433,2,1,,,,,,,,,,,,,3,,5043301,,20408,,,,,,,,,,,
50434,2,1,,,,,,,,,,,,,3,,5043401,,20409,,,,,,,,,,,
50435,2,1,,,,,,,,,,,,,3,,5043501,,20410,,,,,,,,,,,
50436,2,1,,,,,,,,,,,,,3,,5043601,,20411,,,,,,,,,,,
50437,2,1,,1,202102,3,,,,,,,,,4,,5043701,,20409,,,,,,,,,,,
50438,2,1,,1,1204209,3,,,,,,,,,4,,5043801,,20401,,,,,,,,,,,
50439,2,1,,1,1204209,3,,,,,,,,,4,,5043901,,20407,,,,,,,,,,,
50501,2,1,,1,50501,2,,,,,,,,,3,,5050101,,20403,,,,,,,,,,,
50502,2,1,,1,50502,2,,,,,,,,,3,,5050201,,20403,,,,,,,,,,,
50503,2,1,,1,50503,2,,,,,,,,,3,,5050301,,20403,,,,,,,,,,,
50504,2,1,,1,50504,2,,,,,,,,,3,,5050401,,20403,,,,,,,,,,,
50505,2,1,,1,50505,2,,,,,,,,,3,,5050501,,20403,,,,,,,,,,,
50506,2,1,,1,50506,2,,,,,,,,,3,,5050601,,20403,,,,,,,,,,,
50507,2,1,,1,50507,2,,,,,,,,,3,,5050701,,20403,,,,,,,,,,,
50508,2,1,,1,50508,2,,,,,,,,,3,,5050801,,20403,,,,,,,,,,,
50509,2,1,,1,50509,2,,,,,,,,,3,,5050901,,20403,,,,,,,,,,,
50510,2,1,,1,50510,2,,,,,,,,,3,,5051001,,20403,,,,,,,,,,,
50511,2,1,,1,50511,2,,,,,,,,,3,,5051101,,20403,,,,,,,,,,,
51901,2,1,,1,51901,2,,,,,,,,,4,,5050101,,20403,,,,,,,,,,,
51902,2,1,,1,51902,2,,,,,,,,,4,,5051501,,20403,,,,,,,,,,,
51903,2,1,,1,51903,2,,,,,,,,,4,,5050301,,20403,,,,,,,,,,,
51904,2,1,,1,51904,2,,,,,,,,,4,,5050401,,20403,,,,,,,,,,,
51905,2,1,,1,51905,2,,,,,,,,,4,,5050501,,20403,,,,,,,,,,,
51906,2,1,,1,51906,2,,,,,,,,,4,,5051601,,20403,,,,,,,,,,,
51907,2,1,,1,51907,2,,,,,,,,,4,,5050701,,20403,,,,,,,,,,,
51908,2,1,,1,51908,2,,,,,,,,,4,,5050801,,20403,,,,,,,,,,,
51909,2,1,,1,51909,2,,,,,,,,,4,,5051701,,20403,,,,,,,,,,,
51910,2,1,,1,51910,2,,,,,,,,,4,,5051001,,20403,,,,,,,,,,,
51911,2,1,,1,51911,2,,,,,,,,,4,,5051101,,20403,,,,,,,,,,,
52001,2,1,,1,52001,2,,,,,,,,,5,,5200101,,20403,,,,,,,,,,,
52002,2,1,,1,52002,2,,,,,,,,,5,,5200201,,20403,,,,,,,,,,,
52003,2,1,,1,52003,2,,,,,,,,,5,,5050301,,20403,,,,,,,,,,,
52004,2,1,,1,52004,2,,,,,,,,,5,,5050401,,20403,,,,,,,,,,,
52005,2,1,,1,52005,2,,,,,,,,,5,,5050501,,20403,,,,,,,,,,,
52006,2,1,,1,52006,2,,,,,,,,,5,,5051601,,20403,,,,,,,,,,,
52007,2,1,,1,52007,2,,,,,,,,,5,,5050701,,20403,,,,,,,,,,,
52008,2,1,,1,52008,2,,,,,,,,,5,,5050801,,20403,,,,,,,,,,,
52009,2,1,,1,52009,2,,,,,,,,,5,,5051701,,20403,,,,,,,,,,,
52010,2,1,,1,52010,2,,,,,,,,,5,,5051001,,20403,,,,,,,,,,,
52011,2,1,,1,52011,2,,,,,,,,,5,,5051101,,20403,,,,,,,,,,,
50601,2,1,,1,50601,2,,,,,,,,,3,,5060101,,20412,,,,,,,,,,,
50602,2,1,,1,50602,2,,,,,,,,,3,,5060201,,20412,,,,,,,,,,,
50603,2,1,,1,50603,2,,,,,,,,,3,,5060301,,20412,,,,,,,,,,,
50604,2,1,,1,50604,2,,,,,,,,,3,,5060401,,20412,,,,,,,,,,,
50605,2,1,,1,50605,2,,,,,,,,,3,,5060501,,20412,,,,,,,,,,,
50606,2,1,,1,50606,2,,,,,,,,,3,,5060601,,20412,,,,,,,,,,,
50607,2,1,,1,50607,2,,,,,,,,,3,,5060701,,20412,,,,,,,,,,,
50608,2,1,,1,50608,2,,,,,,,,,3,,5060801,,20412,,,,,,,,,,,
50609,2,1,,1,50609,2,,,,,,,,,3,,5060901,,20412,,,,,,,,,,,
50610,2,1,,1,50610,2,,,,,,,,,3,,5061001,,20412,,,,,,,,,,,
50611,2,1,,1,50611,2,,,,,,,,,3,,5061101,,20412,,,,,,,,,,,
50612,2,1,,1,50612,2,,,,,,,,,3,,5061201,,20412,,,,,,,,,,,
50613,2,1,,1,50613,2,,,,,,,,,3,,5061301,,20412,,,,,,,,,,,
50614,2,1,,1,50614,2,,,,,,,,,3,,5061401,,20412,,,,,,,,,,,
50615,2,1,,1,50615,2,,,,,,,,,3,,5061501,,20412,,,,,,,,,,,
50616,2,1,,1,50616,2,,,,,,,,,3,,5061601,,20412,,,,,,,,,,,
50617,2,1,,1,50617,2,,,,,,,,,3,,5061701,,20412,,,,,,,,,,,
50618,2,1,,1,50618,2,,,,,,,,,3,,5061801,,20412,,,,,,,,,,,
50619,2,1,,1,50619,2,,,,,,,,,3,,5061901,,20412,,,,,,,,,,,
50620,2,1,,1,50620,2,,,,,,,,,3,,5062001,,20412,,,,,,,,,,,
50621,2,1,,1,50621,2,,,,,,,,,3,,5062101,,20412,,,,,,,,,,,
50622,2,1,,1,50622,2,,,,,,,,,3,,5062201,,20412,,,,,,,,,,,
51501,2,1,,1,51501,2,,,,,,,,,4,,5150101,,20412,,,,,,,,,,,
51502,2,1,,1,51502,2,,,,,,,,,4,,5150201,,20412,,,,,,,,,,,
51503,2,1,,1,51503,2,,,,,,,,,4,,5150301,,20412,,,,,,,,,,,
51504,2,1,,1,51504,2,,,,,,,,,4,,5150401,,20412,,,,,,,,,,,
51505,2,1,,1,51505,2,,,,,,,,,4,,5150501,,20412,,,,,,,,,,,
51506,2,1,,1,51506,2,,,,,,,,,4,,5150601,,20412,,,,,,,,,,,
51507,2,1,,1,51507,2,,,,,,,,,4,,5150701,,20412,,,,,,,,,,,
51508,2,1,,1,51508,2,,,,,,,,,4,,5150801,,20412,,,,,,,,,,,
51509,2,1,,1,51509,2,,,,,,,,,4,,5150901,,20412,,,,,,,,,,,
51510,2,1,,1,51510,2,,,,,,,,,4,,5151001,,20412,,,,,,,,,,,
51511,2,1,,1,51511,2,,,,,,,,,4,,5151101,,20412,,,,,,,,,,,
51512,2,1,,1,51512,2,,,,,,,,,4,,5151201,,20412,,,,,,,,,,,
51513,2,1,,1,51513,2,,,,,,,,,4,,5151301,,20412,,,,,,,,,,,
51514,2,1,,1,51514,2,,,,,,,,,4,,5151401,,20412,,,,,,,,,,,
51515,2,1,,1,51515,2,,,,,,,,,4,,5151501,,20412,,,,,,,,,,,
52201,2,1,,1,52201,2,,,,,,,,,5,,5150101,,20412,,,,,,,,,,,
52202,2,1,,1,52202,2,,,,,,,,,5,,5150201,,20412,,,,,,,,,,,
52203,2,1,,1,52203,2,,,,,,,,,5,,5150301,,20412,,,,,,,,,,,
52204,2,1,,1,52204,2,,,,,,,,,5,,5150401,,20412,,,,,,,,,,,
52205,2,1,,1,52205,2,,,,,,,,,5,,5150501,,20412,,,,,,,,,,,
52206,2,1,,1,52206,2,,,,,,,,,5,,5150601,,20412,,,,,,,,,,,
52207,2,1,,1,52207,2,,,,,,,,,5,,5150701,,20412,,,,,,,,,,,
52208,2,1,,1,52208,2,,,,,,,,,5,,5150801,,20412,,,,,,,,,,,
52209,2,1,,1,52209,2,,,,,,,,,5,,5150901,,20412,,,,,,,,,,,
52210,2,1,,1,52210,2,,,,,,,,,5,,5151001,,20412,,,,,,,,,,,
52211,2,1,,1,52211,2,,,,,,,,,5,,5151101,,20412,,,,,,,,,,,
52212,2,1,,1,52212,2,,,,,,,,,5,,5151201,,20412,,,,,,,,,,,
52213,2,1,,1,52213,2,,,,,,,,,5,,5151301,,20412,,,,,,,,,,,
52214,2,1,,1,52214,2,,,,,,,,,5,,5151401,,20412,,,,,,,,,,,
52215,2,1,,1,52215,2,,,,,,,,,5,,5151501,,20412,,,,,,,,,,,
52216,2,1,,1,52216,2,,,,,,,,,5,,5221601,,20412,,,,,,,,,,,
50701,2,1,,1,50701,2,,,,,,,,,3,,5070101,,20413,,,,,,,,,,,
50702,2,1,,1,50702,2,,,,,,,,,3,,5070201,,20413,,,,,,,,,,,
50703,2,1,,1,50703,2,,,,,,,,,3,,5070301,,20413,,,,,,,,,,,
50704,2,1,,1,50704,2,,,,,,,,,3,,5070401,,20413,,,,,,,,,,,
50705,2,1,,1,50705,2,,,,,,,,,3,,5070501,,20413,,,,,,,,,,,
50706,2,1,,1,50706,2,,,,,,,,,3,,5070601,,20413,,,,,,,,,,,
50707,2,1,,1,50707,2,,,,,,,,,3,,5070701,,20413,,,,,,,,,,,
50708,2,1,,1,50708,2,,,,,,,,,3,,5070801,,20413,,,,,,,,,,,
50709,2,1,,1,50709,2,,,,,,,,,3,,5070901,,20413,,,,,,,,,,,
50710,2,1,,1,50710,2,,,,,,,,,3,,5071001,,20413,,,,,,,,,,,
50711,2,1,,1,50711,2,,,,,,,,,3,,5071101,,20413,,,,,,,,,,,
50712,2,1,,1,50712,2,,,,,,,,,3,,5071201,,20413,,,,,,,,,,,
50713,2,1,,1,50713,2,,,,,,,,,3,,5071301,,20413,,,,,,,,,,,
50714,2,1,,1,50714,2,,,,,,,,,3,,5071401,,20413,,,,,,,,,,,
50715,2,1,,1,50715,2,,,,,,,,,3,,5071501,,20413,,,,,,,,,,,
50716,2,1,,1,50716,2,,,,,,,,,3,,5071601,,20413,,,,,,,,,,,
50717,2,1,,1,50717,2,,,,,,,,,3,,5071701,,20413,,,,,,,,,,,
51601,2,1,,1,51601,2,,,,,,,,,4,,5160101,,20413,,,,,,,,,,,
51602,2,1,,1,51602,2,,,,,,,,,4,,5160201,,20413,,,,,,,,,,,
51603,2,1,,1,51603,2,,,,,,,,,4,,5160301,,20413,,,,,,,,,,,
51604,2,1,,1,51604,2,,,,,,,,,4,,5160401,,20413,,,,,,,,,,,
51605,2,1,,1,51605,2,,,,,,,,,4,,5160501,,20413,,,,,,,,,,,
51606,2,1,,1,51606,2,,,,,,,,,4,,5160601,,20413,,,,,,,,,,,
51607,2,1,,1,51607,2,,,,,,,,,4,,5160701,,20413,,,,,,,,,,,
51608,2,1,,1,51608,2,,,,,,,,,4,,5160801,,20413,,,,,,,,,,,
51609,2,1,,1,51609,2,,,,,,,,,4,,5160901,,20413,,,,,,,,,,,
51610,2,1,,1,51610,2,,,,,,,,,4,,5161001,,20413,,,,,,,,,,,
51611,2,1,,1,51611,2,,,,,,,,,4,,5161101,,20413,,,,,,,,,,,
51612,2,1,,1,51612,2,,,,,,,,,4,,5161201,,20413,,,,,,,,,,,
51613,2,1,,1,51613,2,,,,,,,,,4,,5161301,,20413,,,,,,,,,,,
51614,2,1,,1,51614,2,,,,,,,,,4,,5161401,,20413,,,,,,,,,,,
51615,2,1,,1,51615,2,,,,,,,,,4,,5161501,,20413,,,,,,,,,,,
51616,2,1,,1,51616,2,,,,,,,,,4,,5161601,,20413,,,,,,,,,,,
51617,2,1,,1,51617,2,,,,,,,,,4,,5161701,,20413,,,,,,,,,,,
52301,2,1,,1,52301,2,,,,,,,,,5,,5160101,,20413,,,,,,,,,,,
52302,2,1,,1,52302,2,,,,,,,,,5,,5160201,,20413,,,,,,,,,,,
52303,2,1,,1,52303,2,,,,,,,,,5,,5160301,,20413,,,,,,,,,,,
52304,2,1,,1,52304,2,,,,,,,,,5,,5160401,,20413,,,,,,,,,,,
52305,2,1,,1,52305,2,,,,,,,,,5,,5160501,,20413,,,,,,,,,,,
52306,2,1,,1,52306,2,,,,,,,,,5,,5160601,,20413,,,,,,,,,,,
52307,2,1,,1,52307,2,,,,,,,,,5,,5160701,,20413,,,,,,,,,,,
52308,2,1,,1,52308,2,,,,,,,,,5,,5160801,,20413,,,,,,,,,,,
52309,2,1,,1,52309,2,,,,,,,,,5,,5160901,,20413,,,,,,,,,,,
52310,2,1,,1,52310,2,,,,,,,,,5,,5161001,,20413,,,,,,,,,,,
52311,2,1,,1,52311,2,,,,,,,,,5,,5161101,,20413,,,,,,,,,,,
52312,2,1,,1,52312,2,,,,,,,,,5,,5161201,,20413,,,,,,,,,,,
52313,2,1,,1,52313,2,,,,,,,,,5,,5161301,,20413,,,,,,,,,,,
52314,2,1,,1,52314,2,,,,,,,,,5,,5161401,,20413,,,,,,,,,,,
52315,2,1,,1,52315,2,,,,,,,,,5,,5161501,,20413,,,,,,,,,,,
52316,2,1,,1,52316,2,,,,,,,,,5,,5161601,,20413,,,,,,,,,,,
52317,2,1,,1,52317,2,,,,,,,,,5,,5161701,,20413,,,,,,,,,,,
52318,2,1,,1,52318,2,,,,,,,,,5,,5231801,,20413,,,,,,,,,,,
50801,2,1,,1,50801,2,,,,,,,,,3,,5080101,,20414,,,,,,,,,,,
50802,2,1,,1,50802,2,,,,,,,,,3,,5080201,,20414,,,,,,,,,,,
50803,2,1,,1,50803,2,,,,,,,,,3,,5080301,,20414,,,,,,,,,,,
50804,2,1,,1,50804,2,,,,,,,,,3,,5080401,,20414,,,,,,,,,,,
50805,2,1,,1,50805,2,,,,,,,,,3,,5080501,,20414,,,,,,,,,,,
50806,2,1,,1,50806,2,,,,,,,,,3,,5080601,,20414,,,,,,,,,,,
50807,2,1,,1,50807,2,,,,,,,,,3,,5080701,,20414,,,,,,,,,,,
50808,2,1,,1,50808,2,,,,,,,,,3,,5080801,,20414,,,,,,,,,,,
50809,2,1,,1,50809,2,,,,,,,,,3,,5080901,,20414,,,,,,,,,,,
50810,2,1,,1,50810,2,,,,,,,,,3,,5081001,,20414,,,,,,,,,,,
50811,2,1,,1,50811,2,,,,,,,,,3,,5081101,,20414,,,,,,,,,,,
50812,2,1,,1,50812,2,,,,,,,,,3,,5081201,,20414,,,,,,,,,,,
50813,2,1,,1,50813,2,,,,,,,,,3,,5081301,,20414,,,,,,,,,,,
50814,2,1,,1,50814,2,,,,,,,,,3,,5081401,,20414,,,,,,,,,,,
50815,2,1,,1,50815,2,,,,,,,,,3,,5081501,,20414,,,,,,,,,,,
50816,2,1,,1,50816,2,,,,,,,,,3,,5081601,,20414,,,,,,,,,,,
50817,2,1,,1,50817,2,,,,,,,,,3,,5081701,,20414,,,,,,,,,,,
50818,2,1,,1,50818,2,,,,,,,,,3,,5081801,,20414,,,,,,,,,,,
51701,2,1,,1,51701,2,,,,,,,,,4,,5170101,,20414,,,,,,,,,,,
51702,2,1,,1,51702,2,,,,,,,,,4,,5170201,,20414,,,,,,,,,,,
51703,2,1,,1,51703,2,,,,,,,,,4,,5170301,,20414,,,,,,,,,,,
51704,2,1,,1,51704,2,,,,,,,,,4,,5170401,,20414,,,,,,,,,,,
51705,2,1,,1,51705,2,,,,,,,,,4,,5170501,,20414,,,,,,,,,,,
51706,2,1,,1,51706,2,,,,,,,,,4,,5170601,,20414,,,,,,,,,,,
51707,2,1,,1,51707,2,,,,,,,,,4,,5170701,,20414,,,,,,,,,,,
51708,2,1,,1,51708,2,,,,,,,,,4,,5170801,,20414,,,,,,,,,,,
51709,2,1,,1,51709,2,,,,,,,,,4,,5170901,,20414,,,,,,,,,,,
51710,2,1,,1,51710,2,,,,,,,,,4,,5171001,,20414,,,,,,,,,,,
51711,2,1,,1,51711,2,,,,,,,,,4,,5171101,,20414,,,,,,,,,,,
51712,2,1,,1,51712,2,,,,,,,,,4,,5171201,,20414,,,,,,,,,,,
51713,2,1,,1,51713,2,,,,,,,,,4,,5171301,,20414,,,,,,,,,,,
51714,2,1,,1,51714,2,,,,,,,,,4,,5171401,,20414,,,,,,,,,,,
51715,2,1,,1,51715,2,,,,,,,,,4,,5171501,,20414,,,,,,,,,,,
51716,2,1,,1,51716,2,,,,,,,,,4,,5171601,,20414,,,,,,,,,,,
51717,2,1,,1,51717,2,,,,,,,,,4,,5171701,,20414,,,,,,,,,,,
51718,2,1,,1,51718,2,,,,,,,,,4,,5171801,,20414,,,,,,,,,,,
52401,2,1,,1,52401,2,,,,,,,,,5,,5170101,,20414,,,,,,,,,,,
52402,2,1,,1,52402,2,,,,,,,,,5,,5170201,,20414,,,,,,,,,,,
52403,2,1,,1,52403,2,,,,,,,,,5,,5170301,,20414,,,,,,,,,,,
52404,2,1,,1,52404,2,,,,,,,,,5,,5170401,,20414,,,,,,,,,,,
52405,2,1,,1,52405,2,,,,,,,,,5,,5170501,,20414,,,,,,,,,,,
52406,2,1,,1,52406,2,,,,,,,,,5,,5170601,,20414,,,,,,,,,,,
52407,2,1,,1,52407,2,,,,,,,,,5,,5170701,,20414,,,,,,,,,,,
52408,2,1,,1,52408,2,,,,,,,,,5,,5170801,,20414,,,,,,,,,,,
52409,2,1,,1,52409,2,,,,,,,,,5,,5170901,,20414,,,,,,,,,,,
52410,2,1,,1,52410,2,,,,,,,,,5,,5171001,,20414,,,,,,,,,,,
52411,2,1,,1,52411,2,,,,,,,,,5,,5171101,,20414,,,,,,,,,,,
52412,2,1,,1,52412,2,,,,,,,,,5,,5171201,,20414,,,,,,,,,,,
52413,2,1,,1,52413,2,,,,,,,,,5,,5171301,,20414,,,,,,,,,,,
52414,2,1,,1,52414,2,,,,,,,,,5,,5171401,,20414,,,,,,,,,,,
52415,2,1,,1,52415,2,,,,,,,,,5,,5171501,,20414,,,,,,,,,,,
52416,2,1,,1,52416,2,,,,,,,,,5,,5171601,,20414,,,,,,,,,,,
52417,2,1,,1,52417,2,,,,,,,,,5,,5171701,,20414,,,,,,,,,,,
52418,2,1,,1,52418,2,,,,,,,,,5,,5171801,,20414,,,,,,,,,,,
52419,2,1,,1,52419,2,,,,,,,,,5,,5241901,,20414,,,,,,,,,,,
50901,2,1,,1,50901,2,,,,,,,,,3,,5090101,,20415,,,,,,,,,,,
50902,2,1,,1,50902,2,,,,,,,,,3,,5090201,,20415,,,,,,,,,,,
50903,2,1,,1,50903,2,,,,,,,,,3,,5090301,,20415,,,,,,,,,,,
50904,2,1,,1,50904,2,,,,,,,,,3,,5090401,,20415,,,,,,,,,,,
50905,2,1,,1,50905,2,,,,,,,,,3,,5090501,,20415,,,,,,,,,,,
50906,2,1,,1,50906,2,,,,,,,,,3,,5090601,,20415,,,,,,,,,,,
50907,2,1,,1,50907,2,,,,,,,,,3,,5090701,,20415,,,,,,,,,,,
50908,2,1,,1,50908,2,,,,,,,,,3,,5090801,,20415,,,,,,,,,,,
50909,2,1,,1,50909,2,,,,,,,,,3,,5090901,,20415,,,,,,,,,,,
50910,2,1,,1,50910,2,,,,,,,,,3,,5091001,,20415,,,,,,,,,,,
50911,2,1,,1,50911,2,,,,,,,,,3,,5091101,,20415,,,,,,,,,,,
50912,2,1,,1,50912,2,,,,,,,,,3,,5091201,,20415,,,,,,,,,,,
50913,2,1,,1,50913,2,,,,,,,,,3,,5091301,,20415,,,,,,,,,,,
