ID	AbilityName	[参数信息]1参数名	[参数信息]1参数	[参数信息]2参数名	[参数信息]2参数	[参数信息]3参数名	[参数信息]3参数	[参数信息]4参数名	[参数信息]4参数	[参数信息]5参数名	[参数信息]5参数	参数名列表	参数值列表	是否刷新所有AbilitySpecials
100287	Activity_Muqadas_Potion_Day_4_Normal_Gadget	DamageRatio	60	EnergyRevive	30	CDReduce	-10					DamageRatio,EnergyRevive,CDReduce	60,30,-10	
100288	Activity_Muqadas_Potion_Day_4_Enhanced_Gadget	DamageRatio	150	EnergyRevive	40	CDReduce	-15					DamageRatio,EnergyRevive,CDReduce	150,40,-15	
100289	Activity_Muqadas_Potion_Day_5_Normal_Gadget	DamageRatio	12									DamageRatio	12	
100290	Activity_Muqadas_Potion_Day_5_Enhanced_Gadget	DamageRatio	32									DamageRatio	32	
100291	Activity_Muqadas_Potion_Day_6_Normal_Gadget	DamageRatio	200	HealRatio	0.1							DamageRatio,HealRatio	200,0.1	
100292	Activity_Muqadas_Potion_Day_6_Enhanced_Gadget	DamageRatio	450	HealRatio	0.15							DamageRatio,HealRatio	450,0.15	
100293	Activity_Muqadas_Potion_Day_7_Normal_Gadget	DamageRatio	60	MasteryUp	100							DamageRatio,MasteryUp	60,100	
100294	Activity_Muqadas_Potion_Day_7_Enhanced_Gadget	DamageRatio	150	MasteryUp	200							DamageRatio,MasteryUp	150,200	
100295	LevelEntity_TowerBuff_ElemReactOvergrowDelta	LevelEntity_TowerBuff_ElemReactOvergrowDelta	1.25									LevelEntity_TowerBuff_ElemReactOvergrowDelta	1.25	
100296	LevelEntity_TowerBuff_ElemReactOverdoseDelta	LevelEntity_TowerBuff_ElemReactOverdoseDelta	0.75									LevelEntity_TowerBuff_ElemReactOverdoseDelta	0.75	
100297	LevelEntity_TowerBuff_GrassAddHurt	LevelEntity_TowerBuff_GrassAddHurt	0.75									LevelEntity_TowerBuff_GrassAddHurt	0.75	
100298	LevelEntity_TowerBuff_OverdoseTriggerDefenseDown	BuffTime	10	Monster_DefenceRatio	-0.35							BuffTime,Monster_DefenceRatio	10,-0.35	
100299	LevelEntity_TowerBuff_OverGrowTriggerAtkUp	BuffTime	8	AttackUp	0.15	BuffMaxLevel	4	CDTime	0.1			BuffTime,AttackUp,BuffMaxLevel,CDTime	8,0.15,4,0.1	
100300	ActivityAbility_InstableSpray_PhysicalDamageUp	PhysicalDamageUp	1.1									PhysicalDamageUp	1.1	
100301	ActivityAbility_InstableSpray_CriticalHurtUp	CriticalHurtUp	0.7									CriticalHurtUp	0.7	
100302	LevelBuff_LoopDungeon_OverdoseTarget_ElemSubHurtDown	SubHurtDownRate	0.2	SubHurtDownRateDuration	5							SubHurtDownRate,SubHurtDownRateDuration	0.2,5	
100303	LevelBuff_LoopDungeon_DamageUp_ElemDamage	DamageUpRate_Lv1	0.1	DamageUpRate_Lv2	0.2	DamageUpRate_Lv3	0.3	DamageUpRate_Lv4	0.4	DmgUpRateDuration	10	DamageUpRate_Lv1,DamageUpRate_Lv2,DamageUpRate_Lv3,DamageUpRate_Lv4,DmgUpRateDuration	0.1,0.2,0.3,0.4,10	
100304	LevelBuff_LoopDungeon_MasteryUp_ByAllCharacterMastery	MasteryUpRatio	0.1	RecountInterval	20							MasteryUpRatio,RecountInterval	0.1,20	
100305	ActivityAbility_ForestWQ_AssistAttack	DamageValue	0.75	GenerateCDTime	0.9	HealHPInterval	0.5	HealHPRatio	0.15	ReviveElemEnergyValue	4	DamageValue,GenerateCDTime,HealHPInterval,HealHPRatio,ReviveElemEnergyValue	0.75,0.9,0.5,0.15,4	
100306	Ability_VintageChallenge_WindZone_2	DamageRatio	1.5									DamageRatio	1.5	
100307	Ability_VintageChallenge_WindZone_3	DamageRatio	2.4									DamageRatio	2.4	
100308	ActivityAbility_VintageChallenge_Stage_2	FallingAttack_Up_Ratio_1	0.4	FallingAttack_Up_Ratio_2	0.8	FallingAttack_Up_Ratio_3	1.5	CostStaminaRatio	-0.3			FallingAttack_Up_Ratio_1,FallingAttack_Up_Ratio_2,FallingAttack_Up_Ratio_3,CostStaminaRatio	0.4,0.8,1.5,-0.3	
100309	ActivityAbility_VintageChallenge_Stage_3	ElementBurst_Up_Ratio	0.8									ElementBurst_Up_Ratio	0.8	
100310	Activity_Sumo3_ElemMasteryDelta	Time	25	Sumo_ElemMasteryDelta	150							Time,Sumo_ElemMasteryDelta	25,150	
100311	Activity_Sumo3_ElementAddHurt_Fire	Time	25	Sumo_ElementAddHurt_Fire	0.6							Time,Sumo_ElementAddHurt_Fire	25,0.6	
100312	Activity_Sumo3_ElementAddHurt_Ice	Time	25	Sumo_ElementAddHurt_Ice	0.6							Time,Sumo_ElementAddHurt_Ice	25,0.6	
100313	Activity_Sumo3_ElementAddHurt_Elec	Time	25	Sumo_ElementAddHurt_Elec	0.6							Time,Sumo_ElementAddHurt_Elec	25,0.6	
100314	Activity_Sumo3_ElementAddHurt_Rock	Time	25	Sumo_ElementAddHurt_Rock	0.6							Time,Sumo_ElementAddHurt_Rock	25,0.6	
100315	Activity_Sumo3_ElementAddHurt_Water	Time	25	Sumo_ElementAddHurt_Water	0.6							Time,Sumo_ElementAddHurt_Water	25,0.6	
100316	Activity_Sumo3_ElementAddHurt_Wind	Time	25	Sumo_ElementAddHurt_Wind	0.6							Time,Sumo_ElementAddHurt_Wind	25,0.6	
100317	Activity_Sumo3_PhysicalAddHurt	Time	25	Sumo_PhysicalAddHurtDelta	0.6							Time,Sumo_PhysicalAddHurtDelta	25,0.6	
100318	Activity_Sumo3_CriticalHurtDelta	Time	25	Sumo_CriticalHurtDelta	0.6							Time,Sumo_CriticalHurtDelta	25,0.6	
100319	Activity_Sumo3_AtkUp	Time	25	Sumo_AtkUp	0.6							Time,Sumo_AtkUp	25,0.6	
100320	Activity_Sumo3_Elemental_Burst	Time	15	Sumo_ElementalRate	0.5	Actor_SkillCDMinusRatio	0.3					Time,Sumo_ElementalRate,Actor_SkillCDMinusRatio	15,0.5,0.3	
100321	Activity_Sumo3_ReviveEnergy	Enter_Duration	15	Interval	3	Energy	6					Enter_Duration,Interval,Energy	15,3,6	
100322	Activity_Sumo3_MaxHPUp	Time	25	Sumo_MaxHPUp	0.6							Time,Sumo_MaxHPUp	25,0.6	
100323	Activity_Sumo3_Elemental_Burst_Skill	Time	15	Sumo_ElementalRate	0.8							Time,Sumo_ElementalRate	15,0.8	
100324	Activity_Sumo_ElementAddHurt_Grass	Time	25	Sumo_ElementAddHurt_Grass	0.6							Time,Sumo_ElementAddHurt_Grass	25,0.6	
100325	Activity_Sumo_OverGrowSeed_Plus	Time	15									Time	15	
100326	Activity_Sumo_NormalAttack_DamageUp	Time	25	NormalAttackUpRatio	0.6							Time,NormalAttackUpRatio	25,0.6	
100327	ActivityAbility_Sumo_OverGrowDamageLand_Impact	BuffDuration	15	DamageValue	16	GenerateCDTime	3					BuffDuration,DamageValue,GenerateCDTime	15,16,3	
100328	ActivityAbility_Sumo_Overdose_ElementalSubHurtDown	BuffDuration	15	ElemSubHurtDown_Rate	0.8	ElemSubHurtDown_Duration	6					BuffDuration,ElemSubHurtDown_Rate,ElemSubHurtDown_Duration	15,0.8,6	
100329	ActivityAbility_Sumo_Burning_ElementalSubHurtDown	BuffDuration	15	ElemSubHurtDown_Rate_Buring	0.8	ElemSubHurtDown_Duration_Buring	6					BuffDuration,ElemSubHurtDown_Rate_Buring,ElemSubHurtDown_Duration_Buring	15,0.8,6	
100330	ActivityAbility_Sumo_NormalAttackLand_ReviveEnergy	BuffDuration	15	ReviveEnergyAmount	3	ReviveEnergyCD	1					BuffDuration,ReviveEnergyAmount,ReviveEnergyCD	15,3,1	
100331	ActivityAbility_Sumo_SwirlReact_GenerateEnergyBall	BuffDuration	15	EnergyBall_CD	2							BuffDuration,EnergyBall_CD	15,2	
100332	Activity_Sumo_ExtraAttack2	ExtraAttack2_Bufftime	15	Sumo_ExtraAttack2_Damege	0.8							ExtraAttack2_Bufftime,Sumo_ExtraAttack2_Damege	15,0.8	
100333	ActivityAbility_Sumo_OldElectReact_DamageUp	BuffDuration	15	ElemDamageUpRatio	0.8	ElemDamageUpDuration	6					BuffDuration,ElemDamageUpRatio,ElemDamageUpDuration	15,0.8,6	
100334	ActivityAbility_Sumo_ElemDamageLand_DamageUp	BuffDuration	15	DamageUpRatio	0.8	DamageUpDuration	6					BuffDuration,DamageUpRatio,DamageUpDuration	15,0.8,6	
100335	Activity_Sumo3_WaterZone_Gadget	Duration	15	Attack_Interval	1	Damage	5					Duration,Attack_Interval,Damage	15,1,5	
100336	Activity_Sumo3_WindZone_Gadget	Duration	15	Attack_Interval	1	Damage	4					Duration,Attack_Interval,Damage	15,1,4	
100337	Activity_CharAmusement_SkillCDDown_Level1	SkillCDDownRatio_Lv1	0.4									SkillCDDownRatio_Lv1	0.4	
100338	Activity_CharAmusement_SkillCDDown_Level2	SkillCDDownRatio_Lv2	0.6									SkillCDDownRatio_Lv2	0.6	
100339	Activity_CharAmusement_SkillCDDown_Level3	SkillCDDownRatio_Lv3	0.8									SkillCDDownRatio_Lv3	0.8	
100340	Activity_CharAmusement_RecoverHealth	RecoverInterval	3	RecoverRatio	0.15							RecoverInterval,RecoverRatio	3,0.15	
100341	Activity_CharAmusement_RecoverEnergy_Once	RecoverValue	70									RecoverValue	70	
100342	Activity_CharAmusement_RecoverEnergy_LV1	RecoverInterval	1	RecoverValue	3							RecoverInterval,RecoverValue	1,3	
100343	Activity_CharAmusement_RecoverEnergy_LV2	RecoverInterval_LV2	1	RecoverValue_LV2	1.5							RecoverInterval_LV2,RecoverValue_LV2	1,1.5	
100344	Activity_CharAmusement_Thunder_ByElectricNum	CountWindow	6	Count_LV1	2	Count_LV2	6	DamageValue1	30	DamageValue2	80	CountWindow,Count_LV1,Count_LV2,DamageValue1,DamageValue2	6,2,6,30,80	
100345	Activity_CharAmusement_Thunder_ByElectricNum2	CountWindow	6	Count_LV1	2	Count_LV2	6	DamageValue1	30	DamageValue2	80	CountWindow,Count_LV1,Count_LV2,DamageValue1,DamageValue2	6,2,6,30,80	
100346	Activity_CharAmusement_Impact_ByNormalAttackNum	CountWindow	4	Count_LV1	2	Count_LV2	6	DamageValue1	50	DamageValue2	160	CountWindow,Count_LV1,Count_LV2,DamageValue1,DamageValue2	4,2,6,50,160	
100347	Activity_CharAmusement_Impact_ByNormalAttackNum2	CountWindow	4	Count_LV1	2	Count_LV2	5	DamageValue1	50	DamageValue2	160	CountWindow,Count_LV1,Count_LV2,DamageValue1,DamageValue2	4,2,5,50,160	
100348	ActivityAbility_BossChallenge_Water_ElementAddHurt_Ice	ElementAddHurt_Ice	1.5	Time	12							ElementAddHurt_Ice,Time	1.5,12	
100349	ActivityAbility_BossChallenge_Water_ElementAddHurt_Elec	ElementAddHurt_Elec	1.5	Time	12							ElementAddHurt_Elec,Time	1.5,12	
100350	ActivityAbility_BossChallenge_Water_FreezeTriggerCJB	Time	8	ImpactDamage	50							Time,ImpactDamage	8,50	
100351	ActivityAbility_BossChallenge_Water_KillMonsterHealHp	ReviveEnergy	60	Interval	1	HealHPRatio	0.08	Duration	12			ReviveEnergy,Interval,HealHPRatio,Duration	60,1,0.08,12	
100352	ActivityAbility_BossChallenge_Fire_ElementAddHurt_Water	ElementAddHurt_Water	1.5	Time	12							ElementAddHurt_Water,Time	1.5,12	
100353	ActivityAbility_BossChallenge_Fire_SubHurtDeltaDown	SubHurtDelta	0.75	Time	12							SubHurtDelta,Time	0.75,12	
100354	ActivityAbility_BossChallenge_Fire_KillMonsterAttackUp	AttackEnhanceValue	500	AttackEnhanceRatio	0.5	Time	12					AttackEnhanceValue,AttackEnhanceRatio,Time	500,0.5,12	
100355	ActivityAbility_BossChallenge_Ice_ElementAddHurt_Fire	ElementAddHurt_Fire	1.5	Time	12							ElementAddHurt_Fire,Time	1.5,12	
100356	ActivityAbility_BossChallenge_Ice_HealHp	MaxHPRatio	0.8									MaxHPRatio	0.8	
100357	ActivityAbility_BossChallenge_Grass_ChangeTriggerDamageUp	AttackEnhanceValue	500	AttackEnhanceRatio	0.5	Time	12					AttackEnhanceValue,AttackEnhanceRatio,Time	500,0.5,12	
100358	ActivityAbility_BossChallenge_Grass_ElementAddHurt_Water	ElementAddHurt_Water	1.5	Time	12							ElementAddHurt_Water,Time	1.5,12	
100359	ActivityAbility_BossChallenge_Grass_ElementAddHurt_Elec	ElementAddHurt_Elec	1.5	Time	12							ElementAddHurt_Elec,Time	1.5,12	
100360	ActivityAbility_BossChallenge_Grass_HealHp	ThinkInterval	1	MaxHPRatio	0.125	Time	12					ThinkInterval,MaxHPRatio,Time	1,0.125,12	
100361	ActivityAbility_BossChallenge_Ice_DoubleDestoryShield	Time	12									Time	12	
100362	Activity_Sumo3_ReviveEnergyOnce_GainEnergyBall_DamageUp	BuffDuration	15	DamageUpRatio	0.8	DamageUpDuration	6					BuffDuration,DamageUpRatio,DamageUpDuration	15,0.8,6	
100363	LevelEntity_TowerBuff_ElemMasteryDelta	TowerBuff_ElemMasteryDelta	200									TowerBuff_ElemMasteryDelta	200	
100364	LevelBuff_TowerBuff_ElemDamage_Impact	Dot_Damage	6	ImpactInterval	8							Dot_Damage,ImpactInterval	6,8	
100365	LevelBuff_TowerBuff_GrassReaction_Impact	GrassAddHurt	0.1	BuffTime	10	BuffMaxLevel	4	Multiple_CdTime	5	Dot_Damage	7.49	GrassAddHurt,BuffTime,BuffMaxLevel,Multiple_CdTime,Dot_Damage,ImpactInterval	0.1,10,4,5,7.49,5	
100366	ActivityAbility_CoinCollect_MoveSpeedUp	SpeedUpRatio	0.5									SpeedUpRatio	0.5	
100367	LevelBuff_TowerBuff_CurAvatar_ElemDamageUp	AddHurtDelta	0.1	Duration	4	BuffMaxLevel	6	CdTime	1			AddHurtDelta,Duration,BuffMaxLevel,CdTime	0.1,4,6,1	
100368	LevelEntity_TowerBuff_Swirl_CriticalHurtUp	CriticalHurt	0.2	BuffTime	8	BuffMaxLevel	3	LevelEntity_TowerBuff_CD	1			CriticalHurt,BuffTime,BuffMaxLevel,LevelEntity_TowerBuff_CD	0.2,8,3,1	
100369	LevelBuff_TowerBuff_CurAvatar_KeepTtkTriggerCJB	MaxCount	4	CJB_DamageRatio	7.49	CJB_Interval	4	CdTime	1			MaxCount,CJB_DamageRatio,CJB_Interval,CdTime	4,7.49,4,1	
100370	Activity_ActivityTeamChainV3.4_TideBuff	DamageUp	0.8									DamageUp	0.8	
100371	Activity_TeamChain_LockedAvatar	DamageUpRatio	0.3	OffStageInterval	1	Energy	3					DamageUpRatio,OffStageInterval,Energy	0.3,1,3	
100372	Activity_TeamChain_ElementAddHurt_Swirl	ElementAddHurt_Swirl	0.3									ElementAddHurt_Swirl	0.3	
100373	Activity_TeamChain_Frozen_PercentageRatio	damagePercentageRatio	0.3									damagePercentageRatio	0.3	
100374	Activity_TeamChain_BurstDamageUp_ReduceCD	ElementalBurst_Rate	0.3	Actor_SkillCDMinusRatio	0.15							ElementalBurst_Rate,Actor_SkillCDMinusRatio	0.3,0.15	
100375	Activity_TeamChain_UltGainEnergy	Interval	1	Energy	3	Duration	8					Interval,Energy,Duration	1,3,8	
100376	Activity_TeamChain_GrassReaction_ElemMasteryDelta	GrassReaction_ElemMasteryDelta	100	BuffTime	12	BuffMaxLevel	4	Multiple_CdTime	0.1			GrassReaction_ElemMasteryDelta,BuffTime,BuffMaxLevel,Multiple_CdTime	100,12,4,0.1	
100377	Activity_TeamChain_NormalAttackAndElementalArt_DamageUp	NormalAttackRate	0.3	ElementalArtRate	0.3							NormalAttackRate,ElementalArtRate	0.3,0.3	
100378	Activity_TeamChain_FallingWindZone	FallingDamageUp	0.3	WindZone_CD	2							FallingDamageUp,WindZone_CD	0.3,2	
100379	Activity_TeamChain_Mastery_DamageUp	DamageUpRatio	0.3	DamageUpTime	8							DamageUpRatio,DamageUpTime	0.3,8	
100380	Activity_TeamChain_AttackSpeedRatio	AttackSpeedRatio	0.3									AttackSpeedRatio	0.3	
100381	Activity_TeamChain_NormalAttackDamageUp	Rate	0.4									Rate	0.4	
100382	Activity_TeamChain_AttackRatio	AttackRatio	0.3									AttackRatio	0.3	
100383	Activity_TeamChain_CriticalHurtDelta	CriticalHurt	0.5									CriticalHurt	0.5	
100384	Activity_TeamChain_ElemMasteryDeltaUp	ElemMasteryDelta	100									ElemMasteryDelta	100	
100385	Activity_TeamChain_BurstDamageUp	Rate	0.3									Rate	0.3	
100386	Activity_TeamChain_ElementAddHurt_Wind	ElementAddHurt	0.4									ElementAddHurt	0.4	
100387	Activity_TeamChain_ElementAddHurt_Fire	ElementAddHurt	0.4									ElementAddHurt	0.4	
100388	Activity_TeamChain_ElementAddHurt_Elec	ElementAddHurt	0.4									ElementAddHurt	0.4	
100389	Activity_TeamChain_ElementAddHurt_Water	ElementAddHurt	0.4									ElementAddHurt	0.4	
100390	Activity_TeamChain_ElementAddHurt_Grass	ElementAddHurt	0.4									ElementAddHurt	0.4	
100391	Activity_TeamChain_ElementAddHurt_Ice	ElementAddHurt	0.4									ElementAddHurt	0.4	
