ID,名称$text_name_Name,Prefab路径,Prefab_Remote路径,Controller路径,Controller_Remote路径,默认阵营,基础生命值,基础攻击力,基础防御力,暴击率,暴击抗性,暴击伤害,火元素抗性,草元素抗性,水元素抗性,电元素抗性,风元素抗性,冰元素抗性,岩元素抗性,火元素伤害加成,草元素伤害加成,水元素伤害加成,电元素伤害加成,风元素伤害加成,冰元素伤害加成,岩元素伤害加成,[属性成长]1类型,[属性成长]1曲线,[属性成长]2类型,[属性成长]2曲线,[属性成长]3类型,[属性成长]3曲线,元素精通,物理抗性,物理伤害加成,是否使用,反应暴击率,反应暴击伤害,角色品质,充能效率,治疗效果,受治疗效果,战斗config,是否远程射击角色,初始武器,武器种类,技能库ID,体力恢复速度,候选技能库ID,角色类型,角色突破ID,角色突破奖励获取等阶,角色突破奖励,特性组ID,描述$text_name_Desc
11000026,瑶瑶,ART/Char/Avatar/Avatar_Loli_Catalyst_Yaoyao/Avatar_Loli_Catalyst_Yaoyao,ART/Char/Avatar/Avatar_Loli_Catalyst_Yaoyao/Avatar_Loli_Catalyst_Yaoyao_Remote,ART/Char/Avatar/Avatar_Loli_Catalyst_Yaoyao/Avatar_Loli_Catalyst_Yaoyao,ART/Char/Avatar/Avatar_Loli_Catalyst_Yaoyao/Avatar_Loli_Catalyst_Yaoyao_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Ayaka,0,14101,10,1501,25,,1,2,,,10000001,
11000027,少女体型测试-二号机,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,166,5,8,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kate,0,11101,1,101,25,,1,2,,,10000001,
11000028,白盒少女,ART/Char/Avatar/Avatar_Girl_Pole_Prototype/Avatar_Girl_Pole_Prototype,ART/Char/Avatar/Avatar_Girl_Pole_Prototype/Avatar_Girl_Pole_Prototype_Remote,ART/Char/Avatar/Avatar_Girl_Pole_Prototype/Avatar_Girl_Pole_Prototype,ART/Char/Avatar/Avatar_Girl_Pole_Prototype/Avatar_Girl_Pole_Prototype_Remote,,185,6,10.4,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Prototype,0,13101,13,28011,25,,1,2,,,10000001,
11000030,大剑少女,ART/Char/Avatar/Avatar_Girl_Claymore_Claymoregirl/Avatar_Girl_Claymore_Claymoregirl,ART/Char/Avatar/Avatar_Girl_Claymore_Claymoregirl/Avatar_Girl_Claymore_Claymoregirl_Remote,ART/Char/Avatar/Avatar_Girl_Claymore_Claymoregirl/Avatar_Girl_Claymore_Claymoregirl,ART/Char/Avatar/Avatar_Girl_Claymore_Claymoregirl/Avatar_Girl_Claymore_Claymoregirl_Remote,,189.5,5.6,10.5,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Ayaka,0,12101,11,30011,25,,1,2,,,10000001,
11000031,后武器测试A,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,166,5,8,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kate,0,11101,1,101,25,,1,2,,,10000001,
11000032,后武器测试B,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,166,5,8,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kate,0,11101,1,101,25,,1,2,,,10000001,
11000033,后武器测试C,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,166,5,8,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kate,0,11101,1,101,25,,1,2,,,10000001,
11000034,后武器测试D,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,166,5,8,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kate,0,11101,1,101,25,,1,2,,,10000001,
11000035,长枪成女,ART/Char/Avatar/Avatar_Lady_Pole_Ladypole/Avatar_Lady_Pole_Ladypole,ART/Char/Avatar/Avatar_Lady_Pole_Ladypole/Avatar_Lady_Pole_Ladypole_Remote,ART/Char/Avatar/Avatar_Lady_Pole_Ladypole/Avatar_Lady_Pole_Ladypole,ART/Char/Avatar/Avatar_Lady_Pole_Ladypole/Avatar_Lady_Pole_Ladypole_Remote,,185,6,10.4,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Diluc,0,13101,13,101,25,,1,2,,,10000001,
11000036,单手剑成女测试,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,166,5,8,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kate,0,11101,1,101,25,,1,2,,,10000001,
11000037,Rx白盒,ART/Char/Avatar/Avatar_Boy_Sword_PlayerBoy/Avatar_Boy_Sword_PlayerBoy_NPCAvatar,ART/Char/Avatar/Avatar_Boy_Sword_RuoxinTest/Avatar_Boy_Sword_RuoxinTest_Remote,ART/Char/Avatar/Avatar_Boy_Sword_RuoxinTest/Avatar_Boy_Sword_RuoxinTest,ART/Char/Avatar/Avatar_Boy_Sword_RuoxinTest/Avatar_Boy_Sword_RuoxinTest_Remote,,191,5,11,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_RuoxinTest,1,15101,12,37011,25,,1,2,,,10000001,
11000038,少男体型测试,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,166,5,8,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kate,0,11101,1,101,25,,1,2,,,10000001,
11000039,成男体型测试,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,166,5,8,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kate,0,11101,1,101,25,,1,2,,,10000001,
11000040,女主新普攻,ART/Char/Avatar/Avatar_Girl_Sword_PlayerGirlNew/Avatar_Girl_Sword_PlayerGirlNew,ART/Char/Avatar/Avatar_Girl_Sword_PlayerGirlNew/Avatar_Girl_Sword_PlayerGirlNew_Remote,ART/Char/Avatar/Avatar_Girl_Sword_PlayerGirlNew/Avatar_Girl_Sword_PlayerGirlNew,ART/Char/Avatar/Avatar_Girl_Sword_PlayerGirlNew/Avatar_Girl_Sword_PlayerGirlNew_Remote,,441.9454,17.6352,15.9755,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,0,0,1,5,1,0,0,ConfigAvatar_PlayerGirl,0,11101,1,701,25,,1,2,,,10000001,
11000041,男主新普攻,ART/Char/Avatar/Avatar_Boy_Claymore_ChongyunTest/Avatar_Boy_Claymore_ChongyunTest,ART/Char/Avatar/Avatar_Boy_Claymore_ChongyunTest/Avatar_Boy_Claymore_ChongyunTest_Remote,ART/Char/Avatar/Avatar_Boy_Claymore_ChongyunTest/Avatar_Boy_Claymore_ChongyunTest,ART/Char/Avatar/Avatar_Boy_Claymore_ChongyunTest/Avatar_Boy_Claymore_ChongyunTest_Remote,,441.9454,17.6352,15.9755,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_ChongyunTest,0,11101,1,501,25,,1,2,,,10000001,
11000042,重云（测试）,ART/Char/Avatar/Avatar_Boy_Claymore_ChongyunTest/Avatar_Boy_Claymore_ChongyunTest,ART/Char/Avatar/Avatar_Boy_Claymore_ChongyunTest/Avatar_Boy_Claymore_ChongyunTest_Remote,ART/Char/Avatar/Avatar_Boy_Claymore_ChongyunTest/Avatar_Boy_Claymore_ChongyunTest,ART/Char/Avatar/Avatar_Boy_Claymore_ChongyunTest/Avatar_Boy_Claymore_ChongyunTest_Remote,,441.9454,17.6352,15.9755,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_ChongyunTest,0,11101,1,38001,25,,1,2,,,10000001,
11000043,测试角色,ART/Char/Avatar/Avatar_Loli_Claymore_Sayu/Avatar_Loli_Claymore_Sayu,ART/Char/Avatar/Avatar_Loli_Claymore_Sayu/Avatar_Loli_Claymore_Sayu_Remote,ART/Char/Avatar/Avatar_Loli_Claymore_Sayu/Avatar_Loli_Claymore_Sayu,ART/Char/Avatar/Avatar_Loli_Claymore_Sayu/Avatar_Loli_Claymore_Sayu_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Ayaka,0,14101,11,1501,25,,1,2,,,10000001,
11000044,七七（测试）,ART/Char/Avatar/Avatar_Loli_Sword_Qiqi/Avatar_Loli_Sword_Qiqi,ART/Char/Avatar/Avatar_Loli_Sword_Qiqi/Avatar_Loli_Sword_Qiqi_Remote,ART/Char/Avatar/Avatar_Loli_Sword_Qiqi/Avatar_Loli_Sword_Qiqi,ART/Char/Avatar/Avatar_Loli_Sword_Qiqi/Avatar_Loli_Sword_Qiqi_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Ayaka,0,14101,1,1501,25,,1,2,,,10000001,
11000045,迪奥娜(测试),ART/Char/Avatar/Avatar_Loli_Bow_Diona/Avatar_Loli_Bow_Diona,ART/Char/Avatar/Avatar_Loli_Bow_Diona/Avatar_Loli_Bow_Diona_Remote,ART/Char/Avatar/Avatar_Loli_Bow_Diona/Avatar_Loli_Bow_Diona,ART/Char/Avatar/Avatar_Loli_Bow_Diona/Avatar_Loli_Bow_Diona_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Ayaka,0,14101,12,1501,25,,1,2,,,10000001,
