武器突破ID,突破等级,[消耗物品]1ID,[消耗物品]1数量,[消耗物品]2ID,[消耗物品]2数量,[消耗物品]3ID,[消耗物品]3数量,突破消耗金币,[增加属性]1类型,[增加属性]1值,[增加属性]2类型,[增加属性]2值,[增加属性]3类型,[增加属性]3值,[增加属性]4类型,[增加属性]4值,[增加属性]5类型,[增加属性]5值,突破后解锁等级上限,冒险等级要求
13417,1,114041,3,112068,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13417,2,114042,3,112068,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13417,3,114042,6,112069,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13417,4,114043,3,112069,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13417,5,114043,6,112070,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13417,6,114044,4,112070,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13419,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13419,1,114005,3,112017,3,112002,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13419,2,114006,3,112017,12,112002,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13419,3,114006,6,112018,6,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13419,4,114007,3,112018,12,112003,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13419,5,114007,6,112019,9,112004,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13419,6,114008,4,112019,18,112004,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13501,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13501,1,114021,5,112020,5,112002,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
13501,2,114022,5,112020,18,112002,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
13501,3,114022,9,112021,9,112003,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
13501,4,114023,5,112021,18,112003,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
13501,5,114023,9,112022,14,112004,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
13501,6,114024,6,112022,27,112004,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
13502,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13502,1,114009,5,112023,5,112008,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
13502,2,114010,5,112023,18,112008,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
13502,3,114010,9,112024,9,112009,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
13502,4,114011,5,112024,18,112009,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
13502,5,114011,9,112025,14,112010,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
13502,6,114012,6,112025,27,112010,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
13504,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13504,1,114021,5,112041,5,112035,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
13504,2,114022,5,112041,18,112035,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
13504,3,114022,9,112042,9,112036,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
13504,4,114023,5,112042,18,112036,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
13504,5,114023,9,112043,14,112037,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
13504,6,114024,6,112043,27,112037,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
13505,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13505,1,114013,5,112029,5,112032,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
13505,2,114014,5,112029,18,112032,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
13505,3,114014,9,112030,9,112033,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
13505,4,114015,5,112030,18,112033,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
13505,5,114015,9,112031,14,112034,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
13505,6,114016,6,112031,27,112034,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
13507,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13507,1,114017,5,112026,5,112038,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
13507,2,114018,5,112026,18,112038,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
13507,3,114018,9,112027,9,112039,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
13507,4,114019,5,112027,18,112039,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
13507,5,114019,9,112028,14,112040,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
13507,6,114020,6,112028,27,112040,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
13509,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13509,1,114033,5,112047,5,112044,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
13509,2,114034,5,112047,18,112044,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
13509,3,114034,9,112048,9,112045,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
13509,4,114035,5,112048,18,112045,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
13509,5,114035,9,112049,14,112046,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
13509,6,114036,6,112049,27,112046,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
13511,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13511,1,114041,5,112068,5,112059,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
13511,2,114042,5,112068,18,112059,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
13511,3,114042,9,112069,9,112060,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
13511,4,114043,5,112069,18,112060,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
13511,5,114043,9,112070,14,112061,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
13511,6,114044,6,112070,27,112061,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
14101,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14101,1,114001,1,112014,1,112005,1,0,4,11.7,20,0,22,0,23,0,28,0,40,15
14101,2,114002,1,112014,4,112005,2,5000,4,23.3,20,0,22,0,23,0,28,0,50,25
14101,3,114002,2,112015,2,112006,2,5000,4,35,20,0,22,0,23,0,28,0,60,30
14101,4,114003,1,112015,4,112006,3,10000,4,46.7,20,0,22,0,23,0,28,0,70,35
14201,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14201,1,114001,1,112014,1,112005,1,5000,4,11.7,20,0,22,0,23,0,28,0,40,15
14201,2,114002,1,112014,5,112005,4,5000,4,23.3,20,0,22,0,23,0,28,0,50,25
14201,3,114002,3,112015,3,112006,3,10000,4,35,20,0,22,0,23,0,28,0,60,30
14201,4,114003,1,112015,5,112006,4,15000,4,46.7,20,0,22,0,23,0,28,0,70,35
14301,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14301,1,114001,2,112014,2,112002,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
14301,2,114002,2,112014,8,112002,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
14301,3,114002,4,112015,4,112003,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
14301,4,114003,2,112015,8,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
14301,5,114003,4,112016,6,112004,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
14301,6,114004,3,112016,12,112004,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
14302,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14302,1,114005,2,112020,2,112008,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
14302,2,114006,2,112020,8,112008,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
14302,3,114006,4,112021,4,112009,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
14302,4,114007,2,112021,8,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
14302,5,114007,4,112022,6,112010,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
14302,6,114008,3,112022,12,112010,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
14303,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14303,1,114009,2,112023,2,112005,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
14303,2,114010,2,112023,8,112005,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
14303,3,114010,4,112024,4,112006,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
14303,4,114011,2,112024,8,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
14303,5,114011,4,112025,6,112007,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
14303,6,114012,3,112025,12,112007,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
14304,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14304,1,114013,2,112029,2,112035,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
14304,2,114014,2,112029,8,112035,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
14304,3,114014,4,112030,4,112036,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
14304,4,114015,2,112030,8,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
14304,5,114015,4,112031,6,112037,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
14304,6,114016,3,112031,12,112037,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
14305,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14305,1,114017,2,112026,2,112032,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
14305,2,114018,2,112026,8,112032,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
14305,3,114018,4,112027,4,112033,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
14305,4,114019,2,112027,8,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
14305,5,114019,4,112028,6,112034,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
14305,6,114020,3,112028,12,112034,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
14306,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14306,1,114021,2,112041,2,112038,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
14306,2,114022,2,112041,8,112038,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
14306,3,114022,4,112042,4,112039,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
14306,4,114023,2,112042,8,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
14306,5,114023,4,112043,6,112040,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
14306,6,114024,3,112043,12,112040,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
14401,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14401,1,114001,3,112014,3,112008,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14401,2,114002,3,112014,12,112008,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14401,3,114002,6,112015,6,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14401,4,114003,3,112015,12,112009,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14401,5,114003,6,112016,9,112010,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14401,6,114004,4,112016,18,112010,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14402,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14402,1,114005,3,112020,3,112005,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14402,2,114006,3,112020,12,112005,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14402,3,114006,6,112021,6,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14402,4,114007,3,112021,12,112006,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14402,5,114007,6,112022,9,112007,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14402,6,114008,4,112022,18,112007,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14403,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14403,1,114009,3,112023,3,112035,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14403,2,114010,3,112023,12,112035,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14403,3,114010,6,112024,6,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14403,4,114011,3,112024,12,112036,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14403,5,114011,6,112025,9,112037,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14403,6,114012,4,112025,18,112037,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14404,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14404,1,114001,3,112014,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14404,2,114002,3,112014,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14404,3,114002,6,112015,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14404,4,114003,3,112015,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14404,5,114003,6,112016,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14404,6,114004,4,112016,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14405,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14405,1,114013,3,112029,3,112038,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14405,2,114014,3,112029,12,112038,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14405,3,114014,6,112030,6,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14405,4,114015,3,112030,12,112039,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14405,5,114015,6,112031,9,112040,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14405,6,114016,4,112031,18,112040,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14406,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14406,1,114017,3,112026,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14406,2,114018,3,112026,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14406,3,114018,6,112027,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14406,4,114019,3,112027,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14406,5,114019,6,112028,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14406,6,114020,4,112028,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14407,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14407,1,114021,3,112041,3,112002,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14407,2,114022,3,112041,12,112002,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14407,3,114022,6,112042,6,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14407,4,114023,3,112042,12,112003,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14407,5,114023,6,112043,9,112004,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14407,6,114024,4,112043,18,112004,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14408,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14408,1,114013,3,112029,3,112008,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14408,2,114014,3,112029,12,112008,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14408,3,114014,6,112030,6,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14408,4,114015,3,112030,12,112009,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14408,5,114015,6,112031,9,112010,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14408,6,114016,4,112031,18,112010,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14409,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14409,1,114017,3,112026,3,112005,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14409,2,114018,3,112026,12,112005,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14409,3,114018,6,112027,6,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14409,4,114019,3,112027,12,112006,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14409,5,114019,6,112028,9,112007,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14409,6,114020,4,112028,18,112007,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14410,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14410,1,114005,3,112020,3,112035,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14410,2,114006,3,112020,12,112035,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14410,3,114006,6,112021,6,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14410,4,114007,3,112021,12,112036,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14410,5,114007,6,112022,9,112037,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14410,6,114008,4,112022,18,112037,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14411,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14411,1,114021,3,112041,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14411,2,114022,3,112041,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14411,3,114022,6,112042,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14411,4,114023,3,112042,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14411,5,114023,6,112043,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14411,6,114024,4,112043,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14412,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14412,1,114009,3,112023,3,112038,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14412,2,114010,3,112023,12,112038,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14412,3,114010,6,112024,6,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14412,4,114011,3,112024,12,112039,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14412,5,114011,6,112025,9,112040,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14412,6,114012,4,112025,18,112040,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14413,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14413,1,114005,3,112020,3,112005,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14413,2,114006,3,112020,12,112005,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14413,3,114006,6,112021,6,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14413,4,114007,3,112021,12,112006,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14413,5,114007,6,112022,9,112007,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14413,6,114008,4,112022,18,112007,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14414,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14414,1,114025,3,112050,3,112008,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14414,2,114026,3,112050,12,112008,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14414,3,114026,6,112051,6,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14414,4,114027,3,112051,12,112009,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14414,5,114027,6,112052,9,112010,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14414,6,114028,4,112052,18,112010,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14415,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14415,1,114025,3,112056,3,112053,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14415,2,114026,3,112056,12,112053,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14415,3,114026,6,112057,6,112054,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14415,4,114027,3,112057,12,112054,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14415,5,114027,6,112058,9,112055,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14415,6,114028,4,112058,18,112055,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14416,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14416,1,114041,3,112062,3,112059,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14416,2,114042,3,112062,12,112059,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14416,3,114042,6,112063,6,112060,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14416,4,114043,3,112063,12,112060,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14416,5,114043,6,112064,9,112061,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14416,6,114044,4,112064,18,112061,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14417,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14417,1,114041,3,112017,3,112059,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
14417,2,114042,3,112017,12,112059,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
14417,3,114042,6,112018,6,112060,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
14417,4,114043,3,112018,12,112060,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
14417,5,114043,6,112019,9,112061,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
14417,6,114044,4,112019,18,112061,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
14501,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14501,1,114005,5,112020,5,112011,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
14501,2,114006,5,112020,18,112011,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
14501,3,114006,9,112021,9,112012,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
14501,4,114007,5,112021,18,112012,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
14501,5,114007,9,112022,14,112013,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
14501,6,114008,6,112022,27,112013,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
14502,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14502,1,114009,5,112023,5,112002,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
14502,2,114010,5,112023,18,112002,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
14502,3,114010,9,112024,9,112003,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
14502,4,114011,5,112024,18,112003,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
14502,5,114011,9,112025,14,112004,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
14502,6,114012,6,112025,27,112004,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
14503,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14503,1,114009,5,112014,5,112008,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
14503,2,114010,5,112014,18,112008,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
14503,3,114010,9,112015,9,112009,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
14503,4,114011,5,112015,18,112009,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
14503,5,114011,9,112016,14,112010,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
14503,6,114012,6,112016,27,112010,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
14504,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14504,1,114021,5,112041,5,112005,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
14504,2,114022,5,112041,18,112005,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
14504,3,114022,9,112042,9,112006,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
14504,4,114023,5,112042,18,112006,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
14504,5,114023,9,112043,14,112007,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
14504,6,114024,6,112043,27,112007,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
14506,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14506,1,114025,5,112050,5,112053,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
14506,2,114026,5,112050,18,112053,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
14506,3,114026,9,112051,9,112054,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
14506,4,114027,5,112051,18,112054,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
14506,5,114027,9,112052,14,112055,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
14506,6,114028,6,112052,27,112055,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
14509,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14509,1,114033,5,112056,5,112053,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
14509,2,114034,5,112056,18,112053,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
14509,3,114034,9,112057,9,112054,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
14509,4,114035,5,112057,18,112054,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
14509,5,114035,9,112058,14,112055,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
14509,6,114036,6,112058,27,112055,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
14511,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
14511,1,114041,5,112071,5,112059,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
14511,2,114042,5,112071,18,112059,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
14511,3,114042,9,112072,9,112060,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
14511,4,114043,5,112072,18,112060,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
14511,5,114043,9,112073,14,112061,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
14511,6,114044,6,112073,27,112061,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
15101,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15101,1,114005,1,112020,1,112035,1,0,4,11.7,20,0,22,0,23,0,28,0,40,15
15101,2,114006,1,112020,4,112035,2,5000,4,23.3,20,0,22,0,23,0,28,0,50,25
15101,3,114006,2,112021,2,112036,2,5000,4,35,20,0,22,0,23,0,28,0,60,30
