AffixID,开启天赋配置,[增加属性]1类型,[增加属性]1值,[增加属性]2类型,[增加属性]2值,[增加属性]3类型,[增加属性]3值,参数1,参数2,参数3,参数4,参数5,参数6,参数7,参数8,ID,词缀等级
1145042,Weapon_Catalyst_Kunwu_DamageUpWithShield,81,0.3,,,,,0.3,0.06,8,,,,,,114504,2
1145043,Weapon_Catalyst_Kunwu_DamageUpWithShield,81,0.35,,,,,0.35,0.07,8,,,,,,114504,3
1145044,Weapon_Catalyst_Kunwu_DamageUpWithShield,81,0.4,,,,,0.4,0.08,8,,,,,,114504,4
1145050,,,,,,,,0.08,10,0.16,0.2,20,40,,,114505,0
1145051,,,,,,,,0.1,10,0.2,0.2,20,40,,,114505,1
1145052,,,,,,,,0.12,10,0.24,0.2,20,40,,,114505,2
1145053,,,,,,,,0.14,10,0.28,0.2,20,40,,,114505,3
1145054,,,,,,,,0.16,10,0.32,0.2,20,40,,,114505,4
1145060,Weapon_Catalyst_Kaleido,26,0.1,,,,,0.1,0.01,12,0.6,0.1,,,,114506,0
1145061,Weapon_Catalyst_Kaleido,26,0.125,,,,,0.125,0.015,12,0.6,0.1,,,,114506,1
1145062,Weapon_Catalyst_Kaleido,26,0.15,,,,,0.15,0.02,12,0.6,0.1,,,,114506,2
1145063,Weapon_Catalyst_Kaleido,26,0.175,,,,,0.175,0.025,12,0.6,0.1,,,,114506,3
1145064,Weapon_Catalyst_Kaleido,26,0.2,,,,,0.2,0.03,12,0.6,0.1,,,,114506,4
1145090,Weapon_Catalyst_Narukami,,,,,,,0.12,16,0.12,,,,,,114509,0
1145091,Weapon_Catalyst_Narukami,,,,,,,0.15,16,0.15,,,,,,114509,1
1145092,Weapon_Catalyst_Narukami,,,,,,,0.18,16,0.18,,,,,,114509,2
1145093,Weapon_Catalyst_Narukami,,,,,,,0.21,16,0.21,,,,,,114509,3
1145094,Weapon_Catalyst_Narukami,,,,,,,0.24,16,0.24,,,,,,114509,4
1145110,Weapon_Catalyst_Ayus,,,,,,,32,0.1,40,,,,,,114511,0
1145111,Weapon_Catalyst_Ayus,,,,,,,40,0.14,42,,,,,,114511,1
1145112,Weapon_Catalyst_Ayus,,,,,,,48,0.18,44,,,,,,114511,2
1145113,Weapon_Catalyst_Ayus,,,,,,,56,0.22,46,,,,,,114511,3
1145114,Weapon_Catalyst_Ayus,,,,,,,64,0.26,48,,,,,,114511,4
1153010,Weapon_Bow_DamageUpToEnemy,,,,,,,0.12,,,,,,,,115301,0
1153011,Weapon_Bow_DamageUpToEnemy,,,,,,,0.15,,,,,,,,115301,1
1153012,Weapon_Bow_DamageUpToEnemy,,,,,,,0.18,,,,,,,,115301,2
1153013,Weapon_Bow_DamageUpToEnemy,,,,,,,0.21,,,,,,,,115301,3
1153014,Weapon_Bow_DamageUpToEnemy,,,,,,,0.24,,,,,,,,115301,4
1153020,Weapon_Bow_DamageUpHitHeadBox,,,,,,,0.24,,,,,,,,115302,0
1153021,Weapon_Bow_DamageUpHitHeadBox,,,,,,,0.3,,,,,,,,115302,1
1153022,Weapon_Bow_DamageUpHitHeadBox,,,,,,,0.36,,,,,,,,115302,2
1153023,Weapon_Bow_DamageUpHitHeadBox,,,,,,,0.42,,,,,,,,115302,3
1153024,Weapon_Bow_DamageUpHitHeadBox,,,,,,,0.48,,,,,,,,115302,4
1153030,Weapon_Bow_HealAmountHPonEnemyKilled,,,,,,,0.08,,,,,,,,115303,0
1153031,Weapon_Bow_HealAmountHPonEnemyKilled,,,,,,,0.1,,,,,,,,115303,1
1153032,Weapon_Bow_HealAmountHPonEnemyKilled,,,,,,,0.12,,,,,,,,115303,2
1153033,Weapon_Bow_HealAmountHPonEnemyKilled,,,,,,,0.14,,,,,,,,115303,3
1153034,Weapon_Bow_HealAmountHPonEnemyKilled,,,,,,,0.16,,,,,,,,115303,4
1153040,Weapon_Bow_RiseDMGWithinTime,,,,,,,0.3,0.36,0.1,,,,,,115304,0
1153041,Weapon_Bow_RiseDMGWithinTime,,,,,,,0.3,0.42,0.1,,,,,,115304,1
1153042,Weapon_Bow_RiseDMGWithinTime,,,,,,,0.3,0.48,0.1,,,,,,115304,2
1153043,Weapon_Bow_RiseDMGWithinTime,,,,,,,0.3,0.54,0.1,,,,,,115304,3
1153044,Weapon_Bow_RiseDMGWithinTime,,,,,,,0.3,0.6,0.1,,,,,,115304,4
1153050,Weapon_Bow_HeavyCritical,,,,,,,1,,,,,,,,115305,0
1153051,Weapon_Bow_HeavyCritical,,,,,,,1.25,,,,,,,,115305,1
1153052,Weapon_Bow_HeavyCritical,,,,,,,1.5,,,,,,,,115305,2
1153053,Weapon_Bow_HeavyCritical,,,,,,,1.75,,,,,,,,115305,3
1153054,Weapon_Bow_HeavyCritical,,,,,,,2,,,,,,,,115305,4
1153060,Weapon_Bow_MachineKiller,,,,,,,0.4,,,,,,,,115306,0
1153061,Weapon_Bow_MachineKiller,,,,,,,0.5,,,,,,,,115306,1
1153062,Weapon_Bow_MachineKiller,,,,,,,0.6,,,,,,,,115306,2
1153063,Weapon_Bow_MachineKiller,,,,,,,0.7,,,,,,,,115306,3
1153064,Weapon_Bow_MachineKiller,,,,,,,0.8,,,,,,,,115306,4
1154010,Weapon_Bow_GenerateBallWhenCritic,,,,,,,0.6,12,,,,,,,115401,0
1154011,Weapon_Bow_GenerateBallWhenCritic,,,,,,,0.7,10.5,,,,,,,115401,1
1154012,Weapon_Bow_GenerateBallWhenCritic,,,,,,,0.8,9,,,,,,,115401,2
1154013,Weapon_Bow_GenerateBallWhenCritic,,,,,,,0.9,7.5,,,,,,,115401,3
1154014,Weapon_Bow_GenerateBallWhenCritic,,,,,,,1,6,,,,,,,115401,4
1154020,Weapon_Bow_RiseElementalSkillDMG,,,,,,,0.24,,,,,,,,115402,0
1154021,Weapon_Bow_RiseElementalSkillDMG,,,,,,,0.3,,,,,,,,115402,1
1154022,Weapon_Bow_RiseElementalSkillDMG,,,,,,,0.36,,,,,,,,115402,2
1154023,Weapon_Bow_RiseElementalSkillDMG,,,,,,,0.42,,,,,,,,115402,3
1154024,Weapon_Bow_RiseElementalSkillDMG,,,,,,,0.48,,,,,,,,115402,4
1154030,Weapon_Bow_ResetCDWhenSkillHit,,,,,,,0.4,30,,,,,,,115403,0
1154031,Weapon_Bow_ResetCDWhenSkillHit,,,,,,,0.5,26,,,,,,,115403,1
1154032,Weapon_Bow_ResetCDWhenSkillHit,,,,,,,0.6,22,,,,,,,115403,2
1154033,Weapon_Bow_ResetCDWhenSkillHit,,,,,,,0.7,19,,,,,,,115403,3
1154034,Weapon_Bow_ResetCDWhenSkillHit,,,,,,,0.8,16,,,,,,,115403,4
1154040,Weapon_Bow_CritUpWhenHitNoCrit,,,,,,,0.08,,,,,,,,115404,0
1154041,Weapon_Bow_CritUpWhenHitNoCrit,,,,,,,0.1,,,,,,,,115404,1
1154042,Weapon_Bow_CritUpWhenHitNoCrit,,,,,,,0.12,,,,,,,,115404,2
1154043,Weapon_Bow_CritUpWhenHitNoCrit,,,,,,,0.14,,,,,,,,115404,3
1154044,Weapon_Bow_CritUpWhenHitNoCrit,,,,,,,0.16,,,,,,,,115404,4
1154050,Weapon_Bow_RiseNormalFallExtra,,,,,,,0.4,0.1,,,,,,,115405,0
1154051,Weapon_Bow_RiseNormalFallExtra,,,,,,,0.5,0.1,,,,,,,115405,1
1154052,Weapon_Bow_RiseNormalFallExtra,,,,,,,0.6,0.1,,,,,,,115405,2
1154053,Weapon_Bow_RiseNormalFallExtra,,,,,,,0.7,0.1,,,,,,,115405,3
1154054,Weapon_Bow_RiseNormalFallExtra,,,,,,,0.8,0.1,,,,,,,115405,4
1154060,Weapon_Bow_AttackGainSPDAKTBuff,,,,,,,0.1,0.36,10,,,,,,115406,0
1154061,Weapon_Bow_AttackGainSPDAKTBuff,,,,,,,0.1,0.45,10,,,,,,115406,1
1154062,Weapon_Bow_AttackGainSPDAKTBuff,,,,,,,0.1,0.54,10,,,,,,115406,2
1154063,Weapon_Bow_AttackGainSPDAKTBuff,,,,,,,0.1,0.63,10,,,,,,115406,3
1154064,Weapon_Bow_AttackGainSPDAKTBuff,,,,,,,0.1,0.72,10,,,,,,115406,4
1154070,Weapon_Bow_AttackGainAKTSPDBuff,,,,,,,0.04,0.012,0.3,,,,,,115407,0
1154071,Weapon_Bow_AttackGainAKTSPDBuff,,,,,,,0.05,0.015,0.3,,,,,,115407,1
1154072,Weapon_Bow_AttackGainAKTSPDBuff,,,,,,,0.06,0.018,0.3,,,,,,115407,2
1154073,Weapon_Bow_AttackGainAKTSPDBuff,,,,,,,0.07,0.021,0.3,,,,,,115407,3
1154074,Weapon_Bow_AttackGainAKTSPDBuff,,,,,,,0.08,0.024,0.3,,,,,,115407,4
1154080,Weapon_Bow_Blackrock,,,,,,,0.12,30,,,,,,,115408,0
1154081,Weapon_Bow_Blackrock,,,,,,,0.15,30,,,,,,,115408,1
1154082,Weapon_Bow_Blackrock,,,,,,,0.18,30,,,,,,,115408,2
1154083,Weapon_Bow_Blackrock,,,,,,,0.21,30,,,,,,,115408,3
1154084,Weapon_Bow_Blackrock,,,,,,,0.24,30,,,,,,,115408,4
1154090,Weapon_Bow_AttractField,,,,,,,0.5,0.4,0.5,4,14,,,,115409,0
1154091,Weapon_Bow_AttractField,,,,,,,0.5,0.5,0.5,4,13,,,,115409,1
1154092,Weapon_Bow_AttractField,,,,,,,0.5,0.6,0.5,4,12,,,,115409,2
1154093,Weapon_Bow_AttractField,,,,,,,0.5,0.7,0.5,4,11,,,,115409,3
1154094,Weapon_Bow_AttractField,,,,,,,0.5,0.8,0.5,4,10,,,,115409,4
1154100,Weapon_Bow_Outlaw,,,,,,,0.02,4,,,,,,,115410,0
1154101,Weapon_Bow_Outlaw,,,,,,,0.025,4,,,,,,,115410,1
1154102,Weapon_Bow_Outlaw,,,,,,,0.03,4,,,,,,,115410,2
1154103,Weapon_Bow_Outlaw,,,,,,,0.035,4,,,,,,,115410,3
1154104,Weapon_Bow_Outlaw,,,,,,,0.04,4,,,,,,,115410,4
1154110,Weapon_Bow_FallenSun,,,,,,,7,0.06,0.1,0.14,,,,,115411,0
1154111,Weapon_Bow_FallenSun,,,,,,,7,0.075,0.125,0.175,,,,,115411,1
1154112,Weapon_Bow_FallenSun,,,,,,,7,0.09,0.15,0.21,,,,,115411,2
1154113,Weapon_Bow_FallenSun,,,,,,,7,0.105,0.175,0.245,,,,,115411,3
1154114,Weapon_Bow_FallenSun,,,,,,,7,0.12,0.2,0.28,,,,,115411,4
1154120,Weapon_Bow_NormalAttackAndElementalArt,,,,,,,0.2,5,0.2,5,,,,,115412,0
1154121,Weapon_Bow_NormalAttackAndElementalArt,,,,,,,0.25,5,0.25,5,,,,,115412,1
1154122,Weapon_Bow_NormalAttackAndElementalArt,,,,,,,0.3,5,0.3,5,,,,,115412,2
1154123,Weapon_Bow_NormalAttackAndElementalArt,,,,,,,0.35,5,0.35,5,,,,,115412,3
1154124,Weapon_Bow_NormalAttackAndElementalArt,,,,,,,0.4,5,0.4,5,,,,,115412,4
1154130,Weapon_Bow_Fleurfair,,,,,,,0.16,6,,,,,,,115413,0
1154131,Weapon_Bow_Fleurfair,,,,,,,0.2,6,,,,,,,115413,1
1154132,Weapon_Bow_Fleurfair,,,,,,,0.24,6,,,,,,,115413,2
1154133,Weapon_Bow_Fleurfair,,,,,,,0.28,6,,,,,,,115413,3
1154134,Weapon_Bow_Fleurfair,,,,,,,0.32,6,,,,,,,115413,4
1154140,Weapon_Bow_Bakufu,,,,,,,0.16,0.12,1,,,,,,115414,0
1154141,Weapon_Bow_Bakufu,,,,,,,0.2,0.15,1,,,,,,115414,1
1154142,Weapon_Bow_Bakufu,,,,,,,0.24,0.18,1,,,,,,115414,2
1154143,Weapon_Bow_Bakufu,,,,,,,0.28,0.21,1,,,,,,115414,3
1154144,Weapon_Bow_Bakufu,,,,,,,0.32,0.24,1,,,,,,115414,4
1154150,Weapon_Bow_Predator,,,,,,,0.1,6,66,,,,,,115415,0
1154160,Weapon_Bow_Maria,,,,,,,0.12,0.4,,,,,,,115416,0
1154161,Weapon_Bow_Maria,,,,,,,0.15,0.5,,,,,,,115416,1
1154162,Weapon_Bow_Maria,,,,,,,0.18,0.6,,,,,,,115416,2
1154163,Weapon_Bow_Maria,,,,,,,0.21,0.7,,,,,,,115416,3
1154164,Weapon_Bow_Maria,,,,,,,0.24,0.8,,,,,,,115416,4
1154170,Weapon_Bow_Arakalari,,,,,,,60,12,1,20,,,,,115417,0
1154171,Weapon_Bow_Arakalari,,,,,,,80,12,1.2,20,,,,,115417,1
1154172,Weapon_Bow_Arakalari,,,,,,,100,12,1.4,20,,,,,115417,2
1154173,Weapon_Bow_Arakalari,,,,,,,120,12,1.6,20,,,,,115417,3
1154174,Weapon_Bow_Arakalari,,,,,,,140,12,1.8,20,,,,,115417,4
1154180,Weapon_Bow_Fin,,,,,,,0.8,15,3,2,12,,,,115418,0
1154181,Weapon_Bow_Fin,,,,,,,1,15,3,2,12,,,,115418,1
1154182,Weapon_Bow_Fin,,,,,,,1.2,15,3,2,12,,,,115418,2
1154183,Weapon_Bow_Fin,,,,,,,1.4,15,3,2,12,,,,115418,3
1154184,Weapon_Bow_Fin,,,,,,,1.6,15,3,2,12,,,,115418,4
1155010,Weapon_Bow_RangeAttackOnAttackLanded,22,0.2,,,,,0.2,0.6,1.25,4,,,,,115501,0
1155011,Weapon_Bow_RangeAttackOnAttackLanded,22,0.25,,,,,0.25,0.7,1.25,3.5,,,,,115501,1
1155012,Weapon_Bow_RangeAttackOnAttackLanded,22,0.3,,,,,0.3,0.8,1.25,3,,,,,115501,2
1155013,Weapon_Bow_RangeAttackOnAttackLanded,22,0.35,,,,,0.35,0.9,1.25,2.5,,,,,115501,3
1155014,Weapon_Bow_RangeAttackOnAttackLanded,22,0.4,,,,,0.4,1,1.25,2,,,,,115501,4
1155020,Weapon_Bow_RiseDMGWithTime,,,,,,,0.12,0.08,,,,,,,115502,0
1155021,Weapon_Bow_RiseDMGWithTime,,,,,,,0.15,0.1,,,,,,,115502,1
1155022,Weapon_Bow_RiseDMGWithTime,,,,,,,0.18,0.12,,,,,,,115502,2
1155023,Weapon_Bow_RiseDMGWithTime,,,,,,,0.21,0.14,,,,,,,115502,3
1155024,Weapon_Bow_RiseDMGWithTime,,,,,,,0.24,0.16,,,,,,,115502,4
1155030,Weapon_Bow_Widsith,28,60,,,,,60,0.2,12,100,0.2,20,,,115503,0
1155031,Weapon_Bow_Widsith,28,75,,,,,75,0.2,12,125,0.25,20,,,115503,1
1155032,Weapon_Bow_Widsith,28,90,,,,,90,0.2,12,150,0.3,20,,,115503,2
1155033,Weapon_Bow_Widsith,28,105,,,,,105,0.2,12,175,0.35,20,,,115503,3
1155034,Weapon_Bow_Widsith,28,120,,,,,120,0.2,12,200,0.4,20,,,115503,4
1155040,Weapon_Bow_Kunwu_DamageUpWithShield,81,0.2,,,,,0.2,0.04,8,,,,,,115504,0
1155041,Weapon_Bow_Kunwu_DamageUpWithShield,81,0.25,,,,,0.25,0.05,8,,,,,,115504,1
1155042,Weapon_Bow_Kunwu_DamageUpWithShield,81,0.3,,,,,0.3,0.06,8,,,,,,115504,2
1155043,Weapon_Bow_Kunwu_DamageUpWithShield,81,0.35,,,,,0.35,0.07,8,,,,,,115504,3
1155044,Weapon_Bow_Kunwu_DamageUpWithShield,81,0.4,,,,,0.4,0.08,8,,,,,,115504,4
1155050,Weapon_Bow_Morax_HpToAtk,3,0.2,,,,,0.2,0.012,,,,,,,115505,0
1155051,Weapon_Bow_Morax_HpToAtk,3,0.25,,,,,0.25,0.015,,,,,,,115505,1
1155052,Weapon_Bow_Morax_HpToAtk,3,0.3,,,,,0.3,0.018,,,,,,,115505,2
1155053,Weapon_Bow_Morax_HpToAtk,3,0.35,,,,,0.35,0.021,,,,,,,115505,3
1155054,Weapon_Bow_Morax_HpToAtk,3,0.4,,,,,0.4,0.024,,,,,,,115505,4
1155080,Weapon_Bow_Kirin,3,0.16,,,,,0.16,0.2,0.5,1.2,,,,,115508,0
1155081,Weapon_Bow_Kirin,3,0.2,,,,,0.2,0.25,0.5,1.2,,,,,115508,1
1155082,Weapon_Bow_Kirin,3,0.24,,,,,0.24,0.3,0.5,1.2,,,,,115508,2
1155083,Weapon_Bow_Kirin,3,0.28,,,,,0.28,0.35,0.5,1.2,,,,,115508,3
1155084,Weapon_Bow_Kirin,3,0.32,,,,,0.32,0.4,0.5,1.2,,,,,115508,4
1155090,Weapon_Bow_Narukami,6,0.2,,,,,0.2,0.12,0.24,0.4,5,10,,,115509,0
1155091,Weapon_Bow_Narukami,6,0.25,,,,,0.25,0.15,0.3,0.5,5,10,,,115509,1
1155092,Weapon_Bow_Narukami,6,0.3,,,,,0.3,0.18,0.36,0.6,5,10,,,115509,2
1155093,Weapon_Bow_Narukami,6,0.35,,,,,0.35,0.21,0.42,0.7,5,10,,,115509,3
1155094,Weapon_Bow_Narukami,6,0.4,,,,,0.4,0.24,0.48,0.8,5,10,,,115509,4
1155070,Weapon_Bow_Worldbane,,,,,,,0.12,12,0.1,0.2,0.3,0.48,,,115507,0
1155071,Weapon_Bow_Worldbane,,,,,,,0.15,12,0.125,0.25,0.375,0.6,,,115507,1
1155072,Weapon_Bow_Worldbane,,,,,,,0.18,12,0.15,0.3,0.45,0.72,,,115507,2
1155073,Weapon_Bow_Worldbane,,,,,,,0.21,12,0.175,0.35,0.525,0.84,,,115507,3
1155074,Weapon_Bow_Worldbane,,,,,,,0.24,12,0.2,0.4,0.6,0.96,,,115507,4
1155110,Weapon_Bow_Ayus,,,,,,,0.12,1.6,12,10,12,,,,115511,0
1155111,Weapon_Bow_Ayus,,,,,,,0.15,2,12,10,12,,,,115511,1
1155112,Weapon_Bow_Ayus,,,,,,,0.18,2.4,12,10,12,,,,115511,2
1155113,Weapon_Bow_Ayus,,,,,,,0.21,2.8,12,10,12,,,,115511,3
1155114,Weapon_Bow_Ayus,,,,,,,0.24,3.2,12,10,12,,,,115511,4
2100010,,6,0.18,,,,,,,,,,,,,210001,0
2100011,Relic_ExtraAtkCritUp,,,,,,,0.3,,,,,,,,210001,1
2100020,,6,0.18,,,,,,,,,,,,,210002,0
2100021,Relic_GiantKiller,,,,,,,0.3,0.5,,,,,,,210002,1
2100030,,9,0.3,,,,,,,,,,,,,210003,0
2100031,Relic_AbsorbTeamElemResist,,,,,,,0.3,,,,,,,,210003,1
2100040,Relic_AllElemResistUp,,,,,,,0.2,,,,,,,,210004,0
2100041,Relic_ElemDmgEnhanceElemResist,,,,,,,0.3,10,10,,,,,,210004,1
2100050,,20,0.12,,,,,,,,,,,,,210005,0
2100051,Relic_LowHPGainExtraCritRate,,,,,,,0.24,0.7,,,,,,,210005,1
2100060,Relic_AtkAndExtraAtkUp,,,,,,,0.15,,,,,,,,210006,0
2100061,Relic_SkillEnhanceNormalAtkAndExtraAtk,,,,,,,8,1,0.25,,,,,,210006,1
2100070,,28,80,,,,,,,,,,,,,210007,0
2100071,Relic_ReactionGainExtraElemMasteryForTeam,,,,,,,8,120,,,,,,,210007,1
2100080,Relic_SkillDamageUp,,,,,,,0.2,,,,,,,,210008,0
2100081,Relic_KillingRefreshSkill,,,,,,,15,1,,,,,,,210008,1
2100090,,23,0.2,,,,,,,,,,,,,210009,0
2100091,Relic_UltGainEnergyForTeam,,,,,,,2,6,,,,,,,210009,1
2100100,,2,1000,,,,,,,,,,,,,210010,0
2100101,Relic_ChestHealSelf,,,,,,,5,1,0.06,,,,,,210010,1
2100110,,8,100,,,,,,,,,,,,,210011,0
2100111,Relic_CoinHealSelf,,,,,,,300,,,,,,,,210011,1
2100120,,23,0.2,,,,,,,,,,,,,210012,0
2100121,Relic_RestoreEnergyGainExtraEnergyForTeam,,,,,,,3,,,,,,,,210012,1
2100130,,27,0.2,,,,,,,,,,,,,210013,0
2100131,Relic_UltHealSelf,,,,,,,0.2,,,,,,,,210013,1
2140010,,46,0.15,,,,,,,,,,,,,214001,0
2140011,Relic_CriticUpAgainstIceAndFrozen,,,,,,,0.2,0.2,,,,,,,214001,1
2140020,,51,0.4,,,,,,,,,,,,,214002,0
2140021,Relic_DamageUpAgainstElectric,,,,,,,0.35,,,,,,,,214002,1
2140030,,50,0.4,,,,,,,,,,,,,214003,0
2140031,Relic_DamageUpAgainstFireAndBurning,,,,,,,0.35,,,,,,,,214003,1
2140040,,26,0.15,,,,,,,,,,,,,214004,0
2140041,Relic_SkillEnhanceCured,,,,,,,0.2,10,,,,,,,214004,1
2150010,,6,0.18,,,,,,,,,,,,,215001,0
2150011,Relic_MeleeAttackUp,,,,,,,0.35,,,,,,,,215001,1
2150020,,44,0.15,,,,,,,,,,,,,215002,0
2150021,Relic_ReactionWindEnhance,,,,,,,0.6,0.4,10,,,,,,215002,1
2150030,,28,80,,,,,,,,,,,,,215003,0
2150031,Relci_RangerAttackUp,,,,,,,0.35,,,,,,,,215003,1
2150040,,46,0.15,,,,,,,,,,,,,215004,0
2150041,Relic_ReactionIceEnhance,,,,,,,1,0.15,10,0.3,,,,,215004,1
2150050,,41,0.15,,,,,,,,,,,,,215005,0
2150051,Relic_ReactionElectricEnhance,,,,,,,0.4,0.8,0.2,,,,,,215005,1
2150060,,40,0.15,,,,,,,,,,,,,215006,0
2150061,Relic_ReactionFireEnhance,,,,,,,0.4,0.15,0.15,0.5,10,,,,215006,1
2150070,Relic_ElementalBurstUp,,,,,,,0.2,,,,,,,,215007,0
2150071,Relic_TeamAtkupAfterElementalBurst,,,,,,,0.2,12,,,,,,,215007,1
2150080,,30,0.25,,,,,,,,,,,,,215008,0
2150081,Relic_KillEnhanceExtraAtk,,,,,,,10,0.5,-5,0.1,,,,,215008,1
2150090,Relic_FireResistance,,,,,,,0.4,,,,,,,,215009,0
2150100,Relic_WaterResistance,,,,,,,0.4,,,,,,,,215010,0
2150110,Relic_ElectricResistance,,,,,,,0.4,,,,,,,,215011,0
2150120,Relic_WindResistance,,,,,,,0.4,,,,,,,,215012,0
2150130,Relic_IceResistance,,,,,,,0.4,,,,,,,,215013,0
2150140,,45,0.15,,,,,,,,,,,,,215014,0
2150141,Relic_ElementDmgUpAfterCrystalShield,,,,,,,0.35,10,,,,,,,215014,1
2150150,,81,0.35,,,,,,,,,,,,,215015,0
2150151,Relic_ShieldEnhanceAtk,,,,,,,0.4,,,,,,,,215015,1
2150160,,42,0.15,,,,,,,,,,,,,215016,0
2150161,Relic_WaterSkillEnhanceNormalAtkAndExtraAtk,,,,,,,0.3,1,15,,,,,,215016,1
2150170,,3,0.2,,,,,,,,,,,,,215017,0
2150171,Relic_ShieldCostUpWhenElementalArtHit,,,,,,,0.2,0.3,3,0.5,,,,,215017,1
2150180,,30,0.25,,,,,,,,,,,,,215018,0
2150181,Relic_AttackUpWhenNormalAtkAndExtraAtkHit,,,,,,,0.09,7,0.3,0.25,,,,,215018,1
2150190,,6,0.18,,,,,,,,,,,,,215019,0
2150191,Relic_NormalDamageUpIfCostEnergy,,,,,,,15,0.5,10,,,,,,215019,1
2150200,,23,0.2,,,,,,,,,,,,,215020,0
2150201,Relic_ElementalBurstUpByChargeEfficiency,,,,,,,0.25,0.75,,,,,,,215020,1
2150210,,9,0.3,,,,,0.3,,,,,,,,215021,0
2150211,Relic_RaiseDefenceAndRock,,,,,,,0.3,3,0.06,0.06,6,,,,215021,1
2150220,,26,0.15,,,,,0.15,,,,,,,,215022,0
2150221,Relic_HealAndHolyNova,,,,,,,3,0.9,0,3.5,30000,,,,215022,1
2150230,,6,0.18,,,,,0.18,,,,,,,,215023,0
2150231,Relic_AttackUpWhenHPdown,,,,,,,16,0.08,0.1,4,0.8,,,,215023,1
2150240,,6,0.18,,,,,0.18,,,,,,,,215024,0
2150241,Relic_AttackWithExtraDamage,,,,,,,0.36,0.7,0.05,0.2,0.2,0.2,,,215024,1
2150250,,43,0.15,,,,,0.15,,,,,,,,215025,0
2150251,Relic_ReactionGrassEnhance,,,,,,,0.3,8,,,,,,,215025,1
2150260,,28,80,,,,,80,,,,,,,,215026,0
2150261,Relic_ElemMasteryGathering,,,,,,,0.14,50,8,8,,,,,215026,1
