ID	角色ID	开启条件1类型	开启条件1参数列表	开启条件2类型	开启条件2参数列表	开启条件3类型	开启条件3参数列表	开启条件4类型	开启条件4参数列表	消失条件1类型	消失条件1参数列表	隐藏该语音时装列表	追加该语音时装列表
40080	10000047	0		0									
40081	10000047	0		0									
40045	10000047	8											
40046	10000047	7	1										
40047	10000047	7	2										
40048	10000047	7	4										
40049	10000047	7	6										
40050	10000047												
40051	10000047												
40052	10000047												
40053	10000047												
40054	10000047												
40055	10000047												
40056	10000047												
40057	10000047												
40058	10000047												
40059	10000047												
40060	10000047												
40061	10000047												
40062	10000047												
40063	10000047												
40064	10000047												
40065	10000047												
40066	10000047												
40067	10000047	0		0									
40068	10000047	0		0									
40069	10000047												
40070	10000047												
40071	10000047												
40072	10000047												
40073	10000047												
40074	10000047												
40075	10000047												
40076	10000047												
49009	10000049												
49010	10000049												
49011	10000049												
49012	10000049												
49013	10000049												
49014	10000049												
49015	10000049												
49016	10000049												
49017	10000049												
49018	10000049												
49019	10000049												
49020	10000049												
49021	10000049												
49022	10000049	0		0									
49023	10000049	0		0									
49024	10000049												
49025	10000049												
49026	10000049												
49027	10000049												
49028	10000049												
49029	10000049												
49030	10000049												
49031	10000049												
49032	10000049												
49033	10000049												
49034	10000049												
49035	10000049												
49036	10000049												
49037	10000049												
49038	10000049												
49039	10000049												
49040	10000049												
49041	10000049												
49042	10000049												
49043	10000049												
49044	10000049												
49045	10000049	1	4										
49046	10000049												
49047	10000049	1	6										
49048	10000049	1	4										
49049	10000049												
49050	10000049												
49051	10000049												
49052	10000049												
49053	10000049	1	4										
49054	10000049	1	4										
49055	10000049	1	4										
49056	10000049	1	4										
49057	10000049	1	4										
49058	10000049	1	4										
49059	10000049	1	4										
49060	10000049	1	4										
49061	10000049	1	4										
49062	10000049	1	4										
49063	10000049	1	4										
49064	10000049	1	4										
49065	10000049												
49066	10000049	1	3										
49067	10000049	1	4										
49068	10000049	1	5										
49069	10000049	1	6										
49070	10000049												
49071	10000049												
49072	10000049												
49073	10000049												
49074	10000049												
49080	10000049	0		0									
49081	10000049	0		0									
49082	10000049	0		0									
49075	10000049	8											
49076	10000049	7	1										
49077	10000049	7	2										
49078	10000049	7	4										
49079	10000049	7	6										
53009	10000053												
53010	10000053												
53011	10000053												
53012	10000053												
53013	10000053												
53014	10000053												
53015	10000053												
53016	10000053												
53017	10000053												
53018	10000053												
53019	10000053												
53020	10000053												
53021	10000053												
53022	10000053												
53023	10000053												
53024	10000053												
53025	10000053	0		0									
53026	10000053	0		0									
53027	10000053												
53028	10000053												
53029	10000053												
53030	10000053												
53031	10000053												
53032	10000053												
53033	10000053												
53034	10000053												
53035	10000053												
53036	10000053												
53037	10000053												
53038	10000053												
53039	10000053												
53040	10000053												
53041	10000053												
53042	10000053												
53043	10000053												
53044	10000053												
53045	10000053												
53046	10000053												
53047	10000053												
53048	10000053												
53049	10000053												
53050	10000053												
53051	10000053	1	4										
53052	10000053												
53053	10000053	1	6										
53054	10000053	1	4										
53055	10000053												
53056	10000053												
53057	10000053	1	4										
53058	10000053	1	4										
53059	10000053	1	4										
53060	10000053	1	4										
53061	10000053	1	4										
53062	10000053	1	4										
53063	10000053	1	4										
53064	10000053	1	4										
53065	10000053												
53066	10000053	1	3										
53067	10000053	1	4										
53068	10000053	1	5										
53069	10000053	1	6										
53070	10000053												
53071	10000053												
53072	10000053												
53073	10000053												
53074	10000053												
53075	10000053												
53081	10000053	0		0									
53082	10000053	0		0									
53083	10000053	0		0									
53076	10000053	8											
53077	10000053	7	1										
53078	10000053	7	2										
53079	10000053	7	4										
53080	10000053	7	6										
52009	10000052												
52010	10000052												
52011	10000052												
52012	10000052												
52013	10000052												
52014	10000052	11	2021										
52015	10000052												
52016	10000052												
52017	10000052												
52018	10000052	11	2021										
52019	10000052	11	2021										
52020	10000052												
52021	10000052												
52022	10000052												
52023	10000052												
52024	10000052	1	6	11	2021								
52025	10000052	1	6	11	2021								
52026	10000052	1	4	11	2021								
52027	10000052	1	4										
52028	10000052												
52029	10000052	1	4	11	2021								
52030	10000052	1	4										
52031	10000052	1	4	11	2021								
52032	10000052	1	4										
52033	10000052	1	4	11	2021								
52034	10000052	1	4	11	2021								
52035	10000052	1	4										
52036	10000052	1	4	11	2021								
52037	10000052	1	4										
52038	10000052	1	4	11	2021								
52039	10000052	1	4	11	2021								
52083	10000052	1	4	11	3026	0		0		0			
52040	10000052												
52041	10000052	1	3										
52042	10000052	1	4	11	2021								
52043	10000052	1	5	11	2021								
52044	10000052	1	6	11	2021								
52045	10000052												
52046	10000052	11	2021										
52047	10000052	11	2021										
52048	10000052												
52077	10000052	0		0									
52078	10000052	0		0									
52079	10000052	0		0									
52080	10000052	11	2021	0									
52081	10000052	11	2021	0									
52082	10000052	11	2021	0									
52049	10000052	8											
52050	10000052	8											
52051	10000052	7	1										
52052	10000052	7	2										
52053	10000052	7	4										
52054	10000052	7	6										
52055	10000052												
52056	10000052												
52057	10000052												
52058	10000052												
52059	10000052												
52060	10000052												
52061	10000052	0		0									
52062	10000052	0		0									
52063	10000052	0		0									
52064	10000052												
52065	10000052												
52066	10000052												
52067	10000052	0		0									
52068	10000052	0		0									
52069	10000052												
52070	10000052												
52071	10000052												
52072	10000052												
52073	10000052												
52074	10000052												
52075	10000052												
52076	10000052												
54009	10000054												
54010	10000054												
54011	10000054												
54012	10000054												
54013	10000054												
54014	10000054												
54015	10000054												
54016	10000054												
54017	10000054												
54018	10000054												
54019	10000054												
54020	10000054												
54021	10000054												
54022	10000054												
54023	10000054												
54024	10000054	1	6										
54025	10000054	1	4										
54026	10000054	1	4										
54027	10000054	1	4										
54028	10000054												
54029	10000054	1	4										
54030	10000054	1	4										
54031	10000054	1	4										
54032	10000054	1	4	11	2021								
54033	10000054	1	4	11	2021								
54034	10000054	1	4	11	2021								
54035	10000054	1	4										
54036	10000054												
54037	10000054	1	3										
54038	10000054	1	4	11	2021								
54039	10000054	1	5										
54040	10000054	1	6										
54041	10000054												
54042	10000054	6	1202405										
54043	10000054												
54044	10000054												
54074	10000054	0		0									
54075	10000054	0		0									
54076	10000054	0		0									
54045	10000054	8											
54046	10000054	7	1										
54047	10000054	7	2										
54048	10000054	7	4										
54049	10000054	7	6										
54050	10000054												
54051	10000054												
54052	10000054												
54053	10000054												
54054	10000054												
54055	10000054												
54056	10000054												
54057	10000054												
54058	10000054	0		0									
54059	10000054	0		0									
54060	10000054	0		0									
54061	10000054												
54062	10000054												
54063	10000054												
54064	10000054	0		0									
54065	10000054	0		0									
54066	10000054												
54067	10000054												
54068	10000054												
54069	10000054												
54070	10000054												
54071	10000054												
54072	10000054												
54073	10000054												
56001	10000056												
56002	10000056												
56003	10000056												
56004	10000056												
56005	10000056												
56006	10000056												
56007	10000056												
56008	10000056												
56009	10000056												
56010	10000056												
56011	10000056												
56012	10000056												
56013	10000056												
56014	10000056	1	4										
56015	10000056	1	6										
56016	10000056												
56017	10000056	1	6	11	2021								
56018	10000056	1	4										
56019	10000056												
56020	10000056												
56021	10000056												
56022	10000056	1	4										
56023	10000056	1	4										
56024	10000056	1	4										
56025	10000056	1	4										
56026	10000056	1	4										
56027	10000056	1	6	11	2021								
56028	10000056	1	4										
56029	10000056	1	4										
56030	10000056	1	4										
56031	10000056	1	4										
56032	10000056	1	4	0									
56033	10000056												
56034	10000056	1	3	6	200908								
56035	10000056	1	4	6	200908								
56036	10000056	1	5	6	200908								
56037	10000056	1	6	11	2021								
56038	10000056												
56039	10000056												
56040	10000056												
56041	10000056												
56071	10000056	0		0									
56072	10000056	0		0									
56073	10000056	0		0									
56042	10000056	8											
56043	10000056	7	1										
56044	10000056	7	2										
56045	10000056	7	4										
56046	10000056	7	6										
56047	10000056												
56048	10000056												
56049	10000056												
56050	10000056												
56051	10000056												
56052	10000056												
56053	10000056	0		0									
56054	10000056	0		0									
56055	10000056	0		0									
56056	10000056												
56057	10000056												
56058	10000056												
56059	10000056	0		0									
56060	10000056	0		0									
56061	10000056												
56062	10000056												
56063	10000056												
56064	10000056												
56065	10000056												
56066	10000056												
56067	10000056												
56068	10000056												
56069	10000056												
56070	10000056												
62001	10000062												
62002	10000062												
62003	10000062												
62004	10000062												
62005	10000062												
62006	10000062												
62007	10000062												
62008	10000062												
62009	10000062												
62010	10000062												
62011	10000062												
62012	10000062												
62013	10000062												
62014	10000062												
62015	10000062	1	6										
62016	10000062	1	6										
62017	10000062												
62018	10000062												
62019	10000062												
62020	10000062	1	3										
62021	10000062	1	4										
62022	10000062	1	5										
62023	10000062	1	6										
62024	10000062												
62025	10000062												
62026	10000062												
62027	10000062												
62028	10000062	8											
62029	10000062	7	1										
62030	10000062	7	2										
62031	10000062	7	4										
62032	10000062	7	6										
62033	10000062												
62034	10000062												
62035	10000062												
62036	10000062												
62037	10000062												
62038	10000062												
62039	10000062												
62040	10000062	0		0									
62041	10000062	0		0									
62042	10000062	0		0									
62043	10000062												
62044	10000062												
62045	10000062												
62046	10000062	0		0									
62047	10000062	0		0									
62048	10000062												
62049	10000062												
62050	10000062												
62051	10000062												
62052	10000062												
62053	10000062												
62054	10000062												
62055	10000062												
62056	10000062												
62057	10000062												
50008	10000050	0		0									
50009	10000050	0		0									
50010	10000050	0		0									
50011	10000050	0		0									
50012	10000050	0		0									
50013	10000050	0		0									
50014	10000050	0		0									
50015	10000050	0		0									
50016	10000050	0		0									
50017	10000050	0		0									
50018	10000050	0		0									
50019	10000050	0		0									
50020	10000050	0		0									
50021	10000050	1	4	0									
50022	10000050	0		0									
50023	10000050	1	6	6	200908								
50024	10000050	1	4	0									
50025	10000050	0		0									
50026	10000050	0		0									
50027	10000050	0		0									
50028	10000050	1	4	0									
50029	10000050	1	4	0									
50030	10000050	1	4	6	200908								
50031	10000050	1	4	6	200908								
50032	10000050	1	4	0									
50033	10000050	1	4	6	200908								
50034	10000050	1	4	0									
50035	10000050	1	4	0									
50036	10000050	1	4	0									
50037	10000050	1	4	0									
50038	10000050	1	4	0									
50039	10000050	1	4	0									
50040	10000050	1	4	0									
50041	10000050	0		0									
50042	10000050	1	3	0									
50043	10000050	1	4	0									
50044	10000050	1	5	0									
50045	10000050	1	6	0									
50046	10000050	0		0									
50047	10000050	0		0									
50048	10000050	0		0									
50049	10000050	0		0									
50077	10000050	0		0									
50078	10000050	0		0									
50079	10000050	0		0									
50050	10000050	8		0									
50051	10000050	7	1	0									
50052	10000050	7	2	0									
50053	10000050	7	4	0									
50054	10000050	7	6	0									
50055	10000050	0		0									
50056	10000050	0		0									
50057	10000050	0		0									
50058	10000050	0		0									
50059	10000050	0		0									
50060	10000050	0		0									
50061	10000050	0		0									
50062	10000050	0		0									
50063	10000050	0		0									
50064	10000050	0		0									
50065	10000050	0		0									
50066	10000050	0		0									
50067	10000050	0		0									
50068	10000050	0		0									
50069	10000050	0		0									
50070	10000050	0		0									
50071	10000050	0		0									
50072	10000050	0		0									
50073	10000050	0		0									
50074	10000050	0		0									
50075	10000050	0		0									
50076	10000050	0		0									
57000	10000057	0		0									
57001	10000057	0		0									
57002	10000057	0		0									
57003	10000057	0		0									
57004	10000057	0		0									
57005	10000057	0		0									
57006	10000057	0		0									
57007	10000057	0		0									
57008	10000057	0		0									
57009	10000057	0		0									
57010	10000057	0		0									
57011	10000057	0		0									
57012	10000057	0		0									
57013	10000057	0		0									
57014	10000057	1	4	0									
57015	10000057	0		0									
57016	10000057	1	6	11	2021								
57017	10000057	1	4	0									
57018	10000057	0		0									
57019	10000057	0		0									
57020	10000057	0		0									
57021	10000057	1	4	0									
57022	10000057	1	4	0									
57023	10000057	1	4	0									
57024	10000057	1	4	11	2021								
57025	10000057	1	4	11	2021								
57026	10000057	1	4	0									
57027	10000057	1	4	6	200711								
57028	10000057	1	4	0									
57029	10000057	1	4	0									
57030	10000057	1	4	0									
57031	10000057	0		0									
57032	10000057	1	3	0									
57033	10000057	1	4	0									
57034	10000057	1	5	0									
57035	10000057	1	6	6	1202618								
57036	10000057	0		0									
57037	10000057	1	6	0									
57038	10000057	0		0									
57039	10000057	0		0									
57070	10000057	0		0									
57071	10000057	0		0									
57072	10000057	0		0									
57040	10000057	8		0									
57041	10000057	7	1	0									
57042	10000057	7	2	0									
57043	10000057	7	4	0									
57044	10000057	7	6	0									
57045	10000057	0		0									
57046	10000057	0		0									
57047	10000057	0		0									
57048	10000057	0		0									
57049	10000057	0		0									
57050	10000057	0		0									
57051	10000057	0		0									
57052	10000057	0		0									
57053	10000057	0		0									
57054	10000057	0		0									
57055	10000057	0		0									
57056	10000057	0		0									
57057	10000057	0		0									
57058	10000057	0		0									
57059	10000057	0		0									
57060	10000057	0		0									
57061	10000057	0		0									
57062	10000057	0		0									
57063	10000057	0		0									
57064	10000057	0		0									
57065	10000057	0		0									
57066	10000057	0		0									
57067	10000057	0		0									
57068	10000057	0		0									
57069	10000057	0		0									
55000	10000055	0		0									
55001	10000055	0		0									
55002	10000055	0		0									
55003	10000055	0		0									
55004	10000055	0		0									
55005	10000055	0		0									
55006	10000055	0		0									
55007	10000055	0		0									
55008	10000055	0		0									
55009	10000055	0		0									
55010	10000055	0		0									
55011	10000055	0		0									
55012	10000055	0		0									
55013	10000055	0		0									
55014	10000055	1	4	0									
55015	10000055	0		0									
55016	10000055	1	6	0									
55017	10000055	1	4	0									
55018	10000055	0		0									
55019	10000055	1	4	0									
55020	10000055	0		0									
55021	10000055	1	4	0									
55022	10000055	1	4	0									
55023	10000055	1	4	0									
55024	10000055	1	4	0									
55025	10000055	1	4	11	2021								
55026	10000055	1	4	6	200908								
55027	10000055	1	4	0									
55028	10000055	1	4	6	200908								
55029	10000055	1	4	0									
55030	10000055	1	4	0									
55031	10000055	0		0									
55032	10000055	1	3	0									
55033	10000055	1	4	6	200908								
55034	10000055	1	5	0									
55035	10000055	1	6	0									
55036	10000055	0		0									
55037	10000055	0		0									
55038	10000055	0		0									
55039	10000055	0		0									
55068	10000055	0		0									
55069	10000055	0		0									
55070	10000055	0		0									
55040	10000055	8		0									
55041	10000055	7	1	0									
55042	10000055	7	2	0									
55043	10000055	7	4	0									
55044	10000055	7	6	0									
55045	10000055	0		0									
55046	10000055	0		0									
55047	10000055	0		0									
55048	10000055	0		0									
55049	10000055	0		0									
55050	10000055	0		0									
55051	10000055	0		0									
55052	10000055	0		0									
55053	10000055	0		0									
55054	10000055	0		0									
55055	10000055	0		0									
55056	10000055	0		0									
55057	10000055	0		0									
55058	10000055	0		0									
55059	10000055	0		0									
55060	10000055	0		0									
55061	10000055	0		0									
55062	10000055	0		0									
55063	10000055	0		0									
55064	10000055	0		0									
55065	10000055	0		0									
55066	10000055	0		0									
55067	10000055	0		0									
63000	10000063	0		0									
63001	10000063	0		0									
63002	10000063	0		0									
63003	10000063	0		0									
63004	10000063	0		0									
63005	10000063	0		0									
63006	10000063	0		0									
63007	10000063	0		0									
63008	10000063	0		0									
63009	10000063	0		0									
63010	10000063	0		0									
63011	10000063	1	4	0									
63012	10000063	0		0									
63013	10000063	1	4	0									
63014	10000063	0		0									
63015	10000063	1	6	6	1101505								
63016	10000063	1	4	0									
63017	10000063	0		0									
63018	10000063	0		0									
63019	10000063	1	4	0									
63020	10000063	1	4	0									
63021	10000063	1	4	0									
63022	10000063	1	4	0									
63023	10000063	1	4	0									
63024	10000063	1	4	0									
63025	10000063	1	4	0									
63026	10000063	1	4	0									
63027	10000063	1	4	0									
63028	10000063	1	4	6	102510								
63029	10000063	0		0									
63030	10000063	1	3	0									
63031	10000063	1	4	0									
63032	10000063	1	5	6	1101505								
63033	10000063	1	6	6	1101505								
63034	10000063	0		0									
63035	10000063	1	6	0									
63036	10000063	0		0									
63037	10000063	0		0									
63069	10000063	0		0									
63070	10000063	0		0									
63071	10000063	0		0									
63038	10000063	8		0									
63039	10000063	7	1	0									
63040	10000063	7	2	0									
63041	10000063	7	4	0									
63042	10000063	7	6	0									
63043	10000063	0		0									
63044	10000063	0		0									
63045	10000063	0		0									
63046	10000063	0		0									
63047	10000063	0		0									
63048	10000063	0		0									
63049	10000063	0		0									
63050	10000063	0		0									
63051	10000063	0		0									
63052	10000063	0		0									
63053	10000063	0		0									
63054	10000063	0		0									
63055	10000063	0		0									
63056	10000063	0		0									
63057	10000063	0		0									
63058	10000063	0		0									
63059	10000063	0		0									
63060	10000063	0		0									
63061	10000063	0		0									
63062	10000063	0		0									
63063	10000063	0		0									
63064	10000063	0		0									
63065	10000063	0		0									
63066	10000063	0		0									
63067	10000063	0		0									
63068	10000063	0		0									
64000	10000064	0		0									
64001	10000064	0		0									
64002	10000064	0		0									
64003	10000064	0		0									
64004	10000064	0		0									
64005	10000064	0		0									
64006	10000064	0		0									
64007	10000064	0		0									
64008	10000064	0		0									
64009	10000064	0		0									
64010	10000064	0		0									
64011	10000064	0		0									
64012	10000064	0		0									
64013	10000064	0		0									
64014	10000064	1	6	0									
64015	10000064	1	4	0									
64016	10000064	0		0									
64017	10000064			0									
64018	10000064			0									
64019	10000064	1	4	0									
64020	10000064	1	4	0									
64021	10000064	1	4	0									
64022	10000064	1	4	0									
64023	10000064	1	4	0									
64024	10000064	1	4	6	1101505								
64025	10000064	1	4	0									
64026	10000064	1	4	0									
64027	10000064	0		0									
64028	10000064	1	3	0									
64029	10000064	1	4	0									
64030	10000064	1	5	0									
64031	10000064	1	6	0									
64032	10000064	0		0									
64033	10000064	1	6	0									
64034	10000064	0		0									
64035	10000064	0		0									
64066	10000064	0		0									
64067	10000064	0		0									
64068	10000064	0		0									
64036	10000064	8		0									
64037	10000064	7	1	0									
64038	10000064	7	2	0									
64039	10000064	7	4	0									
64040	10000064	7	6	0									
64041	10000064	0		0									
64042	10000064	0		0									
64043	10000064	0		0									
64044	10000064	0		0									
64045	10000064	0		0									
64046	10000064	0		0									
64047	10000064	0		0									
64048	10000064	0		0									
64049	10000064	0		0									
64050	10000064	0		0									
64051	10000064	0		0									
64052	10000064	0		0									
64053	10000064	0		0									
64054	10000064	0		0									
64055	10000064	0		0									
64056	10000064	0		0									
64057	10000064	0		0									
64058	10000064	0		0									
64059	10000064	0		0									
64060	10000064	0		0									
64061	10000064	0		0									
64062	10000064	0		0									
64063	10000064	0		0									
64064	10000064	0		0									
64065	10000064	0		0									
58000	10000058	0		0									
58001	10000058	0		0									
58002	10000058	0		0									
58003	10000058	0		0									
58004	10000058	0		0									
58005	10000058	0		0									
58006	10000058	0		0									
58007	10000058	0		0									
58008	10000058	0		0									
58009	10000058	0		0									
58010	10000058	0		0									
58011	10000058	0		0									
58012	10000058	0		0									
58013	10000058	0		0									
58014	10000058	1	6	11	2021								
58015	10000058	1	4	0									
58016	10000058	1	4	0									
58017	10000058	0		0									
58018	10000058	1	4	11	2021								
58019	10000058	1	4	0									
58020	10000058	1	4	6	200711								
58021	10000058	1	4	0									
58022	10000058	1	4	6	200711								
58023	10000058	1	4	0									
58024	10000058	1	4	11	2021								
58025	10000058	1	4	11	2021								
58026	10000058	1	4	0									
58027	10000058	1	4	0									
58028	10000058	1	4	0									
58029	10000058	1	4	0									
58030	10000058	0		0									
58031	10000058	1	3	0									
58032	10000058	1	4	11	2021								
58033	10000058	1	5	11	2021								
58034	10000058	1	6	11	2021								
58035	10000058	0		0									
58036	10000058	11	2021	0									
58037	10000058	11	2021	0									
58038	10000058	0		0									
58068	10000058	0		0									
58069	10000058	0		0									
58070	10000058	0		0									
58039	10000058	8		0									
58040	10000058	7	1	0									
58041	10000058	7	2	0									
58042	10000058	7	4	0									
58043	10000058	7	6	11	2021								
58044	10000058	0		0									
58045	10000058	0		0									
58046	10000058	0		0									
58047	10000058	0		0									
58048	10000058	0		0									
58049	10000058	0		0									
58050	10000058	0		0									
58051	10000058	0		0									
58052	10000058	0		0									
58053	10000058	0		0									
58054	10000058	0		0									
58055	10000058	0		0									
58056	10000058	0		0									
58057	10000058	0		0									
58058	10000058	0		0									
58059	10000058	0		0									
58060	10000058	0		0									
58061	10000058	0		0									
58062	10000058	0		0									
58063	10000058	0		0									
58064	10000058	0		0									
58065	10000058	0		0									
58066	10000058	0		0									
58067	10000058	0		0									
66000	10000066	0		0									
66001	10000066	0		0									
66002	10000066	0		0									
66003	10000066	0		0									
66004	10000066	0		0									
66005	10000066	1	4	0									
66006	10000066	0		0									
66007	10000066	0		0									
66008	10000066	0		0									
66009	10000066	0		0									
66010	10000066	0		0									
66011	10000066	0		0									
66012	10000066	1	4	0									
66013	10000066	0		0									
66014	10000066	0		0									
66015	10000066	1	4	0									
66016	10000066	11	2021	0									
66017	10000066	1	6	0									
66018	10000066	1	4	0									
66019	10000066			0									
66020	10000066	0		0									
66021	10000066	1	4	0									
66022	10000066	1	4	0									
66023	10000066	1	4	0									
66024	10000066	1	4	0									
66025	10000066	1	4	11	2021								
66026	10000066	1	4	0									
66027	10000066	1	4	0									
66028	10000066	1	4	0									
66029	10000066	1	4	0									
66030	10000066	1	4	0									
66031	10000066	0		0									
66032	10000066	1	3	0									
66033	10000066	1	4	0									
66034	10000066	1	5	0									
66035	10000066	1	6	0									
66036	10000066	0		0									
66037	10000066	0		0									
66038	10000066	0		0									
66039	10000066	1	6	0									
66040	10000066	0		0									
66067	10000066	0		0									
66068	10000066	0		0									
66069	10000066	0		0									
66041	10000066	8		0									
66042	10000066	7	1	0									
66043	10000066	7	2	0									
66044	10000066	7	4	0									
66045	10000066	7	6	0									
66046	10000066	0		0									
66047	10000066	0		0									
66048	10000066	0		0									
66049	10000066	0		0									
66050	10000066	0		0									
66051	10000066	0		0									
66052	10000066	0		0									
66053	10000066	0		0									
66054	10000066	0		0									
66055	10000066	0		0									
66056	10000066	0		0									
66057	10000066	0		0									
66058	10000066	0		0									
66059	10000066	0		0									
66060	10000066	0		0									
66061	10000066	0		0									
66062	10000066	0		0									
66063	10000066	0		0									
66064	10000066	0		0									
66065	10000066	0		0									
66066	10000066	0		0									
60000	10000060	0		0									
60001	10000060	0		0									
60002	10000060	0		0									
60003	10000060	0		0									
60004	10000060	0		0									
60005	10000060	0		0									
60006	10000060	0		0									
60007	10000060	0		0									
60008	10000060	0		0									
60009	10000060	0		0									
60010	10000060	0		0									
60011	10000060	0		0									
60012	10000060	0		0									
60013	10000060	0		0									
60014	10000060	1	4	0									
60015	10000060	0		0									
60016	10000060	1	6	0									
60017	10000060	1	4	0									
60018	10000060	0		0									
60019	10000060	0		0									
60020	10000060	0		0									
60021	10000060	0		0									
60022	10000060	1	4	0									
60023	10000060	1	4	0									
60024	10000060	1	4	0									
60025	10000060	1	4	0									
60026	10000060	1	4	0									
60027	10000060	1	4	0									
60028	10000060	1	4	0									
60029	10000060	1	4	0									
60030	10000060	1	4	0									
60031	10000060	0		0									
60032	10000060	1	3	0									
60033	10000060	1	4	0									
60034	10000060	1	5	0									
60035	10000060	1	6	0									
60036	10000060	0		0									
60037	10000060	0		0									
60038	10000060	0		0									
60039	10000060	0		0									
60068	10000060	0		0									
60069	10000060	0		0									
60070	10000060	0		0									
60040	10000060	8		0									
60041	10000060	7	1	0									
60042	10000060	7	2	0									
60043	10000060	7	4	0									
60044	10000060	7	6	0									
60045	10000060	0		0									
60046	10000060	0		0									
60047	10000060	0		0									
60048	10000060	0		0									
60049	10000060	0		0									
60050	10000060	0		0									
60051	10000060	0		0									
60052	10000060	0		0									
60053	10000060	0		0									
60054	10000060	0		0									
60055	10000060	0		0									
60056	10000060	0		0									
60057	10000060	0		0									
60058	10000060	0		0									
60059	10000060	0		0									
60060	10000060	0		0									
60061	10000060	0		0									
60062	10000060	0		0									
60063	10000060	0		0									
60064	10000060	0		0									
60065	10000060	0		0									
60066	10000060	0		0									
60067	10000060	0		0									
65000	10000065	0		0									
65001	10000065	0		0									
65002	10000065	0		0									
65003	10000065	0		0									
65004	10000065	0		0									
65005	10000065	0		0									
65006	10000065	0		0									
65007	10000065	0		0									
65008	10000065	0		0									
65009	10000065	0		0									
65010	10000065	0		0									
65011	10000065	0		0									
65012	10000065	0		0									
65013	10000065	0		0									
65014	10000065	1	4	0									
65015	10000065	0		0									
65016	10000065	1	6	0									
65017	10000065	1	4	0									
65018	10000065	0		0									
65019	10000065	1	4	0									
65020	10000065	0		0									
65021	10000065	1	4	6	1204209								
65022	10000065	1	4	0									
65023	10000065	1	4	0									
65024	10000065	1	4	0									
65025	10000065	1	4	0									
65026	10000065	1	4	0									
65027	10000065	0		0									
65028	10000065	1	3	0									
65029	10000065	1	4	0									
65030	10000065	1	5	0									
65031	10000065	1	6	0									
65032	10000065	0		0									
65033	10000065	0		0									
65034	10000065	0		0									
65035	10000065	0		0									
65064	10000065	0		0									
65065	10000065	0		0									
65066	10000065	0		0									
65036	10000065	8		0									
65037	10000065	7	1	0									
65038	10000065	7	2	0									
65039	10000065	7	4	0									
65040	10000065	7	6	0									
65041	10000065	0		0									
65042	10000065	0		0									
65043	10000065	0		0									
65044	10000065	0		0									
65045	10000065	0		0									
65046	10000065	0		0									
65047	10000065	0		0									
65048	10000065	0		0									
65049	10000065	0		0									
65050	10000065	0		0									
65051	10000065	0		0									
65052	10000065	0		0									
65053	10000065	0		0									
65054	10000065	0		0									
65055	10000065	0		0									
65056	10000065	0		0									
65057	10000065	0		0									
65058	10000065	0		0									
65059	10000065	0		0									
65060	10000065	0		0									
65061	10000065	0		0									
65062	10000065	0		0									
65063	10000065	0		0									
59000	10000059	0		0									
59001	10000059	0		0									
59002	10000059	0		0									
59003	10000059	0		0									
59004	10000059	0		0									
59005	10000059	0		0									
59006	10000059	0		0									
59007	10000059	0		0									
59008	10000059	0		0									
59009	10000059	0		0									
59010	10000059	0		0									
59011	10000059	0		0									
59012	10000059	0		0									
59013	10000059	1	4	0									
59014	10000059	0		0									
59015	10000059	0		0									
59016	10000059	1	4	0									
59017	10000059	0		0									
59018	10000059	0		0									
59019	10000059	0		0									
59020	10000059	1	4	0									
59021	10000059	1	4	0									
59022	10000059	1	4	0									
59023	10000059	1	4	0									
59024	10000059	1	4	0									
59025	10000059	1	4	0									
59026	10000059	1	4	0									
59027	10000059	1	4	0									
59028	10000059	1	4	0									
59029	10000059	0		0									
59030	10000059	1	3	0									
59031	10000059	1	4	0									
59032	10000059	1	5	0									
59033	10000059	1	6	0									
59034	10000059	0		0									
59035	10000059	0		0									
59036	10000059	0		0									
59037	10000059	0		0									
59065	10000059	0		0									
59066	10000059	0		0									
59067	10000059	0		0									
59038	10000059	8		0									
59039	10000059	7	1	0									
59040	10000059	7	2	0									
59041	10000059	7	4	0									
59042	10000059	7	6	0									
59043	10000059	0		0									
59044	10000059	0		0									
59045	10000059	0		0									
59046	10000059	0		0									
59047	10000059	0		0									
59048	10000059	0		0									
59049	10000059	0		0									
59050	10000059	0		0									
59051	10000059	0		0									
59052	10000059	0		0									
59053	10000059	0		0									
59054	10000059	0		0									
59055	10000059	0		0									
59056	10000059	0		0									
59057	10000059	0		0									
59058	10000059	0		0									
59059	10000059	0		0									
59060	10000059	0		0									
59061	10000059	0		0									
59062	10000059	0		0									
59063	10000059	0		0									
59064	10000059	0		0									
69000	10000069	0		0									
69001	10000069	0		0									
69002	10000069	0		0									
69003	10000069	0		0									
69004	10000069	0		0									
69005	10000069	0		0									
69006	10000069	0		0									
69007	10000069	0		0									
69008	10000069	0		0									
69009	10000069	0		0									
69010	10000069	0		0									
69011	10000069	0		0									
69012	10000069	0		0									
69013	10000069	0		0									
69014	10000069	0		0									
69015	10000069	1	4	0									
69016	10000069	0		0									
69017	10000069	1	6	0									
69018	10000069	1	4	0									
69019	10000069	0		0									
69020	10000069	1	4	6	1300303								
69021	10000069	0		0									
69022	10000069	1	4	0									
69023	10000069	1	4	0									
69072	10000069	1	4	11	3026	0		0		0			
69024	10000069	1	4	0									
69025	10000069	1	4	0									
69026	10000069	1	4	0									
69027	10000069	1	4	11	3026	0		0		0			
