ID	类型	细分类型	动态难度	序列编号	玩法类型	场景ID	脚本定时事件间隔	联机类型	显示等级	是否限制角色等级	限制等级	等级修正	前置副本	需求角色	通关条件	通关跳转地城	复活间隔时间	复活次数上限	每天准入次数	[进入消耗]1ID	[进入消耗]1数量	首通奖励RewardID	结算倒计时	失败后退出等待时间	主动退出倒计时	结算显示1	结算显示2	结算显示3	结算显示4	结算后是否拦截主动复活	开启神像消耗道具	消耗数量	神像奖励	挑战因子组合	城市ID	地城状态
4440	3	2				40750		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82242700	1725:100	4	1
4441	3	2				40751		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82243300	1725:100	4	1
4442	3	2				40752		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82244100	1725:100	4	1
4443	3	2				40753		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82245000	1725:100	4	1
4450	3	2				40750		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82342700	1725:100	4	1
4451	3	2				40751		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82343300	1725:100	4	1
4452	3	2				40752		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82344100	1725:100	4	1
4453	3	2				40753		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82345000	1725:100	4	1
5000	3	1				40500		2	26	17	1	25			51			0	3			0	999	30	30	1					106	20	85112000	1100:100	1	2
5001	3	1				40501		2	34	25	1	33			51			0	3			0	999	30	30	1					106	20	85112500	1101:100	1	1
5002	3	1				40502		2	47	38	25	46			51			0	3			0	999	30	30	1					106	20	85113000	1102:100	1	1
5003	3	1				40503		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85113500	1103:100	1	1
5004	3	1				40504		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85114000	1104:100	1	1
5005	3	1				40505		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85114500	1105:100	1	1
5006	3	1				40506		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85115500	1106:100	1	1
5007	3	1				40507		2	60	51	45	59			51			0	3			0	999	30	30	1					106	20	85116000	1107:100	1	2
5008	3	1				40508		2	47	38	25	46			51			0	3			0	999	30	30	1					106	20	85213000	1108:100	1	1
5009	3	1				40509		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85213500	1109:100	1	1
5010	3	1				40510		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85214000	1110:100	1	1
5011	3	1				40511		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85214500	1111:100	1	1
5012	3	1				40512		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85215500	1112:100	1	1
5013	3	1				40513		2	60	51	45	59			51			0	3			0	999	30	30	1					106	20	85216000	1113:100	1	2
5014	3	1				40514		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85413500	1377:100	1	1
5015	3	1				40515		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85414000	1377:100	1	1
5016	3	1				40516		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85414500	1378:100	1	1
5017	3	1				40517		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85415500	1379:100	1	1
5050	3	1				40650		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85143500	1727:100	4	1
5051	3	1				40651		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85144000	1727:100	4	1
5052	3	1				40652		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85144500	1727:100	4	1
5053	3	1				40653		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85145500	1727:100	4	1
5100	3	1				40600		2	34	25	1	33			61			0	3			0	999	30	30	1					106	20	85122500	1114:100	2	1
5101	3	1				40601		2	47	38	25	46			61			0	3			0	999	30	30	1					106	20	85123000	1115:100	2	1
5102	3	1				40602		2	59	50	30	58			61			0	3			0	999	30	30	1					106	20	85123500	1116:100	2	1
5103	3	1				40603		2	69	60	35	68			60			0	3			0	999	30	30	1					106	20	85124000	1117:100	2	1
5104	3	1				40604		2	80	71	40	79			60			0	3			0	999	30	30	1					106	20	85124500	1118:100	2	1
5105	3	1				40605		2	90	81	45	89			60			0	3			0	999	30	30	1					106	20	85125500	1119:100	2	1
5106	3	1				40606		2	60	51	45	59			60			0	3			0	999	30	30	1					106	20	85126000	1120:100	2	2
5107	3	1				40607		2	59	50	30	58			58			0	3			0	999	30	30	1					106	20	85223500	1121:100	2	1
5108	3	1				40608		2	69	60	35	68			58			0	3			0	999	30	30	1					106	20	85224000	1122:100	2	1
5109	3	1				40609		2	80	71	40	79			59			0	3			0	999	30	30	1					106	20	85224500	1123:100	2	1
5110	3	1				40610		2	90	81	45	89			59			0	3			0	999	30	30	1					106	20	85225500	1124:100	2	1
5111	3	1				40611		2	60	51	45	59			57			0	3			0	999	30	30	1					106	20	85226000	1125:100	2	2
5112	3	1				40612		2	69	60	35	68			60			0	3			0	999	30	30	1					106	20	85324000	1126:100	2	1
5113	3	1				40613		2	80	71	40	79			60			0	3			0	999	30	30	1					106	20	85324500	1127:100	2	1
5114	3	1				40614		2	90	81	45	89			60			0	3			0	999	30	30	1					106	20	85325500	1128:100	2	1
5115	3	1				40615		2	60	51	45	59			59			0	3			0	999	30	30	1					106	20	85326000	1129:100	2	2
5120	3	1				40404		2	59	50	30	58			58			0	3			0	999	30	30	1					106	20	85313500	1344:100	1	1
5121	3	1				40408		2	69	60	35	68			58			0	3			0	999	30	30	1					106	20	85314000	1344:100	1	1
5122	3	1				40409		2	80	71	40	79			59			0	3			0	999	30	30	1					106	20	85314500	1344:100	1	1
5123	3	1				40410		2	90	81	45	89			59			0	3			0	999	30	30	1					106	20	85315500	1344:100	1	1
5125	3	1				40617		2	59	50	30	58			58			0	3			0	999	30	30	1					106	20	85333500	1700:100	2	1
5126	3	1				40618		2	69	60	35	68			58			0	3			0	999	30	30	1					106	20	85334000	1700:100	2	1
5127	3	1				40619		2	80	71	40	79			59			0	3			0	999	30	30	1					106	20	85334500	1700:100	2	1
5128	3	1				40620		2	90	81	45	89			59			0	3			0	999	30	30	1					106	20	85335500	1700:100	2	1
5200	3	1				40801		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85133500	1606:100	3	1
5201	3	1				40802		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85134000	1606:100	3	1
5202	3	1				40803		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85134500	1606:100	3	1
5203	3	1				40804		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85135500	1606:100	3	1
5204	3	1				40806		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85233500	1677:100	3	1
5205	3	1				40807		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85234000	1677:100	3	1
5206	3	1				40808		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85234500	1677:100	3	1
5207	3	1				40809		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85235500	1677:100	3	1
5210	3	3				40400		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83021300	1304:100	2	1
5211	3	3				40401		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83022600	1304:100	2	1
5212	3	3				40402		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83023500	1305:100	2	1
5213	3	3				40403		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	83024500	1305:100	2	1
5214	3	3				40400		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83121300	1304:100	2	1
5215	3	3				40401		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83122600	1304:100	2	1
5216	3	3				40402		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83123500	1305:100	2	1
5217	3	3				40403		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	83124500	1305:100	2	1
5218	3	3				40400		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83221300	1304:100	2	1
5219	3	3				40401		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83222600	1304:100	2	1
5220	3	3				40402		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83223500	1305:100	2	1
5221	3	3				40403		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	83224500	1305:100	2	1
5222	3	3				40400		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83321300	1304:100	2	1
5223	3	3				40401		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83322600	1304:100	2	1
5224	3	3				40402		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83323500	1305:100	2	1
5225	3	3				40403		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	83324500	1305:100	2	1
5250	3	2				40100		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82022700	1300:100	2	1
5251	3	2				40101		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82023300	1300:100	2	1
5252	3	2				40102		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82024100	1300:100	2	1
5253	3	2				40105		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82025000	1300:100	2	1
5254	3	2				40100		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82122700	1300:100	2	1
5255	3	2				40101		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82123300	1300:100	2	1
5256	3	2				40102		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82124100	1300:100	2	1
5257	3	2				40105		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82125000	1300:100	2	1
5258	3	2				40100		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82222700	1300:100	2	1
5259	3	2				40101		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82223300	1300:100	2	1
5260	3	2				40102		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82224100	1300:100	2	1
5261	3	2				40105		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82225000	1300:100	2	1
5262	3	2				40100		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82322700	1300:100	2	1
5263	3	2				40101		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82323300	1300:100	2	1
5264	3	2				40102		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82324100	1300:100	2	1
5265	3	2				40105		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82325000	1300:100	2	1
5116	3	0				40616		2	1	1		0			59			0	3			0	999	30	3	1					106	20	0	43:103	2	2
5300	9	0				40022		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1354:100	1	1
5301	9	0				40023		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1353:100	1	1
5302	9	0				40024		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1355:100	1	1
5303	9	0				40025		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1356:100	1	1
5304	9	0				40027		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1354:100	1	1
5305	9	0				40028		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1353:100	1	1
5306	9	0				40029		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1355:100	1	1
5310	12	0	1			35800		2	36		1	35			147		10	999	99			0	999	30	3						0	0	0		1	1
5311	36	0				51008		2	80	0	1	79			173			10	99			0	30	30	30						0	0	0	1745:100	2	1
6000	8	0			2	41000		1	80	1	1	79			116			0				0	999	30	3						0	0	0		1	1
6001	8	0			2	41001		1	80	1	1	79			117			0				0	999	30	3						0	0	0		1	1
6002	8	0			2	41002		1	80	1	1	79			118			0				0	999	30	3						0	0	0		1	1
6003	8	0			2	41003		1	80	1	1	79			119			0				0	999	30	3						0	0	0		1	1
6004	8	0			2	41004		1	80	1	1	79			120			0				0	999	30	3						0	0	0		1	1
6005	8	0			2	41005		1	80	1	1	79			121			0				0	999	30	3						0	0	0		1	1
6006	8	0			2	41006		1	80	1	1	79			122			0				0	999	30	3						0	0	0		1	1
6007	8	0			2	41007		1	80	1	1	79			123			0				0	999	30	3						0	0	0		1	1
6008	8	0			2	41008		1	80	1	1	79			124			0				0	999	30	3						0	0	0		1	1
6009	8	0			2	41009		1	80	1	1	79			125			0				0	999	30	3						0	0	0		1	1
6010	8	0			2	41010		1	80	1	1	79			126			0				0	999	30	3						0	0	0		1	1
6011	8	0			2	41011		1	80	1	1	79			127			0				0	999	30	3						0	0	0		1	1
6012	8	0			2	41012		1	80	1	1	79			128			0				0	999	30	3						0	0	0		1	1
6013	8	0			2	41013		1	80	1	1	79			129			0				0	999	30	3						0	0	0		1	1
6014	8	0			2	41014		1	80	1	1	79			130			0				0	999	30	3						0	0	0		1	1
6015	8	0			2	41015		1	80	1	1	79			131			0				0	999	30	3						0	0	0		1	1
6016	8	0			2	41016		1	80	1	1	79			132			0				0	999	30	3						0	0	0		1	1
6017	8	0			2	41017		1	80	1	1	79			133			0				0	999	30	3						0	0	0		1	1
6018	8	0			2	41018		1	80	1	1	79			134			0				0	999	30	3						0	0	0		1	1
6019	8	0			2	41019		1	80	1	1	79			135			0				0	999	30	3						0	0	0		1	1
6020	8	0			2	41020		1	80	1	1	79			136			0				0	999	30	3						0	0	0		1	1
6021	8	0			2	41021		1	80	1	1	79			137			0				0	999	30	3						0	0	0		1	1
6022	8	0			2	41022		1	80	1	1	79			138			0				0	999	30	3						0	0	0		1	1
6023	8	0			2	41023		1	80	1	1	79			139			0				0	999	30	3						0	0	0		1	1
6024	8	0			2	41024		1	80	1	1	79			140			0				0	999	30	3						0	0	0		1	1
6025	8	0			2	41025		1	80	1	1	79			141			0				0	999	30	3						0	0	0		1	1
6026	8	0			2	41026		1	80	1	1	79			142			0				0	999	30	3						0	0	0		1	1
6027	8	0			2	41027		1	80	1	1	79			143			0				0	999	30	3						0	0	0		1	1
6028	8	0			2	41028		1	80	1	1	79			114			0				0	999	30	3						0	0	0		1	1
6029	8	0			2	41029		1	80	1	1	79			144			0				0	999	30	3						0	0	0		1	1
6030	8	0			2	41030		1	80	1	1	79			145			0				0	999	30	3						0	0	0		1	1
6031	8	0			2	41031		1	80	1	1	79			146			0				0	999	30	3						0	0	0		1	1
6032	8	0			2	41032		1	80	1	1	79			156			0				0	999	30	3						0	0	0		1	1
6033	8	0			2	41033		1	80	1	1	79			160			0				0	999	30	3						0	0	0		1	1
6034	8	0			2	41034		1	80	1	1	79			166			0				0	999	30	3						0	0	0		1	1
6035	8	0			2	41035		1	80	1	1	79			173			0				0	999	30	3						0	0	0		1	1
6036	8	0			2	41036		1	80	1	1	79			174			0				0	999	30	3						0	0	0		1	1
6037	8	0			2	41037		1	80	1	1	79			175			0				0	999	30	3						0	0	0		1	1
6038	8	0			2	41038		1	80	1	1	79			191			0				0	999	30	3						0	0	0		1	1
6039	8	0			2	41039		1	80	1	1	79			192			0				0	999	30	3						0	0	0		1	1
6040	8	0			2	41040		1	80	1	1	79			193			0				0	999	30	3						0	0	0		1	1
6041	8	0			2	41041		1	80	1	1	79			203			0				0	999	30	3						0	0	0		1	1
6042	8	0			2	41042		1	80	1	1	79			205			0				0	999	30	3						0	0	0		1	1
6043	8	0			2	41043		1	80	1	1	79			206			0				0	999	30	3						0	0	0		1	1
6044	8	0			2	41044		1	80	1	1	79			211			0				0	999	30	3						0	0	0		1	1
6045	8	0			2	41045		1	80	1	1	79			212			0				0	999	30	3						0	0	0		1	1
6046	8	0			2	41046		1	80	1	1	79			214			0				0	999	30	3						0	0	0		1	1
6047	8	0			2	41047		1	80	1	1	79			223			0				0	999	30	3						0	0	0		1	1
6048	8	0			2	41048		1	80	1	1	79			233			0				0	999	30	3						0	0	0		1	1
6049	8	0			2	41049		1	80	1	1	79			234			0				0	999	30	3						0	0	0		1	1
6050	8	0			2	41050		1	80	1	1	79			239			0				0	999	30	3						0	0	0		1	1
6051	8	0			2	41051		1	80	1	1	79			240			0				0	999	30	3						0	0	0		1	1
6052	8	0			2	41052		1	80	1	1	79			241			0				0	999	30	3						0	0	0		1	1
6053	8	0			2	41053		1	80	1	1	79			242			0				0	999	30	3						0	0	0		1	1
6054	8	0			2	41054		1	80	1	1	79			253			0				0	999	30	3						0	0	0		1	1
6055	8	0			2	41055		1	80	1	1	79			254			0				0	999	30	3						0	0	0		1	1
6056	8	0			2	41056		1	80	1	1	79			255			0				0	999	30	3						0	0	0		1	1
6057	8	0			2	41057		1	80	1	1	79			268			0				0	999	30	3						0	0	0		1	1
6058	8	0			2	41058		1	80	1	1	79			269			0				0	999	30	3						0	0	0		1	1
7000	11	0				42014		2	11	1	1	10			113			0				0	999	30	3	1					0	0	0	1365:100	2	1
7001	11	0				42006		2	11	1	1	10			100			0				0	999	30	3	1					0	0	0	1365:100	2	1
7002	11	0				42002		2	27	1	1	26			101			0				0	999	30	3	1					0	0	0	1365:100	2	1
7003	11	0				42001		2	33	1	1	32			102			0				0	999	30	3	1					0	0	0	1365:100	2	1
7004	11	0				42007		2	40	1	1	39			103			0				0	999	30	3	1					0	0	0	1365:100	2	1
7005	11	0				42003		2	44	1	1	43			104			0				0	999	30	3	1					0	0	0	1365:100	2	1
7006	11	0				42005		2	47	1	1	46			105			0				0	999	30	3	1					0	0	0	1365:100	2	1
7007	11	0				42004		2	50	1	1	49			106			0				0	999	30	3	1					0	0	0	1365:100	2	1
7008	11	0				42008		2	62	1	1	61			115			0				0	999	30	3	1					0	0	0	1365:100	2	1
7009	11	0				42009		2	33	1	1	32			108			0				0	999	30	3	1					0	0	0	1365:100	2	1
7010	11	0				42010		2	40	1	1	39			109			0				0	999	30	3	1					0	0	0	1365:100	2	1
7011	11	0				42012		2	44	1	1	43			110			0				0	999	30	3	1					0	0	0	1365:100	2	1
7012	11	0				42013		2	47	1	1	46			111			0				0	999	30	3	1					0	0	0	1365:100	2	1
7013	11	0				42011		2	50	1	1	49			112			0				0	999	30	3	1					0	0	0	1365:100	2	1
7100	8	0			3	43001		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1371:100	1	1
7101	8	0			3	43002		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1372:100	1	1
7102	8	0			3	43003		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1373:100	1	1
7103	8	0			3	43004		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1374:100	1	1
7104	8	0			3	43005		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1375:100	1	1
7105	8	0			3	43006		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1376:100	1	1
7106	8	0			3	43007		1	80	1	1	79			149			10				0	60	30	30						0	0	0		1	1
7107	8	0			3	43008		1	80	1	1	79			149			10				0	60	30	30						0	0	0		1	1
7108	8	0			3	43009		1	80	1	1	79			149			10				0	60	30	30						0	0	0		1	1
7109	8	0			3	43010		1	80	1	1	79			149			10				0	60	30	30						0	0	0		1	1
7110	8	0			3	43011		1	80	1	1	79			149			10				0	60	30	30						0	0	0		1	1
7111	8	0			3	43012		1	80	1	1	79			149			10				0	60	30	30						0	0	0		1	1
7112	8	0			3	43013		1	80	1	1	79			149			10				0	60	30	30						0	0	0		1	1
7201	14	0	1			44001		2	30	1	1	29			151			10				0	999	30	3						0	0	0	1465:100	2	1
7202	14	0	1			44002		2	30	1	1	29			155			10				0	999	30	3						0	0	0	1466:100	1	1
7203	14	0	1			44003		2	30	1	1	29			152			10				0	999	30	3						0	0	0	1467:100	2	1
7204	13	0				44004		2	40	1	1	39			159		10	999				0	999	30	30						0	0	0	1461:100	1	1
7205	13	0				44005		2	40	1	1	39			159		10	999				0	999	30	30						0	0	0	1462:100	1	1
7206	13	0				44006		2	40	1	1	39			159		10	999				0	999	30	30						0	0	0	1463:100	1	1
7207	13	0				44007		2	40	1	1	39			159		10	999				0	999	30	30						0	0	0	1464:100	1	1
7208	13	0				44004		2	60	1	1	59			159		10	999				0	999	30	30						0	0	0	1461:100	1	1
7209	13	0				44005		2	60	1	1	59			159		10	999				0	999	30	30						0	0	0	1462:100	1	1
7210	13	0				44006		2	60	1	1	59			159		10	999				0	999	30	30						0	0	0	1463:100	1	1
7211	13	0				44007		2	60	1	1	59			159		10	999				0	999	30	30						0	0	0	1464:100	1	1
7212	13	0				44004		2	80	1	1	79			159		10	999				0	999	30	30						0	0	0	1461:100	1	1
7213	13	0				44005		2	80	1	1	79			159		10	999				0	999	30	30						0	0	0	1462:100	1	1
7214	13	0				44006		2	80	1	1	79			159		10	999				0	999	30	30						0	0	0	1463:100	1	1
7215	13	0				44007		2	80	1	1	79			159		10	999				0	999	30	30						0	0	0	1464:100	1	1
7216	13	0				44004		2	90	1	1	89			159		10	999				0	999	30	30						0	0	0	1461:100	1	1
7217	13	0				44005		2	90	1	1	89			159		10	999				0	999	30	30						0	0	0	1462:100	1	1
7218	13	0				44006		2	90	1	1	89			159		10	999				0	999	30	30						0	0	0	1463:100	1	1
7219	13	0				44007		2	90	1	1	89			159		10	999				0	999	30	30						0	0	0	1464:100	1	1
7221	13	0				44011		2	40	1	1	39			159		10	999				0	60	30	30						0	0	0	1671:100	2	1
7222	13	0				44012		2	40	1	1	39			159		10	999				0	60	30	30						0	0	0	1672:100	1	1
7223	13	0				44013		2	40	1	1	39			159		10	999				0	60	30	30						0	0	0	1673:100	1	1
7224	13	0				44011		2	60	1	1	59			159		10	999				0	60	30	30						0	0	0	1671:100	2	1
7225	13	0				44012		2	60	1	1	59			159		10	999				0	60	30	30						0	0	0	1672:100	1	1
7226	13	0				44013		2	60	1	1	59			159		10	999				0	60	30	30						0	0	0	1673:100	1	1
7227	13	0				44011		2	80	1	1	79			159		10	999				0	60	30	30						0	0	0	1671:100	2	1
7228	13	0				44012		2	80	1	1	79			159		10	999				0	60	30	30						0	0	0	1672:100	1	1
7229	13	0				44013		2	80	1	1	79			159		10	999				0	60	30	30						0	0	0	1673:100	1	1
7230	13	0				44011		2	90	1	1	89			159		10	999				0	60	30	30						0	0	0	1671:100	2	1
7231	13	0				44012		2	90	1	1	89			159		10	999				0	60	30	30						0	0	0	1672:100	1	1
7232	13	0				44013		2	90	1	1	89			159		10	999				0	60	30	30						0	0	0	1673:100	1	1
7301	15	0	1			46001		2	33	1	1	32			171			0				0	999	30	3						0	0	0	1607:100	3	1
7302	21	0	1			20124		2	33	1	1	32			209			0				0	999	30	3						0	0	0		2	1
7310	19	0	1			46101		2	33	1	1	32			204			0				0	999	30	3						0	0	0	1633:100	3	1
7400	16	0				45000		1	80	1	1	79			178			0				0	999	30	3	1					0	0	0	1365:100	2	1
7401	16	0				45002		2	80	1	1	79			179			0				0	999	30	3	1					0	0	0	1365:100	2	1
7402	16	0				45003		2	80	1	1	79			180			0				0	999	30	3	1					0	0	0	1365:100	2	1
7403	16	0				45001		2	80	1	1	79			181			0				0	999	30	3	1					0	0	0	1365:100	2	1
7404	16	0				45004		2	80	1	1	79			182			0				0	999	30	3	1					0	0	0	1365:100	2	1
7405	16	0				45005		2	80	1	1	79			183			0				0	999	30	3	1					0	0	0	1365:100	2	1
7406	16	0				45009		2	80	1	1	79			184			0				0	999	30	3	1					0	0	0	1365:100	2	1
7407	16	0				45010		2	80	1	1	79			185			0				0	999	30	3	1					0	0	0	1365:100	2	1
7408	16	0				45008		2	80	1	1	79			186			0				0	999	30	3	1					0	0	0	1365:100	2	1
7409	16	0				45011		2	80	1	1	79			187			0				0	999	30	3	1					0	0	0	1365:100	2	1
7410	16	0				45012		2	80	1	1	79			188			0				0	999	30	3	1					0	0	0	1365:100	2	1
7411	16	0				45007		2	80	1	1	79			218			0				0	999	30	3	1					0	0	0	1365:100	2	1
7500	25	0				45013		1	80	1	1	79			219			0				0	999	30	999	1					0	0	0	1365:100	2	1
7501	25	0				45014		1	80	1	1	79			220			0				0	999	30	999	1					0	0	0	1365:100	2	1
7502	25	0				45015		1	80	1	1	79			221			0				0	999	30	999	1					0	0	0	1365:100	2	1
7503	25	0				45016		1	80	1	1	79			222			0				0	999	30	999	1					0	0	0	1365:100	2	1
7504	25	0				45017		1	80	1	1	79			224			0				0	999	30	999	1					0	0	0	1365:100	2	1
7505	25	0				45018		1	80	1	1	79			225			0				0	999	30	999	1					0	0	0	1365:100	2	1
7506	25	0				45019		1	80	1	1	79			226			0				0	999	30	999	1					0	0	0	1365:100	2	1
7507	25	0				45020		1	80	1	1	79			227			0				0	999	30	999	1					0	0	0	1365:100	2	1
7601	26	0				46201		1	60	1	1	59			215			10	99			0	999	30	3						0	0	0	1707:100	2	1
7602	26	0				46202		1	60	1	1	59			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7603	26	0				46203		1	60	1	1	59			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7604	26	0				46201		1	75	1	1	74			215			10	99			0	999	30	3						0	0	0	1707:100	2	1
7605	26	0				46202		1	75	1	1	74			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7606	26	0				46203		1	75	1	1	74			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7607	26	0				46201		1	60	1	1	59			215			10	99			0	999	30	3						0	0	0	1707:100	2	1
7608	26	0				46202		1	60	1	1	59			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7609	26	0				46203		1	60	1	1	59			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7610	26	0				46201		1	75	1	1	74			215			10	99			0	999	30	3						0	0	0	1707:100	2	1
7611	26	0				46202		1	75	1	1	74			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7612	26	0				46203		1	75	1	1	74			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7613	26	0				46201		1	90	1	1	89			215			10	99			0	999	30	3						0	0	0	1707:100	2	1
7614	26	0				46202		1	90	1	1	89			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7615	26	0				46203		1	90	1	1	89			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7616	26	0				46201		1	90	1	1	89			215			10	99			0	999	30	3						0	0	0	1707:100	2	1
7617	26	0				46202		1	90	1	1	89			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7618	26	0				46203		1	90	1	1	89			213			10	99			0	999	30	3						0	0	0	1707:100	2	1
7701	28	0	1			35846		1	30	1	1	29			51			10	999			0	999	30	30						0	0	0	1724:100	1	1
7702	28	0	1			35847		2	30	1	1	29			51			10	999			0	999	30	30						0	0	0	1724:100	1	1
7703	28	0	1			35848		1	30	1	1	29			51			10	999			0	999	30	30						0	0	0		1	1
7704	28	0	1			35849		2	30	1	1	29			51			10	999			0	999	30	30						0	0	0		1	1
7705	28	0	1			35850		1	30	1	1	29			51			10	999			0	999	30	30						0	0	0		1	1
7706	28	0	1			35851		2	30	1	1	29			51			10	999			0	999	30	30						0	0	0		1	1
7707	28	0	1			35852		1	30	1	1	29			51			10	999			0	999	30	30						0	0	0	1713:100	1	1
7708	28	0	1			35853		2	30	1	1	29			51			10	999			0	999	30	30						0	0	0	1713:100	1	1
7801	29	0				46300		1	80	1	1	79			159			10	99			0	999	30	30						0	0	0		2	1
7802	29	0				46302		1	80	1	1	79			159			10	99			0	999	30	30						0	0	0		2	1
7803	29	0				46303		1	80	1	1	79			159			10	99			0	999	30	30						0	0	0		2	1
7804	29	0				46301		1	80	1	1	79			159			10	99			0	999	30	30						0	0	0		2	1
7805	29	0				46304		1	80	1	1	79			159			10	99			0	999	30	30						0	0	0		2	1
7806	29	0				46305		1	80	1	1	79			159			10	99			0	999	30	30						0	0	0		2	1
7807	29	0				46306		1	80	1	1	79			159			10	99			0	999	30	30						0	0	0		2	1
7900	30	0				35860		1	1	1	1	0			51			10	99			0	999	999	999						0	0	0	1720:100	4	1
7901	30	0				35861		1	1	1	1	0			51			10	99			0	999	999	999						0	0	0	1721:100	4	1
7902	30	0				35862		1	1	1	1	0			51			10	99			0	999	999	999						0	0	0	1722:100	4	1
