最小等级	总索引	掉落ID	掉落次数	产出来源类型	类别
90	若陀龙王水冰	457001800	1	35	若陀龙王水冰
93	若陀龙王水冰	457001900	1	35	若陀龙王水冰
100	若陀龙王水冰	457002000	1	35	若陀龙王水冰
105	若陀龙王水冰	457002100	1	35	若陀龙王水冰
110	若陀龙王水冰	457002200	1	35	若陀龙王水冰
115	若陀龙王水冰	457002300	1	35	若陀龙王水冰
120	若陀龙王水冰	457002400	1	35	若陀龙王水冰
1	女士	458000000	1	35	女士
5	女士	458000100	1	35	女士
10	女士	458000200	1	35	女士
15	女士	458000300	1	35	女士
20	女士	458000400	1	35	女士
25	女士	458000500	1	35	女士
30	女士	458000600	1	35	女士
35	女士	458000700	1	35	女士
40	女士	458000800	1	35	女士
45	女士	458000900	1	35	女士
50	女士	458001000	1	35	女士
55	女士	458001100	1	35	女士
60	女士	458001200	1	35	女士
65	女士	458001300	1	35	女士
70	女士	458001400	1	35	女士
75	女士	458001500	1	35	女士
80	女士	458001600	1	35	女士
85	女士	458001700	1	35	女士
90	女士	458001800	1	35	女士
93	女士	458001900	1	35	女士
100	女士	458002000	1	35	女士
105	女士	458002100	1	35	女士
110	女士	458002200	1	35	女士
115	女士	458002300	1	35	女士
120	女士	458002400	1	35	女士
1	雷电将军	459000000	1	35	雷电将军
5	雷电将军	459000100	1	35	雷电将军
10	雷电将军	459000200	1	35	雷电将军
15	雷电将军	459000300	1	35	雷电将军
20	雷电将军	459000400	1	35	雷电将军
25	雷电将军	459000500	1	35	雷电将军
30	雷电将军	459000600	1	35	雷电将军
35	雷电将军	459000700	1	35	雷电将军
40	雷电将军	459000800	1	35	雷电将军
45	雷电将军	459000900	1	35	雷电将军
50	雷电将军	459001000	1	35	雷电将军
55	雷电将军	459001100	1	35	雷电将军
60	雷电将军	459001200	1	35	雷电将军
65	雷电将军	459001300	1	35	雷电将军
70	雷电将军	459001400	1	35	雷电将军
75	雷电将军	459001500	1	35	雷电将军
80	雷电将军	459001600	1	35	雷电将军
85	雷电将军	459001700	1	35	雷电将军
90	雷电将军	459001800	1	35	雷电将军
93	雷电将军	459001900	1	35	雷电将军
100	雷电将军	459002000	1	35	雷电将军
105	雷电将军	459002100	1	35	雷电将军
110	雷电将军	459002200	1	35	雷电将军
115	雷电将军	459002300	1	35	雷电将军
120	雷电将军	459002400	1	35	雷电将军
1	「正机之神」	460000000	1	35	「正机之神」
5	「正机之神」	460000100	1	35	「正机之神」
10	「正机之神」	460000200	1	35	「正机之神」
15	「正机之神」	460000300	1	35	「正机之神」
20	「正机之神」	460000400	1	35	「正机之神」
25	「正机之神」	460000500	1	35	「正机之神」
30	「正机之神」	460000600	1	35	「正机之神」
35	「正机之神」	460000700	1	35	「正机之神」
40	「正机之神」	460000800	1	35	「正机之神」
45	「正机之神」	460000900	1	35	「正机之神」
50	「正机之神」	460001000	1	35	「正机之神」
55	「正机之神」	460001100	1	35	「正机之神」
60	「正机之神」	460001200	1	35	「正机之神」
65	「正机之神」	460001300	1	35	「正机之神」
70	「正机之神」	460001400	1	35	「正机之神」
75	「正机之神」	460001500	1	35	「正机之神」
80	「正机之神」	460001600	1	35	「正机之神」
85	「正机之神」	460001700	1	35	「正机之神」
90	「正机之神」	460001800	1	35	「正机之神」
93	「正机之神」	460001900	1	35	「正机之神」
100	「正机之神」	460002000	1	35	「正机之神」
105	「正机之神」	460002100	1	35	「正机之神」
110	「正机之神」	460002200	1	35	「正机之神」
115	「正机之神」	460002300	1	35	「正机之神」
120	「正机之神」	460002400	1	35	「正机之神」
1	草龙	461000000	1	35	草龙
5	草龙	461000100	1	35	草龙
10	草龙	461000200	1	35	草龙
15	草龙	461000300	1	35	草龙
20	草龙	461000400	1	35	草龙
25	草龙	461000500	1	35	草龙
30	草龙	461000600	1	35	草龙
35	草龙	461000700	1	35	草龙
40	草龙	461000800	1	35	草龙
45	草龙	461000900	1	35	草龙
50	草龙	461001000	1	35	草龙
55	草龙	461001100	1	35	草龙
60	草龙	461001200	1	35	草龙
65	草龙	461001300	1	35	草龙
70	草龙	461001400	1	35	草龙
75	草龙	461001500	1	35	草龙
80	草龙	461001600	1	35	草龙
85	草龙	461001700	1	35	草龙
90	草龙	461001800	1	35	草龙
93	草龙	461001900	1	35	草龙
100	草龙	461002000	1	35	草龙
105	草龙	461002100	1	35	草龙
110	草龙	461002200	1	35	草龙
115	草龙	461002300	1	35	草龙
120	草龙	461002400	1	35	草龙
