对话ID	触发方式	启用模式	[触发条件]组合	[触发条件]1类型	[触发条件]1参数1	[触发条件]1参数2	[触发条件]1参数3	[触发条件]2类型	[触发条件]2参数1	[触发条件]2参数2	[触发条件]2参数3	[触发条件]3类型	[触发条件]3参数1	[触发条件]3参数2	[触发条件]4类型	[触发条件]4参数1	[触发条件]4参数2	[触发条件]5类型	[触发条件]5参数1	[触发条件]5参数2	优先级	后续对话ID	初始台词ID	台词装饰ID	演员NpcID	专属父任务ID	额外加载标识ID	标识屏蔽NpcID	[完成执行]1类型	[完成执行]1参数1	[完成执行]1参数2
6205003	2	1																			1		620500301		2050						
6208501	2	1		21	1																3	6208502,6208503	620850101		2085						
6208502	2	1		21	1																1		620850201		2085						
6208503	2	1		21	1																1		620850301		2085						
6208505	2	1		21	0																3	6208506,6208507,6208508	620850501		2085						
6208506	2	1		21	0																1		620850601		2085						
6208507	2	1		21	0																1		620850701		2085						
6208508	2	1		21	0																1		620850801		2085						
6205601	2	1																			3	6205602,6205603,6205604	620560101		2056						
6205602	2	1																			1		620560201		2056						
6205603	2	1																			1		620560301		2056						
6205604	2	1																			1		620560401		2056						
6205701	2	1																			3	2220001,6205702,6205703	620570101		2057						
6205702	2	1																			1		620570201		2057						
6205703	2	1																			1		620570301		2057						
6205801	2	1																			3	6205802,6205803	620580101		2058						
6205802	2	1																			1		620580201		2058						
6205803	2	1																			1		620580301		2058						
6208701	2	1																			3	6208702,6208703,6208704	620870101		2087						
6208702	2	1																			1		620870201		2087						
6208703	2	1																			1		620870301		2087						
6208704	2	1																			1		620870401		2087						
6206401	2	1																			3	6206406,6206403,6206402,6206405,6206404	620640101		2064						
6206402	2	1																			1		620640201		2064						
6206403	2	1	1	1	100008	3		44	10007	0											1		620640301		2064						
6206404	2	1																			1		620640401		2064						
6206405	2	1																			1		620640501		2064						
6206406	2	1		44	10007	1															1		620640601		2064						
6206501	2	1																			3	6206502,6206504,6206503	620650101		2065						
6206502	2	1																			1		620650201		2065						
6206503	2	1																			1		620650301		2065						
6206504	2	1																			1		620650401		2065						
6206901	2	1																			3	6206902,6206903,6206904	620690101		2069						
6206902	2	1																			1		620690201		2069						
6206903	2	1																			1		620690301		2069						
6206904	2	1																			1		620690401		2069						
6207001	2	1																			3	6207006,6207003,6207002,6207005,6207004	620700101		2070						
6207002	2	1																			1		620700201		2070						
6207003	2	1	1	1	100008	3		44	10007	0											1		620700301		2070						
6207004	2	1																			1		620700401		2070						
6207005	2	1																			1		620700501		2070						
6207006	2	1		44	10007	1															1		620700601		2070						
6207101	2	1																			3	6207102,6207105,6207103	620710101		2071						
6207102	2	1																			1	6207104,7191901	620710201		2071						
6207103	2	1																			1		620710301		2071						
6207104	2	1																			1		620710401		2071						
6207105	2	1																			1		620710501		2071						
6204501	2	1																			3	4114203,4114503,4114803,4115103,4115403,4115703,4116003,6204502,6204503,6204504	620450101		2045						
6204502	2	1		10	1010	1															1		620450201		2045						
6204503	2	1																			1	6204506,6204507,6204505,7190701	620450301		2045						
6204505	2	1																			1		620450501		2045						
6204506	2	1																			1		620450601		2045						
6204504	2	1																			1		620450401		2045						
6204507	2	1																			1		620450701		2045						
61021601	2																				5		400060101		10216,11004						
61025601	2																				5		400060101		10256,30052						
63004801	2																				5		400060101		30048						
60322501	2																				5		400060101		3225						
60600101	2																				5		400060101		2158						
60437801	2																				5		400060101		4378						
6210701	2	1																			3	6210702,6210703,6210704	621070101		2107						
6210702	2	1																			1		621070201		2107						
6210703	2	1																			1		621070301		2107						
6210704	2	1																			1		621070401		2107						
6243001	2	1																			3	6243005,6243002,6243003,6243004	624300101		2430						
6243002	2	1																			1		624300201		2430						
6243003	2	1																			1		624300301		2430						
6243004	2	1																			1		624300401		2430						
6243005	2	1																			1		624300501		2430						
6241501	2	1																			3	6241502,6241504,6241503	624150101		2415						
6241502	2	1																			1		624150201		2415						
6241503	2	1																			1		624150301		2415						
6241504	2	1																			1		624150401		2415						
6241601	2	1																			3	6241602,6241603	624160101		2416						
6241602	2	1																			1	6241604,7193801	624160201		2416						
6241603	2	1																			1		624160301		2416						
6241604	2	1																			1		624160206		2416						
6241701	2	1																			3	6241702,6241703	624170101		2417						
6241702	2	1																			1		624170201		2417						
6241703	2	1																			1		624170301		2417						
6242301	2	1																			3	6242302,6242303,6242304	624230101		2423						
6242302	2	1																			1		624230201		2423						
6242303	2	1																			1		624230301		2423						
6242304	2	1																			1		624230401		2423						
6242601	2	1																			3	6242602,6242603,6242604	624260101		2426						
6242602	2	1																			1		624260201		2426						
6242603	2	1																			1	7194001	624260301		2426						
6242604	2	1																			1		624260401		2426						
6210801	2	1																			3	6210802,6210803	621080101		2108						
6210802	2	1																			1		621080201		2108						
6210803	2	1																			1		621080301		2108						
6210901	2	1																			3	6210902,6210903	621090101		2109						
6210902	2	1																			1		621090201		2109						
6210903	2	1																			1		621090301		2109						
6211001	2	1																			3	6211002,7194101,6211003	621100101		2110						
6211002	2	1																			1		621100201		2110						
6211003	2	1																			1		621100301		2110						
6211101	2	1																			3	6211102,6211103	621110101		2111						
6211102	2	1																			1		621110201		2111						
6211103	2	1																			1		621110301		2111						
6211201	2	1																			3	6211202,6211203,6211204	621120101		2112						
6211202	2	1																			1		621120201		2112						
6211203	2	1																			1		621120301		2112						
6211204	2	1																			1		621120401		2112						
6211301	2	1																			3	6211302,6211303,6211304	621130101		2113						
6211302	2	1																			1		621130201		2113						
6211303	2	1																			1		621130301		2113						
6211304	2	1																			1		621130401		2113						
6211401	2	1																			3	6211402,7194201,6211403	621140101		2114						
6211402	2	1																			1		621140201		2114						
6211403	2	1																			1		621140301		2114						
6211501	2	1																			3	6211502,6211503	621150101		2115						
6211502	2	1																			1	7194301	621150201		2115						
6211503	2	1																			1		621150301		2115						
6211601	2	1																			3	6211602,6211603	621160101		2116						
6211602	2	1																			1	7194401	621160201		2116						
6211603	2	1																			1		621160301		2116						
6211701	2	1																			3	6211702,6211703,6211704,6211705	621170101		2117						
6211702	2	1																			1	6211706	621170201		2117						
6211703	2	1																			1	6211706	621170301		2117						
6211704	2	1																			1	6211706	621170401		2117						
6211705	2	1																			1		621170501		2117						
6211706	2	1																			1	7194501	621170204		2117						
6211801	2	1																			3	6211802,6211803	621180101		2118						
6211802	2	1																			1	7194601	621180201		2118						
6211803	2	1																			1		621180301		2118						
6211901	2	1																			3	6211902,6211903	621190101		2119						
6211902	2	1																			1		621190201		2119						
6211903	2	1																			1		621190301		2119						
6212001	2	1																			3	6212002,6212003,6212004	621200101		2120						
6212002	2	1																			1		621200201		2120						
6212003	2	1																			1		621200301		2120						
6212004	2	1																			1		621200401		2120						
6212101	2	1																			3	6212102,6212103	621210101		2121						
6212102	2	1																			1		621210201		2121						
6212103	2	1																			1		621210301		2121						
6212201	2	1																			3	6212202,6212203	621220101		2122						
6212202	2	1																			1	6212204,7194701	621220201		2122						
6212203	2	1																			1		621220301		2122						
6212204	2	1																			1		621220206		2122						
6163801	2	1																			3	6163806,6163805,6163802,6163803,6163804	616380101		1638						
6163802	2	1																			1	6163807,6163808	616380201		1638						
6163803	2	1																			1		616380301		1638						
6163804	2	1																			1		616380401		1638						
6163805	2	1		1	39403	3															1		616380501		1638						
6163806	2	1																			1		616380601		1638						
6163807	2	1																			1		616380701		1638						
6163808	2	1																			1	7090201	616380801		1638						
6163901	2	1		21	1																3	6163902,6163903	616390101		1639						
6163902	2	1																			1		616390201		1639						
6163903	2	1																			1		616390301		1639						
6163904	2	1		21	0																3	6163905,6163906	616390401		1639						
6163905	2	1																			1	7090901	616390501		1639						
6163906	2	1																			1		616390601		1639						
6164001	2	1																			3	6164005,6164002,6164003,6164004	616400101		1640						
6164002	2	1																			1		616400201		1640						
6164003	2	1																			1		616400301		1640						
6164004	2	1																			1		616400401		1640						
6164005	2	1																			1		616400501		1640						
6164101	2	1																			3	6164102,6164103	616410101		1641						
6164102	2	1																			1	41731,41732,7091601	616410201		1641						
41731	2	1																			1		616410207		1641						
41732	2	1																			1		616410211		1641						
6164103	2	1																			1		616410301		1641						
6164201	2	1		21	1																3	6164205,6164202,7091701,6164203	616420101		1642						
6164202	2	1																			1		616420201		1642						
6164203	2	1																			1		616420301		1642						
6164204	2	1																			1		616420401		1642						
6164205	2	1		1	39403	3															1		616420501		1642						
6164206	2	1		21	0																3	6164207,6164208	616420601		1642						
6164207	2	1																			1		616420701		1642						
6164208	2	1																			1		616420801		1642						
6165001	2	1																			3	6165002,6165003,6165004	616500101		1650						
6165002	2	1																			1		616500201		1650						
6165003	2	1																			1		616500301		1650						
6165004	2	1																			1		616500401		1650						
6165101	2	1																			3	6165102,6165103,6165104	616510101		1651						
6165102	2	1																			1		616510201		1651						
6165103	2	1																			1		616510301		1651						
6165104	2	1																			1		616510401		1651						
6165201	2	1																			3	6165202,6165203	616520101		1652						
6165202	2	1																			1		616520201		1652						
6165203	2	1																			1		616520301		1652						
6165401	2	1																			3	6165402,6165403,6165404	616540101		1654						
6165402	2	1																			1		616540201		1654						
6165403	2	1																			1		616540301		1654						
6165404	2	1																			1		616540401		1654						
6165501	2	1																			3		616550101		1655						
6165601	2	1																			3	7070901,7071001,7071101,6165602,6165603	616560101		1656						
6165602	2	1																			1		616560201		1656						
6165603	2	1																			1		616560301		1656						
6165701	2	1																			3	7071201,6165704,6165702,6165703	616570101		1657						
6165702	2	1																			1		616570201		1657						
6165703	2	1																			1		616570301		1657						
6165704	2	1																			1		616570401		1657						
6203201	2	1		44	12042	0															3	6203202,6203203,6203204	620320101		2032						
6203202	2	1		44	12042	0															1		620320201		2032						
6203203	2	1		44	12042	0															1		620320301		2032						
6203204	2	1		44	12042	0															1		620320401		2032						
6203401	2	1		21	1																3	6203404,6203402,6203403	620340101		2034						
6203402	2	1																			1		620340201		2034						
6203403	2	1																			1		620340301		2034						
6203404	2	1																			1		620340401		2034						
6203405	2	1		21	0																3		620340501		2034						
6203501	2	1		21	1																3	6203504,6203502,6203503	620350101		2035						
6203502	2	1																			1		620350201		2035						
6203503	2	1																			1		620350301		2035						
6203504	2	1																			1		620350401		2035						
6203505	2	1		21	0																3		620350501		2035						
6209501	2	1																			3	6209504,6209502,6209503	620950101		2095						
6209502	2	1																			1		620950201		2095						
6209503	2	1																			1		620950301		2095						
6209504	2	1																			1		620950401		2095						
6203701	2	1		21	0																3		620370101		2037						
6203801	2	1																			3	6203802,6203803	620380101		2038						
6203802	2	1																			1		620380201		2038						
6203803	2	1																			1		620380301		2038						
6203901	2	1																			3	4131533,4131534,4131535,6203902,6203903	620390101		2039						
6203902	2	1																			1	6203904,6203905	620390201		2039						
6203904	2	1																			1	7190401,6203906	620390401		2039						
6203905	2	1																			1		620390501		2039						
6203903	2	1																			1		620390301		2039						
6203906	2	1																			1		620390601		2039						
6204301	2	1																			3		620430101		2043						
6208001	2	1																			3		620800101		2080						
6208101	2	1																			3	6208102,6208103,6208104,6208105	620810101		2081						
6208102	2	1																			1		620810201		2081						
6208103	2	1																			1	7190601	620810301		2081						
6208104	2	1																			1		620810401		2081						
6208105	2	1																			1		620810501		2081						
6204601	2	1																			3	7170901,7171001,7171101,7171201,6204602,6204603,6204604	620460101		2046						
6204602	2	1																			1		620460201		2046						
6204603	2	1																			1	7190901	620460301		2046						
6204604	2	1																			1		620460401		2046						
6208201	2	1																			3	6208202,6208204,6208203	620820101		2082						
6208202	2	1																			1		620820201		2082						
6208203	2	1																			1		620820301		2082						
6208204	2	1																			1		620820401		2082						
6209901	2	1																			3		620990101		2099						
6209801	2	1																			3		620990101		2098						
6210001	2	1																			3	6210002,6210003	621000101		2100						
6210002	2	1																			1		621000201		2100						
6210003	2	1																			1		621000301		2100						
6210101	2	1																			3	6210102,6210104,6210103	621010101		2101						
6210102	2	1																			1		621010201		2101						
6210103	2	1																			1		621010301		2101						
6210104	2	1																			1		621010401		2101						
6210201	2	1		44	10006	0															3	6210202,6210203	621020101		2102						
6210202	2	1		44	10006	0															1		621020201		2102						
6210203	2	1		44	10006	0															1		621020301		2102						
6206701	2	1		21	1																3	6206702,6206703,6206704	620670101		2067						
6206702	2	1																			1		620670201		2067						
6206703	2	1																			1		620670301		2067						
6206704	2	1																			1		620670401		2067						
6206705	2	1		21	0																3	6206706,6206707	620670501		2067						
6206706	2	1																			1		620670601		2067						
6206707	2	1																			1		620670701		2067						
6206801	2	1																			3	6206802,6206803	620680101		2068						
6206802	2	1																			1		620680201		2068						
6206803	2	1																			1		620680301		2068						
6204901	2	1																			3	6204902,6204903,6204904	620490101		2049						
6204902	2	1																			1		620490201		2049						
6204903	2	1																			1		620490301		2049						
6204904	2	1																			1		620490401		2049						
6205101	2	1																			3		620510101		2051						
6205201	2	1																			3		620510101		2052						
6209601	2	1																			3	6209602,6209603,6209604	620960101		2096						
6209602	2	1																			1		620960201		2096						
6209603	2	1																			1		620960301		2096						
6209604	2	1																			1		620960401		2096						
6209701	2	1																			3	6209706,6209703,6209702,6209704	620970101		2097						
6209702	2	1																			1	7191501	620970201		2097						
6209703	2	1	1	1	100008	3		44	10007	0											1		620970301		2097						
6209704	2	1																			1		620970401		2097						
6209705	2	1																			1		620970206		2097						
6209706	2	1		44	10007	1															1		620970601		2097						
6206601	2	1																			3	6206602,6206603,6206604	620660101		2066						
6206602	2	1																			1		620660201		2066						
6206603	2	1																			1	7191701	620660301		2066						
6206604	2	1																			1		620660401		2066						
6205901	2	1		21	1																3	6205902,6205903,6205904	620590101		2059						
6205902	2	1																			1		620590201		2059						
6205903	2	1																			1		620590301		2059						
6205904	2	1																			1		620590401		2059						
6205905	2	1		21	0																3	6205906,6205907	620590501		2059						
6205906	2	1																			1		620590601		2059						
6205907	2	1																			1		620590701		2059						
6208601	2	1		21	1																3	6208602,6208603,6208604	620860101		2086						
6208602	2	1																			1		620860201		2086						
6208603	2	1																			1		620860301		2086						
6208604	2	1																			1		620860401		2086						
6208605	2	1		21	0																3	6208606,6208607	620860501		2086						
6208606	2	1																			1		620860601		2086						
6208607	2	1																			1		620860701		2086						
6206301	2	1		21	1																3	6206302,6206303,6206304	620630101		2063						
6206302	2	1																			1		620630201		2063						
6206303	2	1																			1		620630301		2063						
6206304	2	1																			1		620630401		2063						
6206305	2	1		21	0																3	6206306,6206307,6206308	620630501		2063						
6206306	2	1																			1		620630601		2063						
6206307	2	1																			1		620630701		2063						
6206308	2	1																			1		620630801		2063						
6213501	2	1																			3	4112607,6213502,6213503	621350101		2135						
6213502	2	1																			1		621350201		2135						
6213503	2	1																			1		621350301		2135						
6213601	2	1																			3	6213602,6213603	621360101		2136						
6213602	2	1																			1		621360201		2136						
6213603	2	1																			1		621360301		2136						
6213701	2	1																			3	6213702,6213703	621370101		2137						
6213702	2	1																			1		621370201		2137						
6213703	2	1																			1		621370301		2137						
6213801	2	1																			3	6213805,6213802,6213803,6213804	621380101		2138						
6213802	2	1																			1	6213806,7192701	621380201		2138						
6213803	2	1																			1		621380301		2138						
6213804	2	1																			1		621380401		2138						
6213805	2	1																			1		621380501		2138						
6213806	2	1																			1		621380204		2138						
6213901	2	1																			3	2102144,6213902,6213903,6213904	621390101		2139						
6213902	2	1																			1		621390201		2139						
6213903	2	1																			1		621390301		2139						
6213904	2	1																			1		621390401		2139						
6214001	2	1	2	2	1101508	3		41	1101508	1											3	6214002,6214003	621400101		2140						
6214002	2	1	2	2	1101508	3		41	1101508	1											1	6214004,6214005	621400201		2140						
6214003	2	1																			1		621400301		2140						
6214004	2	1	2	2	1101508	3		41	1101508	1											1		621400203		2140						
6214005	2	1	2	2	1101508	3		41	1101508	1											1	7194901	621400207		2140						
6214101	2	1																			3	6214107,6214106	621410101		2141						
6214102	2	1	2	2	1101508	3		41	1101508	1											1	6214103,6214104	621410201		2141						
6214103	2	1																			1	6214105	621410301		2141						
6214104	2	1																			1		621410401		2141						
6214105	2	1																			1		621410305		2141						
6214106	2	1																			1		621410601		2141						
6214201	2	1																			3	6214205,6214203	621420101		2142						
6214202	2	1	2	2	1101508	3		41	1101508	1											1	6214204,7195001	621420201		2142						
6214203	2	1																			1		621420301		2142						
6214204	2	1	2	2	1101508	3		41	1101508	1											1		621420204		2142						
6214301	2	1	2	2	1101508	3		41	1101508	1											3	6214302,6214303,6214304	621430101		2143						
6214302	2	1	2	2	1101508	3		41	1101508	1											1	6214305,7195101	621430201		2143						
6214303	2	1	2	2	1101508	3		41	1101508	1											1		621430301		2143						
6214304	2	1	2	2	1101508	3		41	1101508	1											1		621430401		2143						
6214305	2	1	2	2	1101508	3		41	1101508	1											1		621430501		2143						
6214401	2	1																			3	6214402,6214403	621440101		2144						
6214402	2	1																			1		621440201		2144						
6214403	2	1																			1		621440301		2144						
6214501	2	1																			3	6214505,6214502,6214503,6214504	621450101		2145						
6214502	2	1																			1		621450201		2145						
6214503	2	1																			1		621450301		2145						
6214504	2	1																			1		621450401		2145						
6214505	2	1	1	1	101320	3		3	100496	1											1		621450501		2145						
6214506	2	1	1	1	1101123	3		3	100555	1											2		621450601		2145						
6214507	2	1	1	1	1101123	3		3	100555	1											5	6214506,6214502,6214503,6214504	621450101		2145						
6212401	2	1																			3	6212402,6212403	621240101		2124						
6212402	2	1																			1		621240201		2124						
6212403	2	1																			1		621240301		2124						
6212501	2	1																			3	6212502,6212503,6212504	621250101		2125						
6212502	2	1																			1		621250201		2125						
6212503	2	1																			1		621250301		2125						
6212504	2	1																			1		621250401		2125						
6212601	2	1																			3	6212602,6212603	621260101		2126						
6212602	2	1																			1		621260201		2126						
6212603	2	1																			1		621260301		2126						
6212701	2	1																			3	6212702,6212703	621270101		2127						
6212702	2	1																			1		621270201		2127						
6212703	2	1																			1		621270301		2127						
6212801	2	1																			3	6212802,6212803	621280101		2128						
6212802	2	1																			1		621280201		2128						
6212803	2	1																			1		621280301		2128						
6212901	2	1																			3		621290101		2129						
6213001	2	1																			3		621300101		2130						
6213101	2	1																			3	6213102,6213103,6213104	621310101		2131						
6213102	2	1																			1		621310201		2131						
6213103	2	1																			1		621310301		2131						
6213104	2	1																			1		621310401		2131						
6213201	2	1																			3	6213202,6213203,6213204	621320101		2132						
6213202	2	1																			1		621320201		2132						
6213203	2	1																			1		621320301		2132						
6213204	2	1																			1		621320401		2132						
6213301	2	1																			3	6213302,6213303	621330101		2133						
6213302	2	1																			1		621330201		2133						
6213303	2	1																			1		621330301		2133						
6213401	2	1																			3	6213402,6213403,6213404	621340101		2134						
6213402	2	1																			1		621340201		2134						
6213403	2	1																			1		621340301		2134						
6213404	2	1																			1		621340401		2134						
6210401	2	1																			3	8210401,6210406,6210404,6210402,6210403,6210405	621040101		2104						
6210402	2	1																			1		621040201		2104						
6210403	2	1																			1		621040301		2104						
6210404	2	1	1	1	100008	3		44	10007	0											1		621040401		2104						
6210405	2	1																			1		621040501		2104						
6210406	2	1		44	10007	1															1		621040601		2104						
8210401	2	1		10	1405	1															2	8210402;8210403;8210404;8210405;8210406;8210407;8210408;8210409;8210410;8210411;8210412	821040101		2104						
8210402	2	1		39																	1		821040201		2104						
8210403	2	1		40																	1		821040301		2104						
8210404	2	1		40																	1		821040401		2104						
8210405	2	1		40																	1		821040501		2104						
8210406	2	1		40																	1		821040601		2104						
8210407	2	1		40																	1		821040701		2104						
8210408	2	1		40																	1		821040801		2104						
8210409	2	1		40																	1		821040901		2104						
8210410	2	1		40																	1		821041001		2104						
8210411	2	1		40																	1		821041101		2104						
8210412	2	1		40																	1		821041201		2104						
6210501	2	1																			3	6210502,6210503	621050101		2105						
6210502	2	1																			1		621050201		2105						
6210503	2	1																			1		621050301		2105						
6210601	2	1																			3	6210602,6210603	621060101		2106						
6210602	2	1																			1		621060201		2106						
6210603	2	1																			1		621060301		2106						
6210301	2	1																			3	7170101,7170201,7170301,7170401,6210305,6210302,6210303,6210304	621030101		2103						
6210302	2	1																			1		621030201		2103						
6210303	2	1																			1		621030301		2103						
6210304	2	1																			1		621030401		2103						
6210305	2	1		1	1120212	3															1		621030501		2103						
6214601	2	1		21	1																3		621460101		2146						
6214602	2	1		21	0																3		621460201		2146						
6214701	2	1		21	1																3		621470101		2147						
6214702	2	1		21	0																3		621470201		2147						
6214801	2	1																			3	6214802,6214803	621480101		2148						
6214802	2	1																			1		621480201		2148						
6214803	2	1																			1		621480301		2148						
6164301	2	1		21	0																3	7070701,7070801,6164304,6164302,6164303	616430101		1643						
6164302	2	1																			1		616430201		1643						
6164303	2	1																			1		616430301		1643						
6164304	2	1																			1		616430401		1643						
6164305	2	1		21	1																3	7070701,7070801	616430501		1643						
6164401	2	1																			3	7070001,6164405,6164402,6164403,6164404	616440101		1644						
6164402	2	1																			1		616440201		1644						
6164403	2	1																			1	6164406	616440301		1644						
6164404	2	1																			1		616440401		1644						
6164405	2	1																			1		616440501		1644						
6164406	2	1		44	10001	1															1		616440305		1644						
6164501	2	1																			3	6164504,6164502,6164503	616450101		1645						
6164502	2	1																			1		616450201		1645						
6164503	2	1																			1		616450301		1645						
6164504	2	1																			1		616450401		1645						
6164601	2	1		1	35901	3															3		616460101		1646						
6164602	2	1		1	2010151	3															4		616460201		1646						
6164603	2	1		1	39403	3															5		616460301		1646						
6164604	2	1		1	100008	3															6		616460401		1646						
6164605	2	1		1	102510	3															7		616460501		1646						
6164701	2	1		1	35901	3															3		616460101		1647						
6164702	2	1		1	2010151	3															4		616460201		1647						
6164703	2	1		1	39403	3															5		616460301		1647						
6164704	2	1		1	100008	3															6		616460401		1647						
6164705	2	1		1	102510	3															7		616460501		1647						
6164801	2	1																			3	7000708,6164802,6164803	616480101		1648						
6164802	2	1																			1		616480201		1648						
6164803	2	1																			1		616480301		1648						
6164901	2	1																			3	6164902,6164903	616490101		1649						
6164902	2	1																			1		616490201		1649						
6164903	2	1																			1		616490301		1649						
6165301	2	1																			3	6165304,6165302,6165303	616530101		1653						
6165302	2	1																			1		616530201		1653						
6165303	2	1																			1		616530301		1653						
6165304	2	1																			1		616530401		1653						
6165801	2	1																			3	8165801,6165802,6165803	616580101		1658						
8165801	2	1		10	1404	1															2	8165802;8165803;8165804;8165805;8165806;8165807;8165808	816580101		1658						
6165802	2	1																			1		616580201		1658						
6165803	2	1																			1		616580301		1658						
8165802	2	1		39																	1		816580201		1658						
8165803	2	1		40																	1		816580301		1658						
8165804	2	1		40																	1		816580401		1658						
8165805	2	1		40																	1		816580501		1658						
8165806	2	1		40																	1		816580601		1658						
8165807	2	1		40																	1		816580701		1658						
8165808	2	1		40																	1		816580801		1658						
6212301	2	1																			3	6212302,6212303,6212304	621230101		2123						
6212302	2	1																			1		621230201		2123						
6212303	2	1																			1		621230301		2123						
6212304	2	1																			1		621230401		2123						
6214901	2	1																			3	6214902,6214903	621490101		2149						
6214902	2	1																			1		621490201		2149						
6214903	2	1																			1		621490301		2149						
6204701	2	1																			3	6204702,6204705,6204704,6204703	620470101		2047						
6204702	2	1		46	71037	4															1	7191001	620470201		2047						
6204703	2	1																			1		620470301		2047						
6204704	2	1																			1		620470401		2047						
6244201	2	1																			3	6244202,6244203,6244204	624420101		2442						
6244202	2	1																			1		624420201		2442						
6244203	2	1																			1		624420301		2442						
6244204	2	1																			1		624420401		2442						
6244301	2	1		21	1																3	6244302,6244303	624430101		2443						
6244302	2	1																			1		624430201		2443						
6244303	2	1																			1		624430301		2443						
6244304	2	1		21	0																3	6244305,6244306	624430401		2443						
6244305	2	1																			1		624430501		2443						
6244306	2	1																			1		624430601		2443						
6244401	2	1																			3	6244402,6244403	624440101		2444						
6244402	2	1																			1		624440201		2444						
6244403	2	1																			1		624440301		2444						
6244501	2	1																			3	6244502,6244503,6244504	624450101		2445						
6244502	2	1																			1		624450201		2445						
6244503	2	1																			1		624450301		2445						
6244504	2	1																			1		624450401		2445						
6244601	2	1																			3	6244602,6244603	624460101		2446						
6244602	2	1																			1		624460201		2446						
6244603	2	1																			1		624460301		2446						
6244701	2	1																			3	6244702,6244703	624470101		2447						
6244702	2	1																			1		624470201		2447						
6244703	2	1																			1		624470301		2447						
6244801	2	1																			3	6244802,6244803,6244804	624480101		2448						
6244802	2	1																			1		624480201		2448						
6244803	2	1																			1		624480301		2448						
6244804	2	1																			1		624480401		2448						
6244901	2	1																			3	6244902,6244903	624490101		2449						
6244902	2	1																			1	6244904	624490201		2449						
6244903	2	1																			1		624490301		2449						
6244904	2	1																			1		624490401		2449						
6245001	2	1																			3	6245002,6245003,6245004	624500101		2450						
6245002	2	1		1	7180101	2															1		624500201		2450						
6245003	2	1																			1		624500301		2450						
6245004	2	1																			1		624500401		2450						
6245101	2	1																			3	6245102,6245103,6245104	624510101		2451						
6245102	2	1																			1		624510201		2451						
6245103	2	1																			1		624510301		2451						
6245104	2	1																			1		624510401		2451						
6245201	2	1																			3	6245202,6245203	624520101		2452						
6245202	2	1																			1		624520201		2452						
6245203	2	1																			1		624520301		2452						
6166001	2	1																			3	6166002,6166004	616600101		1660						
6166002	2	1																			1	6166003	616600201		1660						
6166003	2	1																			1	6166005	616600301		1660						
6166004	2	1																			1		616600401		1660						
6166005	2	1																			1		616600501		1660						
6166101	2	1																			4		616610101		1661						
6166102	2	1																			3		616610201		1661						
6166201	2	1																			4		616610101		1662						
6166202	2	1																			3		616620201		1662						
6243301	2	1																			3	6243302,6243303,6243305,6243306,6243307,6243304	624330101		2433						
6243302	2	1	2	2	201107	3		41	201107	1											1		624330201		2433						
6243303	2	1	2	2	201107	3		41	201107	1											1		624330301		2433						
6243304	2	1																			1		624330401		2433						
6243401	2	1																			3	6243402,6243403,6243405,6243404	624340101		2434						
6243402	2	1																			1		624340201		2434						
6243403	2	1																			1		624340301		2434						
6243404	2	1																			1		624340401		2434						
6243501	2	1																			3	6243502,6243503,6243507,6243504	624350101		2435						
6243502	2	1																			1		624350201		2435						
6243503	2	1																			1	6243505,6243506	624350301		2435						
6243504	2	1																			1		624350401		2435						
6243505	2	1																			1		624350501		2435						
6243506	2	1																			1		624350601		2435						
6243601	2	1																			3	6243602,6243603	624360101		2436						
6243602	2	1																			1	6243604	624360201		2436						
6243603	2	1																			1		624360301		2436						
6243604	2	1																			1		624360401		2436						
6243701	2	1	2	2	201107	3		41	201107	1											3	6243702,6243703,6243704	624370101		2437						
6243702	2	1																			1		624370201		2437						
6243703	2	1																			1		624370301		2437						
6243704	2	1																			1		624370401		2437						
6243801	2	1		44	1905105	0															3	6243802,6243803,6243804	624380101		2438						
6243802	2	1																			1	6243805	624380201		2438						
6243803	2	1																			1		624380301		2438						
6243804	2	1																			1		624380401		2438						
6243805	2	1																			1		624380501		2438						
6243901	2	1		44	1905105	0															3	6243902,6243903,6243904	624390101		2439						
6243902	2	1																			1		624390201		2439						
6243903	2	1																			1		624390301		2439						
6243904	2	1																			1		624390401		2439						
6244001	2	1																			3	6244002,6244003	624400101		2440						
6244002	2	1																			1	6244004	624400201		2440						
6244003	2	1																			1		624400301		2440						
6244004	2	1																			1		624400401		2440						
6244101	2	1	2	2	201107	3		41	201107	1											3	6244102,6244103	624410101		2441						
6244102	2	1																			1		624410201		2441						
6244103	2	1																			1		624410301		2441						
6245301	2	1																			3	6245302,6245303	624530101		2453						
6245302	2	1																			1	6245304	624530201		2453						
6245303	2	1																			1		624530301		2453						
6245304	2	1																			1	6245305	624530401		2453						
6245305	2	1																			1		624530501		2453						
6245401	2	1																			3	1103109,6245402,6245403,6245404	624540101		2454						
6245402	2	1		10	1008	1															1		624540201		2454						
6245403	2	1																			1	6245405,6245406	624540301		2454						
6245404	2	1																			1		624540401		2454						
6245405	2	1																			1		624540501		2454						
6245406	2	1																			1		624540601		2454						
7100880	2	1		1	7100832	3															1	7100881,7100882,7100883,7100884	710088001		20129						
7100881		1																			1		710088101		20129						
7100882		1																			1		710088201		20129						
7100883		1																			1		710088301		20129						
7100884		1																			1		710088401		20129						
7101260	2	1		1	7101224	3															3	7101261,7101262	710126001		20127						
