索引id,类型,参数1,参数2,参数3,参数4,单机是否需要预准备,单机预准备时长,联机是否需要预准备,联机预准备时长,预准备时是否允许玩家行动（默认否）,是否能够主动中断,SceneID,控制GroupID,GroupID,Group家具ID,复活点GroupID,复活点ConfigID,ability_group,ability_group列表,玩法限时,联机玩法传送点GroupId,联机玩法传送点ConfigId,联机玩法传送超时时间,联机玩法传送预加载GroupId,可选ability_groups,TeamAbilityGroup,team可选ability_groups,Group屏蔽默认修正等级,Gallery完成方式
23002,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35860,235860002,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23003,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35860,235860003,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23004,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35861,235861001,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23005,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35861,235861002,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23006,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35861,235861003,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23007,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35862,235862001,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23008,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35862,235862002,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23009,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35862,235862003,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23010,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35863,235863001,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23011,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35863,235863002,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23012,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35863,235863003,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
23099,35,,,,,0,,0,,,0,1,,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
24001,34,,,,,0,,0,,,1,3,133302061,,,133302061,61009,,,120,,,,,,,,,
24002,34,,,,,0,,0,,,1,3,133302185,,,133302185,185009,,,120,,,,,,,,,
24003,34,,,,,0,,0,,,1,3,133302056,,,133302056,56007,,,120,,,,,,,,,
24004,34,,,,,0,,0,,,1,3,133302062,,,133302062,62009,,,120,,,,,,,,,
24005,34,,,,,0,,0,,,1,3,133302060,,,133302060,60009,,,120,,,,,,,,,
24006,34,,,,,0,,0,,,1,3,133302260,,,133302260,260009,,,120,,,,,,,,,
24007,34,,,,,0,,0,,,1,3,133302183,,,133302183,183009,,,120,,,,,,,,,
25001,36,,,,,0,,0,,,1,46300,246300001,,,,,,Activity_MuqadasPotion_Day_1,180,,,,,,ActivityAbility_MuqadasPotion_KeyController,,,
25002,36,,,,,0,,0,,,1,46302,246302001,,,,,,Activity_MuqadasPotion_Day_2,180,,,,,,ActivityAbility_MuqadasPotion_KeyController,,,
25003,36,,,,,0,,0,,,1,46303,246303001,,,,,,Activity_MuqadasPotion_Day_3,180,,,,,,ActivityAbility_MuqadasPotion_KeyController,,,
25004,36,,,,,0,,0,,,1,46301,246301002,,,,,,Activity_MuqadasPotion_Day_4,180,,,,,,ActivityAbility_MuqadasPotion_KeyController,,,
25005,36,,,,,0,,0,,,1,46304,246304001,,,,,,Activity_MuqadasPotion_Day_5,180,,,,,,ActivityAbility_MuqadasPotion_KeyController,,,
25006,36,,,,,0,,0,,,1,46305,246305001,,,,,,Activity_MuqadasPotion_Day_6,180,,,,,,ActivityAbility_MuqadasPotion_KeyController,,,
25007,36,,,,,0,,0,,,1,46306,246306001,,,,,,Activity_MuqadasPotion_Day_7,180,,,,,,ActivityAbility_MuqadasPotion_KeyController,,,
26000,37,,,,,0,,0,,,1,1,111102073,,,,,,,180,,,,,,,,,
26001,37,,,,,0,,0,,,1,3,133315072,,,,,,,120,,,,,,,,,
26002,37,,,,,0,,0,,,1,3,133301019,,,,,,,120,,,,,,,,,
26003,37,,,,,0,,0,,,1,3,133304053,,,,,,,120,,,,,,,,,
26004,37,,,,,0,,0,,,1,3,133304231,,,,,,,120,,,,,,,,,
26005,37,,,,,0,,0,,,1,3,133302232,,,,,,,120,,,,,,,,,
26006,37,,,,,0,,0,,,1,3,133303053,,,,,,,120,,,,,,,,,
27001,38,,,,,0,,0,,,1,3,133002146,,,,,,ActivityAbility_V3_1_Avatar_Hunting#ActivityAbility_V3_1_Avatar_Hunting_Stage_1,120,,,,,,Activity_BoarHunt_Stage_1,,,1#3
27002,38,,,,,0,,0,,,1,3,133002100,,,,,,ActivityAbility_V3_1_Avatar_Hunting#Activity_BoarHunt_Stage_2,420,,,,,,Activity_BoarHunt_Stage_2_Team,,,1#3
27003,38,,,,,0,,0,,,1,3,133002145,,,,,,ActivityAbility_V3_1_Avatar_Hunting#Activity_BoarHunt_Stage_3,180,,,,,,Activity_BoarHunt_Stage_3_Team,,,3
27004,39,,,,,0,,0,,,0,47021,247021001,,,,,,,1200,,,,,,ActivityAbility_V3_1_Team_WindField_Maze_GadgetDetect,,,3
27005,39,,,,,0,,0,,,0,47022,247022002,,,,,,,1200,,,,,,ActivityAbility_V3_1_Team_WindField_Maze_GadgetDetect,,,3
27006,39,,,,,0,,0,,,0,47023,247023001,,,,,,,1200,,,,,,ActivityAbility_V3_1_Team_WindField_Maze_GadgetDetect,,,3
27007,39,,,,,0,,0,,,0,47024,247024001,,,,,,,1200,,,,,,ActivityAbility_V3_1_Team_WindField_Maze_GadgetDetect#ActivityAbility_V3_1_Avatar_WindField_Maze,,,3
27008,39,,,,,0,,0,,,0,47025,247025001,,,,,,,,,,,,,ActivityAbility_V3_1_Team_WindField_Maze_GadgetDetect#ActivityAbility_WindField_Challenge_Skill,,,3
28001,42,,,,,0,,0,,,0,51008,251008004,,,,,,Activity_CharAmusement_SkillCDDown_Level3,600,,,,,,ActivityAbility_WindFlowerV2_SpinningBall,,,
28002,42,,,,,0,,0,,,0,51008,251008004,,,,,,,600,,,,,,ActivityAbility_WindFlowerV2_SpinningBall,,,
28003,43,,,,,0,,0,,,0,51008,251008012,,,,,,Activity_CharAmusement_SkillCDDown_Level2,600,,,,,,ActivityAbility_WindFlowerV2_FallAttackPillar,,,
28004,43,,,,,0,,0,,,0,51008,251008012,,,,,,Activity_CharAmusement_SkillCDDown_Level3#Activity_CharAmusement_RecoverEnergy_Once#AbilityGroup_Xiao_UnendlessHowlingSoul_Invincible_IgnoreAddEnergy#Activity_CharAmusement_RecoverHealth,600,,,,,,ActivityAbility_WindFlowerV2_FallAttackPillar,,,
28005,44,,,,,0,,0,,,0,51008,251008002,,,,,,Activity_CharAmusement_SkillCDDown_Level3,600,,,,,,ActivityAbility_WindFlowerV2_WaterRun,,,
28006,44,,,,,0,,0,,,0,51008,251008002,,,,,,,600,,,,,,ActivityAbility_WindFlowerV2_WaterRun,,,
28007,45,,,,,0,,0,,,0,51008,251008006,,,,,,Activity_CharAmusement_SkillCDDown_Level3#ActivityAbility_WindFlowerV2_Baseball,600,,,,,,,,,
28008,45,,,,,0,,0,,,0,51008,251008006,,,,,,Activity_CharAmusement_SkillCDDown_Level3#ActivityAbility_WindFlowerV2_Baseball,600,,,,,,,,,
28009,46,,,,,0,,0,,,0,51008,251008011,,,,,,ActivityAbility_WindFlowerV2_FootBall_BanUltimateSkill,600,,,,,,ActivityAbility_WindFlowerV2_FootBall_01,,,
28010,46,,,,,0,,0,,,0,51008,251008011,,,,,,Activity_CharAmusement_SkillCDDown_Level2#ActivityAbility_WindFlowerV2_FootBall_BanUltimateSkill,600,,,,,,ActivityAbility_WindFlowerV2_FootBall_02,,,
28011,47,,,,,0,,0,,,0,51008,251008001,,,,,,Activity_CharAmusement_RecoverEnergy_LV1,600,,,,,,,,,
28012,47,,,,,0,,0,,,0,51008,251008001,,,,,,Activity_CharAmusement_RecoverEnergy_LV2,600,,,,,,,,,
28013,48,,,,,0,,0,,,0,51008,251008008,,,,,,Activity_CharAmusement_SkillCDDown_Level3#Activity_CharAmusement_RecoverHealth,600,,,,,,,,,
28014,48,,,,,0,,0,,,0,51008,251008008,,,,,,Activity_CharAmusement_SkillCDDown_Level3#Activity_CharAmusement_RecoverHealth,600,,,,,,,,,
28015,48,,,,,0,,0,,,0,51008,251008009,,,,,,Activity_CharAmusement_RecoverHealth,600,,,,,,Activity_CharAmusement_Thunder_ByElectricNum2,,,
28016,48,,,,,0,,0,,,0,51008,251008009,,,,,,Activity_CharAmusement_RecoverHealth,600,,,,,,Activity_CharAmusement_Thunder_ByElectricNum,,,
28017,48,,,,,0,,0,,,0,51008,251008010,,,,,,Activity_CharAmusement_RecoverHealth,600,,,,,,Activity_CharAmusement_Impact_ByNormalAttackNum,,,
28018,48,,,,,0,,0,,,0,51008,251008010,,,,,,Activity_CharAmusement_RecoverHealth,600,,,,,,Activity_CharAmusement_Impact_ByNormalAttackNum2,,,
28019,41,1,,,,0,,0,,,0,3,133302690,,,,,,,,,,,,,,,,
28020,41,,,,,0,,0,,,0,1,111102085,,,,,,,,,,,,,,,,
28021,40,,,,,0,,0,,,0,47101,247101001,,,,,,,,,,,,,,,,
28022,40,,,,,0,,0,,,0,47102,247102001,,,,,,,,,,,,,,,,
28023,41,2,,,,0,,0,,,0,3,133304506,,,,,,,,,,,,,,,,
28024,41,3,,,,0,,0,,,0,3,133315305,,,,,,,,,,,,,,,,
28025,41,4,,,,0,,0,,,0,3,133301512,,,,,,,,,,,,,,,,
28026,41,5,,,,0,,0,,,0,3,133303635,,,,,,,,,,,,,,,,
29001,25,,,,,0,,0,,,1,3,133302697,,,,,,,,,,,,,,,,
29002,25,,,,,0,,0,,,1,3,133104291,,,,,,,,,,,,,,,,
29003,25,,,,,0,,0,,,1,3,133304564,,,,,,,,,,,,,,,,
29004,25,,,,,0,,0,,,1,3,133220418,,,,,,,,,,,,,,,,
29005,25,,,,,0,,0,,,1,3,133108183,,,,,,,,,,,,,,,,
29006,25,,,,,0,,0,,,1,3,133315311,,,,,,,,,,,,,,,,
29007,25,,,,,0,,0,,,1,3,133302698,,,,,,,,,,,,,,,,
29008,25,,,,,0,,0,,,1,3,133007073,,,,,,,,,,,,,,,,
29009,25,,,,,0,,0,,,1,3,133310019,,,,,,,,,,,,,,,,
29010,25,,,,,0,,0,,,1,3,133220483,,,,,,,,,,,,,,,,
29011,25,,,,,0,,0,,,1,3,133003101,,,,,,,,,,,,,,,,
29012,25,,,,,0,,0,,,1,3,133303644,,,,,,,,,,,,,,,,
29013,25,,,,,0,,0,,,1,3,133310083,,,,,,,,,,,,,,,,
29014,25,,,,,0,,0,,,1,3,133104278,,,,,,,,,,,,,,,,
29015,49,,,,,0,,0,,,1,40055,240055001,,,,,,,,,,,,,,,,1#3
29016,49,,,,,0,,0,,,1,40055,240055002,,,,,,,,,,,,,,,,1#3
29017,49,,,,,0,,0,,,1,40055,240055003,,,,,,,,,,,,,,,,1#3
29018,49,,,,,0,,0,,,1,40055,240055004,,,,,,,,,,,,,,,,1#3
29019,49,,,,,0,,0,,,1,40056,240056001,,,,,,,,,,,,,,,,1#3
29020,49,,,,,0,,0,,,1,40056,240056002,,,,,,,,,,,,,,,,1#3
29021,49,,,,,0,,0,,,1,40056,240056003,,,,,,,,,,,,,,,,1#3
29022,49,,,,,0,,0,,,1,40056,240056004,,,,,,,,,,,,,,,,1#3
29023,49,,,,,0,,0,,,1,40057,240057001,,,,,,,,,,,,,,,,1#3
29024,49,,,,,0,,0,,,1,40057,240057002,,,,,,,,,,,,,,,,1#3
29025,49,,,,,0,,0,,,1,40057,240057003,,,,,,,,,,,,,,,,1#3
29026,49,,,,,0,,0,,,1,40057,240057004,,,,,,,,,,,,,,,,1#3
29027,49,,,,,0,,0,,,1,40058,240058001,,,,,,,,,,,,,,,,1#3
29028,49,,,,,0,,0,,,1,40058,240058002,,,,,,,,,,,,,,,,1#3
29029,49,,,,,0,,0,,,1,40058,240058003,,,,,,,,,,,,,,,,1#3
29030,49,,,,,0,,0,,,1,40058,240058004,,,,,,,,,,,,,,,,1#3
29031,49,,,,,0,,0,,,1,40059,240059001,,,,,,,,,,,,,,,,1#3
29032,49,,,,,0,,0,,,1,40060,240060001,,,,,,,,,,,,,,,,1#3
29033,49,,,,,0,,0,,,1,40061,240061001,,,,,,,,,,,,,,,,1#3
29034,49,,,,,0,,0,,,1,40062,240062001,,,,,,,,,,,,,,,,1#3
